Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
8568;0;Ulu Burun area;1194;;;;0;0;;;;;;900;1200;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8569;0;Ustica A;1195;;;;0;0;;;;;;-100;-1;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8570;0;Ustica B;1196;;;;0;0;;;;;;-350;-250;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8571;0;Vachetta A;1197;;;;0;0;;;;;;1;75;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8572;0;Vachetta B;1198;;;;0;0;;;;;;320;340;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8573;0;Vada A;1199;;;;0;0;;;;;;-125;-75;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8574;0;Vada B;1200;;;;0;0;;;;;;-200;-150;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8575;0;Vada C;1201;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8576;0;Vada D;1202;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8577;0;Valencia;1203;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8578;0;Valle Isola A;1204;;;;0;0;;;;;;1;300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8579;0;Valle Isola B;1205;;;;0;0;;;;;;1;300;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8581;0;Varazze;1207;;;;0;0;;;;;;-100;-50;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8582;0;Varna;1208;;;;0;0;;;;;;300;500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8583;0;Varvara;1209;;;;0;0;;;;;;-600;-400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8584;0;Vendicari;1211;;;;0;0;;;;;;375;625;0;0;0;;;;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
8585;0;Ventotene A;1212;;;;0;0;;;;;;-325;-275;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8586;0;Ventotene B;1213;;;;0;0;;;;;;-75;-25;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8587;0;Vieste;1215;;;;0;0;;;;;;1000;1500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8589;0;Vignale;1217;;;;0;0;;;;;;307;310;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8590;0;Villefranche;1218;;;;0;0;;;;;;-175;-150;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8591;0;Villepey;1219;;;;0;0;;;;;;110;160;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8592;0;Vis A;1220;;;;0;0;;;;;;-125;-75;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8593;0;Vis B;1221;;;;0;0;;;;;;-150;-25;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8594;0;Vis C;1222;;;;0;0;;;;;;-175;-125;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8595;0;Vis D;1223;;;;0;0;;;;;;-300;-100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8596;0;Vis E;1224;;;;0;0;;;;;;400;600;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8597;0;Vis F;1225;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8598;0;Vis G;1226;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8599;0;Voula A;1227;;;;0;0;;;;;;-350;-325;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8600;0;Voula B;1228;;;;0;0;;;;;;-400;-350;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8601;0;Vulcano;1229;;;;0;0;;;;;;-100;-80;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8604;0;Xlendi A;1234;;;;0;0;;;;;;-150;-75;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8605;0;Xlendi B;1235;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8606;0;Xlendi C;1236;;;;0;0;;;;;;350;450;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8607;0;Xlendi D;1237;;;;0;0;;;;;Unknown;;;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8609;0;Yassi Ada A;1239;Aegean;Turkey;between Turkish mainland and Kos;36,99166;27,19583;32;39;39m;Byzantine;first half C 7th AD;625;630;0;0;0;;;"P. Van Alfen, JRA 9 (1996), 189-213; S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 45-52; http://ina.tamu.edu/yasymposium/PDFs/Van%20Doorninck2.pdf";A well preserved 21m ship carrying 3 rows of about 900 amphorae. The ship can be dated from 16 gold coins and 50 copper coins to AD 626, as all but one gold coin were issues of the Emperor Heraclius. The ship may have belonged to the Church and was transporting low-grade wine intended for Byzantine troops. The ship, with a  slim 4:1 length to width ratio, sharp bow and full stern was designed for speed and carried a lateen sail. At the stern was a large galley complex, well equipped to serve food and drink to quite a number of passnegers.;SAND;FALSK;FALSK;FALSK;FALSK;;;"Well preserved. A fairly weak construction of widely spaced, small and unpeggedd mortise and tenon joints only up to the waterline; above that hull planking was fixed to already erected framing.";At least 40 iron carpentry tools, numerous cooking wares and copper containers, coins, fishing equipment and 16 oil lamps. 8 bronze weights (and 1 of glass) and at least 3 steelyards, the largest of which is 1.46m long and decorated at one end with a boar's head terminal. Its sculptural counterweight was a bust of the goddess Athena. A bronze censer and cross.;11 iron anchors with straight arms set perpendicular to the shank, a cruciform anchor design used from the C4th-10th AD. Three of the anchors weighed 78.75kg, another one 110.25kg and another three were sheet anchors weighing 141.75kg.;60;
8610;0;Yassi Ada B;1240;;Turkey;between Turkish mainland and Kos;36,99166;27,19583;36;42;42m;Byzantine;late C4th-early 5th AD;375;435;0;0;0;Aegean;;S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004), 51.;A 19m long by 8m wide ship carrying 1,100 probably Aegean amphorae some of which are now displayed in the Bodrum Museum.;SAND;FALSK;FALSK;FALSK;FALSK;;;The port side of the hull was well preserved up to the waterline. Mostly cypress wood but with a keel of white oak, with a shell-first construction. Mortise and tenon joints were used but are small and widely spaced and more easily assembled than they normally were in Roman hulls.;A spacious galley set down in the stern had a rough-stone firebox. At least 6 pantry jars, a funnel, 4 cooking pots, 11 pitchers, a cup, a bowl, 2 large plates, a smaller dish, 5 glass vessels, a copper jug, possibly 3 steelyards, some copper coins, a casting net and 4 lamps, 1 signed KY from an Athenian workshop.;;;
8611;0;Zakynthos A;1243;;;;0;0;;;;;;-550;-450;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8612;0;Zakynthos B;1244;;;;0;0;;;;;;400;700;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8613;0;Zanca;1245;;;;0;0;;;;;;1;100;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8614;0;Zapuntel;1246;;;;0;0;;;;;;1000;1500;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8615;0;Zatoane;1247;;;;0;0;;;;;;-150;400;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8616;0;Zaton A;1248;;;;0;0;;;;;;75;100;0;0;0;;;;M. Polzer, IJNA 37 (2008), 225-252????????/ AD69-79;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;A number of roughly shaped wooden toggles;;
8617;0;Zaton B;1249;;;;0;0;;;;;;75;100;0;0;0;;;;M. Polzer, IJNA 37 (2008), 225-252 ??????  AD69-79;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;A number of roughly shaped wooden toggles;;
8618;0;Zdrijac;1250;;;;0;0;;;;;;800;1000;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8619;0;Zembretta;1251;;;;0;0;;;;;Unknown;;;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8620;0;Zirje;1252;;;;0;0;;;;;;250;450;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8621;0;Zut;1253;;;;0;0;;;;;;-150;-25;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8622;0;Arles IV;;Western Mediterranean;France;Bouches-du-Rhône;42,89501;4,62524;662;662;662m;Roman Imperial;second quarter C1st AD;25;40;0;0;0;Baetica;;"http://www.culture.gouv.fr/culture/archeosm/fr/fr-medit-antiq.htm             Pomey et al 1992; L. Long, Bilan Scientifique 1993, 30-31; Long 1997, p. 79-82";The site measures 30 m by 10m and was investigated in the early 1990s by submarine, 74km from the mouth of the Rhone. The cargo comprised several layers of amphorae, possibly 1000-2000 in total, of 3 different types - a large group holding fish sauce in the middle, surrounded by oil amphorae with small, flat-bottomed amphorae at each end.;SAND;FALSK;FALSK;FALSK;FALSK;;Pottery and copper ingots.;Probably in good condition under the cargo of amphorae;;A lead anchor stock and  an iron anchor.;;
8623;0;Cavaliere (medieval);;;;;0;0;;;;;;1479;1500;0;0;0;;;http://www.culture.gouv.fr/culture/archeosm/fr/fr-medit-moyen.htm;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8624;0;Culip II;;;;;0;0;;;;;;-150;400;0;0;0;;;;Nieto says Roman in Culip VIII;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8625;0;Culip VII;;;;;0;0;;;;;;-150;400;0;0;0;;;;Nieto says Roman in Culip VIII;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8626;0;Roquetas del Mar;;;;;0;0;;;;;;1;200;0;0;0;;;Etienne & Mayet 190 no. 6;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8627;0;Las Encombreras;;;;;0;0;;;;;;25;75;0;0;0;;;Etienne & Mayet 190 no. 7;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8628;0;Mahon;;;;;0;0;;;;;;1;200;0;0;0;;;Etienne & Mayet 190 no. 16;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8629;0;Arles VIII;;;;;0;0;;;;;;-30;14;0;0;0;;;Long 1997, 83-5;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8630;0;Cala Piomba;;;Italy;Sardinia;38,89416;8,60263;28;28;28m;Roman Imperial;early-mid C1st AD;30;40;0;0;0;;;Etienne & Mayet 198-9.no. 50        http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;A cargo of amphorae spread over an area 50 x30m.;SAND;FALSK;FALSK;FALSK;FALSK;;Two lead ingots of trapezoidal shape;;;;;
8631;0;Cabo de Gata;;;;;0;0;;;;;;50;75;0;0;0;;;Etienne & Mayet 2004, 214 no. 7;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8632;0;Saintes-Maries-de-la-Mer 2;;Western Mediterranean;France;Bouches-du-Rhône;43,43817;4,37599;11;11;11m;Roman Imperial;early C1st AD;1;25;0;0;0;Baetica - Narbonne;;"L. Long, Bilan Scientifique 1995, 40-41; Bilan Scientifique 1996, 73; Bilan Scientifique 1997, 65-68; Liou 2000, 1070 no. 39; Bilan Scientifique 2003, 65; Bilan Scientifique 2005, 49.";A cargo of iron ingots and bars seen as a number of concretions over a 15m long site.;SAND;FALSK;FALSK;FALSK;FALSK;;Iron ingots and 146 bars some of which are very well preserved with stamps EROTIS and LEPIDI, plus symbols of anchors and other unidentifiable oval shapes. Some measure as long as 123cm and weigh 6.5kg. The total number may have been as high as 3000 to 4000.;Partially preserved under the concretions along with some branches of grapevines used as protection for the cargo, the ship is estimated to have been 15-20m long.;;;20;
8633;0;Esteu dou Mieu 2;;Western Mediterranean;France;;0;0;;;;Roman Imperial;late C1st AD;69;96;0;0;0;;;Etienne & Mayet 2004, 220 no. 36;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8634;0;Le Grand Ribaud B;;Western Mediterranean;France;Var;43,01869;6,14513;;;;Roman Imperial;late C1st AD;69;96;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;
8635;0;Anse de Montfort;;;France;Languedoc-Roussillon;43,14026;3,00132;;;;;;-50;25;0;0;0;;;Etienne & Mayet 2000, 241 no. 22;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Pascual 1
8636;0;Mounine 2;;;;;0;0;;;;;;-50;25;0;0;0;;;Etienne & Mayet 2000, 241 no. 23;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Pascual 1
8637;0;Els Reis;;;;;0;0;;;;;;-50;25;0;0;0;;;Etienne & Mayet 2000, 239 no. 9;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Pascual 1
8638;0;Cala Bona I;;;;;0;0;;;;;;-80;-30;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Laetanian I
8639;0;Cala n'Carbo;;;Minorca;;0;0;;;;;;-25;25;0;0;0;;;;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Pascual 1, Dr 2-4
8640;0;Callela I;;;;;0;0;;;;;;-25;175;0;0;0;;;Etienne & Mayet 2000, 242 no. 28;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;;Dr. 2-4 Tarraconensis
8641;0;La Giraglia;;Western Mediterranean;France;Corsica;43,02381;9,4024;20;20;20m deep, 500 m from shore;Roman Empire;early C1st AD;15;25;0;0;0;Tarraconensis;Rome;"M. Sciallano, Bilan Scientifique 1995, 60; Bilan Scientifique 1997, 81; Bilan Scientifique 1998, 56; Bilan Scientifique 1999, 70-72; Etienne & Mayet 2000, 245 no. 44; S. Marlier and P. Sibella, IJNA 31 (2002), 161-171; M Sciallano and S. Marlier, Archaeonautica 15 (2008), 113-152.";Discovered in 1992, spread over 200m sq, a  cargo of dolia and amphorae, very badly wrecked probably due to the dolia rolling out of place as the ship sank. A very similar cargo to that of Chretienne H.;SAND;FALSK;FALSK;FALSK;FALSK;;Six fragments of Aretine ware, one with a stampTHALI. Four fragments of blue-green glass from 2 plates and 2 cups.;7m long by 2m wide, 26 frames but no trace of the keel. The ship was probably about 20m long and was of classic hull first construction, built from oak, elm and beech, ash and fir.;"Two miniscule fragments of oil lamps, some fineware fragments, 5 nuts and 8 noisettes; several Gauloise 4 or 5 fragments.";Pump remains, lead anchor stock;63;Dr. 2-4 Tarraconensis
8642;0;Calaminnola;;;Italy;Egadi Islands, Sicily;0;0;;;;Hellenistic;C3rd BC;-300;-200;0;0;0;;;http://www.archeosub.it/news2004/news0407.htm#egadi;A cargo of amphorae which will be left on the sea bed and viewed by video from a museum in Favignana.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;"Dr. 2-4 Tarraconensis; Dr. 7-11; Haltern 70"
8644;0;Albenga II;;Tyrrhenian Sea;Italy;Liguria;44,04255;8,22876;50;50;50 m;Roman;C 1st  BC;-100;-1;0;0;0;;;Abysso blu - http://www.sportesport.it/wrecksLI045.htm;Discovered in 2003 by carabinieri divers, the wreck site measures approximately 20m x 10m. The ship could carry about 3000 amphorae (about 150 tons). Just a few amphorae of the cargo have been stolen by souvenir hunters.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;150;
8645;0;Les Sorres VIII;;Western Mediterranean;Spain;Catalonia;0;0;0;0;;;;-400;-200;0;0;0;;;"http://www.abc.se/~pa/publ/sorr-helm.htm (REMESAL, J. & MUSO, O.: ""La presencia de material etrusco en la Península Ibérica"", Barcelona, (1990) 1991, p. 601-614. Published March 2000 on Nordic Underwater Archaeology)";"Republican/Etruscan helmets; ?Greco-Italic amphorae.";SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8646;0;Pisa A;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman Imperial;late C2nd -early C3rd AD;175;225;0;0;0;Adriatic via Africa, Spain, France;Pisa;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674 ; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                                http://www.navipisa.it/scavo_naveA.htm   
http://www.archaeology.org/9907/etc/shipa.html";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa.;SAND;FALSK;FALSK;FALSK;FALSK;;;Unfortunately split into 2 during the construction works, this ship is estimated to have been 30m in length;Ceramics including African terra sigillata.;;0;
8647;0;Pisa B;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman Imperial;end C1stBC - beg C1st AD;-12;15;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                           http://www.navipisa.it/scavo_naveB_carico.htm
http://www.mclink.it/assoc/assonet/arcart/rosso2.htm";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. A transport ship of medium dimensions, recovered tilted on its side. Adriatic and Baetican amphorae had been reused to carry fruit, nuts and salted fish as well as augitic sand of Latium or Campania origin. It is still uncertain what the real purpose was of such sand. The skeletons of a 40-45 year-old man and a dog were also found.;SAND;FALSK;FALSK;FALSK;FALSK;;;Enough remains were preserved to show that the ship was 4m wide.;;"Ballast stones, formed from rounded off blocks of various sizes, from Campania; stowage material found between the amphorae from the Neapolitan area.";0;
8648;0;Pisa C;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman;second half C1st BC;-50;-1;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                            http://www.navipisa.it/scavo_naveC_nave.htm
http://www.mclink.it/assoc/assonet/arcart/rosso2.htm";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This large fluvial boat, 14m long, has been recovered moored to a pole with a large cable: the boat is still in an optimal state of conservation;FALSK;FALSK;FALSK;FALSK;FALSK;;;The majority of the structural elements are intact (keel, keelson, frame, mast partners and step, top of bulwarks, prow bollards and six rowing benches set at regular intervals). All around, in correspondence to the benches, are conserved the holes for the oars, into which are series of small nails in order to fix the leather. White and red paint can still be seen on the external planks above the waterline. A Greek inscription, ALKDO, can be read on the 1st rowing bench.;;;0;
8649;0;Pisa D;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Late Roman;;400;600;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                   http://www.navipisa.it/scavo_naveD.htm";"One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This is the draft of a large river boat, 14m long and 6m wide.  It has been recovered turned upside down and quite completely lacking its hull; some parts, like the keel, were perhaps cut off in ancient time.";FALSK;FALSK;FALSK;FALSK;FALSK;;;Some structures of this upside down river boat survive.;;Ballast stones.;0;
8650;0;Pisa E;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;early Roman Imperial;end C1st BC;-30;-1;0;0;0;Tarraconensis;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000); G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); H. Neilson, IJNA 31 (2002), 248-253;  M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                                   http://www.navipisa.it/scavo_naveE.htm
http://www.mclink.it/assoc/assonet/arcart/rosso2.htm";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This ship is lying on its side and had been transporting dolia and Dr 2-4 amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;A terracotta phallus which suggests that the Priapus deity was seen as an icon of maritime activity as well as a garden fertility god.;A large wooden anchor.;0;
8651;0;Pisa F;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman;first half C 2nd  AD;100;150;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                            http://www.navipisa.it/scavo_barcaF.htm
http://www.mclink.it/assoc/assonet/arcart/rosso2.htm";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This is a 9m long river boat.;FALSK;FALSK;FALSK;FALSK;FALSK;;;A slim fluvial 9m long and only 1m wide, a 'lintres' type of Roman ship. Made of oak and small alder sections.;;;0;
8652;0;Pisa P;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman Imperial;end C1st BC- beginning AD;-30;30;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                  http://www.navipisa.it/scavo_barcaP.htm";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This is a flat-bottomed boat comparable to Pisa G.;FALSK;FALSK;FALSK;FALSK;FALSK;;;Flat bottomed boat only partially excavated.;;;0;
8653;0;Pisa G;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman;;-150;400;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This is a flat-bottomed barge probably originally 9m long.;FALSK;FALSK;FALSK;FALSK;FALSK;;;A flat-bottomed barge of which only the prow has been excavated so far.;;;0;
8654;0;Pisa H;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman;;-150;400;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This is a fluvial punt.;FALSK;FALSK;FALSK;FALSK;FALSK;;;A small fluvial punt.;;;0;
8655;0;Pisa I;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Roman;C4th-5th;300;400;0;0;0;;;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. This river boat was carrying African amphorae, presumably unloading them from a much larger ship.;SAND;FALSK;FALSK;FALSK;FALSK;;;A river boat 12m x 2.5m, Roman 'lintres' type. Mortise and tenon construction with iron nails.;;;0;
8656;0;Marsa -El-Brega Byzantine;;;Libya;Gulf of Sirte;0;0;;;Shallow;Byzantine;C 6th AD;500;600;0;0;0;Northeast Mediterranean;;C. Preece, Libyan Studies 31 (2000), 29-56.;One of two ancient wrecks probably caused by human error in an area particularly difficult to navigate.;SAND;FALSK;FALSK;FALSK;FALSK;;Fineware - Hayes Late Roman C, Form 3, Type H - cooking pots and a sherd of African redslip ware;;;;0;
8657;0;Point Iria;;;Greece;Argolid;37,45727;23,00468;12;27;27m;Late Bronze Age;C 13th BC;-1250;-1200;0;0;0;Southern Cyprus;;http://www2.rgzm.de/navis/cargo/Iria/Iria.htm            Master Seafarers: The Phoenicians and the Greeks (Periplus, 2004), 105-111.;Cypriotic origin, dated to ca 1200 BC, lying on 12-27 m depth. Transporting Cypriotic pottery. The ship was probably less than 10 m long. Investigated by the Hellenic Institute of Marine Archaeology in 1991-1995.;SAND;FALSK;FALSK;FALSK;FALSK;;"25 pieces of Mycenaean and Cypriot pottery, and Cretan transport jars. ""Cypriot pithoi and LH/LM IIIB 2 pithoid jars) and medium size ones (Cretan stirrup-jars, Cypriot jugs and an amphora with incised linear signs).""  ""a few decorated Mycenaean vases in fine ware (a deep bowl krater and one or two deep bowls)""";;A Cypriot heavy broad-based water jug (jug A20 or the 'Tsouchlos jug').;;0;
