Setting random seed to 1.
Reading data from stdin.
Reading model from /home/bt/model_params_for_cpp.txt.
Model read successfully.
Building history structure.
Calculating individual history link log likelihoods.
Unit,Link,EventType,Time,PatientID,LogLik
0,4010,3,432.411938,4287,-0.020099
0,4011,1,432.73442,2307,-5.833409146
0,4012,3,432.73542,2307,-0.0180891
0,4013,0,432.798875,4364,-inf
0,4014,1,432.799875,4364,-0.0180891
0,4015,2,432.814366,4344,-inf
0,4016,3,432.815366,4344,-0.0180891
0,4017,0,432.840392,4349,-inf
0,4018,1,432.948059,4364,-1.94759913
0,4019,3,432.949059,4364,-0.0180891
0,4020,1,433.042436,4248,-1.501427458
0,4021,3,433.043436,4248,-0.0160792
0,4022,0,433.089548,4365,-inf
0,4023,1,433.090548,4365,-0.0160792
0,4024,1,433.103885,4365,-0.2144482904
0,4025,3,433.104885,4365,-0.0160792
0,4026,0,433.204929,4331,-inf
0,4027,1,433.341121,4305,-2.189858406
0,4028,3,433.341121,4305,0
0,4029,1,433.465061,4331,-1.743749042
0,4030,3,433.466061,4331,-0.0140693
0,4031,0,434.024084,4382,-inf
0,4032,1,434.025084,4382,-0.0140693
0,4033,1,434.038716,4246,-0.1917926976
0,4034,3,434.038716,4246,0
0,4035,0,434.041095,4383,-inf
0,4036,1,434.042095,4383,-0.0140693
0,4037,0,434.171554,4384,-inf
0,4038,1,434.172554,4384,-0.0160792
0,4039,0,434.272518,4099,-inf
0,4040,2,434.463335,4349,-inf
0,4041,3,434.464335,4349,-0.0180891
0,4042,1,434.642629,4353,-2.866824885
0,4043,3,434.643629,4353,-0.0160792
0,4044,1,435.22715,4384,-8.209732005
0,4045,3,435.22815,4384,-0.0140693
0,4046,1,435.251148,4383,-0.2773420812
0,4047,3,435.252148,4383,-0.0120594
0,4048,1,435.722089,4382,-4.72267208
0,4049,3,435.723089,4382,-0.0100495
0,4050,0,435.782054,4398,-inf
0,4051,1,436.099213,4099,-3.187289371
0,4052,3,436.099213,4099,0
0,4053,0,436.365767,4336,-inf
0,4054,0,437.184113,4349,-8.251165907
0,4055,0,437.798018,4412,-inf
0,4056,0,437.816079,4381,-inf
0,4057,2,438.063918,4349,-inf
0,4058,3,438.063918,4349,0
0,4059,1,438.070936,4412,-0.0987383474
0,4060,3,438.070936,4412,0
0,4061,1,438.278776,4398,-2.506425696
0,4062,3,438.279776,4398,-0.0120594
0,4063,0,438.445755,4360,-inf
0,4064,1,438.470911,4360,-0.3033662664
0,4065,3,438.470911,4360,0
0,4066,0,438.477284,4427,-inf
0,4067,1,438.478284,4427,-0.0120594
0,4068,0,438.819187,4430,-inf
0,4069,1,438.820187,4430,-0.0140693
0,4070,1,438.862173,4357,-0.5907136298
0,4071,3,438.863173,4357,-0.0140693
0,4072,1,439.437678,4430,-6.928185597
0,4073,3,439.438678,4430,-0.0120594
0,4074,1,440.040107,4427,-6.044060735
0,4075,3,440.041107,4427,-0.0100495
0,4076,1,440.182272,4336,-1.134910134
0,4077,3,440.182272,4336,0
0,4078,1,440.34028,4355,-0.9527408376
0,4079,3,440.34128,4355,-0.0060297
0,4080,1,440.820993,4381,-1.928350317
0,4081,3,440.821993,4381,-0.0040198
0,4082,0,441.532264,4451,-inf
0,4083,1,441.533264,4451,-0.0040198
0,4084,0,441.5465,4441,-inf
0,4085,1,441.919021,4441,-2.246189874
0,4086,3,441.919021,4441,0
0,4087,0,442.371761,4209,-2.024322452
0,4088,0,442.424014,4389,-inf
0,4089,1,443.152386,4451,-5.855819531
0,4090,3,443.153386,4451,-0.0080396
0,4091,1,443.530966,4389,-2.276694126
0,4092,3,443.531966,4389,-0.0060297
0,4093,0,443.706607,4443,-inf
0,4094,0,443.718918,4469,-inf
0,4095,1,443.719918,4469,-0.0080396
0,4096,1,443.773491,4209,-0.4307054908
0,4097,3,443.774491,4209,-0.0080396
0,4098,0,443.775312,4453,-inf
0,4099,1,443.858718,4469,-0.6705508776
0,4100,3,443.859718,4469,-0.0080396
0,4101,0,443.993194,4469,-0.8061549972
0,4102,0,444.379143,4466,-inf
0,4103,0,444.522813,4403,-inf
0,4104,0,444.781477,4467,-inf
0,4105,1,444.830477,4467,-0.6893957
0,4106,3,444.831477,4467,-0.0140693
0,4107,1,444.962549,4443,-1.580649677
0,4108,3,444.962549,4443,0
0,4109,1,445.119508,4403,-1.57735947
0,4110,3,445.119508,4403,0
0,4111,0,445.188072,4439,-inf
0,4112,1,445.320234,4469,-1.328162019
0,4113,3,445.320234,4469,0
0,4114,0,445.388849,2363,-inf
0,4115,2,445.399512,4439,-inf
0,4116,3,445.400512,4439,-0.0100495
0,4117,0,445.413815,4482,-inf
0,4118,1,445.414815,4482,-0.0100495
0,4119,0,445.477545,4452,-inf
0,4120,0,445.733284,4488,-inf
0,4121,1,445.734284,4488,-0.0140693
0,4122,0,445.837443,4491,-inf
0,4123,1,445.887624,4488,-0.8068703352
0,4124,3,445.888624,4488,-0.0160792
0,4125,0,446.096121,4460,-inf
0,4126,1,446.130194,4466,-0.5478665816
0,4127,3,446.131194,4466,-0.0160792
0,4128,1,446.236586,4491,-1.482791666
0,4129,3,446.236586,4491,0
0,4130,0,446.707358,2624,-inf
0,4131,0,446.862988,4501,-inf
0,4132,1,446.863988,4501,-0.0160792
0,4133,0,447.109885,4503,-inf
0,4134,1,447.110885,4503,-0.0180891
0,4135,0,447.164246,4504,-inf
0,4136,1,447.165246,4504,-0.020099
0,4137,1,447.218741,4460,-1.075196005
0,4138,3,447.218741,4460,0
0,4139,0,447.356995,2200,-4.810756261
0,4140,1,447.357995,2200,-0.020099
0,4141,1,447.400712,4452,-0.858568983
0,4142,3,447.400712,4452,0
0,4143,0,447.67847,4515,-inf
0,4144,1,447.67947,4515,-0.020099
0,4145,1,447.88128,4504,-4.05617919
0,4146,3,447.88228,4504,-0.020099
0,4147,0,448.091089,4485,-inf
0,4148,1,448.12656,4453,-0.712931629
0,4149,3,448.12656,4453,0
0,4150,0,448.295841,4002,-inf
0,4151,0,448.33735,4390,-inf
0,4152,0,448.349988,4343,-inf
0,4153,1,448.407976,4482,-1.398600974
0,4154,3,448.408976,4482,-0.0241188
0,4155,0,448.42721,4522,-inf
0,4156,1,448.42821,4522,-0.0241188
0,4157,1,448.705895,2624,-6.697428978
0,4158,3,448.705895,2624,0
0,4159,1,448.792024,4515,-1.904217448
0,4160,3,448.793024,4515,-0.0221089
0,4161,0,448.796783,4527,-inf
0,4162,1,448.797783,4527,-0.0221089
0,4163,1,448.888777,4485,-2.011777247
0,4164,3,448.888777,4485,0
0,4165,1,449.337384,4343,-9.016552093
0,4166,3,449.337384,4343,0
0,4167,0,449.43212,4534,-inf
0,4168,1,449.43312,4534,-0.020099
0,4169,0,449.442601,4479,-inf
0,4170,0,449.524735,3347,-inf
0,4171,1,449.974805,4503,-10.85514832
0,4172,3,449.975805,4503,-0.0241188
0,4173,0,450.317012,3901,-8.178172972
0,4174,1,450.524263,2200,-4.998645419
0,4175,3,450.525263,2200,-0.0241188
0,4176,0,450.573901,4543,-inf
0,4177,1,450.574901,4543,-0.0241188
0,4178,0,450.917551,4545,-inf
0,4179,1,450.918551,4545,-0.0261287
0,4180,1,451.059206,4534,-3.675132299
0,4181,3,451.060206,4534,-0.0261287
0,4182,0,451.079072,4531,-inf
0,4183,1,451.151432,4531,-1.890672732
0,4184,3,451.152432,4531,-0.0261287
0,4185,0,451.222082,4537,-inf
0,4186,1,451.302148,4390,-2.092020494
0,4187,3,451.302148,4390,0
0,4188,1,451.388848,4522,-2.09109996
0,4189,3,451.389848,4522,-0.0241188
0,4190,0,451.394358,4517,-inf
0,4191,0,451.488519,4551,-inf
0,4192,1,451.489519,4551,-0.0261287
0,4193,1,451.566218,4527,-2.004045161
0,4194,3,451.567218,4527,-0.0261287
0,4195,0,451.905437,4516,-inf
0,4196,1,451.950971,2363,-1.189744226
0,4197,3,451.950971,2363,0
0,4198,0,451.963156,3419,-inf
0,4199,1,452.134746,4002,-4.483423633
0,4200,3,452.134746,4002,0
0,4201,1,452.224232,4517,-2.158294937
0,4202,3,452.225232,4517,-0.0241188
0,4203,1,452.323781,4479,-2.178809986
0,4204,3,452.323781,4479,0
0,4205,1,452.377023,4501,-1.070110958
0,4206,3,452.378023,4501,-0.020099
0,4207,0,452.462026,2541,-inf
0,4208,0,452.532598,4528,-inf
0,4209,2,453.013575,3347,-inf
0,4210,3,453.014575,3347,-0.0221089
0,4211,0,453.032133,4566,-inf
0,4212,2,453.033133,4566,-inf
0,4213,1,453.209794,3901,-3.905780383
0,4214,3,453.210794,3901,-0.0221089
0,4215,1,453.283956,4545,-1.470483038
0,4216,3,453.284956,4545,-0.020099
0,4217,1,453.318278,4516,-0.6027649902
0,4218,3,453.319278,4516,-0.0180891
0,4219,1,453.434704,4543,-1.855957739
0,4220,3,453.435704,4543,-0.0160792
0,4221,0,453.523689,4564,-inf
0,4222,1,453.98945,2541,-7.489064271
0,4223,3,453.98945,2541,0
0,4224,1,454.201354,4551,-2.981340947
0,4225,3,454.202354,4551,-0.0140693
0,4226,0,454.307124,3347,-1.276388828
0,4227,1,454.373301,4537,-0.9310640661
0,4228,3,454.374301,4537,-0.0140693
0,4229,0,454.400886,4588,-inf
0,4230,1,454.401886,4588,-0.0140693
0,4231,0,455.058852,4590,-inf
0,4232,0,455.242565,4593,-inf
0,4233,1,455.243565,4593,-0.0180891
0,4234,1,455.653736,4564,-7.419624236
0,4235,3,455.654736,4564,-0.0180891
0,4236,2,455.722851,4566,-inf
0,4237,3,455.723851,4566,-0.0160792
0,4238,2,455.89111,3347,-inf
0,4239,3,455.89111,3347,0
0,4240,1,456.10903,4593,-2.627984448
0,4241,3,456.11003,4593,-0.0120594
0,4242,0,456.172253,4602,-inf
0,4243,1,456.173253,4602,-0.0120594
0,4244,1,456.240164,4602,-0.8069065134
0,4245,3,456.241164,4602,-0.0120594
0,4246,1,456.279857,4528,-0.3888453035
0,4247,3,456.280857,4528,-0.0100495
0,4248,0,456.755704,4548,-inf
0,4249,1,456.836141,4548,-0.8083516315
0,4250,3,456.837141,4548,-0.0100495
0,4251,1,456.917162,3419,-0.6433368316
0,4252,3,456.917162,3419,0
0,4253,0,457.165288,4613,-inf
0,4254,2,457.166288,4613,-inf
0,4255,0,457.305288,4615,-inf
0,4256,1,457.306288,4615,-0.0100495
0,4257,0,457.400933,4591,-inf
0,4258,0,457.417426,4609,-inf
0,4259,1,457.501053,4613,-1.176573351
0,4260,3,457.502053,4613,-0.0140693
0,4261,0,457.538902,3700,-inf
0,4262,1,457.858467,4588,-4.496055855
0,4263,3,457.859467,4588,-0.0140693
0,4264,1,458.369734,3700,-6.15351386
0,4265,3,458.369734,3700,0
0,4266,0,458.561219,4612,-inf
0,4267,0,458.578468,4631,-inf
0,4268,1,458.579468,4631,-0.0140693
0,4269,1,458.935534,4591,-5.009599374
0,4270,3,458.935534,4591,0
0,4271,1,459.283037,4631,-4.190677678
0,4272,3,459.284037,4631,-0.0120594
0,4273,0,459.855554,3551,-inf
0,4274,1,459.856554,3551,-0.0120594
0,4275,1,459.865706,4590,-0.1103676288
0,4276,3,459.865706,4590,0
0,4277,0,460.018685,4611,-inf
0,4278,0,460.07337,4649,-inf
0,4279,1,460.07437,4649,-0.0140693
0,4280,1,460.083133,4611,-0.1232892759
0,4281,3,460.084133,4611,-0.0140693
0,4282,0,460.105909,2134,-inf
0,4283,1,460.152556,4615,-0.6562906371
0,4284,3,460.153556,4615,-0.0140693
0,4285,2,460.476703,2134,-inf
0,4286,3,460.477703,2134,-0.0120594
0,4287,1,460.660668,4609,-1.838706767
0,4288,3,460.661668,4609,-0.0100495
0,4289,0,461.12028,4642,-inf
0,4290,0,461.149003,4637,-inf
0,4291,0,461.292444,4643,-inf
0,4292,0,461.382386,4646,-inf
0,4293,1,461.571481,3551,-3.040496324
0,4294,3,461.572481,3551,-0.0160792
0,4295,1,461.962544,4643,-5.487913366
0,4296,3,461.962544,4643,0
0,4297,1,462.142167,4649,-2.166145606
0,4298,3,462.143167,4649,-0.0120594
0,4299,0,462.18149,4602,-0.4445302485
0,4300,0,462.313788,4678,-inf
0,4301,1,462.314788,4678,-0.0140693
0,4302,2,462.328592,4637,-inf
0,4303,3,462.328592,4637,0
0,4304,0,462.752868,4683,-inf
0,4305,1,462.753868,4683,-0.0140693
0,4306,0,462.885196,4667,-inf
0,4307,1,463.038771,4667,-2.46936314
0,4308,3,463.038771,4667,0
0,4309,1,463.356554,4683,-4.470984362
0,4310,3,463.357554,4683,-0.0140693
0,4311,1,463.528318,4602,-2.059311382
0,4312,3,463.529318,4602,-0.0120594
0,4313,0,463.547273,4693,-inf
0,4314,1,463.548273,4693,-0.0120594
0,4315,0,463.777213,4701,-inf
0,4316,1,463.778213,4701,-0.0140693
0,4317,1,464.010175,4678,-3.263542967
0,4318,3,464.011175,4678,-0.0140693
0,4319,1,464.0718,4642,-0.731101125
0,4320,3,464.0728,4642,-0.0120594
0,4321,1,464.133401,4693,-0.6090097495
0,4322,3,464.134401,4693,-0.0100495
0,4323,1,464.15447,4701,-0.1613467324
0,4324,3,464.15547,4701,-0.0080396
0,4325,0,464.226721,4668,-inf
0,4326,2,464.347345,4646,-inf
0,4327,3,464.347345,4646,0
0,4328,0,464.366534,4710,-inf
0,4329,1,464.367534,4710,-0.0080396
0,4330,0,464.383283,4711,-inf
0,4331,1,464.384283,4711,-0.0100495
0,4332,1,464.407356,4668,-0.2318721135
0,4333,3,464.407356,4668,0
0,4334,1,464.694282,4612,-2.30677027
0,4335,3,464.695282,4612,-0.0080396
0,4336,0,465.107129,4703,-inf
0,4337,1,465.140042,4703,-0.2646073548
0,4338,3,465.140042,4703,0
0,4339,0,465.326843,4719,-inf
0,4340,1,465.327843,4719,-0.0080396
0,4341,0,465.378944,4677,-inf
0,4342,0,465.416414,4674,-inf
0,4343,0,465.439694,4720,-inf
0,4344,1,465.440694,4720,-0.0140693
0,4345,1,465.530182,4720,-1.259033518
0,4346,3,465.531182,4720,-0.0140693
0,4347,2,466.028416,4677,-inf
0,4348,3,466.029416,4677,-0.0120594
0,4349,0,466.10274,4718,-inf
0,4350,1,466.190581,4719,-1.059309755
0,4351,3,466.191581,4719,-0.0120594
0,4352,0,466.252332,4697,-inf
0,4353,1,466.455584,4710,-2.451097169
0,4354,3,466.456584,4710,-0.0120594
0,4355,1,466.573258,4697,-1.172515363
0,4356,3,466.574258,4697,-0.0100495
0,4357,0,466.616046,4620,-inf
0,4358,0,466.732678,4729,-inf
0,4359,1,466.733678,4729,-0.0120594
0,4360,0,466.891807,4730,-inf
0,4361,2,467.297476,4718,-inf
0,4362,3,467.298476,4718,-0.0140693
0,4363,0,467.461488,4577,-inf
0,4364,1,467.606122,4730,-2.034899136
0,4365,3,467.607122,4730,-0.0140693
0,4366,0,467.775985,4697,-2.048403732
0,4367,0,467.858606,4743,-inf
0,4368,1,467.859606,4743,-0.0160792
0,4369,0,467.890428,4660,-inf
0,4370,1,468.017417,4674,-2.29711672
0,4371,3,468.017417,4674,0
0,4372,1,468.225363,4620,-3.343605323
0,4373,3,468.226363,4620,-0.0160792
0,4374,0,468.386285,4749,-inf
0,4375,1,468.387285,4749,-0.0160792
0,4376,0,468.427856,4750,-inf
0,4377,1,468.428855,4750,-0.0180710109
0,4378,0,468.777247,4754,-inf
0,4379,1,468.778247,4754,-0.020099
0,4380,1,468.807048,4660,-0.578871299
0,4381,3,468.807048,4660,0
0,4382,1,469.010366,4577,-3.677839634
0,4383,3,469.011366,4577,-0.0180891
0,4384,0,469.206519,4609,-3.223352628
0,4385,0,469.496435,4736,-inf
0,4386,1,469.719453,4711,-4.482438782
0,4387,3,469.720453,4711,-0.020099
0,4388,0,469.741696,4764,-inf
0,4389,1,469.742696,4764,-0.020099
0,4390,1,470.136401,4750,-7.913076795
0,4391,3,470.137401,4750,-0.020099
0,4392,0,470.194258,2626,-3.109390499
0,4393,1,470.513279,2626,-6.412003079
0,4394,3,470.513279,2626,0
0,4395,0,470.660446,4698,-inf
0,4396,1,470.66492,4729,-0.089922926
0,4397,3,470.66592,4729,-0.020099
0,4398,0,470.669742,4759,-inf
0,4399,0,470.741275,4729,-1.438495317
0,4400,0,470.95442,3872,-inf
0,4401,0,471.209425,3968,-inf
0,4402,1,471.351656,4729,-3.71631113
0,4403,3,471.352656,4729,-0.0261287
0,4404,0,471.578133,4686,-inf
0,4405,1,471.629517,4697,-1.342597121
0,4406,3,471.629517,4697,0
0,4407,1,471.713493,4686,-2.025400349
0,4408,3,471.714493,4686,-0.0241188
0,4409,1,471.721131,4749,-0.1467588782
0,4410,3,471.722131,4749,-0.0221089
0,4411,0,471.790304,4786,-inf
0,4412,1,471.791304,4786,-0.0221089
0,4413,1,471.862564,3968,-1.575480214
0,4414,3,471.862564,3968,0
0,4415,1,471.908322,4736,-0.919690042
0,4416,3,471.909322,4736,-0.020099
0,4417,1,471.999502,4743,-1.631275038
0,4418,3,472.000502,4743,-0.0180891
0,4419,0,472.147983,4789,-inf
0,4420,1,472.148983,4789,-0.0180891
0,4421,0,472.318111,4708,-inf
0,4422,0,472.485404,4577,-3.397162387
0,4423,1,472.519318,4609,-0.7498012346
0,4424,3,472.519318,4609,0
0,4425,2,472.593464,4698,-inf
0,4426,3,472.593464,4698,0
0,4427,0,472.683964,4134,-inf
0,4428,1,472.684964,4134,-0.020099
0,4429,1,473.176639,4754,-9.882175825
0,4430,3,473.177639,4754,-0.020099
0,4431,1,473.211401,4577,-0.6107241942
0,4432,3,473.212401,4577,-0.0180891
0,4433,1,473.21625,4759,-0.0618888408
0,4434,3,473.21725,4759,-0.0160792
0,4435,0,473.22997,4740,-inf
0,4436,0,473.243512,4785,-inf
0,4437,1,473.345667,4786,-1.84789201
0,4438,3,473.346667,4786,-0.0180891
0,4439,0,473.384308,4772,-inf
0,4440,1,473.422201,4708,-0.6854502663
0,4441,3,473.422201,4708,0
0,4442,1,473.526508,4785,-1.677173114
0,4443,3,473.526508,4785,0
0,4444,0,473.538893,4624,-inf
0,4445,2,473.55249,4624,-inf
0,4446,3,473.55349,4624,-0.0160792
0,4447,0,473.654187,4798,-inf
0,4448,0,473.67533,4796,-inf
0,4449,1,473.701776,4796,-0.4783843386
0,4450,3,473.702776,4796,-0.0180891
0,4451,0,474.000257,4770,-inf
0,4452,0,474.042469,4807,-inf
0,4453,1,474.043469,4807,-0.020099
0,4454,1,474.576273,4134,-10.7088276
0,4455,3,474.577273,4134,-0.020099
0,4456,0,475.117669,4819,-inf
0,4457,1,475.118669,4819,-0.020099
0,4458,0,475.118865,3445,-inf
0,4459,1,475.120901,3872,-0.0450137204
0,4460,3,475.120901,3872,0
0,4461,0,475.303955,4821,-inf
0,4462,1,475.304955,4821,-0.0221089
0,4463,1,475.315449,4770,-0.2320107966
0,4464,3,475.316449,4770,-0.0221089
0,4465,1,475.3725,4821,-1.126569049
0,4466,3,475.3735,4821,-0.020099
0,4467,1,475.463142,4819,-1.621543102
0,4468,3,475.464142,4819,-0.0180891
0,4469,1,475.494741,4789,-0.4920074408
0,4470,3,475.495741,4789,-0.0160792
0,4471,1,475.682611,4807,-2.629130091
0,4472,3,475.683611,4807,-0.0140693
0,4473,0,475.825192,4799,-inf
0,4474,0,475.872846,4829,-inf
0,4475,1,475.873846,4829,-0.0160792
0,4476,0,475.875846,4590,-0.1922598
0,4477,0,476.234869,4808,-inf
0,4478,0,476.3704,4818,-inf
0,4479,0,476.516753,4820,-inf
0,4480,1,476.58543,3445,-1.656406828
0,4481,3,476.58643,3445,-0.0241188
0,4482,1,476.675376,4772,-1.966498219
0,4483,3,476.676376,4772,-0.0221089
0,4484,1,476.688669,4590,-0.247077007
0,4485,3,476.689669,4590,-0.020099
0,4486,1,476.698976,4818,-0.1683552537
0,4487,3,476.699976,4818,-0.0180891
0,4488,0,476.737862,4802,-inf
0,4489,0,476.77401,4838,-inf
0,4490,0,476.853439,4826,-inf
0,4491,0,477.03398,4835,-inf
0,4492,0,477.044216,4841,-inf
0,4493,1,477.045216,4841,-0.0261287
0,4494,1,477.091561,4808,-1.210934602
0,4495,3,477.092561,4808,-0.0261287
0,4496,1,477.144022,4740,-1.241177567
0,4497,3,477.145022,4740,-0.0241188
0,4498,0,477.186608,4801,-inf
0,4499,1,477.199437,4801,-0.3094200852
0,4500,3,477.200437,4801,-0.0241188
0,4501,1,477.350872,4841,-3.325952371
0,4502,3,477.351872,4841,-0.0221089
0,4503,1,477.395713,4838,-0.881160259
0,4504,3,477.396713,4838,-0.020099
0,4505,1,477.594472,4835,-3.577282327
0,4506,3,477.595472,4835,-0.0180891
0,4507,2,477.646337,4826,-inf
0,4508,3,477.647337,4826,-0.0160792
0,4509,1,478.293032,4798,-9.084476663
0,4510,3,478.293032,4798,0
0,4511,1,478.386818,4820,-1.131002888
0,4512,3,478.386818,4820,0
0,4513,1,478.616638,4799,-2.30957609
0,4514,3,478.616638,4799,0
0,4515,0,478.903792,4851,-inf
0,4516,1,479.113643,4851,-2.108897625
0,4517,3,479.113643,4851,0
0,4518,0,479.159465,2983,-inf
0,4519,0,479.294462,4655,-inf
0,4520,1,479.433224,4655,-1.673386463
0,4521,3,479.433224,4655,0
0,4522,0,479.50333,4859,-inf
0,4523,1,479.50433,4859,-0.0120594
0,4524,0,479.792144,4863,-inf
0,4525,1,479.793144,4863,-0.0140693
0,4526,0,479.871485,4864,-inf
0,4527,1,479.872485,4864,-0.0160792
0,4528,0,479.974223,4865,-inf
0,4529,1,480.20312,4865,-4.140540723
0,4530,3,480.20412,4865,-0.0180891
0,4531,0,480.243227,4861,-inf
0,4532,1,480.480174,4829,-4.286157978
0,4533,3,480.481174,4829,-0.0180891
0,4534,0,480.553206,4867,-inf
0,4535,1,480.554206,4867,-0.0180891
0,4536,1,480.62493,4861,-1.279333508
0,4537,3,480.62593,4861,-0.0180891
0,4538,1,481.140726,4864,-8.277507843
0,4539,3,481.141726,4864,-0.0160792
0,4540,1,481.171701,4867,-0.4217272675
0,4541,3,481.172701,4867,-0.0140693
0,4542,1,481.464548,2983,-3.519499712
0,4543,3,481.464548,2983,0
0,4544,1,481.545469,4863,-0.8132155895
0,4545,3,481.546469,4863,-0.0100495
0,4546,1,482.165912,4859,-4.980073943
0,4547,3,482.166912,4859,-0.0080396
0,4548,0,482.221695,4830,-inf
0,4549,0,482.306764,4885,-inf
0,4550,1,482.359419,4885,-0.5291564225
0,4551,3,482.360419,4885,-0.0100495
0,4552,0,482.402871,4890,-inf
0,4553,1,482.453535,4830,-0.509147868
0,4554,3,482.453535,4830,0
0,4555,0,482.752162,4182,-inf
0,4556,1,482.753162,4182,-0.0100495
0,4557,0,482.758249,4894,-inf
0,4558,0,482.942372,4886,-inf
0,4559,0,483.229642,3515,-inf
0,4560,0,483.252552,4878,-inf
0,4561,1,483.320639,4764,-1.231632552
0,4562,3,483.321639,4764,-0.0180891
0,4563,2,483.401065,3515,-inf
0,4564,3,483.401065,3515,0
0,4565,0,483.594259,4904,-inf
0,4566,1,483.595259,4904,-0.0160792
0,4567,0,483.684938,4371,-inf
0,4568,1,483.859583,4890,-3.159170869
0,4569,3,483.859583,4890,0
0,4570,0,484.040473,4900,-inf
0,4571,1,484.057276,4802,-0.3039511473
0,4572,3,484.057276,4802,0
0,4573,0,484.083546,4879,-inf
0,4574,1,484.084718,4894,-0.0212004252
0,4575,3,484.085718,4894,-0.0180891
0,4576,0,484.094552,1765,-inf
0,4577,1,484.126182,1765,-0.572158233
0,4578,3,484.127182,1765,-0.0180891
0,4579,0,484.147561,4898,-inf
0,4580,0,484.221464,4869,-inf
0,4581,1,484.364532,4878,-2.875523732
0,4582,3,484.364532,4878,0
0,4583,0,484.430766,4906,-inf
0,4584,1,484.513298,4869,-1.658810668
0,4585,3,484.514298,4869,-0.020099
0,4586,1,484.686609,4182,-3.11695091
0,4587,3,484.687609,4182,-0.0180891
0,4588,1,484.886624,4879,-3.200001988
0,4589,3,484.886624,4879,0
0,4590,1,485.204753,4904,-4.47585234
0,4591,3,485.205753,4904,-0.0140693
0,4592,0,485.389833,4903,-inf
0,4593,1,485.674376,4371,-4.00332083
0,4594,3,485.675376,4371,-0.0140693
0,4595,0,485.743196,4912,-inf
0,4596,0,485.760577,4881,-inf
0,4597,0,485.890111,4859,-2.120035083
0,4598,0,486.248302,4860,-inf
0,4599,1,486.417981,4859,-3.410378221
0,4600,3,486.417981,4859,0
0,4601,0,486.446326,2227,-inf
0,4602,1,486.48756,4912,-0.828762166
0,4603,3,486.48756,4912,0
0,4604,1,486.500973,4881,-0.2426290983
0,4605,3,486.501973,4881,-0.0180891
0,4606,1,486.51305,4903,-0.1781092984
0,4607,3,486.51405,4903,-0.0160792
0,4608,0,487.251992,4923,-inf
0,4609,1,487.41182,4906,-2.569906378
0,4610,3,487.41182,4906,0
0,4611,1,487.516214,4886,-1.468750504
0,4612,3,487.517214,4886,-0.0140693
0,4613,0,487.557486,4911,-inf
0,4614,0,487.564412,4908,-inf
0,4615,0,487.592357,4886,-0.450084674
0,4616,0,487.656625,4108,-inf
0,4617,2,487.853899,4900,-inf
0,4618,3,487.853899,4900,0
0,4619,2,488.157798,2227,-inf
0,4620,3,488.157798,2227,0
0,4621,2,488.326207,4923,-inf
0,4622,3,488.327207,4923,-0.0160792
0,4623,0,488.607061,4154,-inf
0,4624,0,488.770405,4008,-3.548857315
0,4625,1,489.338474,4908,-10.27585695
0,4626,3,489.338474,4908,0
0,4627,0,489.413372,4941,-inf
0,4628,2,489.414372,4941,-inf
0,4629,0,489.504859,4942,-inf
0,4630,1,489.505859,4942,-0.020099
0,4631,0,489.689669,4950,-inf
0,4632,1,489.690669,4950,-0.0221089
0,4633,0,489.950749,4953,-inf
0,4634,2,489.951749,4953,-inf
0,4635,0,490.133027,4866,-inf
0,4636,1,490.201681,4866,-1.79383977
0,4637,3,490.201681,4866,0
0,4638,1,490.205773,4950,-0.0986941296
0,4639,3,490.206773,4950,-0.0241188
0,4640,0,490.332239,2250,-inf
0,4641,1,490.375864,4886,-1.05218265
0,4642,3,490.375864,4886,0
0,4643,1,490.558441,4108,-4.036576635
0,4644,3,490.559441,4108,-0.0221089
0,4645,1,490.667839,4154,-2.178691402
0,4646,3,490.667839,4154,0
0,4647,0,490.79064,3081,-inf
0,4648,1,490.88265,4008,-1.84930899
0,4649,3,490.88365,4008,-0.020099
0,4650,1,491.199459,4942,-5.712700582
0,4651,3,491.200459,4942,-0.0180891
0,4652,1,491.312772,4860,-1.80590319
0,4653,3,491.312772,4860,0
0,4654,1,491.378757,3081,-0.9283627605
0,4655,3,491.378757,3081,0
0,4656,0,491.505467,4901,-inf
0,4657,2,491.540816,4898,-inf
0,4658,3,491.540816,4898,0
0,4659,2,491.953522,4941,-inf
0,4660,3,491.954522,4941,-0.0120594
0,4661,0,492.296022,4951,-inf
0,4662,0,492.406846,4977,-inf
0,4663,1,492.407846,4977,-0.0140693
0,4664,1,492.501411,4911,-1.316394055
0,4665,3,492.502411,4911,-0.0140693
0,4666,0,492.641727,4962,-inf
0,4667,0,492.69646,4979,-inf
0,4668,1,492.69746,4979,-0.0160792
0,4669,1,492.858476,4979,-2.589008467
0,4670,3,492.859476,4979,-0.0160792
0,4671,0,492.932766,4909,-inf
0,4672,0,492.972879,4984,-inf
0,4673,1,492.973879,4984,-0.0180891
0,4674,0,493.07006,4911,-1.745504217
0,4675,1,493.16688,4977,-1.94598518
0,4676,3,493.16788,4977,-0.020099
0,4677,1,493.214825,4909,-0.8491927995
0,4678,3,493.214825,4909,0
0,4679,0,493.309578,4985,-inf
0,4680,1,493.640625,4984,-5.988342288
0,4681,3,493.641625,4984,-0.0180891
0,4682,1,493.922569,4962,-4.517354765
0,4683,3,493.923569,4962,-0.0160792
0,4684,2,494.486592,4985,-inf
