LEVEL	NAME	ROLLUP	ASSIGN	TAXID	REL_ABU
species	Oceanicola granulosus	5	5	252302	0.0000
species	Streptococcus parasanguinis	5	5	1318	0.0000
species	Labrenzia aggregata	5	5	187304	0.0000
species	Ralstonia sp. MD27	5	5	1676617	0.0000
species	Rhodobacter sp. CCB-MM2	5	5	1786003	0.0000
species	Sagittula stellata	5	5	52603	0.0000
species	Legionella pneumophila	5	5	446	0.0000
species	Rhodovulum sp. MB263	5	5	308754	0.0000
species	Methanobrevibacter sp. A27	5	5	1860099	0.0000
species	Streptococcus uberis	5	5	1349	0.0000
species	Devosia geojensis	5	5	443610	0.0000
species	Marinovum algicola	5	5	42444	0.0000
species	Phaeobacter sp. 22II1-1F12B	5	5	1317111	0.0000
species	Staphylococcus sp. HMSC074D07	4	4	1715029	0.0000
species	Staphylococcus sp. MB377	4	4	1663564	0.0000
species	Pelagibaca abyssi	4	4	1250539	0.0000
species	Sedimentitalea nanhaiensis	4	4	999627	0.0000
species	Paracoccus zeaxanthinifaciens	4	4	187400	0.0000
species	Pectobacterium carotovorum	4	4	554	0.0000
species	Enterobacter sp. Bisph1	4	4	1274399	0.0000
species	Oceanicola sp. HL-35	4	4	1305735	0.0000
species	Staphylococcus sp. HMSC074F11	4	4	1715005	0.0000
species	Rhizobium leguminosarum	4	4	384	0.0000
species	Pseudorhodobacter wandonensis	4	4	1120568	0.0000
species	Maritimibacter sp. HL-12	4	4	1162418	0.0000
species	Pelagibaca bermudensis	4	4	344736	0.0000
species	Bacillus coagulans	4	4	1398	0.0000
species	Thioclava pacifica	4	4	285109	0.0000
species	Haematobacter massiliensis	4	4	195105	0.0000
species	Devosia lucknowensis	4	4	1096929	0.0000
species	Marinobacter sp. AC-23	4	4	1879031	0.0000
species	Staphylococcus sp. HMSC36C03	4	4	1608867	0.0000
species	Labrenzia sp. OB1	4	4	1561204	0.0000
species	Clostridium sp. DL-VIII	4	4	641107	0.0000
species	Klebsiella quasipneumoniae	4	4	1463165	0.0000
species	Oceanicella actignis	4	4	1189325	0.0000
species	Rubellimicrobium thermophilum	4	4	295419	0.0000
species	Pseudomonas sp. HMSC076A11	4	4	1715195	0.0000
species	Bhargavaea cecembensis	4	4	394098	0.0000
species	Erwinia sp. Leaf53	4	4	1736225	0.0000
species	Maritimibacter alkaliphilus	4	4	404236	0.0000
species	Roseinatronobacter thiooxidans	4	4	121821	0.0000
species	Oceaniovalibus guishaninsula	4	4	1046117	0.0000
species	Kluyvera intermedia	4	4	61648	0.0000
species	Enterococcus sp. 3H8_DIV0648	4	4	1834178	0.0000
species	Ketogulonicigenium robustum	4	4	92947	0.0000
species	Dinoroseobacter shibae	4	4	215813	0.0000
species	Staphylococcus phage IME-SA4	4	4	1610872	0.0000
species	Geobacillus sp. 46C-IIa	4	4	1963025	0.0000
species	Rhodobaca barguzinensis	4	4	441209	0.0000
species	Streptococcus porci	4	4	502567	0.0000
species	Staphylococcus vitulinus	4	4	71237	0.0000
species	Streptococcus oralis	4	4	1303	0.0000
species	Silicibacter sp. TrichCH4B	4	4	644076	0.0000
species	Klebsiella sp. RIT-PI-d	4	4	1681196	0.0000
species	Pseudomonas syringae	4	4	317	0.0000
species	Staphylococcus sp. HMSC036A09	4	4	1715155	0.0000
species	Pseudomonas sp. HMSC057H01	4	4	1715060	0.0000
species	Thioclava dalianensis	4	4	1185766	0.0000
species	Palleronia marisminoris	4	4	315423	0.0000
species	Candidatus Fukatsuia symbiotica	4	4	1878942	0.0000
species	Enterobacteriaceae bacterium strain FGI 57	4	4	693444	0.0000
species	Staphylococcus phage phiETA2	4	4	326036	0.0000
species	Thioclava indica	4	4	1353528	0.0000
species	Enterobacter lignolyticus	4	4	1334193	0.0000
species	Streptococcus sp. DD12	4	4	1777880	0.0000
species	Clostridium saccharobutylicum	4	4	169679	0.0000
species	Staphylococcus schleiferi	4	4	1295	0.0000
species	Enterobacteria phage HK633	3	3	1147147	0.0000
species	Enterobacteriaceae bacterium LSJC7	3	3	1224136	0.0000
species	Staphylococcus phage phiETA	3	3	106284	0.0000
species	Enterobacter ludwigii	3	3	299767	0.0000
species	Jeotgalicoccus marinus	3	3	516700	0.0000
species	endosymbiont of Ridgeia piscesae	3	3	54398	0.0000
species	Salipiger mucosus	3	3	263378	0.0000
species	Phaseolibacter flectens	3	3	86187	0.0000
species	Staphylococcus intermedius	3	3	1285	0.0000
species	Staphylococcus hyicus	3	3	1284	0.0000
species	Macrococcus caseolyticus	3	3	69966	0.0000
species	Salinicoccus sp. YB14-2	3	3	1572701	0.0000
species	Pseudoruegeria marinistellae	3	3	1739787	0.0000
species	Staphylococcus sp. HMSC063G01	3	3	1739412	0.0000
species	Staphylococcus sp. HMSC034A07	3	3	1715131	0.0000
species	Eggerthia catenaformis	3	3	31973	0.0000
species	Bacillus wiedmannii	3	3	1890302	0.0000
species	Propionibacterium sp. HMSC069G10	3	3	1739316	0.0000
species	Thalassospira sp. MCCC 1A01428	3	3	1470575	0.0000
species	Rhizobium oryzae	3	3	464029	0.0000
species	Streptococcus cristatus	3	3	45634	0.0000
species	Streptococcus halotolerans	3	3	1814128	0.0000
species	Serratia symbiotica	3	3	138074	0.0000
species	Staphylococcus sp. HMSC055H07	3	3	1739541	0.0000
species	Pseudomonas resinovorans	3	3	53412	0.0000
species	Meganema perideroedes	3	3	217219	0.0000
species	Buttiauxella agrestis	3	3	82977	0.0000
species	Celeribacter halophilus	3	3	576117	0.0000
species	Halocynthiibacter namhaensis	3	3	1290553	0.0000
species	Acetobacterium bakii	3	3	52689	0.0000
species	Pseudomonas sp. HMSC11A05	3	3	1581085	0.0000
species	Pseudomonas savastanoi	3	3	29438	0.0000
species	Staphylococcus succinus	3	3	61015	0.0000
species	Erwinia iniecta	3	3	1560201	0.0000
species	Streptococcus entericus	3	3	155680	0.0000
species	Pseudomonas sp. RIT-PI-q	3	3	1690247	0.0000
species	Citrobacter sp. A316	3	3	1639132	0.0000
species	Enterobacteria phage cdtI	3	3	414970	0.0000
species	Citrobacter pasteurii	3	3	1563222	0.0000
species	Streptococcus pantholopis	3	3	1811193	0.0000
species	Phaeobacter sp. CECT 7735	3	3	1715693	0.0000
species	Paenirhodobacter enshiensis	3	3	1105367	0.0000
species	Staphylococcus sp. HMSC055B03	3	3	1739460	0.0000
species	Methanobrevibacter arboriphilus	3	3	39441	0.0000
species	Enterobacter timonensis	3	3	1755099	0.0000
species	Roseisalinus antarcticus	3	3	254357	0.0000
species	Staphylococcus sp. HMSC034G11	3	3	1739278	0.0000
species	Natranaerobius trueperi	3	3	759412	0.0000
species	Oceanicola sp. S124	3	3	1042378	0.0000
species	Yokenella regensburgei	3	3	158877	0.0000
species	Serratia fonticola	3	3	47917	0.0000
species	Loktanella atrilutea	3	3	366533	0.0000
species	Clostridiales bacterium SIT11	3	3	1673726	0.0000
species	Pseudophaeobacter leonis	3	3	1144477	0.0000
species	Roseibaca calidilacus	3	3	1666912	0.0000
species	Pilibacter termitis	3	3	263852	0.0000
species	Jannaschia aquimarina	3	3	935700	0.0000
species	Staphylococcus sp. NAM3COL9	3	3	1667172	0.0000
species	Staphylococcus phage SA13	3	3	1195086	0.0000
species	Streptococcus merionis	3	3	400065	0.0000
species	Puniceibacterium sp. IMCC21224	3	3	1618204	0.0000
species	Brochothrix thermosphacta	3	3	2756	0.0000
species	Carnobacterium maltaromaticum	3	3	2751	0.0000
species	Jannaschia sp. CCS1	3	3	290400	0.0000
species	Streptococcus castoreus	3	3	254786	0.0000
species	Sulfitobacter mediterraneus	3	3	83219	0.0000
species	Streptococcus caballi	3	3	439220	0.0000
species	Pseudomonas sp. HMSC075A08	3	3	1739250	0.0000
species	Franconibacter pulveris	3	3	435910	0.0000
species	Vibrio parahaemolyticus	3	3	670	0.0000
species	Celeribacter ethanolicus	3	3	1758178	0.0000
species	Devosia soli	3	3	361041	0.0000
species	Paracoccus sp. 228	3	3	1192054	0.0000
species	Staphylococcus pettenkoferi	3	3	170573	0.0000
species	Yersinia kristensenii	3	3	28152	0.0000
species	Nitratireductor basaltis	3	3	472175	0.0000
species	Nereida ignava	3	3	282199	0.0000
species	Devosia riboflavina	3	3	46914	0.0000
species	Aliiroseovarius crassostreae	3	3	154981	0.0000
species	Leuconostoc mesenteroides	3	3	1245	0.0000
species	Enterobacteriaceae bacterium B14	3	3	1214065	0.0000
species	Thalassobius mediterraneus	3	3	340021	0.0000
species	Klebsiella variicola	3	3	244366	0.0000
species	Haematobacter missouriensis	3	3	366616	0.0000
species	Citrobacter sp. CFSAN044567	3	3	1897730	0.0000
species	Marivita hallyeonensis	3	3	996342	0.0000
species	Ensifer shofinae	3	3	1850094	0.0000
species	Cellulosilyticum ruminicola	3	3	425254	0.0000
species	Paracoccus saliphilus	3	3	405559	0.0000
species	Paracoccus sphaerophysae	3	3	690417	0.0000
species	Aestuariivita atlantica	3	3	1317121	0.0000
species	Streptococcus iniae	3	3	1346	0.0000
species	Pseudomonas composti	3	3	658457	0.0000
species	Pseudomonas chlororaphis	3	3	587753	0.0000
species	Raoultella terrigena	3	3	577	0.0000
species	Rhodobacteraceae bacterium CY02	3	3	1892596	0.0000
species	Enterococcus faecium	3	3	1352	0.0000
species	Azotobacter vinelandii	3	3	354	0.0000
species	Oceanicola sp. 22II-s10i	3	3	1317116	0.0000
species	Citreicella sp. SE45	3	3	501479	0.0000
species	Staphylococcus sp. HMSC067F10	3	3	1739508	0.0000
species	Roseobacter sp. AzwK-3b	3	3	351016	0.0000
species	Pseudomonas indica	3	3	137658	0.0000
species	Devosia enhydra	2	2	665118	0.0000
species	Staphylococcus sp. HMSC58E11	2	2	1608881	0.0000
species	Staphylococcus sp. HMSC62B09	2	2	1608884	0.0000
species	Streptococcus massiliensis	2	2	313439	0.0000
species	Celeribacter baekdonensis	2	2	875171	0.0000
species	Rhodovulum sp. P5	2	2	1564506	0.0000
species	Staphylococcus sp. URHA0057	2	2	1380374	0.0000
species	Litoreibacter ascidiaceicola	2	2	1486859	0.0000
species	Buchnera aphidicola	2	2	9	0.0000
species	Kluyvera georgiana	2	2	73098	0.0000
species	Agrobacterium vitis	2	2	373	0.0000
species	Pragia fontium	2	2	82985	0.0000
species	Buttiauxella brennerae	2	2	82988	0.0000
species	Buttiauxella ferragutiae	2	2	82989	0.0000
species	Brenneria goodwinii	2	2	1109412	0.0000
species	Bacillus sonorensis	2	2	119858	0.0000
species	Xenorhabdus khoisanae	2	2	880157	0.0000
species	Staphylococcus delphini	2	2	53344	0.0000
species	Sulfitobacter noctilucae	2	2	1342302	0.0000
species	Enterococcus sp. Marseille-P2817	2	2	1852364	0.0000
species	Sodalis praecaptivus	2	2	1239307	0.0000
species	Acinetobacter gerneri	2	2	202952	0.0000
species	Sulfitobacter sp. AM1-D1	2	2	1917485	0.0000
species	Brachyspira hampsonii	2	2	1287055	0.0000
species	Pantoea alhagi	2	2	1891675	0.0000
species	Salimicrobium flavidum	2	2	570947	0.0000
species	Staphylococcus phage Sap26	2	2	872294	0.0000
species	Roseovarius tolerans	2	2	74031	0.0000
species	alpha proteobacterium BAL199	2	2	331869	0.0000
species	Methylobacterium sp. Leaf456	2	2	1736382	0.0000
species	Acinetobacter sp. 1396970	2	2	1310615	0.0000
species	Methanobrevibacter curvatus	2	2	49547	0.0000
species	Pseudomonas nitroreducens	2	2	46680	0.0000
species	Moritella sp. PE36	2	2	58051	0.0000
species	Streptococcus didelphis	2	2	102886	0.0000
species	Marinibacterium profundimaris	2	2	1679460	0.0000
species	Loktanella hongkongensis	2	2	278132	0.0000
species	Polaromonas naphthalenivorans	2	2	216465	0.0000
species	Rhodobacteraceae bacterium MCCC 1A06712	2	2	1930667	0.0000
species	Staphylococcus sp. HMSC035D11	2	2	1715126	0.0000
species	Bacillus cytotoxicus	2	2	580165	0.0000
species	Afifella pfennigii	2	2	209897	0.0000
species	Cucumibacter marinus	2	2	1121252	0.0000
species	Lutibaculum baratangense	2	2	1358440	0.0000
species	Enterobacter cancerogenus	2	2	69218	0.0000
species	Agrobacterium sp. LC34	2	2	1643810	0.0000
species	Tistlia consotensis	2	2	1321365	0.0000
species	Thalassobaculum salexigens	2	2	455360	0.0000
species	Oceanicola sp. MCTG156(1a)	2	2	1415756	0.0000
species	Staphylococcus sp. HMSC36F05	2	2	1608872	0.0000
species	Candidatus Regiella insecticola	2	2	138073	0.0000
species	Actinomyces sp. ICM54	2	2	936549	0.0000
species	Ewingella americana	2	2	41202	0.0000
species	Nisaea denitrificans	2	2	390877	0.0000
species	Staphylococcus sp. HMSC13A10	2	2	1581093	0.0000
species	Enterobacter sp. 638	2	2	399742	0.0000
species	Clostridium butyricum	2	2	1492	0.0000
species	Candidatus Erwinia dacicola	2	2	252393	0.0000
species	Jeotgalicoccus psychrophilus	2	2	157228	0.0000
species	Clostridium neonatale	2	2	137838	0.0000
species	Enterobacter sp. Sa187	2	2	1914861	0.0000
species	Candidatus Puniceispirillum marinum	2	2	767892	0.0000
species	Jannaschia sp. EhC01	2	2	1849359	0.0000
species	Sulfitobacter donghicola	2	2	421000	0.0000
species	Ponticoccus sp. SJ5A-1	2	2	1685382	0.0000
species	Bosea sp. Root483D1	2	2	1736544	0.0000
species	Bradyrhizobium sp. BR 10303	2	2	1755647	0.0000
species	Rhodobacteraceae bacterium O3.65	2	2	1768241	0.0000
species	Marinobacterium stanieri	2	2	49186	0.0000
species	Mycobacterium abscessus	2	2	36809	0.0000
species	Staphylococcus phage vB_SauS_phi2	2	2	1674930	0.0000
species	Methanobrevibacter olleyae	2	2	294671	0.0000
species	Rhodobacterales bacterium HTCC2255	2	2	367336	0.0000
species	Streptococcus phocae	2	2	119224	0.0000
species	Hydrogenibacillus schlegelii	2	2	1484	0.0000
species	Rhizobiales bacterium CCH6-A4	2	2	1768799	0.0000
species	Acinetobacter johnsonii	2	2	40214	0.0000
species	Pseudooceanicola nanhaiensis	2	2	375761	0.0000
species	Staphylococcus caprae	2	2	29380	0.0000
species	Acinetobacter haemolyticus	2	2	29430	0.0000
species	Inquilinus limosus	2	2	171674	0.0000
species	Belnapia moabensis	2	2	365533	0.0000
species	Gracilibacillus timonensis	2	2	1816696	0.0000
species	Maribius salinus	2	2	313368	0.0000
species	Xenorhabdus sp. NBAII XenSa04	2	2	1429873	0.0000
species	Cronobacter condimenti	2	2	1163710	0.0000
species	Franconibacter helveticus	2	2	357240	0.0000
species	Rhodobacteraceae bacterium WDS1C4	2	2	1914408	0.0000
species	Octadecabacter arcticus	2	2	53946	0.0000
species	Candidatus Pantoea carbekii	2	2	1235990	0.0000
species	Roseibacterium elongatum	2	2	159346	0.0000
species	Angelakisella massiliensis	2	2	1871018	0.0000
species	Ideonella sakaiensis	2	2	1547922	0.0000
species	Staphylococcus sp. HMSC070A07	2	2	1715046	0.0000
species	Rhodobacteraceae bacterium SB2	2	2	1689867	0.0000
species	Lelliottia amnigena	2	2	61646	0.0000
species	Helicobacter acinonychis	2	2	212	0.0000
species	Acinetobacter sp. SFB	2	2	1805634	0.0000
species	Bacillus ligniniphilus	2	2	1134413	0.0000
species	Tropicibacter naphthalenivorans	2	2	441103	0.0000
species	Gilliamella apicola	2	2	1196095	0.0000
species	Thiohalocapsa sp. ML1	2	2	1431688	0.0000
species	Aerococcus suis	2	2	371602	0.0000
species	Cedecea davisae	2	2	158484	0.0000
species	Labrys sp. WJW	2	2	1737983	0.0000
species	Mangrovibacter sp. MFB070	2	2	1224318	0.0000
species	Streptococcus sp. HMSC067A03	2	2	1739467	0.0000
species	Haloplasma contractile	2	2	471825	0.0000
species	Chania multitudinisentens	2	2	1639108	0.0000
species	Neisseria polysaccharea	2	2	489	0.0000
species	Methanobacterium sp. A39	2	2	1860100	0.0000
species	Gemmobacter megaterium	2	2	1086013	0.0000
species	Roseivivax jejudonensis	2	2	1529041	0.0000
species	Pantoea sp. 1.19	2	2	1925589	0.0000
species	Desnuesiella massiliensis	2	2	1650662	0.0000
species	Streptococcus plurextorum	2	2	456876	0.0000
species	Staphylococcus sp. HMSC73A05	2	2	1608900	0.0000
species	Staphylococcus sp. HMSC76G03	2	2	1608909	0.0000
species	Citrobacter youngae	2	2	133448	0.0000
species	Enterobacter sp. Bisph2	2	2	1274400	0.0000
species	Devosia epidermidihirudinis	2	2	1293439	0.0000
species	Streptococcus gordonii	2	2	1302	0.0000
species	Deinococcus deserti	2	2	310783	0.0000
species	Sphingomonas sp. PAMC 26621	2	2	1112213	0.0000
species	Pseudomonas punonensis	2	2	1220495	0.0000
species	Streptococcus ovis	2	2	82806	0.0000
species	Pseudomonas knackmussii	2	2	65741	0.0000
species	Enterobacter cloacae complex sp. GN03164	2	2	1659719	0.0000
species	Sodalis glossinidius	2	2	63612	0.0000
species	Nitratireductor aquibiodomus	2	2	204799	0.0000
species	Pseudooceanicola flagellatus	2	2	1387277	0.0000
species	Clostridium sp. BL-8	2	2	349938	0.0000
species	Sulfitobacter sp. HI0076	2	2	1822251	0.0000
species	Paracoccus solventivorans	2	2	53463	0.0000
species	Pseudomonas sp. HMSC066A08	2	2	1739390	0.0000
species	Streptococcus sp. NZ1587	2	2	1856638	0.0000
species	Agrobacterium rhizogenes	2	2	359	0.0000
species	Vibrio cholerae	2	2	666	0.0000
species	Bacillus sp. 17376	2	2	977905	0.0000
species	Jannaschia donghaensis	2	2	420998	0.0000
species	Lactobacillus perolens	2	2	100468	0.0000
species	Pseudomonas sp. Leaf127	2	2	1736267	0.0000
species	Streptococcus thoraltensis	2	2	55085	0.0000
species	Thermoactinomyces vulgaris	2	2	2026	0.0000
species	Staphylococcus fleurettii	2	2	150056	0.0000
species	Bacillus weihenstephanensis	2	2	86662	0.0000
species	Bacillus coahuilensis	2	2	408580	0.0000
species	Pantoea sp. A4	2	2	1225184	0.0000
species	Kosakonia sacchari	2	2	1158459	0.0000
species	Marinomonas sp. MWYL1	2	2	400668	0.0000
species	Staphylococcus sp. HMSC072H01	2	2	1739259	0.0000
species	Raoultella ornithinolytica	2	2	54291	0.0000
species	Hyphomicrobium nitrativorans	2	2	1427356	0.0000
species	Cardiobacterium valvarum	2	2	194702	0.0000
species	Mongoliimonas terrestris	2	2	1709001	0.0000
species	Jeotgalibaca sp. PTS2502	2	2	1903686	0.0000
species	Pseudoruegeria aquimaris	2	2	393663	0.0000
species	Klebsiella michiganensis	2	2	1134687	0.0000
species	Escherichia sp. TW09308	2	2	754331	0.0000
species	Photobacterium leiognathi	2	2	553611	0.0000
species	Bacillus sp. 0711P9-1	2	2	857402	0.0000
species	Aquimixticola soesokkakensis	2	2	1519096	0.0000
species	Roseovarius sp. 22II1-1F6A	2	2	1317112	0.0000
species	Inediibacterium massiliense	2	2	1658111	0.0000
species	Pacificibacter marinus	2	2	658057	0.0000
species	Paracoccus aminovorans	2	2	34004	0.0000
species	Staphylococcus sp. HMSC070D05	2	2	1739538	0.0000
species	Rhodovibrio salinarum	2	2	1087	0.0000
species	Wenxinia saemankumensis	2	2	1447782	0.0000
species	Methanobrevibacter sp. YE315	2	2	1609968	0.0000
species	Candidatus Baumannia cicadellinicola	2	2	186490	0.0000
species	Actibacterium atlanticum	2	2	1461693	0.0000
species	Pantoea sp. IMH	2	2	1267600	0.0000
species	Sediminimonas qiaohouensis	2	2	552061	0.0000
species	Pseudodonghicola xiamenensis	2	2	337702	0.0000
species	Xenorhabdus doucetiae	2	2	351671	0.0000
species	Pseudomonas sp. BMS12	2	2	1796033	0.0000
species	Oceanisphaera sp. AMac2203	2	2	1903694	0.0000
species	Bradyrhizobium canariense	2	2	255045	0.0000
species	Pseudomonas taetrolens	2	2	47884	0.0000
species	Paracoccus sp. MKU1	2	2	1745182	0.0000
species	Streptococcus henryi	2	2	439219	0.0000
species	Beijerinckia mobilis	2	2	231434	0.0000
species	Pseudophaeobacter arcticus	2	2	385492	0.0000
species	Streptococcus pseudopneumoniae	2	2	257758	0.0000
species	Clostridium perfringens	2	2	1502	0.0000
species	Streptococcus minor	2	2	229549	0.0000
species	Calditerricola satsumensis	2	2	373054	0.0000
species	Citrobacter braakii	2	2	57706	0.0000
species	Streptococcus orisratti	2	2	114652	0.0000
species	Enterobacter kobei	2	2	208224	0.0000
species	Alkalibacterium sp. 20	2	2	1798803	0.0000
species	Staphylococcus sp. HMSC056G08	2	2	1739350	0.0000
species	Cutibacterium avidum	2	2	33010	0.0000
species	Methanobrevibacter ruminantium	2	2	83816	0.0000
species	Enterobacter sp. HMSC16D10	2	2	1581111	0.0000
species	Roseovarius sp. A-2	2	2	1570360	0.0000
species	Roseovarius marisflavi	2	2	1054996	0.0000
species	Staphylococcus sp. HMSC58B01	2	2	1795299	0.0000
species	Staphylococcus sp. HMSC070D07	2	2	1715168	0.0000
species	Gorillibacterium massiliense	2	2	1280390	0.0000
species	Xanthobacter autotrophicus	2	2	280	0.0000
species	Streptococcus sp. X13SY08	2	2	1676616	0.0000
species	Erwinia sp. ErVv1	2	2	1603299	0.0000
species	Glaciecola pallidula	2	2	56807	0.0000
species	Jeotgalibacillus alimentarius	2	2	135826	0.0000
species	Salinicoccus sediminis	2	2	1432562	0.0000
species	Cedecea sp. NFIX57	2	2	1566286	0.0000
species	Loktanella sp. 3ANDIMAR09	2	2	1225657	0.0000
species	Lonsdalea quercina	2	2	71657	0.0000
species	Hafnia alvei	2	2	569	0.0000
species	Yersinia frederiksenii	2	2	29484	0.0000
species	Yersinia ruckeri	2	2	29486	0.0000
species	Escherichia vulneris	2	2	566	0.0000
species	Natronohydrobacter thiooxidans	2	2	87172	0.0000
species	Haemophilus influenzae	2	2	727	0.0000
species	Xenorhabdus poinarii	2	2	40577	0.0000
species	Lactococcus raffinolactis	2	2	1366	0.0000
species	Bacillus velezensis	1	1	492670	0.0000
species	Acinetobacter sp. WCHA45	1	1	2004644	0.0000
species	Staphylococcus sp. HMSC077C03	1	1	1715025	0.0000
species	Oscillibacter sp. ER4	1	1	1519439	0.0000
species	Asinibacterium sp. OR53	1	1	925409	0.0000
species	Xanthomonas citri	1	1	346	0.0000
species	Xanthomonas translucens	1	1	343	0.0000
species	Pseudomonas sp. MOIL14HWK12:I2	1	1	1033994	0.0000
species	Rhizobium sp. N324	1	1	1703969	0.0000
species	Kluyvera ascorbata	1	1	51288	0.0000
species	Pseudomonas hussainii	1	1	1429083	0.0000
species	Rhodobacteraceae bacterium WFHF2C18	1	1	1928334	0.0000
species	Buttiauxella noackiae	1	1	82992	0.0000
species	Serratia plymuthica	1	1	82996	0.0000
species	Pseudomonas marginalis	1	1	298	0.0000
species	Alicyclobacillus tengchongensis	1	1	368812	0.0000
species	Brevundimonas diminuta	1	1	293	0.0000
species	Photorhabdus heterorhabditis	1	1	880156	0.0000
species	Bacteriovorax sp. BAL6_X	1	1	1201290	0.0000
species	Bacillus sp. FJAT-27986	1	1	1743146	0.0000
species	Bacillus sp. FJAT-27225	1	1	1743144	0.0000
species	Rhodanobacter denitrificans	1	1	666685	0.0000
species	Thalassospira australica	1	1	1528106	0.0000
species	Shimazuella kribbensis	1	1	139808	0.0000
species	Loktanella sediminum	1	1	1508389	0.0000
species	Actibacterium mucosum	1	1	1087332	0.0000
species	Caulobacter sp. UNC358MFTsu5.1	1	1	1449049	0.0000
species	Aestuariimicrobium kwangyangense	1	1	396389	0.0000
species	Loktanella soesokkakensis	1	1	1343159	0.0000
species	Leisingera caerulea	1	1	506591	0.0000
species	Lechevalieria aerocolonigenes	1	1	68170	0.0000
species	Akkermansia glycaniphila	1	1	1679444	0.0000
species	Planococcus maritimus	1	1	192421	0.0000
species	Nitratireductor soli	1	1	1670619	0.0000
species	Desulfotomaculum reducens	1	1	59610	0.0000
species	Asticcacaulis benevestitus	1	1	347481	0.0000
species	Emergencia timonensis	1	1	1776384	0.0000
species	Candidatus Erwinia sp. ErCipseudotaxifoliae	1	1	1922217	0.0000
species	Clostridium puniceum	1	1	29367	0.0000
species	Caballeronia mineralivorans	1	1	2010198	0.0000
species	Acinetobacter indicus	1	1	756892	0.0000
species	Lactobacillus sanfranciscensis	1	1	1625	0.0000
species	Lactobacillus salivarius	1	1	1624	0.0000
species	Tropicibacter litoreus	1	1	1280831	0.0000
species	Actinomyces sp. HMSC035G02	1	1	1739406	0.0000
species	Mesorhizobium sp. LNJC405B00	1	1	1287281	0.0000
species	Sphingomonas sp. G39	1	1	1915074	0.0000
species	Pseudopropionibacterium propionicum	1	1	1750	0.0000
species	Sporosarcina sp. EUR3 2.2.2	1	1	1305836	0.0000
species	Sporosarcina ureae	1	1	1571	0.0000
species	Pseudomonas sp. URHB0015	1	1	1380376	0.0000
species	Achromobacter sp. DMS1	1	1	1688405	0.0000
species	Marinobacter lipolyticus	1	1	209639	0.0000
species	Leptospira noguchii	1	1	28182	0.0000
species	Magnetovibrio blakemorei	1	1	28181	0.0000
species	Devosia sp. Root635	1	1	1736575	0.0000
species	Streptococcus vestibularis	1	1	1343	0.0000
species	Pelagicola litorisediminis	1	1	1312363	0.0000
species	Paenibacillus swuensis	1	1	1178515	0.0000
species	Vogesella sp. EB	1	1	1526735	0.0000
species	Pseudomonas alcaligenes	1	1	43263	0.0000
species	Enterobacteria phage mEp460	1	1	1147152	0.0000
species	Martelella endophytica	1	1	1486262	0.0000
species	Papillibacter cinnamivorans	1	1	100176	0.0000
species	Bradyrhizobium japonicum	1	1	375	0.0000
species	Leisingera sp. ANG-Vp	1	1	1577896	0.0000
species	Paenibacillus sp. FSL R5-0345	1	1	1536770	0.0000
species	Rhizobium tropici	1	1	398	0.0000
species	Pseudomonas extremaustralis	1	1	359110	0.0000
species	Leminorella grimontii	1	1	82981	0.0000
species	Halothermothrix orenii	1	1	31909	0.0000
species	Vibrio quintilis	1	1	1117707	0.0000
species	Pseudomonas fragi	1	1	296	0.0000
species	Catonella morbi	1	1	43997	0.0000
species	Fulvimarina manganoxydans	1	1	937218	0.0000
species	Streptomyces sp. NRRL B-24484	1	1	1463833	0.0000
species	Dickeya solani	1	1	1089444	0.0000
species	Nitriliruptor alkaliphilus	1	1	427918	0.0000
species	Roseobacter sp. GAI101	1	1	391589	0.0000
species	Bacteroides sartorii	1	1	671267	0.0000
species	Paracoccus sp. SM22M-07	1	1	1520813	0.0000
species	Acinetobacter sp. VT 511	1	1	1675902	0.0000
species	Desulfotomaculum aeronauticum	1	1	53343	0.0000
species	Lachnospiraceae bacterium 3-2	1	1	1235799	0.0000
species	Kiloniella laminariae	1	1	454162	0.0000
species	Coprococcus eutactus	1	1	33043	0.0000
species	beta proteobacterium AAP51	1	1	1523421	0.0000
species	Pantoea rwandensis	1	1	1076550	0.0000
species	[Haemophilus] felis	1	1	123822	0.0000
species	Thalassobius gelatinovorus	1	1	53501	0.0000
species	Amphibacillus jilinensis	1	1	1216008	0.0000
species	Methylobacter whittenburyi	1	1	39770	0.0000
species	alpha proteobacterium AAP81b	1	1	1523432	0.0000
species	Acinetobacter nosocomialis	1	1	106654	0.0000
species	Erwinia gerundensis	1	1	1619313	0.0000
species	Staphylococcus sp. HMSC059F04	1	1	1739368	0.0000
species	Acinetobacter sp. LMB-5	1	1	1609919	0.0000
species	Staphylococcus sp. HMSC066C03	1	1	1739414	0.0000
species	Xenorhabdus innexi	1	1	290109	0.0000
species	Mycobacterium kansasii	1	1	1768	0.0000
species	Gluconacetobacter diazotrophicus	1	1	33996	0.0000
species	Mannheimia sp. USDA-ARS-USMARC-1261	1	1	1432056	0.0000
species	Sulfurivirga caldicuralii	1	1	364032	0.0000
species	Ahrensia sp. R2A130	1	1	744979	0.0000
species	Zymomonas mobilis	1	1	542	0.0000
species	Pantoea agglomerans	1	1	549	0.0000
species	Streptococcus sp. HMSC066F01	1	1	1715134	0.0000
species	Pseudomonas sp. HMSC058B07	1	1	1715138	0.0000
species	Providencia alcalifaciens	1	1	126385	0.0000
