LEVEL	NAME	ROLLUP	ASSIGNED	TAXID	READ_COUNT	READ_COUNT_RNR	READ_COUNT_RSNB	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	PATHOGEN	SCORE	REL_ABUNDANCE	ABUNDANCE	LINEAR_COV	NOTE	RPKM	PRI_READ_COUNT	REB_READ_COUNT	REB_READ_COUNT_RNR	TOL_RS_READ_CNT	TOL_NS_READ_CNT	TOL_RS_RNR	TOL_NS_RNR	STR	SPE	GEN	FAM	ORD	CLA	PHY	SK	ROOT	STR_rnb	SPE_rnb	GEN_rnb	FAM_rnb	ORD_rnb	CLA_rnb	PHY_rnb	SK_rnb	ROOT_rnb	STR_rnr	SPE_rnr	GEN_rnr	FAM_rnr	ORD_rnr	CLA_rnr	PHY_rnr	SK_rnr	ROOT_rnr	STR_rni	SPE_rni	GEN_rni	FAM_rni	ORD_rni	CLA_rni	PHY_rni	SK_rni	ROOT_rni	SOURCE	LOCATION	HOST	DISEASE	DIFF_MEAN	DIFF_SD	MC_ERROR	HPD_2.5	HPD_97.5	P<0	P>0	SCORE_UNIQ	SCORE_TTEST
species	Streptococcus pneumoniae	364		1313	6916	364.62	266.73	514857	4061	479655	1.0734		0.9584	0.0001	364	0.0084		0.0018	329	5837.504376046369	294.67287914105543	4735	2181	268.9999999999999	95.62172488730124	14	4721	2075	56	0	11	19	20	0	13.89	252.84	89.02	1.70	0	0.39	0.63	0.74	0	14.00	255.00	91.97	1.84	0	0.41	0.64	0.77	0	13.89	4682.05	2014.35	51.89	0	10.73	18.49	19.20	0												0.9583688366824414	
species	Lactobacillus gasseri	285		1596	302	285.39	277.89	22592	106	22405	1.0083		0.9754	0.0001	285	0.0118		0.0424	293	345.1956125222773	306.72269947767865	280	22	280.0	5.391071428571431	280	0	21	0	0	1	0	0	0	277.89	0	5.22	0	0	0.14	0	0	0	280.00	0	5.25	0	0	0.14	0	0	0	277.89	0	20.92	0	0	1.00	0	0	0												0.9754151134588323	
species	Streptococcus dysgalactiae	275		1334	1458	275.50	1.00	108480	981	74701	1.4522		0.8109	0.0001	275	0.0087		0.0090	268	1.2328414732938475	1.0954382124202808	1	1457	1.0	274.49968522526217	1	0	1455	0	2	0	0	0	0	1.00	0	270.62	0	0.29	0	0	0	0	1.00	0	274.21	0	0.29	0	0	0	0	1.00	0	1430.32	0	2.00	0	0	0	0												0.8108694971767518	
species	Acinetobacter pittii	153		48296	1127	153.93	28.67	84251	1165	75320	1.1186		0.7466	0.0000	153	0.0195		0.0112	135	35.75240272552158	31.767708160188143	29	1098	29.0	124.93168775668775	29	0	1095	1	0	2	0	0	0	28.67	0	122.52	0.06	0	0.12	0	0	0	29.00	0	124.76	0.06	0	0.12	0	0	0	28.67	0	1076.16	1.00	0	1.99	0	0	0												0.746601552615303	
species	Acinetobacter oleivorans	100		1148157	792	100.66	22.69	59213	807	53595	1.1048		0.7715	0.0000	100	0.0129		0.0068	82	28.355353885758493	25.195078885666458	23	769	23.0	77.66079645328874	23	0	759	3	0	6	1	0	0	22.69	0	75.65	0.17	0	0.41	0.05	0	0	23.00	0	77.01	0.17	0	0.42	0.06	0	0	22.69	0	746.11	2.99	0	5.97	0.99	0	0												0.7714732254803766	
species	Enterococcus faecalis	73		1351	242	73.32	69.38	18076	98	15970	1.1319		0.9241	0.0000	73	0.0058		0.0075	104	249.03397760535722	76.58938835171799	202	40	69.91666666666669	3.404223148949316	16	186	1	0	33	6	0	0	0	15.87	53.52	0.20	0	2.58	0.55	0	0	0	16.00	53.92	0.20	0	2.63	0.57	0	0	0	15.87	184.64	1.00	0	32.39	5.81	0	0	0												0.9241371304792102	
species	Cardiovirus A	31		1821749	230	31.02	12.60	17078	325	964	17.7158		0.3790	0.0000	31	0.0154		0.1395	34	113.42141554303397	14.240696761463646	92	138	12.999999999999996	18.01944444444445	0	92	0	0	0	0	0	0	138	0	12.60	0	0	0	0	0	0	17.54	0	13.00	0	0	0	0	0	0	18.02	0	89.15	0	0	0	0	0	0	134.23												0.37904840366672127	
strain	Staphylococcus epidermidis ATCC 12228	456813		176280	816532	456813.47	109097.19	61086886	265423	2479594	24.6358	Pathogen	0.9748	0.1267	456813	0.9921		51.4923	501863	7749965.99574033	674618.1128264085	109799	706733	109799.0	347014.47427930386	109799	678227	27997	303	164	30	11	1	0	109097.19	336777.78	7737.77	66.05	34.68	5.16	1.14	0.11	0	109799.00	339113.50	7792.96	66.55	34.97	5.22	1.16	0.11	0	109097.19	673555.56	27795.52	300.56	162.53	29.64	10.87	0.97	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.974782790276116	
strain	Staphylococcus epidermidis RP62A	342911		176279	694883	342911.82	330.68	51978206	310864	2256966	23.0301	Pathogen	0.9690	0.0951	342911	0.8626		36.9211	303333	23574.792507921476	2052.135717848254	334	694549	334.0	342577.81900568143	334	678227	15907	208	164	31	11	1	0	330.68	336202.01	3358.99	30.59	34.60	5.21	1.14	0.11	0	334.00	339113.50	3391.97	30.91	34.90	5.27	1.16	0.11	0	330.68	672404.01	15752.45	205.81	162.48	30.61	10.87	0.97	0	patient with intravascular catheter-associated sepsis	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.968986966902909	
strain	Rhodobacter sphaeroides 2.4.1	340923		272943	616716	340923.29	162491.77	46133408	362940	4106014	11.2356		0.9770	0.0945	340923	0.9938		23.2468	443254	11626960.61512689	1008342.0758522941	164727	451989	164115.0	176808.2942857701	164727	450859	165	481	0	365	81	38	0	162491.77	174695.41	34.20	103.68	0	73.03	18.08	6.31	0	164115.00	176569.30	34.74	105.20	0	74.32	18.31	6.42	0	163093.88	446066.67	162.57	474.23	0	358.27	79.95	37.35	0												0.9769665816652634	
strain	Methanobrevibacter smithii ATCC 35061	192666		420247	192772	192666.86	191302.56	14422000	62424	1851959	7.7874		0.8987	0.0534	192666	0.9994		29.2895	192723	13595173.456693927	1183431.032593377	192612	160	192612.0	54.85525210084034	192612	0	78	76	3	0	3	0	0	191302.56	0	36.52	16.79	0.73	0	0.32	0	0	192612.00	0	36.83	16.96	0.74	0	0.33	0	0	191302.56	0	77.33	75.24	2.97	0	2.91	0	0												0.8986621615225011	
strain	Staphylococcus aureus subsp. aureus ST228	176893		1074919	5034150	176893.51	22.81	376614452	2251857	19438686	19.3745	Pathogen	0.9803	0.0490	176893	0.8805		2.2574	164729	12987.31084268728	141.31473506140674	184	5033966	23.0	176870.50826436715	184	4865199	168225	418	85	26	13	0	0	22.81	169477.73	5873.56	15.87	3.38	0.88	0.45	0	0	23.00	170914.60	5935.10	16.04	3.41	0.88	0.47	0	0	182.51	4824252.36	166530.29	413.49	84.20	25.96	12.45	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9803155877915044	
strain	Rhodobacter sphaeroides ATCC 17029	147557		349101	392838	147557.96	23.83	29371754	385484	3352249	8.7618		0.9348	0.0409	147557	0.7677		9.5196	97492	1764.5802775390327	153.60297289283338	25	392813	25.0	147532.95751619452	25	391766	169	446	0	328	70	34	0	23.83	144905.76	32.30	91.73	0	61.80	13.65	4.64	0	25.00	147324.94	32.82	93.39	0	63.08	13.96	4.77	0	23.83	385432.35	166.47	438.41	0	320.92	68.44	33.19	0												0.9347523735261468	
strain	Rhodobacter sphaeroides KD131	121866		557760	341212	121866.49	32.35	25509490	351144	3059446	8.3379		0.9305	0.0338	121866	0.6874		7.7144	71910	2399.8291774530844	208.9000431342534	34	341178	34.0	121832.49023236781	34	340183	171	428	0	307	55	34	0	32.35	119551.84	32.80	86.51	0	58.03	9.89	4.46	0	34.00	121636.79	33.32	88.24	0	59.35	10.15	4.63	0	32.35	334437.24	168.49	419.81	0	300.33	53.64	32.75	0												0.9305012632339369	
strain	Streptococcus mutans UA159	121705		210007	370366	121705.88	21090.83	27704980	126386	2031856	13.6353	Pathogen	0.9591	0.0337	121705	0.9995		16.8658	162306	1498763.9045305527	130464.22105625697	21234	349132	21234.0	100471.87771749777	21234	343224	5755	23	74	39	11	6	0	21090.83	98739.56	999.88	1.91	7.23	5.33	1.18	0.87	0	21234.00	99447.67	1007.56	1.93	7.27	5.38	1.19	0.88	0	21090.83	340761.48	5710.47	22.81	73.56	38.65	10.87	5.92	0	child with active dental caries	NA	Homo sapiens	Dental caries								0.9590566416272441	
strain	Streptococcus mutans GS-5	88479		1198676	321448	88479.78	15.79	24040548	172580	1887304	12.7380	Pathogen	0.9303	0.0245	88479	0.9310		12.2967	78722	1129.3313776249809	98.30590265141336	16	321432	16.0	88463.78125184258	16	316267	5016	22	72	39	10	6	0	15.79	86788.99	773.27	1.88	7.18	5.33	1.10	0.87	0	16.00	87666.00	781.29	1.89	7.21	5.38	1.12	0.88	0	15.79	313111.51	4964.40	21.83	71.61	38.65	9.87	5.92	0	NA	NA	Homo sapiens	Dental caries								0.9303159614092731	
strain	Streptococcus mutans NN2025	79504		511691	300447	79504.21	1.89	22468613	176896	1794526	12.5206	Pathogen	0.9265	0.0220	79504	0.8912		11.1234	64857	141.1664222031226	12.28823783142667	2	300445	2.0	79502.2148117085	2	295801	4527	20	64	16	11	6	0	1.89	77969.17	659.72	1.73	4.76	2.47	1.18	0.87	0	2.00	78823.50	667.58	1.75	4.80	2.51	1.19	0.88	0	1.89	292630.49	4474.69	19.75	63.48	15.80	10.87	5.92	0	NA	Japan	Homo sapiens	Dental caries; Endocarditis								0.9265270432524417	
strain	Streptococcus mutans LJ23	77995		1155071	297403	77995.66	1.89	22241180	177266	1785052	12.4597	Pathogen	0.9259	0.0216	77995	0.8856		10.9013	62905	141.1664222031226	12.28823783142667	2	297401	2.0	77993.65660568341	2	292741	4510	22	75	37	10	6	0	1.89	76467.66	655.88	1.88	7.13	4.84	1.10	0.87	0	2.00	77313.83	663.88	1.89	7.17	4.88	1.11	0.88	0	1.89	289576.47	4458.39	21.79	74.49	36.68	9.89	5.92	0	NA	NA	Homo sapiens	Dental caries								0.9258939659319259	
strain	Clostridium beijerinckii NCIMB 8052	61975		290402.1	62512	61975.00	61250.67	4676857	19739	3216284	1.4541		0.9595	0.0172	61975	0.5360		2.9096	62171	4352231.379733372	378852.51646179997	61661	851	61661.0	314.004102841603	61661	0	817	8	12	0	10	4	0	61250.67	0	306.71	0.68	1.52	0	2.22	0.37	0	61661.00	0	309.18	0.68	1.53	0	2.24	0.38	0	61250.67	0	810.47	7.99	11.92	0	9.93	3.93	0												0.959532543102782	
strain	Staphylococcus aureus subsp. aureus CN1	35196		1193576	676631	35196.30	4058.57	50619925	283534	2476145	20.4430	Pathogen	0.9764	0.0098	35196	0.9000		3.6040	48989	288544.1669831826	25117.158127436116	4088	672543	4088.0	31108.30279345704	4088	637666	34787	63	9	5	13	0	0	4058.57	27738.29	3105.94	2.46	0.36	0.17	0.90	0	0	4088.00	27967.05	3137.32	2.48	0.36	0.17	0.91	0	0	4058.57	632544.52	34459.60	62.44	8.92	5.00	12.83	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9763956034879059	
strain	Staphylococcus aureus subsp. aureus ST72	35196		1196216	676631	35196.30	4058.57	50619925	283534	2476145	20.4430	Pathogen	NA	0.0098	35196	0.9000		3.6040	48989	288544.1669831826	25117.158127436116	4088	672543	4088.0	31108.30279345704	4088	637666	34787	63	9	5	13	0	0	4058.57	27738.29	3105.94	2.46	0.36	0.17	0.90	0	0	4088.00	27967.05	3137.32	2.48	0.36	0.17	0.91	0	0	4058.57	632544.52	34459.60	62.44	8.92	5.00	12.83	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								NA	
strain	Staphylococcus aureus subsp. aureus 11819-97	30482		1123523	643328	30482.66	2517.00	48128710	273890	2437713	19.7434	Pathogen	0.9801	0.0085	30482	0.8564		3.0168	40390	178999.0233535595	15581.485570249019	2536	640792	2536.0	27946.65875730402	2536	615122	25589	66	11	3	1	0	0	2517.00	26300.87	1408.21	2.57	0.46	0.10	0.03	0	0	2536.00	26521.60	1421.87	2.60	0.46	0.10	0.03	0	0	2517.00	610125.00	25342.05	65.35	10.93	3.00	0.93	0	0	skin abscess	Denmark	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.980149379178296	
strain	Staphylococcus aureus subsp. aureus str. Newman	28419		426430	673673	28419.85	137.64	50398771	295258	2511206	20.0695	Pathogen	0.9788	0.0079	28419	0.8723		2.7811	27702	9811.066343117021	854.0325292841536	139	673534	139.0	28280.84837915818	139	648571	24880	48	14	6	15	0	0	137.64	27059.08	980.73	1.82	0.55	0.21	0.96	0	0	139.00	27286.72	990.55	1.84	0.55	0.21	0.98	0	0	137.64	643187.59	24639.49	47.53	13.88	5.97	14.73	0	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9788348510614772	
strain	Staphylococcus aureus M1	28284		1305598	658931	28284.50	7.85	49295192	289098	2481413	19.8658	Pathogen	0.9663	0.0078	28284	0.8664		2.7821	27190	564.6656888124904	49.15295132570668	8	658923	8.0	28276.501120009256	8	627933	30773	198	1	4	14	0	0	7.85	23858.22	4136.97	42.73	0.04	0.13	0.93	0	0	8.00	24058.55	4173.71	43.12	0.04	0.13	0.95	0	0	7.85	622715.87	30475.99	196.13	0.99	4.00	13.76	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9662915462181253	
strain	Staphylococcus aureus subsp. aureus MW2	26938		196620	640345	26938.03	7.92	47904876	273648	2430950	19.7062	Pathogen	0.9796	0.0075	26938	0.8619		2.6907	32102	564.6656888124904	49.15295132570668	8	640337	8.0	26930.02859482957	8	617441	22809	69	14	3	1	0	0	7.92	25738.51	962.16	2.65	0.57	0.11	0.03	0	0	8.00	25954.26	972.36	2.68	0.58	0.11	0.03	0	0	7.92	612406.89	22582.12	68.29	13.89	2.99	0.93	0	0	community acquired	USA: North Dakota	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9796030781337155	
strain	Staphylococcus aureus subsp. aureus USA300_TCH1516	26896		451516	666065	26896.66	1.97	49829122	292693	2491616	19.9987	Pathogen	0.9722	0.0075	26896	0.8673		2.6375	25870	141.1664222031226	12.28823783142667	2	666063	2.0	26894.661347543268	2	634536	31326	169	13	5	14	0	0	1.97	24195.22	2447.24	22.03	0.52	0.17	0.93	0	0	2.00	24397.75	2473.01	22.26	0.52	0.17	0.95	0	0	1.97	629273.35	31011.53	167.20	12.87	5.00	13.80	0	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9722371504590431	
strain	Staphylococcus aureus subsp. aureus MSSA476	26844		282459	638455	26844.44	3.95	47763311	272602	2424162	19.7030	Pathogen	0.9794	0.0074	26844	0.8658		2.7011	31670	282.3328444062452	24.57647566285334	4	638451	4.0	26840.44124062505	4	616125	22239	69	15	2	1	0	0	3.95	25673.24	938.34	2.65	0.61	0.06	0.03	0	0	4.00	25888.90	948.14	2.68	0.62	0.06	0.03	0	0	3.95	611099.12	22020.37	68.17	14.91	2.00	0.93	0	0	community acquired	United Kingdom	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9794273167682775	
strain	Escherichia coli DH1	25647		536056	512265	25647.56	2.00	38319665	215543	8785214	4.3618	Pathogen	0.9748	0.0071	25647	0.9495		0.7809	29048	141.1664222031226	12.28823783142667	2	512263	2.0	25645.556963869047	2	170921	6681	333828	204	15	40	30	544	2.00	12322.69	477.04	12597.53	13.87	0.64	2.59	3.64	22.05	2.00	12417.41	481.02	12704.01	13.96	0.64	2.61	3.65	22.26	2.00	169600.77	6623.01	331002.97	202.71	14.97	39.67	29.92	538.93	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9748473890819496	
strain	Staphylococcus aureus subsp. aureus NCTC 8325	25256		93061.1	653582	25256.73	24.81	48895667	286398	2459071	19.8838	Pathogen	0.9790	0.0070	25256	0.8716		2.5219	24132	1764.5802775390327	153.60297289283338	25	653557	25.0	25231.72903508736	25	631781	21686	49	9	4	14	14	0	24.81	24190.19	824.85	1.86	0.36	0.13	0.93	1.66	0	25.00	24393.58	833.14	1.88	0.36	0.13	0.95	1.70	0	24.81	626536.12	21473.79	48.47	8.96	3.99	13.80	13.65	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9790073399292214	
strain	Staphylococcus aureus subsp. aureus TW20	22962		663951	593630	22962.90	61.44	44409107	264074	2386913	18.6052	Pathogen	0.9822	0.0064	22962	0.7843		2.1258	22063	4376.159088296801	380.9353727742268	62	593568	62.0	22900.897486141752	62	572278	21208	51	13	4	14	0	0	61.44	21857.07	845.15	1.96	0.52	0.13	0.93	0	0	62.00	22043.64	853.67	1.98	0.52	0.13	0.95	0	0	61.44	567459.99	20997.84	50.47	12.91	4.00	13.80	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9821725771469585	
strain	Staphylococcus aureus Bmb9393	22843		1321369	587971	22843.65	460.71	43986429	261801	2374736	18.5227	Pathogen	0.9816	0.0063	22843	0.7967		2.1592	21388	32750.609951124447	2850.8711768909875	464	587507	464.0	22379.645635618348	464	566663	20799	22	7	2	14	0	0	460.71	21365.44	820.95	0.71	0.26	0.07	0.93	0	0	464.00	21548.47	829.19	0.72	0.26	0.07	0.95	0	0	460.71	561898.29	20591.64	21.72	6.88	2.00	13.80	0	0	patient with blood stream infection	Brazil: Rio de Janeiro	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9815634974749197	
strain	Staphylococcus aureus subsp. aureus str. JKD6008	22686		546342	588759	22686.50	212.13	44045216	261994	2371139	18.5756	Pathogen	0.9822	0.0063	22686	0.8108		2.1855	21522	15104.80717573412	1314.8414479626538	214	588545	214.0	22472.503680726586	214	567347	21099	61	16	6	16	0	0	212.13	21493.44	782.79	2.38	0.65	0.21	1.04	0	0	214.00	21677.26	790.92	2.40	0.65	0.21	1.06	0	0	212.13	562576.83	20889.36	60.39	15.91	5.97	15.71	0	0	clinical isolate	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9821782504356024	
strain	Staphylococcus aureus subsp. aureus ED98	22499		681288	626306	22499.29	37.45	46854871	280896	2430666	19.2766	Pathogen	0.9790	0.0062	22499	0.8606		2.2442	21091	2682.16202185933	233.47651879710673	38	626268	38.0	22461.292580911617	38	607497	18709	55	5	2	0	0	0	37.45	21577.34	688.16	2.15	0.22	0.07	0	0	0	38.00	21763.55	695.28	2.17	0.22	0.07	0	0	0	37.45	602367.79	18519.60	54.52	4.97	2.00	0	0	0	broiler Gallus gallus	Northern Ireland	Gallus gallus	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9790012750431202	
strain	Staphylococcus aureus subsp. aureus HO 5096 0412	20817		1074252	487542	20817.94	987.20	36471652	218815	2166318	16.8358	Pathogen	0.9776	0.0058	20817	0.7649		2.0707	24636	70300.87825715507	6119.542440050483	996	486546	996.0	19821.944246874154	996	462933	23588	17	5	2	1	0	0	987.20	18480.31	1158.55	0.55	0.18	0.07	0.07	0	0	996.00	18650.25	1170.82	0.55	0.18	0.07	0.08	0	0	987.20	459004.67	23354.56	16.81	4.95	2.00	0.97	0	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9776234940629249	
strain	Staphylococcus aureus subsp. aureus JKD6159	19070		869816	395037	19070.91	2147.69	29551489	187545	1997234	14.7962	Pathogen	0.9779	0.0053	19070	0.7104		1.9110	19812	153377.31772369271	13351.170403845077	2173	392864	2173.0	16897.907495005962	2173	369834	23001	22	2	4	1	0	0	2147.69	15619.74	1109.42	0.71	0.06	0.13	0.03	0	0	2173.00	15775.51	1121.45	0.72	0.06	0.13	0.03	0	0	2147.69	366573.33	22769.64	21.68	1.97	4.00	0.93	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9778817894390917	
strain	Staphylococcus aureus subsp. aureus ED133	18264		685039	407296	18264.40	2248.84	30468256	192152	2079396	14.6525	Pathogen	0.9785	0.0051	18264	0.7341		1.8166	18644	159941.5563561379	13922.573463006418	2266	405030	2266.0	15998.396137518952	2266	387542	17460	17	4	7	0	0	0	2248.84	15116.79	724.20	0.55	0.14	0.24	0	0	0	2266.00	15263.88	733.58	0.55	0.14	0.24	0	0	0	2248.84	384125.13	17279.63	16.84	3.96	6.99	0	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9785348450935686	
strain	Staphylococcus aureus CA-347	17315		1323661	362457	17315.88	293.44	27113053	171145	1884009	14.3911	Pathogen	0.9756	0.0048	17315	0.6609		1.7114	18373	20892.630486062146	1818.6591990511472	296	362161	296.0	17019.88313220141	296	338207	23925	17	7	4	1	0	0	293.44	15759.91	1094.80	0.55	0.26	0.14	0.03	0	0	296.00	15912.49	1106.41	0.55	0.26	0.14	0.03	0	0	293.44	335215.63	23687.61	16.81	6.97	4.00	0.97	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9756466889181321	
strain	Staphylococcus aureus subsp. aureus 6850	16879		1392476	406458	16879.46	611.87	30405619	192662	2073504	14.6639	Pathogen	0.9758	0.0047	16879	0.7577		1.7377	17058	43691.00767186645	3803.209608826555	619	405839	619.0	16260.464512850534	619	383542	22277	12	5	2	1	0	0	611.87	15025.64	1076.97	0.40	0.17	0.07	0.03	0	0	619.00	15170.96	1088.84	0.40	0.17	0.07	0.03	0	0	611.87	380152.43	22055.35	11.89	4.96	2.00	0.93	0	0	patient with a complicated S	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9757737624597745	
strain	Staphylococcus aureus subsp. aureus LGA251	16423		985006	399751	16423.41	426.04	29903926	188038	2050271	14.5854	Pathogen	0.9781	0.0046	16423	0.7453		1.6820	16597	30350.780773671362	2641.971133756734	430	399321	430.0	15993.410339892165	430	385303	13985	21	5	5	2	0	0	426.04	15313.05	523.39	0.67	0.17	0.17	0.06	0	0	430.00	15463.33	528.99	0.68	0.17	0.17	0.07	0	0	426.04	381907.45	13845.91	20.63	4.92	4.99	1.91	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9780510443680984	
