"age";"edc";"y1";"y2";"y3";"y4";"y5";"y6";"y7";"y8"
6;"not graduated";16;11;12;48;12;16;12;24
6;"not graduated";8;4;2;11;8;9;2;13
6;"not graduated";9;8;2;13;9;4;2;18
7;"graduated";29;28;26;67;18;23;17;24
7;"graduated";26;20;21;64;17;8;17;24
7;"graduated";25;31;22;66;17;28;18;37
7;"graduated";22;24;21;51;10;20;7;27
7;"graduated";27;31;27;56;14;27;16;21
7;"not graduated";24;27;14;59;15;20;17;25
7;"graduated";25;29;23;65;16;29;11;31
7;"graduated";24;28;25;57;19;34;14;36
7;"graduated";18;26;17;52;19;34;17;34
7;"graduated";22;23;19;55;14;46;15;33
7;"graduated";21;20;9;27;15;17;2;30
7;"graduated";21;25;24;49;16;33;16;32
7;"graduated";21;21;19;44;11;8;7;18
7;"graduated";22;20;19;51;15;20;10;29
7;"graduated";29;28;23;66;20;28;15;35
7;"graduated";26;28;24;66;14;20;12;16
7;"graduated";15;20;12;38;11;12;10;24
7;"graduated";25;19;19;39;16;26;14;30
7;"graduated";21;21;19;51;16;31;11;28
7;"graduated";24;27;23;60;16;25;15;34
7;"graduated";29;29;26;68;19;40;16;37
7;"graduated";25;26;11;59;17;36;10;34
7;"graduated";20;15;17;49;13;21;6;30
7;"not graduated";20;24;20;45;16;20;16;36
7;"not graduated";23;24;18;40;16;37;19;25
7;"not graduated";10;20;14;32;12;20;4;30
7;"graduated";12;15;10;25;11;23;2;27
7;"graduated";24;22;18;60;14;42;11;33
7;"not graduated";11;19;7;18;1;13;2;16
7;"graduated";20;20;20;51;16;35;15;35
7;"not graduated";18;24;21;47;17;37;13;34
7;"not graduated";16;18;17;37;9;24;14;29
7;"not graduated";22;18;18;46;14;24;19;29
7;"graduated";25;25;20;60;18;21;16;23
7;"graduated";19;22;21;49;20;35;14;35
7;"not graduated";16;20;13;44;11;12;2;9
7;"not graduated";18;22;17;39;13;36;14;33
7;"not graduated";26;19;11;56;13;9;8;24
7;"not graduated";22;20;20;48;16;20;15;15
7;"graduated";26;25;18;48;17;40;14;35
7;"graduated";20;21;19;49;17;42;14;29
7;"not graduated";10;5;2;13;13;17;2;28
7;"not graduated";15;16;12;41;10;23;4;23
7;"not graduated";19;23;16;40;11;19;4;30
7;"not graduated";24;25;10;45;12;20;2;21
7;"graduated";22;23;17;43;16;29;12;29
7;"not graduated";19;26;17;41;15;29;8;37
7;"not graduated";23;23;25;68;13;24;13;17
7;"not graduated";5;10;4;14;8;12;2;11
7;"not graduated";23;17;17;37;15;17;4;25
7;"not graduated";10;16;14;27;13;20;2;11
7;"not graduated";19;19;24;50;14;36;13;30
7;"not graduated";14;20;17;39;13;14;5;30
7;"not graduated";7;8;6;10;6;12;2;29
7;"graduated";12;14;15;26;13;6;2;20
7;"not graduated";13;18;13;41;20;20;11;20
7;"not graduated";13;7;7;34;11;19;9;18
7;"not graduated";5;7;0;10;6;17;2;22
7;"graduated";19;22;15;51;18;41;13;37
7;"graduated";21;27;11;62;13;24;14;24
7;"not graduated";9;13;8;28;15;18;4;27
7;"graduated";18;18;13;47;13;31;6;12
7;"graduated";23;22;19;52;15;34;19;30
7;"not graduated";11;14;4;19;4;5;2;12
7;"graduated";23;18;12;59;13;25;13;29
7;"not graduated";4;7;1;9;1;2;0;2
7;"graduated";19;22;16;48;15;24;13;29
7;"graduated";20;25;16;40;15;28;10;37
7;"graduated";13;26;18;50;16;33;14;34
7;"graduated";25;27;20;67;13;19;12;22
7;"graduated";27;26;20;56;15;35;11;30
7;"graduated";20;17;17;48;17;39;6;32
7;"graduated";10;20;13;40;16;24;15;28
7;"not graduated";15;25;20;39;13;21;5;29
7;"graduated";22;22;23;52;16;29;16;32
7;"not graduated";15;16;8;43;6;6;10;21
7;"not graduated";12;21;18;43;16;12;11;23
7;"not graduated";19;22;22;42;12;30;13;26
7;"not graduated";12;10;5;19;4;16;6;16
7;"not graduated";23;21;7;54;6;11;4;10
7;"graduated";27;31;21;62;14;24;19;34
7;"graduated";28;25;22;63;15;21;17;30
7;"graduated";16;19;17;51;16;29;11;24
7;"graduated";18;27;23;61;17;21;19;33
7;"graduated";23;28;20;64;17;13;3;14
7;"graduated";26;29;25;65;18;35;11;23
7;"graduated";22;25;22;56;15;28;15;29
7;"graduated";22;23;19;52;16;38;15;33
7;"not graduated";17;18;15;49;14;22;10;31
7;"graduated";17;24;18;57;15;22;11;26
7;"graduated";26;25;20;57;16;24;13;19
7;"graduated";23;21;19;55;12;24;9;31
7;"graduated";26;29;20;70;18;35;15;25
7;"graduated";15;20;16;32;13;21;5;24
7;"graduated";23;22;21;50;14;27;11;21
7;"graduated";27;25;24;58;19;23;8;30
7;"graduated";24;27;23;50;15;33;14;32
7;"not graduated";14;16;10;28;15;16;11;15
7;"not graduated";7;5;4;11;4;12;2;15
7;"not graduated";18;17;21;36;15;23;12;27
7;"not graduated";19;20;18;36;15;8;19;23
7;"graduated";21;16;13;43;13;25;12;30
7;"not graduated";25;8;9;45;17;25;13;21
7;"not graduated";8;16;6;17;4;16;5;16
7;"not graduated";10;14;11;20;8;17;2;22
7;"graduated";15;16;16;40;13;26;6;34
7;"not graduated";12;14;6;21;12;7;5;25
7;"not graduated";15;15;10;33;8;17;8;29
7;"not graduated";13;24;23;45;10;24;20;19
7;"graduated";22;18;16;37;12;25;7;17
7;"not graduated";16;20;19;20;13;15;16;32
7;"not graduated";15;18;17;41;14;22;6;22
7;"not graduated";12;7;8;20;9;22;4;7
7;"not graduated";15;24;19;43;13;23;8;24
7;"graduated";19;28;24;57;18;40;20;36
7;"graduated";20;26;26;50;20;41;11;30
7;"graduated";21;26;24;57;11;31;8;24
7;"graduated";18;21;17;47;11;23;12;28
7;"graduated";17;20;22;51;14;20;11;19
7;"graduated";10;17;20;34;11;20;5;20
7;"not graduated";20;20;22;49;17;38;10;36
7;"graduated";23;19;19;50;15;23;12;25
7;"graduated";17;18;25;41;14;23;4;35
7;"graduated";21;24;20;53;14;36;9;33
7;"not graduated";15;22;18;60;16;30;5;27
7;"graduated";15;21;9;38;16;16;12;32
7;"not graduated";20;23;18;59;13;27;7;26
7;"graduated";20;30;24;53;18;41;20;34
7;"graduated";16;23;18;44;14;26;4;24
7;"graduated";17;21;18;46;11;22;4;29
7;"graduated";8;17;10;42;9;18;4;28
7;"graduated";20;23;20;43;10;18;8;24
7;"not graduated";13;16;18;26;18;16;8;29
7;"not graduated";20;21;16;45;11;27;8;27
7;"graduated";26;22;25;54;16;16;12;32
7;"graduated";25;13;18;53;12;22;12;31
7;"graduated";18;19;11;39;14;18;13;29
7;"graduated";15;16;9;40;10;22;7;33
7;"not graduated";7;13;7;13;12;5;2;26
7;"graduated";19;28;25;67;18;25;3;35
7;"not graduated";4;4;0;11;1;0;1;4
7;"graduated";21;23;22;56;14;22;4;18
7;"not graduated";26;22;21;65;19;10;10;23
7;"not graduated";14;18;12;30;12;16;2;36
7;"graduated";18;24;21;49;12;24;12;29
7;"not graduated";15;15;13;46;12;20;11;30
7;"graduated";26;26;24;56;17;32;11;31
7;"graduated";18;25;21;56;15;36;9;33
7;"graduated";22;23;25;50;16;24;10;30
7;"not graduated";16;23;19;51;12;13;10;28
7;"not graduated";6;14;8;12;12;20;6;29
7;"not graduated";19;11;18;42;13;35;11;39
7;"graduated";14;17;9;44;6;8;5;30
7;"not graduated";10;5;0;10;5;2;2;5
7;"not graduated";9;4;4;13;8;6;2;14
7;"graduated";9;19;13;24;6;12;13;13
7;"not graduated";7;15;8;26;4;10;4;23
7;"not graduated";8;16;7;30;3;0;2;13
7;"not graduated";9;8;10;50;2;8;7;20
7;"not graduated";13;21;17;23;14;24;7;26
8;"graduated";22;23;22;53;14;18;7;27
8;"graduated";28;31;26;67;16;31;10;25
8;"graduated";16;10;16;43;12;8;6;15
8;"graduated";26;23;22;56;13;33;13;30
8;"not graduated";22;26;20;50;16;32;10;37
8;"graduated";21;25;18;58;15;24;12;25
8;"graduated";24;30;26;60;15;20;10;15
8;"not graduated";23;22;21;58;13;18;6;29
8;"graduated";25;19;21;57;18;16;17;32
8;"graduated";24;30;22;59;17;23;7;29
8;"not graduated";11;22;18;40;15;12;4;16
8;"graduated";26;23;25;57;15;33;14;21
8;"not graduated";18;13;6;35;14;36;15;31
8;"graduated";20;14;22;52;17;48;9;26
8;"not graduated";25;21;18;59;14;37;3;34
8;"not graduated";6;11;8;16;13;4;2;17
8;"graduated";19;21;24;43;16;20;17;31
8;"not graduated";23;19;17;44;19;29;13;30
8;"not graduated";19;21;13;43;9;8;4;20
8;"not graduated";12;24;18;29;15;29;9;21
8;"not graduated";11;16;11;30;14;12;8;30
8;"graduated";18;23;18;45;12;20;6;24
8;"not graduated";12;21;16;47;12;14;8;28
8;"graduated";23;28;23;57;19;30;15;31
8;"graduated";24;26;22;59;14;25;6;22
8;"not graduated";10;13;12;37;15;19;10;16
8;"not graduated";6;10;9;15;4;21;2;9
8;"not graduated";12;22;19;41;8;15;13;16
8;"not graduated";7;19;0;17;3;5;7;19
8;"not graduated";24;23;25;61;19;40;16;35
8;"not graduated";13;24;0;31;3;14;2;19
8;"not graduated";16;17;10;37;14;18;8;29
8;"graduated";24;26;22;64;16;16;10;23
8;"graduated";28;32;27;65;18;27;19;27
8;"not graduated";22;21;17;48;15;23;11;25
8;"graduated";10;11;14;34;2;6;2;8
8;"graduated";15;17;11;38;11;10;9;27
8;"not graduated";7;16;15;38;5;11;8;16
8;"not graduated";19;23;10;42;8;34;3;31
8;"graduated";22;24;24;50;17;36;11;34
8;"graduated";17;17;10;40;13;16;5;29
8;"not graduated";12;15;6;40;14;31;9;32
8;"graduated";22;22;21;49;14;38;6;30
8;"graduated";20;27;19;40;11;17;12;21
8;"graduated";18;17;17;43;14;27;2;28
8;"not graduated";15;14;15;40;10;22;4;29
8;"not graduated";15;7;11;39;14;18;2;33
8;"not graduated";10;22;17;33;14;18;4;27
8;"not graduated";19;18;17;36;13;22;9;30
8;"not graduated";15;21;12;41;19;33;6;32
8;"not graduated";20;26;18;51;12;16;8;29
8;"graduated";25;19;22;42;14;17;7;30
8;"not graduated";12;9;6;22;2;1;2;11
8;"not graduated";20;23;13;48;14;9;11;22
8;"graduated";28;30;24;57;18;31;13;31
8;"not graduated";22;17;8;40;13;26;12;11
8;"graduated";18;21;2;54;12;13;7;21
8;"not graduated";25;19;20;29;16;20;18;29
8;"not graduated";16;7;10;20;2;21;10;27
8;"graduated";27;28;18;60;11;12;11;16
8;"not graduated";6;4;0;13;1;6;2;10
8;"graduated";26;26;14;56;9;10;4;16
8;"graduated";29;30;26;63;14;22;12;28
8;"not graduated";20;20;20;42;14;31;10;32
8;"not graduated";18;22;19;46;13;27;9;29
8;"not graduated";25;26;24;54;17;27;17;31
8;"not graduated";11;7;5;17;5;8;2;29
8;"graduated";22;25;16;58;18;30;8;20
8;"graduated";29;30;21;62;14;30;10;31
8;"graduated";27;25;20;55;13;27;9;27
8;"not graduated";24;21;19;61;15;28;11;35
8;"not graduated";19;12;1;42;12;1;1;12
8;"not graduated";6;10;4;19;5;1;0;12
8;"not graduated";8;5;10;11;4;7;2;16
8;"not graduated";8;6;0;12;3;6;0;13
8;"not graduated";8;4;0;12;16;8;2;16
8;"graduated";21;19;21;50;14;22;6;23
8;"not graduated";10;13;10;29;2;16;2;27
8;"graduated";25;27;20;63;15;17;14;32
8;"not graduated";18;7;2;20;7;0;2;6
8;"graduated";26;27;24;67;19;31;14;29
8;"graduated";20;23;19;50;16;24;18;32
8;"not graduated";21;16;18;52;17;22;15;36
8;"not graduated";20;18;20;50;15;20;15;23
8;"graduated";18;19;13;46;1;2;6;14
8;"graduated";19;21;10;41;17;29;16;31
8;"graduated";20;21;19;54;17;18;13;21
8;"not graduated";14;16;10;29;15;28;8;31
8;"not graduated";12;16;12;31;7;17;6;16
8;"not graduated";21;20;24;50;13;31;5;33
8;"graduated";14;13;15;41;8;28;6;27
8;"not graduated";10;16;9;18;16;20;14;29
8;"graduated";20;20;22;60;18;23;12;34
8;"graduated";27;29;25;64;17;26;11;23
8;"graduated";4;19;10;40;2;2;4;17
8;"not graduated";11;13;10;30;4;7;5;17
8;"not graduated";10;4;7;38;2;3;2;22
8;"graduated";23;26;25;59;15;28;16;26
8;"graduated";17;20;17;40;11;6;11;24
8;"graduated";22;27;24;60;17;28;15;30
8;"not graduated";20;20;21;42;10;20;8;29
8;"not graduated";16;17;19;36;10;22;2;17
8;"not graduated";5;7;3;13;1;3;4;9
8;"not graduated";14;27;22;44;15;25;8;32
8;"not graduated";16;21;18;41;15;19;6;27
8;"not graduated";13;16;18;38;9;18;4;22
8;"graduated";21;23;20;54;12;20;8;24
8;"not graduated";19;23;21;46;14;13;6;29
8;"not graduated";7;16;4;21;5;20;2;29
8;"not graduated";22;25;18;56;13;12;8;19
8;"graduated";15;14;21;33;10;17;2;22
8;"not graduated";10;13;14;25;3;8;2;15
8;"not graduated";17;16;22;29;17;35;10;28
8;"not graduated";24;19;18;58;13;16;8;29
8;"not graduated";16;20;21;58;18;30;12;30
8;"graduated";20;20;17;55;10;22;6;19
8;"not graduated";16;22;14;39;11;18;4;16
8;"graduated";21;20;16;58;13;25;9;30
8;"not graduated";11;10;1;35;10;23;4;22
8;"not graduated";14;13;5;35;15;16;6;33
8;"not graduated";10;9;7;20;11;10;2;18
8;"graduated";22;21;26;62;15;35;19;29
8;"graduated";21;16;20;53;13;24;11;29
8;"graduated";18;23;20;54;12;24;12;24
8;"graduated";22;27;23;59;10;22;8;29
8;"graduated";18;24;21;34;11;20;13;22
8;"not graduated";14;17;3;27;4;13;1;13
8;"graduated";17;18;17;26;4;16;2;23
8;"graduated";14;17;13;50;13;16;10;26
8;"graduated";24;26;21;58;13;32;11;31
8;"graduated";22;21;12;56;17;32;9;23
8;"graduated";25;22;15;58;11;15;9;17
8;"not graduated";5;4;0;8;3;0;0;6
8;"graduated";27;28;22;65;19;33;11;37
8;"not graduated";15;12;13;26;7;9;2;17
8;"graduated";25;31;27;61;18;41;13;30
8;"graduated";24;27;18;52;14;18;5;31
8;"not graduated";19;22;15;33;17;31;5;31
8;"not graduated";8;17;9;28;4;10;4;23
8;"not graduated";23;20;19;35;12;12;14;21
8;"not graduated";21;20;23;47;17;37;2;34
8;"graduated";19;25;19;54;16;32;8;23
8;"graduated";28;26;23;68;13;35;11;34
8;"graduated";24;26;17;60;14;25;4;23
8;"graduated";20;18;16;64;18;38;12;36
8;"graduated";25;26;22;68;14;26;11;30
8;"not graduated";6;9;0;12;3;3;2;6
8;"not graduated";13;20;15;54;9;18;9;22
8;"not graduated";13;8;6;11;7;7;2;27
8;"graduated";26;26;19;60;17;25;6;23
8;"graduated";15;14;16;26;12;30;4;27
8;"not graduated";17;18;12;39;17;22;9;24
8;"graduated";22;22;17;43;12;25;6;32
8;"not graduated";19;25;25;52;20;19;14;31
8;"not graduated";6;4;5;11;3;0;1;2
8;"graduated";10;14;9;31;10;22;2;15
8;"not graduated";8;10;2;4;1;0;2;13
8;"not graduated";14;7;10;31;7;2;10;15
8;"not graduated";17;24;25;50;8;26;15;18
8;"not graduated";10;6;10;28;6;12;6;27
9;"graduated";25;19;17;51;14;20;3;24
9;"graduated";27;29;14;61;17;16;7;29
9;"not graduated";18;18;13;45;4;16;2;13
9;"graduated";21;28;20;48;14;8;12;20
9;"not graduated";19;14;4;20;12;14;4;15
9;"not graduated";21;19;15;48;13;19;6;27
9;"not graduated";15;24;16;45;15;21;4;28
9;"graduated";25;17;19;64;18;30;10;20
9;"not graduated";12;23;8;30;16;16;2;21
9;"not graduated";23;19;9;47;11;3;2;17
9;"not graduated";20;15;16;40;2;12;8;8
9;"not graduated";19;7;9;46;12;13;13;14
9;"graduated";19;16;12;22;15;28;9;29
9;"graduated";17;17;17;34;11;16;6;22
9;"not graduated";12;17;7;31;12;6;6;6
9;"not graduated";15;8;8;29;5;10;2;16
9;"graduated";26;26;24;66;15;18;8;20
9;"graduated";28;26;26;70;12;32;14;22
9;"graduated";23;27;20;63;17;37;11;27
9;"not graduated";10;17;5;21;13;25;7;30
9;"graduated";16;24;6;29;12;25;2;21
9;"graduated";21;27;21;55;16;39;15;33
9;"not graduated";11;9;4;14;5;7;2;10
9;"not graduated";15;20;16;41;12;29;6;30
9;"graduated";19;20;11;54;11;20;6;28
9;"graduated";21;17;17;41;11;19;8;17
9;"not graduated";13;6;10;28;8;12;6;12
9;"graduated";26;25;21;63;17;35;12;32
9;"not graduated";13;15;16;26;9;16;9;28
9;"graduated";26;27;16;64;12;20;8;26
9;"not graduated";16;26;17;55;14;20;8;23
9;"not graduated";17;24;23;50;15;32;13;31
9;"not graduated";7;12;0;12;8;0;2;17
9;"not graduated";24;5;16;47;17;22;5;22
9;"not graduated";24;22;17;52;12;21;1;24
9;"graduated";27;25;19;59;15;13;4;18
9;"not graduated";12;24;18;40;14;16;6;30
9;"graduated";20;18;21;57;15;23;6;29
9;"not graduated";10;12;13;38;12;1;1;19
9;"not graduated";23;26;22;41;12;25;9;28
9;"not graduated";21;17;13;46;14;20;4;27
9;"not graduated";20;24;14;59;16;34;6;27
9;"not graduated";23;23;16;62;14;30;17;32
9;"not graduated";19;15;2;36;18;28;12;29
9;"not graduated";6;15;9;24;13;8;4;30
9;"not graduated";20;14;20;40;11;17;10;28
9;"graduated";23;22;17;59;12;20;2;23
9;"graduated";26;23;23;64;17;34;17;33
9;"graduated";15;17;22;49;14;17;9;17
9;"not graduated";13;10;9;18;2;5;2;13
9;"not graduated";19;14;7;21;9;11;5;13
9;"not graduated";14;16;7;24;8;0;13;14
9;"not graduated";17;27;24;36;10;24;14;22
9;"not graduated";7;6;3;14;10;5;4;14
9;"not graduated";7;13;0;16;3;8;2;14
9;"not graduated";9;22;13;25;6;11;6;23
9;"not graduated";15;16;14;33;11;12;11;28
9;"not graduated";21;21;2;34;10;16;6;29
9;"not graduated";8;5;16;37;14;28;13;35
9;"not graduated";6;4;0;10;6;0;0;11
9;"graduated";21;20;11;63;13;20;4;19
9;"not graduated";14;12;3;30;10;2;2;23
9;"graduated";21;29;24;66;11;32;10;28
9;"graduated";26;28;19;65;14;25;6;30
9;"graduated";25;29;19;62;14;24;6;30
9;"graduated";24;21;24;56;13;14;11;18
9;"not graduated";15;23;23;50;11;40;10;35
9;"not graduated";15;17;5;28;11;18;6;23
9;"graduated";19;17;18;45;9;18;2;19
9;"graduated";13;22;21;54;17;20;3;28
9;"not graduated";22;18;11;46;15;15;7;19
9;"graduated";19;24;15;43;16;17;2;19
9;"not graduated";19;11;13;48;8;9;4;11
9;"graduated";20;22;23;54;14;22;12;22
9;"graduated";27;25;27;66;14;24;14;26
9;"not graduated";9;13;12;19;5;12;3;11
9;"not graduated";9;8;5;30;3;4;3;8
9;"not graduated";17;15;15;42;17;0;2;21
9;"not graduated";13;19;17;40;10;31;11;22
9;"not graduated";19;18;6;39;9;2;4;11
9;"graduated";20;20;27;61;16;29;12;35
9;"graduated";22;24;22;62;17;26;8;29
9;"graduated";18;18;19;37;11;27;11;24
9;"graduated";25;30;27;66;15;24;5;32
9;"not graduated";20;25;22;50;13;21;9;28
9;"not graduated";10;17;11;40;9;12;4;15
9;"not graduated";14;15;13;37;14;8;4;9
9;"not graduated";16;25;16;57;14;6;10;17
9;"not graduated";6;15;12;19;1;16;2;17
9;"graduated";21;23;14;55;6;21;6;25
9;"not graduated";13;12;5;22;16;21;15;24
9;"not graduated";10;17;10;37;3;6;1;21
9;"not graduated";13;9;16;40;2;14;2;22
9;"graduated";20;18;16;45;12;19;8;28
9;"graduated";28;28;24;64;13;27;6;29
9;"graduated";15;19;15;35;11;10;4;22
9;"not graduated";12;14;7;55;6;8;4;14
9;"not graduated";14;13;13;24;11;20;13;19
9;"graduated";14;18;17;40;9;20;6;26
9;"not graduated";10;17;4;38;7;23;2;21
9;"graduated";17;15;19;38;14;25;4;23
9;"graduated";26;29;26;67;19;31;8;29
9;"graduated";22;21;13;54;14;16;11;29
9;"not graduated";12;15;14;42;12;16;4;29
9;"not graduated";18;16;17;36;15;16;12;32
9;"graduated";15;23;21;49;15;32;9;33
9;"graduated";19;18;20;49;8;21;2;22
9;"not graduated";18;19;9;42;11;16;2;29
9;"not graduated";10;15;3;15;9;11;2;25
9;"not graduated";9;14;7;30;5;22;7;24
9;"graduated";19;24;17;60;13;15;8;24
9;"graduated";23;27;21;51;17;33;14;30
9;"not graduated";10;11;10;34;9;3;2;27
9;"graduated";28;27;25;61;6;10;6;13
9;"graduated";24;21;23;67;16;28;16;35
9;"not graduated";9;7;18;35;13;10;2;16
9;"graduated";15;17;7;35;5;17;5;19
9;"not graduated";18;24;13;57;10;22;2;32
9;"not graduated";17;22;18;39;11;21;4;27
9;"not graduated";9;6;5;18;9;15;2;32
9;"not graduated";16;12;13;49;16;26;11;29
9;"graduated";15;24;13;55;13;14;2;25
9;"graduated";12;15;0;38;4;6;2;11
9;"graduated";20;23;11;49;12;19;12;25
9;"not graduated";19;27;18;52;15;23;8;25
9;"graduated";12;14;10;35;4;3;6;17
9;"graduated";18;18;2;49;6;12;2;17
9;"not graduated";17;22;17;43;12;2;4;26
9;"graduated";16;11;15;42;9;16;2;31
9;"not graduated";17;14;18;43;11;16;2;33
9;"not graduated";18;13;12;46;11;19;11;30
9;"not graduated";17;22;20;51;17;38;18;35
9;"graduated";17;21;15;48;11;26;8;32
9;"not graduated";18;21;22;57;13;22;12;29
9;"not graduated";6;6;4;15;4;12;2;9
9;"not graduated";13;17;3;44;5;3;9;26
9;"graduated";22;27;24;65;12;16;12;30
9;"not graduated";12;10;15;29;2;7;10;21
9;"not graduated";21;29;22;62;16;26;11;35
9;"graduated";20;25;21;58;17;25;10;27
9;"not graduated";22;21;18;40;13;22;13;30
9;"not graduated";14;9;15;26;8;16;2;29
9;"not graduated";7;8;2;11;5;8;2;14
9;"not graduated";21;15;4;35;12;12;8;21
9;"graduated";14;22;16;44;10;20;6;22
9;"not graduated";8;15;14;27;11;12;2;32
9;"not graduated";6;8;1;11;2;12;2;24
9;"not graduated";24;22;18;58;16;23;6;30
9;"graduated";19;17;15;47;15;33;6;30
9;"not graduated";19;21;17;38;11;18;6;21
9;"not graduated";21;21;19;55;17;19;6;30
9;"graduated";16;19;16;37;4;10;2;15
9;"graduated";10;8;5;43;3;4;3;10
9;"graduated";13;12;17;35;5;16;13;30
9;"not graduated";16;10;9;48;12;20;4;22
9;"not graduated";6;18;9;19;1;1;2;15
9;"not graduated";5;6;1;7;2;0;2;14
9;"not graduated";17;15;13;36;15;12;2;28
9;"not graduated";14;15;6;29;9;8;4;21
9;"graduated";13;14;15;45;12;19;4;31
