"school";"gender";"age";"geread";"gevocab"
5298;"Male";96;3.7;3.4
5298;"Male";106;6.4;6.2
5298;"Male";107;3.1;3.1
5298;"Female";111;3.1;4.3
5298;"Male";101;5.2;6.2
5298;"Female";105;5;5
5298;"Female";106;12;5
5298;"Male";102;4.7;6.3
5298;"Male";104;10.6;4.7
5298;"Female";110;5;8.1
5298;"Female";109;6.4;8.9
5298;"Male";101;1.9;1
5298;"Male";107;1.6;1.8
5298;"Female";104;9.2;6.8
5298;"Female";112;9.2;7.5
5298;"Male";110;2.1;1.9
5298;"Female";103;4.5;4
5298;"Female";103;3;2.4
5298;"Male";110;3.8;3.6
5298;"Male";103;2.1;2.1
5298;"Male";105;4.3;2.8
5298;"Female";110;2.9;4.5
5298;"Female";120;6.4;4.4
5298;"Male";107;2;2.2
5298;"Male";102;4.7;4.8
5298;"Male";111;6.4;3.8
5298;"Female";111;6.4;11
5298;"Female";110;12;8.2
5298;"Female";111;4.7;4.7
5298;"Male";101;12;11.2
5298;"Female";104;1.6;1.4
5298;"Male";104;2.9;2.7
5298;"Male";110;1;0.2
5298;"Male";108;12;4
5298;"Male";102;2.8;2.9
5298;"Female";105;4.6;4.3
5298;"Male";108;4.7;2.7
5298;"Female";107;4.1;6.2
5298;"Male";106;5;7.5
5298;"Male";109;4.7;3.2
5298;"Male";109;12;7.5
5298;"Female";108;5.8;5
5298;"Male";105;4.5;3.5
5298;"Male";114;1.4;1.6
5298;"Male";110;4.5;3.3
5298;"Female";101;3.7;2.3
5298;"Male";104;4.9;7.3
5298;"Male";103;12;10.9
5298;"Female";99;6.4;4.7
5298;"Male";116;0;2
5298;"Male";115;4.4;3.7
5298;"Female";105;2.6;2.4
5298;"Female";106;3.7;3.5
5298;"Male";106;6.4;4.9
5298;"Female";103;12;7.2
5298;"Male";103;12;4.7
5298;"Female";102;7.8;6.6
5298;"Male";110;10.6;5
5298;"Male";100;12;6.4
5298;"Male";104;12;11
5298;"Female";112;12;11.2
5298;"Female";105;12;11.2
5298;"Female";101;5;4.9
5298;"Female";105;12;11.2
5298;"Male";109;8.3;8.4
5298;"Female";108;7.6;7.3
5298;"Female";118;12;6.7
5298;"Female";108;12;6.7
5298;"Male";111;3.4;11.2
5298;"Female";112;10.6;11.2
5298;"Male";112;4.7;7.2
5298;"Male";110;4.6;9.3
5298;"Male";104;6.2;4.3
5298;"Male";107;12;11.2
5298;"Male";100;6.4;11.2
5298;"Male";109;5.1;3.1
5298;"Female";98;4.1;2.8
5298;"Female";119;2.2;2.9
5298;"Female";103;2.3;3.4
5298;"Male";107;4.3;3.8
5298;"Male";101;1.6;1.4
5298;"Male";101;2;1.9
5298;"Female";110;3;3.5
5298;"Male";112;10.6;6.7
5298;"Male";113;3.2;3
5298;"Male";103;2.3;3.4
5298;"Female";99;4.9;4.4
5298;"Male";108;4.7;3.9
5298;"Female";111;3.5;3.5
5298;"Female";110;5.8;3.1
5298;"Male";106;4.5;4.1
5298;"Female";102;8.3;4.6
5298;"Female";107;2;2.8
5298;"Male";111;4.9;5.2
5298;"Female";104;2.2;2.8
5298;"Male";102;2.5;2.7
5298;"Male";100;2.7;2.5
5298;"Male";103;4.5;4.5
5298;"Female";101;3.1;3.2
5298;"Female";123;1;2.2
5298;"Male";107;2.7;4.4
5298;"Female";105;2.7;5.1
5298;"Male";107;7.6;5.5
5298;"Male";101;2.1;1.4
5298;"Female";105;4.4;2.3
5298;"Male";115;3;2.9
5298;"Female";110;4.3;4.5
5298;"Male";109;2;1.9
5298;"Male";103;2.9;1.9
5298;"Male";104;5.4;4.8
5298;"Female";105;6.7;3.1
5298;"Female";106;2.8;2.9
5298;"Male";110;3.2;3.1
5298;"Female";106;12;4.4
5298;"Female";97;4;4.3
5298;"Male";115;4.2;3.5
5298;"Female";106;1.9;1.3
5298;"Female";109;3.1;5.4
5298;"Male";107;3.7;4
5298;"Female";106;3.6;8.2
5298;"Male";109;4.5;6
5298;"Male";106;1.9;1.6
5298;"Female";104;2.1;2.9
5298;"Female";107;6.4;5.1
5298;"Male";110;2.8;3.5
5298;"Male";111;6.4;3.5
5298;"Male";102;2.9;3.1
5298;"Male";111;9.2;3.2
5298;"Male";113;3;4.4
5298;"Male";105;2.8;3
5298;"Male";110;3.5;5.2
5298;"Female";109;1.4;2.4
5298;"Female";104;4.3;3.4
5298;"Female";108;12;6.7
5298;"Female";110;6.4;7.2
5298;"Female";105;2.8;3.3
5298;"Female";101;4.9;4.1
5357;"Male";103;1.9;1.9
5357;"Male";110;3;3.1
5357;"Female";106;2.6;2.6
5357;"Male";110;6.4;4.4
5357;"Male";105;2.5;2.8
5357;"Female";105;2.5;2.9
5357;"Male";105;1.4;1.4
5357;"Male";111;2;4.7
5357;"Male";112;4.1;3.2
5357;"Male";110;4.9;4.7
5357;"Male";106;1.9;2.4
5357;"Female";100;4.4;6.3
5357;"Male";113;6.4;3.2
5357;"Female";106;3.4;4.9
5357;"Female";111;3.1;3.2
5357;"Female";102;1.7;3.3
5357;"Female";99;2.4;3.2
5357;"Female";99;2.8;3.1
5357;"Male";105;2.7;2.7
5357;"Female";100;3.1;2.7
5357;"Female";106;3.1;2.7
5357;"Male";105;6.4;11.2
5357;"Female";111;2.4;3.1
5357;"Female";108;4.3;6.2
5357;"Female";103;2.9;3.4
5357;"Female";101;3.7;4.9
5357;"Male";109;3.7;3.2
5357;"Male";100;3.4;4.7
5357;"Female";101;2.8;1.7
5357;"Male";111;4.3;4.7
5357;"Male";107;4;6.8
5357;"Female";105;3.7;8.2
5357;"Male";109;4.5;6.2
5357;"Male";107;3.8;4.2
5357;"Male";102;4.7;5.1
5357;"Male";102;6.4;5.4
5357;"Female";102;4.4;4.2
5357;"Female";104;3.1;1.9
5357;"Female";111;4;3.8
5357;"Male";106;6.4;6.7
5357;"Male";109;1.3;2.1
5357;"Female";104;3;4.4
5357;"Female";108;3.7;6.7
5357;"Male";110;4;2.1
5357;"Female";103;2.4;2.4
5357;"Male";103;3.9;3.5
5357;"Female";111;6.4;3.1
5357;"Female";107;9.2;5.7
5357;"Male";105;1.6;1.9
5357;"Female";103;4.9;3.1
5357;"Male";112;6.4;11.2
5357;"Male";107;2.7;2.1
5357;"Male";105;6.4;6.7
5357;"Female";104;2.6;3.5
5357;"Male";97;3.9;3.1
5357;"Male";96;3.2;3.4
5357;"Male";111;2.8;2.8
5357;"Male";112;3.1;4.2
5357;"Male";103;4.4;4
5357;"Female";97;2.2;2.5
5357;"Female";104;6.4;3.8
5357;"Female";105;2.9;2.4
5357;"Female";106;2.8;4
5357;"Female";104;3.1;2.4
5357;"Male";112;4.4;6.3
5357;"Male";109;3.4;6.4
5357;"Male";103;3.7;5.5
5357;"Male";121;4.3;2.9
5359;"Male";105;3.9;4
5359;"Male";109;1.8;2.1
5359;"Male";111;2.4;2
5359;"Female";112;6.4;11.2
5359;"Female";105;2.4;2.8
5359;"Male";101;3.1;5.1
5359;"Female";105;2.4;2.5
5359;"Male";104;3.9;4.4
5359;"Male";114;3.8;5.5
5359;"Female";103;3.9;5
5359;"Female";104;2.5;2.9
5359;"Female";109;2.5;3
5359;"Female";108;8.3;11.2
5359;"Male";102;2.8;7.5
5359;"Female";110;4.8;4.9
5359;"Female";109;3.7;4.1
5359;"Male";108;3.7;4
5359;"Female";110;2.7;6.7
5359;"Male";105;6.4;11.2
5359;"Female";101;3.1;2.3
5359;"Male";117;4.8;11.2
5359;"Male";108;4.9;6.7
5359;"Female";97;4.6;3.2
5359;"Male";104;4.5;5.1
5359;"Female";100;2.1;3.8
5359;"Female";97;3.8;3.5
5359;"Male";113;2.1;2.7
5359;"Female";108;3.1;3
5359;"Female";103;4.3;5.4
5359;"Female";110;12;4.1
5359;"Female";95;2.6;3.1
5359;"Male";110;3.9;3.1
5359;"Female";112;3;2.7
5359;"Female";107;5;3.8
5359;"Male";104;12;6.4
5359;"Male";102;4.5;3.6
5359;"Female";102;4.9;6.6
5359;"Male";100;3.3;3.6
5359;"Female";98;3.2;4.7
5359;"Female";100;3.9;3.7
5359;"Male";109;2.8;2.8
5359;"Male";113;3.9;4.4
5359;"Female";108;3.8;3.5
5359;"Male";102;6.4;6.7
5359;"Female";117;1.7;0.4
5359;"Female";106;2.8;2.9
5359;"Male";101;3.9;2.8
5359;"Female";102;4.9;11.2
5359;"Male";106;6.4;11.2
5359;"Male";110;2;1.9
5359;"Male";110;4.7;3.6
5359;"Female";129;1.7;1.9
5359;"Female";101;3.7;3.3
5359;"Female";111;6.4;4.2
5359;"Male";110;5.2;4.7
5359;"Male";108;4.7;2.2
5359;"Male";109;2.5;4.6
5359;"Male";113;4.9;2.9
5359;"Male";108;4.6;5
5359;"Female";116;9.2;10.9
5359;"Male";114;4.4;5.5
5359;"Female";112;3.4;3.9
5359;"Female";103;2.4;2.9
5359;"Female";107;6.4;4.2
5359;"Male";111;4.3;3.1
5359;"Female";108;2;2.2
5359;"Female";106;2.5;4.5
5359;"Male";109;4.3;6.2
5359;"Male";103;4;4.5
5359;"Female";110;4.9;4.3
5359;"Male";103;3.7;5
5359;"Female";112;3.1;3.2
5359;"Male";102;2.2;3.6
5359;"Male";105;2.7;3.8
5359;"Male";102;2.5;6.2
5359;"Female";105;2.2;2.5
5359;"Female";111;3.5;7.5
5359;"Female";101;3.9;3
5359;"Female";109;4.4;3.2
5359;"Female";108;5.2;6.2
5359;"Female";109;5.8;4.5
5359;"Male";118;3.1;3.5
5359;"Male";108;6.4;4.4
5359;"Female";101;2.7;2.8
5359;"Female";108;1.4;1.7
5359;"Male";106;2.5;3.1
5386;"Female";109;3.4;4.9
5386;"Female";106;3.6;3.8
5386;"Female";109;2.9;5
5386;"Male";100;4;4.2
5386;"Female";106;3.6;5.1
5386;"Male";109;5.8;4
5386;"Male";108;7.3;3.9
5386;"Female";97;2.5;2.2
5386;"Male";105;4.4;3.7
5386;"Male";110;2.6;4
5386;"Male";112;3.9;3.6
5386;"Female";117;1.9;1.9
5386;"Male";107;2.8;3.9
5386;"Female";110;6.4;6.8
5386;"Female";111;2.9;2.4
5386;"Male";106;2.9;3.1
5386;"Female";103;4.1;2.5
5386;"Male";97;2.8;5.2
5386;"Female";103;2.8;2.6
5386;"Female";112;3.1;3
5386;"Male";112;10.6;6.7
5386;"Male";108;4.9;2.7
5386;"Female";113;4.2;6.9
5386;"Male";110;2.5;2.8
5386;"Male";111;4.2;4.7
5386;"Female";101;2.8;2.9
5386;"Male";135;2.2;2.5
5386;"Male";122;1.5;2.9
5386;"Female";108;3.5;4.1
5386;"Female";99;4.7;4.4
5386;"Female";108;4.3;4.6
5386;"Female";103;4.5;3
5386;"Female";119;2.4;3
5386;"Male";111;4.9;3.3
5386;"Female";110;12;3.4
5386;"Female";102;3.1;4.2
5386;"Male";104;4.9;6.3
5386;"Female";101;8.7;4.4
5386;"Male";100;4.5;3.8
5386;"Female";109;12;8.2
5386;"Female";105;5;2.9
5386;"Female";103;4.7;7.5
5386;"Female";112;4.5;3
5386;"Male";99;4.9;5.1
5386;"Female";104;3.4;4.2
5386;"Female";103;4.3;4.9
5386;"Female";108;5.8;8.9
5386;"Female";107;6.3;4.6
5386;"Female";102;6.4;3.7
5386;"Male";101;3;4
5386;"Female";112;4.4;7.3
5386;"Female";111;5.8;3.4
5386;"Female";101;4.7;4
5386;"Male";117;4.9;4
5386;"Male";110;3.4;3.3
5386;"Female";104;2.2;2.5
5386;"Female";108;3.2;2.5
5386;"Female";99;2.2;1.9
5386;"Female";108;5.8;6.7
5386;"Female";96;5;3.6
5386;"Female";114;2.1;1.4
5386;"Female";101;4.6;4.5
5386;"Male";111;6.4;5.5
5386;"Female";108;3.4;2.9
5386;"Female";114;2.5;2.5
5386;"Male";106;3.9;2.2
5386;"Female";115;4.8;3
5386;"Male";105;4.5;2.9
5386;"Male";114;9.2;3.5
5386;"Male";103;3.9;4.4
5386;"Female";108;6.3;8.2
5389;"Female";105;4.5;3.7
5389;"Female";109;3;4.4
5389;"Female";104;3.8;2.9
5389;"Female";105;2.2;3
5389;"Female";100;4.4;4.7
5389;"Female";103;2;2.3
5389;"Male";111;3.5;3.2
5389;"Male";110;3.9;4
5389;"Male";104;2.9;3.7
5389;"Female";107;5;4.9
5389;"Female";111;12;4.4
5389;"Male";114;3.8;3
5389;"Male";105;4.2;3
5389;"Male";111;1.8;2.5
5389;"Male";111;6.4;4.8
5389;"Male";114;2.7;3.9
5389;"Male";102;5.2;5
5389;"Female";105;3.9;3.5
5389;"Female";101;6.8;4
5389;"Female";98;3.5;2.9
5389;"Male";113;6.4;4.2
5389;"Male";101;6.4;5.4
5389;"Male";109;5.8;6.4
5389;"Male";102;5.8;3.5
5389;"Male";109;2.8;2.5
5389;"Male";106;4.9;6.7
5389;"Male";105;3.3;5.2
5389;"Male";112;2.8;4.7
5389;"Female";105;5.4;4.2
5389;"Female";115;1.8;2.2
5389;"Male";110;6.4;3.9
5389;"Male";108;4.3;4.5
5389;"Female";108;3.1;2.9
5389;"Male";121;4.4;3
5389;"Male";104;2.4;2.7
5389;"Female";102;8.2;3.5
5389;"Female";101;4.8;8.4
5389;"Male";108;2.7;3.6
5389;"Female";101;4.1;3.9
5389;"Male";108;3.8;11
5389;"Female";112;3;4
5389;"Female";114;5.2;2.4
5389;"Female";110;4.7;2.4
5389;"Male";100;4.3;5
5389;"Male";104;1.8;2.9
5389;"Male";105;2.8;3.2
5389;"Female";105;3.1;3.7
5389;"Female";103;4.7;4.4
5389;"Male";102;3.7;4
5389;"Female";106;4.7;4.4
5389;"Female";105;3;2.9
5389;"Male";107;2.1;1.6
5389;"Female";111;2.6;4.7
5389;"Male";101;2.6;2
5389;"Male";110;3.7;6.7
5389;"Male";112;4.3;4.7
5389;"Female";102;2;2
5389;"Female";109;2;2.1
5389;"Male";111;2.9;2.7
5389;"Female";107;6.4;11
5389;"Female";106;3.9;6.7
5389;"Female";103;5.8;6.4
5389;"Male";102;2.4;2.7
5389;"Female";101;2.1;2.2
5389;"Female";110;3.5;4.2
5389;"Male";102;4.4;4
5389;"Male";104;3;3.7
5389;"Female";110;4.4;6.8
5389;"Female";107;3.5;2.7
5389;"Male";106;2.1;2.9
5389;"Female";109;3.1;2.4
5389;"Female";100;2.9;2.5
5389;"Female";100;2.2;2.8
5389;"Female";106;4.9;4.1
5389;"Female";107;3.8;4.6
5389;"Male";100;4.8;6.7
5389;"Male";107;4.5;4.4
5389;"Female";108;4.7;9.2
5389;"Female";99;4.5;3.7
5261;"Male";115;1.6;2.4
5261;"Male";110;4.8;3.1
5261;"Female";109;3.5;3.7
5261;"Female";112;3.1;2.9
5261;"Female";101;2.1;2.6
5261;"Male";108;4.4;3.3
5261;"Male";103;3.3;4.1
5261;"Female";112;2.1;2.2
5261;"Female";103;3.7;3.8
5261;"Female";111;3.9;4.2
5261;"Female";121;6.9;3.6
5261;"Male";105;3.1;2.8
5261;"Male";112;4.6;3.7
5261;"Female";108;3.1;3
5261;"Male";113;2.8;2.3
5261;"Female";101;4.4;4.6
5261;"Male";109;5.2;4.4
5261;"Female";109;8.7;4.2
5261;"Male";109;2.1;3.1
5261;"Female";110;2.2;1.6
5261;"Female";110;2.7;3.1
5261;"Female";108;4.7;4.7
5261;"Female";101;4.3;3.8
5261;"Male";112;2.2;2.2
5261;"Male";120;2.1;3.1
5261;"Female";111;1.7;0.3
5261;"Female";113;2.5;3.5
5261;"Male";109;3.2;2.7
5261;"Male";108;4.3;2.3
5261;"Male";112;6.4;3
5261;"Female";118;2.7;1.7
5261;"Female";102;3.7;3.9
5261;"Male";111;2.1;2.6
5261;"Female";107;4.3;2.3
5261;"Male";107;2;2.4
5261;"Female";113;2.4;2.8
5261;"Male";105;4.3;3.1
5261;"Female";102;1.9;2.3
5261;"Male";106;3.3;3.8
5261;"Male";106;2.1;2.9
5261;"Female";117;2;2.5
5261;"Male";117;3.1;2.4
5261;"Female";112;3.3;3.4
5261;"Male";107;6.4;5.2
5261;"Female";107;2.8;2.4
5261;"Female";112;4.2;4.1
5261;"Male";105;4.9;6.7
5261;"Male";109;4.4;3.6
5261;"Male";102;8.3;3.4
5261;"Male";103;4.2;6
5261;"Female";103;2.9;3.3
5261;"Male";105;4.4;6.8
5261;"Male";108;7.8;5
5261;"Female";111;4.8;7.3
5261;"Female";109;4;4.5
5261;"Female";103;2.7;3
5261;"Female";111;2.6;3
5261;"Male";105;0;1.1
5261;"Female";108;3.7;4.2
5261;"Female";109;2.7;4.3
5261;"Male";103;1.6;2.2
5261;"Male";106;6.4;5.1
5261;"Female";104;2.7;2.9
5261;"Female";101;1.4;1.6
5261;"Female";109;3.1;3.4
5261;"Female";108;3.8;3.4
5261;"Male";112;1.8;1.5
5261;"Male";110;8.2;4
5261;"Male";102;2.2;2.1
5261;"Male";110;1.1;1.7
5261;"Male";122;2;3
5261;"Female";110;2.1;2.7
5261;"Male";112;3.1;4
5261;"Female";103;2.9;2.2
5261;"Female";108;8.2;6.2
5261;"Female";111;6.4;5
5261;"Female";105;12;8.2
5261;"Male";103;4.3;6.6
5261;"Male";103;12;5.2
5261;"Male";112;2.7;2.7
5261;"Male";112;3.7;5.2
5261;"Female";109;4.6;5.2
5261;"Female";110;12;11
5261;"Female";111;6.4;4
5261;"Female";110;3.7;5.4
5261;"Female";110;6.4;3.9
5261;"Female";101;5;5.1
5261;"Male";98;3.9;3
5261;"Male";104;2.4;4.9
5261;"Male";106;5;6.2
5261;"Female";105;7.8;5.4
5261;"Female";109;4.8;2.8
5261;"Female";109;3.9;5
5261;"Male";112;2.9;3.6
5261;"Male";112;4.5;5
5273;"Male";111;3.5;3
5273;"Male";107;3.8;11.2
5273;"Female";102;2.6;4
5273;"Male";122;1.9;2.5
5273;"Female";110;3.4;7.3
5273;"Male";111;6.4;5
5273;"Male";103;2;2.5
5273;"Female";109;5.8;11.2
5273;"Male";111;3.2;7.3
5273;"Male";113;5.2;11.2
5273;"Male";108;2.4;2.1
5273;"Female";116;3.3;2.6
5273;"Female";112;3.9;7.3
5273;"Male";111;2.7;3.1
5273;"Female";110;2.9;6.6
5273;"Male";108;4.3;2.2
5273;"Female";110;4.3;3.5
5273;"Male";117;2.5;4.3
5273;"Male";128;3.7;6.4
5273;"Female";118;3.3;2.2
5273;"Male";101;4.8;4.5
5273;"Female";105;2.3;2.9
5273;"Male";108;2.4;2.4
5273;"Male";124;4.7;3.4
5273;"Female";98;4.8;6.8
5273;"Female";108;2.1;4.8
5273;"Female";103;2.5;4.9
5273;"Male";109;8.3;9.3
5273;"Female";102;3.1;3.1
5273;"Male";111;6.4;5
5273;"Female";104;3.6;3.1
5273;"Female";111;4.3;6.7
5273;"Male";101;12;4.7
5273;"Male";110;3;3.4
5273;"Female";113;3.7;8.4
5273;"Female";114;2.1;1.5
5273;"Female";108;4.1;4.7
5273;"Male";107;2.8;3.7
5273;"Female";112;4.7;7.2
5273;"Female";100;3.9;5.2
5273;"Female";108;2.9;4.1
5273;"Female";102;4.2;5.2
5273;"Female";107;12;11.2
5273;"Female";109;3.1;3
5273;"Male";103;8.7;8.1
5273;"Female";108;2.5;3.9
5273;"Male";107;3.1;3.5
5273;"Female";104;5;8.4
5273;"Female";105;2.1;2.2
5273;"Male";111;1.8;1.9
5273;"Male";111;4.9;4
5273;"Male";108;4.1;7.2
5273;"Male";98;1.8;3
5273;"Male";105;5;7.2
5273;"Female";117;3;3.4
5273;"Female";101;2.3;5
5273;"Male";105;4.5;7.2
5273;"Female";105;4.8;11
5273;"Male";113;1.9;1.8
5273;"Male";102;7.5;5
5273;"Female";101;3.4;4.4
5273;"Female";102;6.6;4.9
5273;"Female";105;3.6;7.2
5273;"Female";106;3.3;4.2
5273;"Female";103;6.3;3.4
5273;"Male";123;2.2;2.8
5273;"Female";103;3.6;5.7
5273;"Female";106;4.9;7.2
5273;"Female";102;4.3;3.4
5273;"Male";101;8.7;3.1
5273;"Female";103;3.2;4.2
5273;"Male";105;4.2;4.5
5273;"Female";122;2.8;3.6
5273;"Male";103;12;6.2
5273;"Male";109;2.5;2.9
5273;"Female";108;4.5;7.3
5273;"Female";107;3.9;4
5273;"Male";110;4.8;4.7
5273;"Female";123;3.3;2.8
5273;"Male";106;4.3;3.4
5273;"Male";105;12;8.2
5273;"Male";101;6.4;2.7
5515;"Male";105;2.8;3.1
5515;"Female";99;1.4;2.3
5515;"Female";107;4.4;5
5515;"Female";102;2.9;4.5
5515;"Male";111;1.9;2.4
5515;"Male";109;2.2;2
5515;"Male";120;1.5;1.1
5515;"Female";109;2.3;2.7
5515;"Male";103;2.8;3.3
5515;"Female";112;2;2.2
5515;"Female";102;3.1;2.4
5515;"Female";109;2.8;2.4
5515;"Male";123;4.4;3.1
5515;"Male";101;4.1;4.1
5515;"Female";108;3.9;3.6
5515;"Female";109;2;2.6
5515;"Male";123;1.8;1.7
5515;"Male";123;3;3.4
5515;"Female";104;2.9;2.1
5515;"Female";117;2.1;1.9
5515;"Male";121;3.5;5
5515;"Female";105;8.3;5
5515;"Male";113;3.7;3.1
5515;"Male";121;4.9;4.7
5515;"Male";110;6.47;11.2
5515;"Male";116;6.4;5.5
5515;"Female";105;4.8;4.1
5515;"Male";109;2.8;3
5515;"Female";110;4;3
5515;"Male";109;4.5;4.7
5515;"Female";108;3.1;2.9
5515;"Female";120;4.8;4.1
5515;"Female";105;3.2;4.4
5515;"Female";117;4.5;3.8
5515;"Male";104;2.6;4.9
5515;"Female";116;2.8;1.7
5515;"Male";118;2.7;3
5515;"Female";111;2;2.5
5515;"Male";116;2;3.1
5515;"Male";121;1.6;1.9
5515;"Male";117;6.4;5
5515;"Male";85;2.8;3.2
5515;"Male";105;3.4;2.6
5515;"Female";105;3;2.7
5515;"Male";113;3.9;2.8
5515;"Female";103;3.7;3.4
5515;"Female";105;2;1.6
5515;"Female";109;2.1;2.2
5515;"Male";107;1.9;2.7
5515;"Male";109;2.5;1.7
5515;"Female";117;2.9;4.7
5515;"Male";128;3.9;3
5515;"Female";100;2.4;2.5
5515;"Male";109;2.8;4.7
5515;"Male";111;1.8;3
5515;"Female";106;2.1;1.8
5515;"Female";112;4.9;4.3
5515;"Male";121;2.2;2.9
5515;"Male";106;6.6;3.8
5515;"Male";107;3.9;6
5515;"Female";101;4;3.1
5515;"Male";105;2;3.1
5515;"Male";108;6.4;4.9
5515;"Male";109;3.7;6.2
5515;"Male";109;7.8;3.8
5515;"Female";117;3.8;3.2
5515;"Female";108;2.8;1.3
5515;"Male";105;3.1;3.1
5515;"Male";115;2.1;3.1
5515;"Female";101;2.9;2.1
5537;"Male";107;3.1;1.8
5537;"Female";112;2.7;4
5537;"Male";109;2.6;2.9
5537;"Male";122;2.8;2.8
5537;"Female";106;2.6;1.6
5537;"Female";105;2.9;2.8
5537;"Female";103;4.1;2.7
5537;"Female";110;2.4;3
5537;"Male";109;3.5;3.9
5537;"Male";110;2.4;2.4
5537;"Female";108;4.1;3.6
5537;"Female";110;2.5;1.6
5537;"Female";119;2.2;2
5537;"Female";124;2.3;2.2
5537;"Male";105;2.5;2.2
5537;"Female";101;1.9;2.5
5537;"Female";103;2.9;2.8
5537;"Male";107;4.5;5.1
5537;"Female";124;3.4;3
5537;"Female";116;3.1;6
5537;"Male";121;5;4.7
5537;"Male";107;6.9;3.1
5537;"Female";103;2.9;4.1
5537;"Female";97;3.5;3.1
5537;"Male";114;6.4;11.2
5537;"Male";101;3;2.7
5537;"Female";102;3.7;3
5537;"Female";105;12;5
5537;"Male";109;2.4;3
5537;"Female";108;1.6;2.5
5537;"Female";111;3;3
5537;"Male";111;1.8;2.8
5537;"Female";103;2;2
5537;"Female";114;3.1;5.5
5537;"Female";101;2.6;2.8
5537;"Male";113;6.4;4.1
5537;"Female";105;2.9;3.8
5537;"Female";101;2.9;2.6
5537;"Male";107;3.2;3.1
5537;"Female";104;2.8;2.3
5537;"Male";103;4.9;7.5
5537;"Male";112;2.6;2.3
5537;"Male";110;4.9;6.3
5537;"Female";100;4.1;4.3
5537;"Male";104;3.5;2.9
5537;"Male";108;2;2.3
5537;"Male";102;2.8;2.5
5537;"Female";102;4.1;3.5
5537;"Female";112;2.8;2.6
5537;"Female";105;2.7;3.3
5537;"Female";100;2.6;3.9
5537;"Male";111;2.3;4.7
5537;"Female";111;1.8;2.7
5537;"Male";122;3.9;2.9
5544;"Female";104;1.5;2.1
5544;"Male";120;2.1;2.5
5544;"Female";109;3;5.4
5544;"Female";106;2.4;3.3
5544;"Female";104;10.6;4
5544;"Male";117;2.1;1.7
5544;"Female";102;6.4;6.8
5544;"Female";103;2.3;5
5544;"Male";98;4.4;4
5544;"Female";98;3.5;1.8
5544;"Female";109;4.4;3.4
5544;"Male";103;3.5;4.1
5544;"Female";115;2.1;2.1
5544;"Female";112;3.3;4.6
5544;"Male";101;2.5;3.1
5544;"Female";102;2.1;3.3
5544;"Male";111;3.1;3.4
5544;"Female";112;4.7;6.2
5544;"Male";105;3.7;3.4
5544;"Male";117;1.7;2.2
5544;"Female";110;3.1;5
5544;"Female";108;3;2.8
5544;"Female";101;2.8;2.7
5544;"Female";111;4.9;3.9
5544;"Female";112;3.3;2.9
5544;"Female";117;1.8;1.6
5544;"Male";132;2.4;2.9
5544;"Female";115;2;1.8
5544;"Male";103;3.4;6.4
5544;"Male";106;3.2;4
5544;"Female";112;2.2;2.7
5544;"Male";106;5.1;4
5544;"Male";107;2.1;2.2
5544;"Female";101;2.7;2.9
5544;"Female";109;6.4;3.5
5544;"Male";110;4.5;4.4
5544;"Female";119;1.3;4.1
5544;"Female";113;2.1;2.5
5544;"Female";113;2.9;3.7
5544;"Female";103;3.4;4.7
5544;"Female";109;1.4;1.2
5544;"Male";118;4.9;3.9
5544;"Female";108;3.9;5.2
5544;"Male";103;4.3;5
5544;"Female";101;2.3;3.1
5544;"Female";107;2.3;3.5
5544;"Male";114;1.7;2.9
5544;"Male";121;5;3.1
5544;"Male";114;4.7;4
5544;"Female";105;4.8;2.5
5544;"Male";105;4;3
5544;"Female";101;2.6;2.1
5544;"Male";101;4.4;4.5
5544;"Male";103;5.4;6.7
5544;"Female";106;3.5;7.3
5567;"Female";106;5;4
5567;"Female";102;2.6;3.7
5567;"Female";113;2.6;3.1
5567;"Male";109;2.7;4
5567;"Female";113;2.7;2.7
5567;"Female";103;1.6;0
5567;"Male";101;3.9;3.7
5567;"Male";101;2.9;3.5
5567;"Female";106;2.5;1.9
5567;"Female";102;4.3;6.6
5567;"Male";103;3.4;4.3
5567;"Female";113;2.7;6.5
5567;"Male";108;3.8;4.3
5567;"Male";110;3;6.7
5567;"Male";108;2.1;2.2
5567;"Female";104;4.8;3.5
5567;"Male";109;4;2.6
5567;"Female";103;0.9;1.7
5567;"Female";111;3;2.2
5567;"Female";105;3.1;2.7
5567;"Female";119;1.6;3.1
5567;"Male";106;1.4;2.2
5567;"Male";117;2.5;3
5567;"Female";101;2.5;2.7
5567;"Female";105;7.2;2.2
5567;"Male";102;3.9;4.5
5567;"Male";107;2;2.7
5567;"Male";115;2.4;1.7
5567;"Male";111;6.4;3
5567;"Female";101;2.2;1.8
5567;"Male";101;2.7;1.6
5567;"Male";117;2.6;2.8
5567;"Male";114;4.4;5
5567;"Female";124;2.7;3.3
5567;"Female";105;2.4;3.7
5567;"Male";112;3.4;2.2
5567;"Male";122;2;2.2
5567;"Female";117;2.5;3
5567;"Female";110;4.3;2.9
5567;"Female";115;2.5;2.8
5567;"Male";109;4.2;4.3
5567;"Female";108;5.2;3
5567;"Female";105;2;2.2
5567;"Female";117;1.9;2.3
5567;"Male";109;2.8;2.6
5567;"Female";104;4;4
5567;"Female";110;8.3;6.7
5567;"Male";106;3.1;6.5
5567;"Male";116;3.2;2.8
5567;"Male";111;6.4;4.9
5567;"Female";105;12;4.4
5567;"Female";111;2.5;1.7
