Program,xPONENT,,MAGPIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46(1,D10)",Unknown76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47(1,D11)",Unknown84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48(1,D12)",Unknown92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49(1,E1)",Unknown5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50(1,E2)",Unknown13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51(1,E3)",Unknown21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52(1,E4)",Unknown29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53(1,E5)",Unknown37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54(1,E6)",Unknown45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55(1,E7)",Unknown53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56(1,E8)",Unknown61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57(1,E9)",Unknown69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58(1,E10)",Unknown77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59(1,E11)",Unknown85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60(1,E12)",Unknown93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61(1,F1)",Unknown6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62(1,F2)",Unknown14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63(1,F3)",Unknown22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64(1,F4)",Unknown30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65(1,F5)",Unknown38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66(1,F6)",Unknown46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67(1,F7)",Unknown54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68(1,F8)",Unknown62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"69(1,F9)",Unknown70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70(1,F10)",Unknown78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71(1,F11)",Unknown86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72(1,F12)",Unknown94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73(1,G1)",Unknown7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74(1,G2)",Unknown15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75(1,G3)",Unknown23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76(1,G4)",Unknown31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77(1,G5)",Unknown39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"78(1,G6)",Unknown47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79(1,G7)",Unknown55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80(1,G8)",Unknown63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81(1,G9)",Unknown71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82(1,G10)",Unknown79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83(1,G11)",Unknown87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84(1,G12)",Unknown95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85(1,H1)",Unknown8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86(1,H2)",Unknown16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87(1,H3)",Unknown24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88(1,H4)",Unknown32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"89(1,H5)",Unknown40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90(1,H6)",Unknown48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91(1,H7)",Unknown56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92(1,H8)",Unknown64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93(1,H9)",Unknown72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"94(1,H10)",Unknown80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95(1,H11)",Unknown88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96(1,H12)",Unknown96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyte:,Spike_6P,ME,HKU1_S,OC43_NP,OC43_S,HKU1_NP,229E_NP,Mumps_NP,RBD_B16171,NL63_NP,RBD_B16172,RBD_wuhan,NL63_S,229E_S,Spike_B16172,Spike_B117,Measles_NP,Ade5,NP,Spike_P1,Rub,Ade40,RBD_B117,Spike_B1351,FluA,RBD_B1351,RBD_P15,S2,Spike_omicron,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRC32: B64F15D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
