Model:	LI-7810
SN:	TG10-01087
Software Version:	2.1.41
Timestamp:	2022-07-11 07:14:15
Timezone:	EST
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1657638694	973120927	19519	0	""	2022-07-12	10:11:34	31631.629	475.70499	2101.5596	39.675	55.001	28.3169	37.832	0.00514857	10.9059	54.5007	-72.75	0.433817	15.5731	 52
DATA	1657638695	973120927	19523	0	""	2022-07-12	10:11:35	31636.475	475.77948	2101.7207	39.675	55.001	28.3145	37.832	0.00515268	10.9059	54.5007	67.75	0.433817	15.5727	  5
DATA	1657638696	973120927	19527	0	""	2022-07-12	10:11:36	31644.289	475.51685	2101.7695	39.675	55.001	28.3145	37.832	0.0051723	10.9059	54.5005	75	0.433817	15.5727	 56
DATA	1657638697	973120927	19531	0	""	2022-07-12	10:11:37	31653.486	476.45758	2101.8184	39.6746	55.001	28.3145	37.832	0.0051742	10.9059	54.5005	10	0.433817	15.5727	 94
DATA	1657638698	973120927	19535	0	""	2022-07-12	10:11:38	31664.549	476.09393	2101.6021	39.675	55.001	28.3165	37.832	0.00517065	10.9061	54.5005	37.25	0.433817	15.5719	239
DATA	1657638699	973120927	19539	0	""	2022-07-12	10:11:39	31669.287	475.03824	2101.6641	39.6755	55.001	28.3165	37.832	0.00517253	10.9055	54.5005	108.25	0.433817	15.5723	 90
DATA	1657638700	972784042	19543	0	""	2022-07-12	10:11:40	31675.381	474.75238	2101.4031	39.6742	55.001	28.3186	37.832	0.00516807	10.9061	54.5007	81.5	0.433817	15.5699	225
DATA	1657638701	972784042	19547	0	""	2022-07-12	10:11:41	31681.516	474.80026	2101.4775	39.6755	55.001	28.3194	37.832	0.00519694	10.9063	54.5005	37.25	0.433817	15.5699	 39
DATA	1657638702	972784042	19551	0	""	2022-07-12	10:11:42	31684.168	475.82837	2101.552	39.6755	55.001	28.3186	37.832	0.00518481	10.9065	54.5009	-94.75	0.433817	15.5703	 35
DATA	1657638703	972784042	19555	0	""	2022-07-12	10:11:43	31687.094	475.5928	2101.4038	39.675	55.001	28.3149	37.832	0.00518151	10.9056	54.5007	-0.5	0.433817	15.5711	118
DATA	1657638704	972784042	19559	0	""	2022-07-12	10:11:44	31690.953	475.32816	2101.5769	39.675	55.001	28.3157	37.832	0.00518186	10.9059	54.5009	-76.25	0.433817	15.5699	 60
DATA	1657638705	972784042	19563	0	""	2022-07-12	10:11:45	31691.572	475.87369	2101.2952	39.6755	55.0008	28.3153	37.832	0.0051918	10.9052	54.5005	160.5	0.433817	15.5699	 46
DATA	1657638706	972784042	19567	0	""	2022-07-12	10:11:46	31690.621	475.28674	2101.637	39.6755	55.001	28.3161	37.832	0.00518377	10.906	54.5005	-84.75	0.433817	15.5699	253
DATA	1657638707	972784042	19571	0	""	2022-07-12	10:11:47	31690.891	473.86719	2101.6165	39.6755	55.001	28.3141	37.832	0.00518865	10.9053	54.5005	95.5	0.433817	15.5703	249
DATA	1657638708	972450971	19575	0	""	2022-07-12	10:11:48	31686.715	475.78867	2101.427	39.6755	55.0008	28.3157	37.832	0.00518917	10.9057	54.5005	-24.75	0.433817	15.5703	110
DATA	1657638709	972450971	19579	0	""	2022-07-12	10:11:49	31682.926	475.03256	2101.5857	39.6755	55.001	28.3145	37.832	0.00518915	10.9062	54.5005	39.5	0.433817	15.5715	  1
DATA	1657638710	972450971	19583	0	""	2022-07-12	10:11:50	31666.344	475.81622	2101.6294	39.6755	55.001	28.3136	37.832	0.00517837	10.9065	54.5005	40.25	0.433817	15.5715	 22
DATA	1657638711	972450971	19587	0	""	2022-07-12	10:11:51	31650.07	476.73727	2101.9553	39.6759	55.001	28.3136	37.832	0.00518435	10.9058	54.5005	29.25	0.433817	15.5711	238
DATA	1657638712	972450971	19591	0	""	2022-07-12	10:11:52	31630.279	477.16531	2102.1348	39.6746	55.0005	28.3145	37.832	0.00517093	10.9062	54.5005	68	0.433817	15.5711	174
DATA	1657638713	972450971	19595	0	""	2022-07-12	10:11:53	31617.75	475.47342	2101.9084	39.675	55.0008	28.3153	37.832	0.00515016	10.9061	54.5005	-41.25	0.433817	15.5711	  7
DATA	1657638714	972450971	19599	0	""	2022-07-12	10:11:54	31611.299	476.73257	2101.9473	39.675	55.0006	28.3157	37.832	0.00516971	10.9047	54.5005	-21.5	0.433817	15.5703	 36
DATA	1657638715	972110986	19603	0	""	2022-07-12	10:11:55	31611.369	476.10406	2101.8174	39.675	55.0008	28.3165	37.832	0.00515954	10.9064	54.5007	-15.25	0.433817	15.5707	 64
DATA	1657638716	972110986	19607	0	""	2022-07-12	10:11:56	31609.594	475.67212	2101.9055	39.6755	55.001	28.319	37.832	0.005173	10.9062	54.5005	97.75	0.433817	15.5707	143
DATA	1657638717	972110986	19611	0	""	2022-07-12	10:11:57	31607.936	475.31519	2101.5281	39.675	55.0006	28.3177	37.832	0.00516454	10.9063	54.5005	-57.75	0.433817	15.5683	 83
DATA	1657638718	972110986	19615	0	""	2022-07-12	10:11:58	31608.969	476.55865	2101.6299	39.6755	55.0006	28.3173	37.832	0.00517273	10.9065	54.5005	-57.75	0.433817	15.5683	168
DATA	1657638719	972110986	19619	0	""	2022-07-12	10:11:59	31607.771	475.89804	2101.6763	39.675	55.0006	28.3161	37.832	0.00515939	10.9063	54.5005	-12.5	0.433817	15.568	249
