Model:	LI-7820
SN:	TG20-01182
Software Version:	2.3.8
Timestamp:	2023-11-08 10:00:00
Timezone:	America/New_York
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1699457366	993088960	21062	80	""	2023-11-08	10:29:26	10671.608	408.98923	39.6493	49.7875	29.1244	29.4792	0.00350553	34.8305	49.9892	-162	-0.461038	23.9495	 37
DATA	1699457367	993088960	21072	80	""	2023-11-08	10:29:27	10737.81	408.50912	39.6483	49.8005	29.1124	29.4792	0.00350184	34.8264	50.0027	-158.5	-0.461038	23.9505	 31
DATA	1699457368	993088960	21082	80	""	2023-11-08	10:29:28	10799.895	408.21286	39.6504	49.8148	29.1006	29.4792	0.00349998	34.8295	50.0166	-90.9	-0.461038	23.9503	 84
DATA	1699457369	992959976	21092	80	""	2023-11-08	10:29:29	10858.827	408.10226	39.6496	49.8283	29.0916	29.4792	0.00349997	34.8247	50.0301	-153.5	-0.461038	23.9503	133
DATA	1699457370	992959976	21102	80	""	2023-11-08	10:29:30	10912.829	408.00323	39.6496	49.8423	29.0828	29.4792	0.00348664	34.8222	50.044	-154.6	-0.461038	23.9497	 50
DATA	1699457371	992959976	21112	80	""	2023-11-08	10:29:31	10965.16	407.27252	39.6499	49.856	29.0704	29.4792	0.00348653	34.8206	50.0579	-142.5	-0.461038	23.9495	 15
DATA	1699457372	992838144	21122	80	""	2023-11-08	10:29:32	11011.821	406.74365	39.6502	49.8706	29.0599	29.4792	0.00348223	34.8208	50.0718	-149.7	-0.461038	23.9497	 90
DATA	1699457373	992838144	21132	80	""	2023-11-08	10:29:33	11055.552	406.00269	39.65	49.8845	29.0483	29.4792	0.00347353	34.819	50.0853	-131.3	-0.461038	23.9497	190
DATA	1699457374	992838144	21142	80	""	2023-11-08	10:29:34	11094.673	405.93585	39.6497	49.898	29.0375	29.4792	0.00346845	34.8181	50.0987	-136.6	-0.461038	23.9499	 90
DATA	1699457375	992699146	21152	80	""	2023-11-08	10:29:35	11133.131	405.65469	39.6497	49.9118	29.0251	29.4792	0.00346731	34.8185	50.1126	-134.2	-0.461038	23.9497	 94
DATA	1699457376	992699146	21162	80	""	2023-11-08	10:29:36	11167.423	405.65417	39.6496	49.9259	29.0144	29.4792	0.00345463	34.8177	50.1259	-130	-0.461038	23.9495	 14
DATA	1699457377	992699146	21172	80	""	2023-11-08	10:29:37	11199.436	405.43182	39.6496	49.939	29.0038	29.4792	0.00344568	34.8149	50.1394	-106	-0.461038	23.9502	223
DATA	1699457378	992573022	21182	80	""	2023-11-08	10:29:38	11227.67	405.27744	39.6507	49.9532	28.9926	29.4792	0.0034464	34.8128	50.1532	-126.5	-0.461038	23.95	150
DATA	1699457379	992573022	21192	80	""	2023-11-08	10:29:39	11253.029	403.85349	39.6499	49.967	28.9809	29.4792	0.00345399	34.8037	50.1669	-109.7	-0.461038	23.95	239
DATA	1699457380	992573022	21202	80	""	2023-11-08	10:29:40	11270.964	401.08264	39.6504	49.9808	28.9707	29.4792	0.00350422	34.7792	50.1806	-120.4	-0.461038	23.9499	 76
DATA	1699457381	992439985	21212	80	""	2023-11-08	10:29:41	11283.813	397.88052	39.6496	49.9946	28.9594	29.4792	0.00357571	34.7496	50.1938	-92.9	-0.461038	23.9492	106
DATA	1699457382	992439985	21222	80	""	2023-11-08	10:29:42	11295.443	393.83646	39.6505	50.0081	28.9514	29.4792	0.0036437	34.7075	50.2077	-160	-0.461038	23.9495	202
DATA	1699457383	992439985	21232	80	""	2023-11-08	10:29:43	11309.479	391.46194	39.6499	50.022	28.9387	29.4792	0.00369633	34.6789	50.2209	-129.8	-0.461038	23.9492	 83
DATA	1699457384	992310047	21242	80	""	2023-11-08	10:29:44	11322.038	390.25055	39.6499	50.0356	28.9285	29.4792	0.00371094	34.6621	50.2351	-135.5	-0.461038	23.9503	 60
DATA	1699457385	992310047	21252	80	""	2023-11-08	10:29:45	11342.222	390.16684	39.6504	50.05	28.9155	29.4792	0.0037006	34.653	50.2493	-108.8	-0.461038	23.9503	107
DATA	1699457386	992310047	21262	80	""	2023-11-08	10:29:46	11360.165	390.88669	39.6496	50.0644	28.9053	29.4792	0.00366698	34.6521	50.2627	-150.5	-0.461038	23.9502	 94
DATA	1699457387	992181062	21272	80	""	2023-11-08	10:29:47	11379.574	391.64978	39.65	50.0775	28.8918	29.4792	0.00363003	34.6577	50.2765	-95	-0.461038	23.9499	139
DATA	1699457388	992181062	21282	80	""	2023-11-08	10:29:48	11397.011	393.12509	39.6494	50.0916	28.8841	29.4792	0.00357622	34.6638	50.2897	-145.6	-0.461038	23.9495	111
DATA	1699457389	992181062	21292	80	""	2023-11-08	10:29:49	11415.756	394.46774	39.6497	50.1053	28.8729	29.4792	0.0035371	34.6747	50.3034	-156.6	-0.461038	23.9495	 67
DATA	1699457390	992051124	21302	80	""	2023-11-08	10:29:50	11433.187	395.54135	39.6494	50.1191	28.86	29.4792	0.00349349	34.6866	50.317	-124.4	-0.461038	23.9495	184
DATA	1699457391	992051124	21312	80	""	2023-11-08	10:29:51	11448.049	396.58463	39.6504	50.1328	28.8496	29.4792	0.00345155	34.6971	50.3304	-130.1	-0.461038	23.9499	 79
DATA	1699457392	992051124	21322	80	""	2023-11-08	10:29:52	11461.704	397.62418	39.6499	50.1465	28.8407	29.4792	0.0034117	34.7079	50.3443	-134	-0.461038	23.9499	192
DATA	1699457393	991928100	21332	80	""	2023-11-08	10:29:53	11474.075	398.51382	39.65	50.1606	28.8297	29.4792	0.00338514	34.7131	50.3576	-141.9	-0.461038	23.9499	249
DATA	1699457394	991928100	21342	80	""	2023-11-08	10:29:54	11486.413	398.86435	39.65	50.1738	28.8178	29.4792	0.0033579	34.7239	50.371	-145.2	-0.461038	23.9503	151
DATA	1699457395	991928100	21352	80	""	2023-11-08	10:29:55	11497.83	399.31137	39.6497	50.1876	28.804	29.479	0.0033326	34.7333	50.3848	-104.8	-0.461038	23.95	 52
DATA	1699457396	991791963	21362	80	""	2023-11-08	10:29:56	11507.868	400.26407	39.65	50.2017	28.7933	29.4792	0.00330659	34.7395	50.3982	-116.8	-0.461038	23.9502	  2
DATA	1699457397	991791963	21372	80	""	2023-11-08	10:29:57	11518.033	400.31439	39.6497	50.2151	28.7814	29.4792	0.0032837	34.745	50.412	-119.5	-0.461038	23.9499	201
DATA	1699457398	991791963	21382	80	""	2023-11-08	10:29:58	11526.921	400.59143	39.6502	50.2291	28.7722	29.4789	0.00326058	34.7484	50.4259	-111.3	-0.461038	23.9492	 99
DATA	1699457399	991660118	21392	80	""	2023-11-08	10:29:59	11534.453	400.32556	39.6502	50.2437	28.7609	29.4792	0.00323821	34.7524	50.4399	-135.9	-0.461038	23.9489	100
DATA	1699457400	991660118	21402	80	""	2023-11-08	10:30:00	11542.531	401.01685	39.65	50.2574	28.7493	29.4792	0.00321912	34.7564	50.4531	-118.2	-0.461038	23.9494	191
DATA	1699457401	991660118	21412	80	""	2023-11-08	10:30:01	11550.303	401.17697	39.65	50.2709	28.7402	29.4792	0.0032025	34.7585	50.4667	-134.8	-0.461038	23.9503	144
DATA	1699457402	991539955	21422	80	""	2023-11-08	10:30:02	11556.779	400.88202	39.6505	50.2847	28.7289	29.4792	0.00318308	34.7606	50.4804	-127.1	-0.461038	23.9503	 75
DATA	1699457403	991539955	21432	80	""	2023-11-08	10:30:03	11562.89	401.17624	39.6508	50.2989	28.719	29.4792	0.00316309	34.7621	50.4937	-143.1	-0.461038	23.9503	232
DATA	1699457404	991539955	21442	80	""	2023-11-08	10:30:04	11568.821	400.8638	39.6505	50.3122	28.7071	29.4792	0.00315099	34.7655	50.5074	-146.5	-0.461038	23.9495	 28
DATA	1699457405	991400957	21452	80	""	2023-11-08	10:30:05	11573.585	400.94168	39.65	50.3261	28.6952	29.4792	0.00312919	34.769	50.5208	-120.9	-0.461038	23.9495	184
DATA	1699457406	991400957	21462	80	""	2023-11-08	10:30:06	11579.098	401.04657	39.6489	50.3398	28.6829	29.4792	0.00311516	34.7702	50.5346	-164.1	-0.461038	23.9495	 94
DATA	1699457407	991400957	21472	80	""	2023-11-08	10:30:07	11584.985	400.93854	39.6504	50.3533	28.6715	29.4792	0.00309796	34.7714	50.5479	-125	-0.461038	23.9491	  2
DATA	1699457408	991274833	21482	80	""	2023-11-08	10:30:08	11589.029	400.83923	39.6496	50.3672	28.661	29.4792	0.00308142	34.7723	50.5613	-152.9	-0.461038	23.9497	 40
DATA	1699457409	991274833	21492	80	""	2023-11-08	10:30:09	11593.988	400.67432	39.6496	50.3807	28.6489	29.479	0.00306571	34.7735	50.5752	-122.5	-0.461038	23.9499	 67
DATA	1699457410	991274833	21502	80	""	2023-11-08	10:30:10	11597.711	400.74133	39.6497	50.3945	28.639	29.4792	0.00304823	34.7757	50.5881	-107.2	-0.461038	23.9499	 29
DATA	1699457411	991142034	21512	80	""	2023-11-08	10:30:11	11601.867	400.38504	39.6507	50.4081	28.6277	29.479	0.00303509	34.7768	50.6022	-116.4	-0.461038	23.9503	239
DATA	1699457412	991142034	21522	80	""	2023-11-08	10:30:12	11604.182	400.35718	39.6496	50.4225	28.618	29.4792	0.00301934	34.7757	50.6163	-164.1	-0.461038	23.95	146
DATA	1699457413	991142034	21532	80	""	2023-11-08	10:30:13	11607.55	400.20853	39.6502	50.4369	28.6035	29.4792	0.00300633	34.778	50.63	-99.4	-0.461038	23.95	199
DATA	1699457414	991009950	21542	80	""	2023-11-08	10:30:14	11610.919	400.05222	39.6504	50.4499	28.593	29.4792	0.00298823	34.7784	50.6434	-114.4	-0.461038	23.9495	 22
DATA	1699457415	991009950	21552	80	""	2023-11-08	10:30:15	11613.743	400.16119	39.6491	50.4638	28.5825	29.4792	0.00297628	34.7786	50.6567	-151.2	-0.461038	23.9492	 88
DATA	1699457416	991009950	21562	80	""	2023-11-08	10:30:16	11617.3	399.70135	39.6496	50.4777	28.5708	29.4792	0.00296225	34.7786	50.6705	-139.7	-0.461038	23.9495	 12
DATA	1699457417	990880012	21572	80	""	2023-11-08	10:30:17	11619.112	399.50415	39.6494	50.491	28.5579	29.4792	0.00295028	34.7792	50.6836	-139.1	-0.461038	23.9494	 48
DATA	1699457418	990880012	21582	80	""	2023-11-08	10:30:18	11622.633	399.2746	39.6499	50.505	28.5475	29.4792	0.00293708	34.7794	50.6971	-131.3	-0.461038	23.9503	251
DATA	1699457419	990880012	21592	80	""	2023-11-08	10:30:19	11623.819	399.15588	39.6505	50.5185	28.5347	29.4792	0.00292357	34.7805	50.711	-111.3	-0.461038	23.9503	 32
DATA	1699457420	990749120	21602	80	""	2023-11-08	10:30:20	11624.229	399.37509	39.6502	50.5326	28.5251	29.4792	0.00290517	34.7817	50.7243	-132.7	-0.461038	23.9503	 54
DATA	1699457421	990749120	21612	80	""	2023-11-08	10:30:21	11626.531	398.78461	39.6499	50.5458	28.5127	29.479	0.00289072	34.7807	50.7378	-138.7	-0.461038	23.9495	 57
DATA	1699457422	990749120	21622	80	""	2023-11-08	10:30:22	11627.743	398.96124	39.65	50.5597	28.5016	29.4792	0.00287478	34.7811	50.7511	-146.6	-0.461038	23.9495	246
DATA	1699457423	990632057	21632	80	""	2023-11-08	10:30:23	11630.637	398.25647	39.6494	50.5737	28.4892	29.4792	0.0028626	34.7831	50.7649	-102.8	-0.461038	23.9495	 54
DATA	1699457424	990632057	21642	80	""	2023-11-08	10:30:24	11630.092	398.2562	39.6505	50.587	28.478	29.4792	0.0028517	34.7816	50.7782	-138.1	-0.461038	23.9497	146
DATA	1699457425	990632057	21652	80	""	2023-11-08	10:30:25	11631.405	398.03818	39.6494	50.6011	28.4691	29.4792	0.00283776	34.7785	50.7921	-111.9	-0.461038	23.9499	 96
DATA	1699457426	990493059	21662	80	""	2023-11-08	10:30:26	11632.713	397.86276	39.6502	50.6153	28.4562	29.4792	0.00282696	34.7809	50.8062	-130.6	-0.461038	23.9499	103
DATA	1699457427	990493059	21672	80	""	2023-11-08	10:30:27	11632.932	397.87241	39.6507	50.629	28.4449	29.4792	0.00281241	34.7816	50.8194	-110	-0.461038	23.9499	208
DATA	1699457428	990493059	21682	80	""	2023-11-08	10:30:28	11634.694	397.21259	39.6504	50.6427	28.4349	29.4792	0.00279808	34.7799	50.8329	-162.4	-0.461038	23.9503	122
DATA	1699457429	990361928	21692	80	""	2023-11-08	10:30:29	11633.544	397.15851	39.6496	50.6562	28.4214	29.4792	0.00278976	34.7834	50.8463	-123.1	-0.461038	23.95	  8
DATA	1699457430	990361928	21702	80	""	2023-11-08	10:30:30	11635.631	397.27832	39.6497	50.6703	28.4085	29.4792	0.00277836	34.7833	50.8601	-150.3	-0.461038	23.9502	 76
DATA	1699457431	990361928	21712	80	""	2023-11-08	10:30:31	11635.605	396.67151	39.6499	50.6835	28.3974	29.4792	0.00276673	34.7818	50.8733	-99.6	-0.461038	23.9492	 73
DATA	1699457432	990234136	21722	80	""	2023-11-08	10:30:32	11635.858	396.38162	39.6489	50.6972	28.3854	29.4792	0.00275817	34.7818	50.8868	-151.3	-0.461038	23.9495	119
DATA	1699457433	990234136	21732	80	""	2023-11-08	10:30:33	11635.089	396.41177	39.6499	50.7114	28.374	29.4792	0.00274378	34.7824	50.9006	-105.7	-0.461038	23.9495	 40
DATA	1699457434	990234136	21742	80	""	2023-11-08	10:30:34	11634.716	395.74265	39.6504	50.7246	28.3632	29.4792	0.00273119	34.7816	50.9136	-125.9	-0.461038	23.9494	 83
DATA	1699457435	990105152	21752	80	""	2023-11-08	10:30:35	11633.962	395.76782	39.6499	50.7385	28.3533	29.4791	0.00271569	34.781	50.9273	-153.7	-0.461038	23.9503	 50
DATA	1699457436	990105152	21762	80	""	2023-11-08	10:30:36	11633.576	395.27927	39.6504	50.7521	28.3395	29.4788	0.00270737	34.7811	50.9408	-153.9	-0.461038	23.9503	 89
DATA	1699457437	990105152	21772	80	""	2023-11-08	10:30:37	11634.172	395.28018	39.6505	50.7659	28.3279	29.4792	0.00269853	34.7804	50.9544	-128.1	-0.461038	23.9506	 93
DATA	1699457438	989974021	21782	80	""	2023-11-08	10:30:38	11633.613	394.42892	39.65	50.7793	28.3175	29.479	0.00268468	34.7799	50.9676	-140.2	-0.461038	23.9495	238
DATA	1699457439	989974021	21792	80	""	2023-11-08	10:30:39	11633.295	394.30225	39.6494	50.7935	28.3046	29.479	0.00267641	34.7795	50.9818	-127.4	-0.461038	23.9495	 74
DATA	1699457440	989974021	21802	80	""	2023-11-08	10:30:40	11631.782	394.38852	39.6493	50.8078	28.2913	29.4791	0.0026721	34.7791	50.9957	-139	-0.461038	23.9495	217
DATA	1699457441	989841938	21812	80	""	2023-11-08	10:30:41	11631.759	394.06549	39.6496	50.8211	28.2795	29.4792	0.00266077	34.7807	51.0089	-137.8	-0.461038	23.9492	118
DATA	1699457442	989841938	21822	80	""	2023-11-08	10:30:42	11629.898	393.80835	39.6499	50.8347	28.2693	29.4792	0.00265499	34.7803	51.0224	-114.1	-0.461038	23.9502	115
DATA	1699457443	989841938	21832	80	""	2023-11-08	10:30:43	11629.302	393.81302	39.6502	50.8485	28.2579	29.4792	0.00264413	34.7793	51.0361	-137.6	-0.461038	23.9497	 97
DATA	1699457444	989711999	21842	80	""	2023-11-08	10:30:44	11629.094	393.04672	39.65	50.8619	28.2463	29.4791	0.00263052	34.7795	51.0492	-167.8	-0.461038	23.9497	 18
DATA	1699457445	989711999	21852	80	""	2023-11-08	10:30:45	11626.026	392.93942	39.6499	50.8757	28.2345	29.4792	0.00263124	34.7769	51.0627	-125.9	-0.461038	23.9502	119
DATA	1699457446	989711999	21862	80	""	2023-11-08	10:30:46	11626.064	392.58041	39.6505	50.8892	28.2218	29.4792	0.0026242	34.7803	51.0762	-155	-0.461038	23.9502	197
DATA	1699457447	989582061	21872	80	""	2023-11-08	10:30:47	11624.363	392.37912	39.6504	50.9032	28.2082	29.4792	0.0026205	34.7795	51.0899	-126.2	-0.461038	23.9502	 33
DATA	1699457448	989582061	21882	80	""	2023-11-08	10:30:48	11624.23	391.6962	39.6494	50.9165	28.196	29.4792	0.00261284	34.7789	51.1029	-165.7	-0.461038	23.9495	224
DATA	1699457449	989582061	21892	80	""	2023-11-08	10:30:49	11622.313	391.63181	39.6494	50.9303	28.1847	29.4792	0.00260886	34.7786	51.1165	-123.5	-0.461038	23.9499	110
DATA	1699457450	989453077	21902	80	""	2023-11-08	10:30:50	11621.44	391.54556	39.6494	50.9442	28.1739	29.4792	0.00260338	34.7792	51.1302	-145.5	-0.461038	23.9499	 38
DATA	1699457451	989453077	21912	80	""	2023-11-08	10:30:51	11620.65	390.98618	39.6497	50.9574	28.1613	29.4792	0.00260146	34.779	51.1433	-123.4	-0.461038	23.9497	250
DATA	1699457452	989453077	21922	80	""	2023-11-08	10:30:52	11618.493	390.78009	39.65	50.9714	28.1505	29.4792	0.00259958	34.7788	51.1568	-119.5	-0.461038	23.9503	 11
DATA	1699457453	989333152	21932	80	""	2023-11-08	10:30:53	11615.916	390.42688	39.6505	50.9858	28.139	29.479	0.00258946	34.7781	51.1711	-145.1	-0.461038	23.9503	250
DATA	1699457454	989333152	21942	80	""	2023-11-08	10:30:54	11613.356	390.46442	39.6497	50.9997	28.1273	29.4792	0.00259142	34.7797	51.1848	-163.4	-0.461038	23.9506	110
DATA	1699457455	989333152	21952	80	""	2023-11-08	10:30:55	11610.47	389.78418	39.6507	51.013	28.1149	29.4792	0.00259088	34.7788	51.1978	-124.7	-0.461038	23.9495	 12
DATA	1699457456	989201068	21962	80	""	2023-11-08	10:30:56	11607.524	389.66531	39.6494	51.0264	28.1028	29.4792	0.00258878	34.7794	51.2113	-110.2	-0.461038	23.9495	 94
DATA	1699457457	989201068	21972	80	""	2023-11-08	10:30:57	11604.869	389.15668	39.6496	51.0406	28.0929	29.4792	0.00258421	34.7775	51.225	-144.9	-0.461038	23.9495	 71
DATA	1699457458	989201068	21982	80	""	2023-11-08	10:30:58	11601.939	388.73279	39.65	51.0536	28.0832	29.4792	0.00258232	34.7766	51.2378	-165	-0.461038	23.9497	174
DATA	1699457459	989066123	21992	80	""	2023-11-08	10:30:59	11598.52	388.3187	39.651	51.0675	28.069	29.4792	0.00258209	34.7759	51.2517	-156	-0.461038	23.9497	 82
DATA	1699457460	989066123	22002	80	""	2023-11-08	10:31:00	11597.199	388.03848	39.65	51.0813	28.0563	29.4792	0.00259061	34.7791	51.265	-122.4	-0.461038	23.9499	183
DATA	1699457461	989066123	22012	80	""	2023-11-08	10:31:01	11594.855	387.56061	39.6505	51.0947	28.0445	29.4792	0.00259366	34.7785	51.2785	-120.7	-0.461038	23.9502	 82
DATA	1699457462	988938093	22022	80	""	2023-11-08	10:31:02	11592.619	387.08276	39.6496	51.1085	28.0347	29.4792	0.00258685	34.7767	51.2916	-149.8	-0.461038	23.95	 16
DATA	1699457463	988938093	22032	80	""	2023-11-08	10:31:03	11589.369	387.17557	39.65	51.1218	28.0242	29.4792	0.00259374	34.7754	51.3053	-177.9	-0.461038	23.9502	252
DATA	1699457464	988938093	22042	80	""	2023-11-08	10:31:04	11587.223	386.59494	39.6499	51.1359	28.0113	29.4792	0.002599	34.7753	51.3189	-160.4	-0.461038	23.9502	  2
DATA	1699457465	988811969	22052	80	""	2023-11-08	10:31:05	11584.329	386.15359	39.6488	51.1489	27.9978	29.4792	0.00260311	34.7752	51.3317	-159.6	-0.461038	23.9499	133
DATA	1699457466	988811969	22062	80	""	2023-11-08	10:31:06	11582.46	385.68674	39.6494	51.1632	27.9831	29.4792	0.0026104	34.7764	51.3458	-106.7	-0.461038	23.9499	 18
DATA	1699457467	988811969	22072	80	""	2023-11-08	10:31:07	11579.903	385.30054	39.6496	51.1775	27.9728	29.4792	0.0026178	34.7749	51.3598	-150.5	-0.461038	23.9492	 82
DATA	1699457468	988678932	22082	80	""	2023-11-08	10:31:08	11578.311	384.73871	39.6488	51.1905	27.9585	29.4792	0.00262378	34.7755	51.3729	-119.4	-0.461038	23.9502	129
DATA	1699457469	988678932	22092	80	""	2023-11-08	10:31:09	11573.063	384.55136	39.6504	51.2045	27.9486	29.4792	0.00262453	34.7732	51.3864	-111.6	-0.461038	23.9503	 94
DATA	1699457470	988678932	22102	80	""	2023-11-08	10:31:10	11570.073	384.39658	39.6505	51.218	27.9391	29.4792	0.00262941	34.7731	51.3998	-133.4	-0.461038	23.9503	 38
DATA	1699457471	988546133	22112	80	""	2023-11-08	10:31:11	11567.009	384.15863	39.6504	51.2318	27.9262	29.4792	0.00264432	34.7735	51.4136	-163.2	-0.461038	23.9503	 59
DATA	1699457472	988546133	22122	80	""	2023-11-08	10:31:12	11563.109	383.89819	39.6504	51.2451	27.9135	29.4792	0.00264554	34.7756	51.4262	-113.2	-0.461038	23.9499	 84
DATA	1699457473	988546133	22132	80	""	2023-11-08	10:31:13	11560.398	383.10965	39.6512	51.2589	27.902	29.4792	0.00265259	34.772	51.44	-137.9	-0.461038	23.9495	145
DATA	1699457474	988430023	22142	80	""	2023-11-08	10:31:14	11556.784	383.15894	39.6491	51.2727	27.8904	29.4792	0.00266928	34.7731	51.4535	-173.8	-0.461038	23.9495	108
DATA	1699457475	988430023	22152	80	""	2023-11-08	10:31:15	11553.375	382.36618	39.6499	51.2858	27.8778	29.4792	0.00268134	34.771	51.4666	-128.3	-0.461038	23.95	209
DATA	1699457476	988430023	22162	80	""	2023-11-08	10:31:16	11551.035	381.93268	39.6499	51.2998	27.8681	29.4792	0.00268053	34.7714	51.4801	-169.3	-0.461038	23.9497	107
DATA	1699457477	988285064	22172	80	""	2023-11-08	10:31:17	11545.013	381.70844	39.6499	51.3132	27.8545	29.4792	0.00271056	34.773	51.4935	-133.2	-0.461038	23.9499	 44
DATA	1699457478	988285064	22182	80	""	2023-11-08	10:31:18	11542.056	381.51318	39.6496	51.3267	27.8425	29.4792	0.00271683	34.7715	51.5071	-110.7	-0.461038	23.9502	 83
DATA	1699457479	988285064	22192	80	""	2023-11-08	10:31:19	11539.066	380.12128	39.6505	51.3405	27.8311	29.479	0.00273298	34.7702	51.52	-144.2	-0.461038	23.95	 75
DATA	1699457480	988157033	22202	80	""	2023-11-08	10:31:20	11534.188	380.14578	39.6499	51.3546	27.8183	29.4792	0.00274575	34.7696	51.534	-176.6	-0.461038	23.9502	 46
DATA	1699457481	988157033	22212	80	""	2023-11-08	10:31:21	11529.605	380.15939	39.6494	51.3687	27.8075	29.4792	0.00276034	34.7691	51.5481	-138.1	-0.461038	23.9502	 84
DATA	1699457482	988157033	22222	80	""	2023-11-08	10:31:22	11526.085	379.49329	39.65	51.3817	27.7961	29.4792	0.00277978	34.7692	51.561	-172.9	-0.461038	23.9495	222
DATA	1699457483	988031148	22232	80	""	2023-11-08	10:31:23	11520.751	379.31125	39.65	51.3957	27.7832	29.4792	0.00280101	34.7696	51.5746	-151.7	-0.461038	23.9495	233
DATA	1699457484	988031148	22242	80	""	2023-11-08	10:31:24	11517.671	378.7157	39.6496	51.4092	27.7692	29.4792	0.00281986	34.7708	51.588	-132.8	-0.461038	23.9495	 18
DATA	1699457485	988031148	22252	80	""	2023-11-08	10:31:25	11513.905	377.90182	39.6497	51.4224	27.7558	29.4792	0.00283876	34.7736	51.6012	-129.2	-0.461038	23.9502	 89
DATA	1699457486	987907886	22262	80	""	2023-11-08	10:31:26	11510.979	377.17676	39.6497	51.4363	27.7449	29.4792	0.00285289	34.771	51.6144	-138.5	-0.461038	23.9503	 84
DATA	1699457487	987907886	22272	80	""	2023-11-08	10:31:27	11504.951	376.83221	39.6507	51.4497	27.734	29.4792	0.00287389	34.7703	51.6282	-121	-0.461038	23.9503	215
DATA	1699457488	987907886	22282	80	""	2023-11-08	10:31:28	11501.822	376.62009	39.6494	51.4639	27.7223	29.4792	0.00289413	34.7681	51.6415	-146	-0.461038	23.9505	 10
DATA	1699457489	987770080	22292	80	""	2023-11-08	10:31:29	11498.127	376.48267	39.6496	51.4769	27.71	29.4792	0.00291889	34.7687	51.6548	-157.1	-0.461038	23.9495	 52
DATA	1699457490	987770080	22302	80	""	2023-11-08	10:31:30	11492.221	376.06253	39.6502	51.4906	27.6982	29.4792	0.00293619	34.7679	51.6681	-172.9	-0.461038	23.9495	 97
DATA	1699457491	987770080	22312	80	""	2023-11-08	10:31:31	11488.156	375.59683	39.65	51.5042	27.6857	29.4792	0.00296316	34.7668	51.6815	-158.1	-0.461038	23.9494	 10
DATA	1699457492	987642049	22322	80	""	2023-11-08	10:31:32	11483.419	374.98096	39.6504	51.5174	27.6725	29.4792	0.0029812	34.7666	51.6947	-181.3	-0.461038	23.9495	 63
DATA	1699457493	987642049	22332	80	""	2023-11-08	10:31:33	11479.979	374.82175	39.6507	51.5312	27.6597	29.4792	0.0030079	34.7684	51.708	-182.1	-0.461038	23.9499	 18
DATA	1699457494	987642049	22342	80	""	2023-11-08	10:31:34	11474.163	373.82535	39.6497	51.5456	27.6459	29.4792	0.00303803	34.769	51.7218	-137.4	-0.461038	23.9497	 61
DATA	1699457495	987509965	22352	80	""	2023-11-08	10:31:35	11469.647	373.75003	39.6496	51.5591	27.633	29.4792	0.00306131	34.7687	51.7355	-149	-0.461038	23.9502	216
DATA	1699457496	987509965	22362	80	""	2023-11-08	10:31:36	11464.773	373.15793	39.6496	51.5726	27.6189	29.4792	0.00308821	34.7697	51.7492	-130.3	-0.461038	23.9503	127
DATA	1699457497	987509965	22372	80	""	2023-11-08	10:31:37	11460.365	372.67188	39.6497	51.5864	27.6087	29.4791	0.00311515	34.7678	51.7625	-158	-0.461038	23.9502	 30
DATA	1699457498	987381935	22382	80	""	2023-11-08	10:31:38	11456.705	372.40494	39.6496	51.6002	27.5956	29.4792	0.00313926	34.7678	51.7759	-118.5	-0.461038	23.9502	122
DATA	1699457499	987381935	22392	80	""	2023-11-08	10:31:39	11450.766	371.82043	39.6496	51.6131	27.5847	29.4792	0.00317413	34.7673	51.789	-140.5	-0.461038	23.9492	 64
DATA	1699457500	987381935	22402	80	""	2023-11-08	10:31:40	11446.304	371.12244	39.6504	51.627	27.5719	29.4792	0.00320713	34.7699	51.8022	-125.7	-0.461038	23.9495	 13
DATA	1699457501	987251043	22412	80	""	2023-11-08	10:31:41	11442.443	370.87204	39.6502	51.6405	27.5616	29.4792	0.00323457	34.7651	51.8161	-156	-0.461038	23.9489	213
DATA	1699457502	987251043	22422	80	""	2023-11-08	10:31:42	11435.933	370.33429	39.6504	51.6539	27.5482	29.4792	0.0032636	34.7655	51.8288	-160.6	-0.461038	23.9505	 23
DATA	1699457503	987251043	22432	80	""	2023-11-08	10:31:43	11431.211	369.5799	39.6505	51.6675	27.5363	29.4792	0.00328996	34.7643	51.8426	-166.9	-0.461038	23.9503	 43
DATA	1699457504	987122058	22442	80	""	2023-11-08	10:31:44	11426.477	369.60556	39.6497	51.6812	27.5223	29.4792	0.00332608	34.7665	51.8559	-158.3	-0.461038	23.9503	 96
DATA	1699457505	987122058	22452	80	""	2023-11-08	10:31:45	11422.149	368.5127	39.6493	51.6948	27.5083	29.4792	0.00335706	34.7671	51.8689	-130.3	-0.461038	23.95	195
DATA	1699457506	987122058	22462	80	""	2023-11-08	10:31:46	11416.04	368.00861	39.6496	51.7079	27.4957	29.4792	0.00339074	34.7665	51.8823	-165.7	-0.461038	23.9499	 63
DATA	1699457507	986990928	22472	80	""	2023-11-08	10:31:47	11410.74	367.92303	39.6504	51.7219	27.4835	29.4791	0.00343186	34.7674	51.8955	-113.7	-0.461038	23.9495	 60
