,,,Raw Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.52_803.7761m/z,803.7761394,2.524766667,0,0,0,109.3738084,61.1182689,47.38385022,6.353271365,5.487846209,3.786621213,6.89151001,3.443481445,3.576782227,0,0,1.679719838,0,3.458422814,0,0,0,0,0,0,0,0,0,0,0,0,0
1.22_177.5234m/z,177.5233544,1.215283333,0,0,0,5.508384705,7.897571949,11.29135681,5.091527716,2.028945923,0,2.921333313,8.3308869,6.613958611,20.05536458,19.62352709,14.7637617,14.10022275,17.42685873,16.50429463,17.46095283,21.52135074,15.00912767,4.871479127,2.215473343,0,0,2.62042314,4.687815681,1.921315537,2.162658691,2.246955991
9.99_149.9571m/z,149.9571151,9.986433333,10.34138548,11.6990814,12.3711523,20.81268403,16.0903121,19.01400763,23.9061354,22.37386097,18.79163361,23.64581832,21.55129471,17.57777872,21.08437528,18.41863461,26.2281419,21.65839223,25.37074917,22.99719285,22.48438519,24.55680898,23.19109786,12.76121193,12.02859895,16.0959991,17.42822967,16.34307337,15.99645489,14.58845177,12.80649537,17.83305192
0.77_811.2708m/z,811.2707663,0.767066667,0,0,0,9.492126226,8.043457031,4.828521729,7.735267112,4.40524292,6.917938232,0,3.84753418,3.591583252,6.919403076,0,0,4.25100708,3.8097229,7.925528856,3.576654429,7.437255859,6.744299441,37.86904869,42.40208541,33.45451492,35.44091853,31.81653169,44.15791425,44.20198126,34.98818963,44.66716796
9.69_889.5638m/z,889.5637717,9.687616667,887.0317342,3556.179699,963.8688441,476.5630214,285.4835255,279.0077181,362.5202755,314.1266575,229.2130041,261.168395,196.595551,211.3772852,251.2403628,108.6731327,203.815399,222.3202202,198.2638838,205.9999365,228.3473926,162.9102275,189.6312265,1527.344975,1037.162846,763.0543111,1126.62504,1361.508508,606.7692622,383.1344294,408.8461369,536.4021105
8.98_886.5815m/z,886.5814843,8.983466667,10457.38132,21941.77252,6787.027932,3570.872979,3980.98722,4365.205347,3958.202365,4027.724599,3433.875414,3010.264767,2868.173015,2725.762008,2737.501516,2632.571425,2487.574615,2860.699224,2770.044274,2688.780172,2577.742598,2673.473687,2695.670956,5990.386101,5553.19516,4716.64413,3958.364604,3657.495095,3433.385351,2498.947235,2399.371396,2354.758793
6.58_457.2719m/z,457.2719215,6.578966667,46.28157661,0,0,81.64591219,99.01736698,91.07837451,93.59363168,93.82898594,88.27303031,86.53485512,104.0067846,93.50830985,101.0780654,83.70973761,90.20902295,97.50375402,96.66723068,85.80067544,90.22701819,109.050108,102.2015644,70.24454425,56.51142764,100.4869469,88.8149038,116.8145992,96.78201616,94.82425566,77.19068735,87.60784476
9.96_67.9879n,158.9649446,9.957866667,218.4871733,237.7881743,238.6784081,376.1233134,419.9338751,413.7550284,429.1525636,432.1796944,419.7302897,448.727803,443.6287581,442.3640737,455.0106318,433.9218829,482.5289341,452.0112579,476.3012743,437.5707675,448.4932863,482.9832023,461.84622,241.5409093,217.0490375,221.7117557,217.9841231,242.332088,297.5104549,370.1745909,373.112794,371.8702307
8.51_1138.3428m/z,1138.342844,8.507016667,978.4405544,191.8672427,0,2.259953128,0,0,0,0,0,10.06111885,2.649536133,11.61950167,13.04242513,2.763076585,3.142883301,8.959662526,19.36002962,10.10696198,14.35441742,26.29511653,14.2013862,1369.585155,5322.930239,3643.848662,6262.061014,2313.349907,650.1173641,409.9088051,240.3819581,81.54571569
9.96_1023.7254n,1024.732661,9.957866667,176.960664,80.56278023,614.9802232,6.851745605,19.21427771,11.4396461,25.5507407,18.59929954,16.02098769,17.33941638,9.573913574,20.85195736,10.41900799,14.65487373,9.537170172,7.848184365,9.007318126,8.887390018,9.580993652,16.74850902,9.643920898,16.29315209,17.75561541,76.4020786,22.76123047,30.94194758,24.06311035,44.78074452,38.15667737,29.17502467
9.40_1021.7093m/z,1021.709342,9.402683333,8817.972905,22802.57584,289.4140672,73.23248571,66.92766095,45.3849317,37.30368465,29.26984131,43.52314888,19.59110623,29.66142242,45.21463649,31.24274128,15.93530395,30.1991369,15.92548541,20.31167346,9.28164409,10.97171237,18.84868236,27.65466707,18255.39682,497.1830161,825.9734574,134.0723649,159.2708598,198.273269,425.7719516,344.592048,179.5049225
9.54_838.5793m/z,838.5792544,9.538366667,1451.958435,1500.692972,4408.483292,151.7191879,153.1839049,295.6367808,425.2674637,235.728512,86.72502522,66.17254633,51.09008801,28.64300525,28.81988543,58.04891987,76.04158907,23.19873059,20.48297095,12.97540283,26.50671387,41.7890605,14.39044189,641.0682015,665.1380922,386.3973923,2062.783926,758.5156554,319.6891476,197.8041378,187.3184694,69.18951446
0.06_235.9635m/z,235.9635336,0.055733333,14.20553583,0,0,17.36758811,20.01634627,26.06600621,27.09861575,17.71299596,19.83708124,22.03243244,21.18362763,26.53909176,23.08096048,28.38445991,18.25208313,19.90526157,18.39927702,25.93535416,25.88606751,21.21860943,20.92019535,24.50116569,22.26396194,22.86137632,20.65138355,21.08808091,20.30962683,22.71923064,22.1391272,25.19105742
0.67_231.0667m/z,231.0666622,0.674933333,0,0,0,2.155428343,2.198972421,0,1.930250711,4.153463355,2.233273092,0,7.620940142,2.743561983,0,5.86966356,8.888659588,2.643666793,4.557197575,4.405995168,7.264925064,7.649249826,6.100744096,20.50971635,19.26299338,20.93743363,19.59112071,20.4547933,23.40743923,23.93674007,27.00428028,27.69595739
9.22_430.9142m/z,430.9141827,9.22485,40.66780975,10.11182106,11.58796692,18.63767272,25.12325663,21.40616733,36.64908699,40.19105461,34.82999127,33.30621658,53.5422551,49.53485706,49.81612883,40.23425866,41.21418791,43.48210321,43.87654045,50.6576265,21.74564862,30.55996385,47.78729022,11.53780989,10.59822419,2.187764946,1.732649081,8.403595965,7.905166485,12.72956999,8.340505038,9.452902275
8.10_822.5638m/z,822.5637847,8.101116667,84202.5939,59271.19136,2047.594427,5124.926926,4038.47362,3262.846002,3075.121939,2651.574376,1860.280642,1229.021834,877.8861406,755.9954674,504.793367,400.6319324,401.2513479,453.7632252,510.6690233,706.5566275,366.8841924,380.0233665,480.3773741,7213.972395,3728.469287,1809.91412,6059.865704,2666.664486,2830.441623,3131.963376,3171.329345,3061.596063
8.48_759.5761n,760.5833325,8.47845,8030.052656,33075.56487,31430.03485,11489.93715,11013.12081,10175.47886,8828.601214,19095.60548,11093.97567,6730.077904,5494.625851,5054.864788,3729.295129,3217.051316,2824.248389,2516.468968,2475.203532,2326.744119,1870.848199,1973.252032,1975.793661,42136.91941,69740.06849,363963.9973,2681411.696,3509497.863,1781818.25,213456.322,56550.90307,24413.47892
9.56_935.6840m/z,935.683985,9.559083333,15676.85698,18704.98727,6705.719319,9267.365385,8664.372481,7008.986678,4967.741115,3851.117593,2476.217547,1784.609378,1808.252544,854.766202,411.7943039,244.776766,164.9576115,312.7667735,555.490578,412.1760499,566.1546874,657.5006264,369.8182322,123166.6733,5085.150685,3660.346841,3352.118928,4357.40006,4677.451194,6162.715669,11143.46925,12233.30695
2.81_183.0274m/z,183.0274421,2.8093,0,0,0,19.24284219,12.45092444,15.2065095,2.07270807,0,2.270530641,1.70363611,3.584426999,6.280128539,10.19663395,7.683063078,9.697912529,3.472229064,7.487731993,4.325523496,3.407221407,6.427355828,3.534233153,0,0,0,0,0,0,0,0,0
9.05_401.2877m/z,401.2877415,9.054183333,9288.775527,5868.915688,5077.832221,10487.66507,10774.65749,10579.57648,10811.96982,10882.88204,10656.52432,10857.89859,10811.13273,10979.73637,10997.56378,10766.87931,10573.1794,10877.76403,10930.29956,10970.53729,10606.67112,10626.14246,10945.73642,9170.311606,7489.150974,8422.189991,6208.987912,7822.973352,9070.201266,10185.24505,10207.13559,10458.50828
3.07_318.1784m/z,318.1783921,3.072366667,33.50107926,0,0,26.48199107,23.90701324,37.17504696,32.1408676,33.6181832,28.69805483,28.27832093,29.25727408,24.52421575,22.75841661,16.02220446,29.20902468,32.41864244,27.7953636,29.33540772,19.59114099,22.0279406,24.85954297,89.2520109,85.1549694,89.62820789,83.11641481,92.03934006,93.63382806,87.3289645,93.50305638,86.87794896
8.49_777.5715m/z,777.5714906,8.492733333,4768.254382,37841.92257,1670.785991,1204.369045,848.1204685,727.3660195,681.361976,664.0256634,770.3531542,755.7048779,598.0017908,710.0782798,646.3718039,557.3730647,605.2362511,556.7644608,533.2352417,620.0991641,495.4281474,453.9279683,569.7762744,2939.23443,2234.140078,2308.793479,3971.904613,1858.780904,1883.237251,2030.080255,2169.441834,1563.739898
3.34_450.2435m/z,450.2434878,3.343016667,22.40974426,0,0,33.7960167,42.83619295,54.39989506,43.06670461,35.82145169,49.69281802,43.42800196,48.58546208,58.01410066,44.55019957,40.13899485,41.47437249,43.75815352,36.03051003,47.11006668,46.7816036,40.25643788,57.6055113,24.11430912,30.02035421,22.50975591,27.5538294,25.91009216,44.76818295,46.25569826,37.84200592,45.40391917
9.58_790.1877m/z,790.1877059,9.5805,745.9154081,1991.950223,3993.245513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670421444,0,0,0,0,341.5691075,130.4791514,0.18130809,0,0,0,0
3.73_483.0902m/z,483.0902251,3.733666667,0,0,0,13.68533313,11.88522027,25.7329253,0,0,0,29.12448224,13.27038543,7.107986331,14.32232007,18.3877812,18.06320784,45.7247755,61.74377528,47.59223947,21.50359134,20.99074192,15.40078735,0,0,0,0,0,0,0,0,0
9.30_284.2977m/z,284.2977033,9.303416667,415.2860677,166.3105141,79.63569904,427.5042266,436.1715885,453.4792358,468.3898145,448.3494999,473.4670454,460.1220203,455.4062466,463.2801109,483.28825,453.8382204,469.0026771,504.6158868,481.570135,498.4271265,480.4627165,493.861802,500.1160154,363.0541395,321.2313882,364.7171098,305.7750465,337.0933472,369.7117665,417.920038,408.8629021,422.2067059
9.97_419.7550m/z,419.7550465,9.97215,59.84168549,19.93540978,48.91606831,0,0.492799682,0.004842205,0,0,0,0,0,0,0,0,0,0.004900988,0,0,0,0.010582583,0,71.10439237,42.07830811,98.4533844,30.17143148,12.13926007,9.392650292,5.665027553,0.338769155,0
8.53_1580.6575m/z,1580.657516,8.52845,646.9387454,169.7433422,0,12.8067627,3.530761719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.7239694,700.91206,689.9730293,6952.024655,5200.593042,2666.940394,162.4362948,39.72540283,3.454467773
2.65_763.5813m/z,763.581301,2.6526,0,0,0,286.8741527,371.2832478,385.9432243,649.1765379,661.8045188,710.5932914,0,7.174933457,6.614349365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80_1107.3481m/z,1107.348148,0.795633333,0,0,0,11.9120933,0,10.74123218,11.92614746,12.18762207,18.09573086,11.05456519,8.817504883,16.17703777,17.01205927,12.6028686,15.64754686,13.64821232,7.807922363,11.24908118,14.82603314,15.41973877,9.587402344,31.67381058,20.46765137,24.62107316,19.01869595,24.00986679,18.28598978,22.86450117,34.76418636,14.94036865
4.20_290.5472m/z,290.5472251,4.196666667,0,0,0,0,5.882766724,2.93598938,0,0,0,4.702667236,0,0,5.84475708,2.157270872,10.77445992,11.25439139,8.342081115,9.424348697,10.76659686,13.2143388,3.228707577,0,0,0,0,0,0,0,0,0
9.94_945.7139m/z,945.7139294,9.943466667,1762.727313,890.1954956,1831.382128,291.2180295,283.9562434,234.4714324,206.1924761,193.8869912,144.1003042,109.0369147,104.2955537,44.61487054,58.25513207,143.2728332,21.59010718,6.56451416,128.4683843,19.37704468,14.21744566,141.8438721,8.471520692,1293.025729,776.9599573,663.2389254,590.0757641,543.8910585,718.3179198,362.6232495,324.3356246,313.3720656
0.72_593.8270m/z,593.8270053,0.724216667,0,0,0,10.34997055,6.513458252,7.232103367,7.804861801,4.661970111,6.268798991,8.317169309,4.893493712,2.609795373,10.3674569,10.72538124,7.91212502,11.78728712,9.399776412,8.09693089,8.12899294,4.73956275,7.316915937,3.506058099,3.222686768,2.079467773,0,7.169834078,2.754303098,3.715633928,0,0
9.45_741.5560m/z,741.5559522,9.445533333,1571.987299,4476.800559,4825.485056,252.3569473,282.3668013,277.5697461,107.4759963,70.6807965,147.9685563,196.0286778,161.9322276,161.0749421,173.7869148,54.68269219,55.41053936,45.68685461,34.28084406,63.96519371,48.02917052,10.7380838,70.12589914,1346.406129,904.3823128,24351.66502,818.6528881,666.9102029,666.2629504,392.8011833,341.4646845,454.6412035
8.19_398.1743m/z,398.1743259,8.19395,43.88590046,16.20661932,0,25.29917896,16.45779419,15.01937842,35.52519461,29.45801236,39.66347711,40.82745459,41.56136765,54.84952799,43.51695303,38.18304298,47.19488454,35.43148,25.77500782,54.11354537,43.3271783,47.53234795,43.2799559,0,0,0,0,0,0,3.108535767,6.409652829,11.00548176
2.32_626.3656m/z,626.3655581,2.318116667,0,0,0,0,0,0,0,0,1.687957764,0,0,5.937896848,5.637451172,9.537780762,16.9320379,10.04960379,3.649047852,2.043029785,2.103118837,0,1.69342047,22.32625907,21.31360036,15.13048816,10.22770351,24.43545488,9.677697139,18.52425346,11.914568,23.54144004
0.94_133.0326m/z,133.0325689,0.944883333,21.34028861,0,0,8.801980972,7.258227236,14.18236826,4.750649638,10.72305339,0,6.494942307,4.340998822,8.877386139,54.45182783,57.03557909,51.39672594,49.03160762,47.26766968,50.54530895,59.57471418,54.67676836,52.15990053,54.15101249,43.22634766,40.52177916,48.21942515,45.19637166,48.31815543,53.97714886,47.50174601,44.26647909
9.82_590.4085m/z,590.4085231,9.815616667,474.2156978,273.4851904,678.7632424,57.25132208,57.90374756,55.21835327,70.45526111,45.15283934,53.99761951,22.46511841,28.17431641,34.20443732,42.1482996,10.15563977,38.33984956,31.74865711,22.94631958,51.83297814,21.13446045,25.42598828,32.73402617,259.2259222,361.4317534,83.34717605,51.90692145,372.8431993,111.2277981,114.8101584,62.60008707,154.2808388
2.07_217.1056m/z,217.1056482,2.068866667,105.0603946,34.61457825,121.5429157,203.3026104,207.5551923,233.3680199,217.9728215,215.0779793,225.8999284,190.0700283,182.5425233,196.7572273,189.9486798,202.0572529,195.90964,169.9982367,182.5634871,181.0132128,196.7469601,194.3910495,198.7038025,219.0134199,242.7781053,223.7981812,224.0691674,237.9369272,233.1530134,220.0022148,214.4268012,224.9493404
2.56_538.5105m/z,538.5104702,2.559766667,0,0,0,148.7650433,152.8784266,136.2195171,259.7537743,220.0626199,202.7483144,5.789724605,3.546051025,4.989690494,0,2.536633055,3.345960792,2.497748033,0.829523564,1.005710863,1.584684799,0.881839954,0.701484855,2.392716088,0.975524211,2.582501273,2.601596204,2.044485536,1.130764398,2.984580439,3.520656933,2.603812549
9.96_962.6927m/z,962.6927342,9.957866667,1800.514232,2318.84408,1258.366376,51.52188716,37.17904062,22.20150757,26.13496925,62.4238891,93.22872955,60.07156021,69.18501021,85.98038674,10.60287476,80.77435249,169.0274963,114.1387863,28.10498047,9.244140625,8.241912842,9.390441895,6.101257324,2568.132935,340.3021001,334.4617798,172.7005695,485.1124149,314.8603603,241.9326457,335.9308284,154.1798294
2.81_377.1774m/z,377.1774066,2.8093,0,0,0,2.979522705,3.410125732,5.793549386,6.254846325,3.052016537,0,1.469924927,3.703796387,0,4.413131714,3.361488166,1.564025879,0,4.684112608,6.362400706,3.497066631,0,4.867228225,16.22004706,33.86539512,20.44117743,25.32587666,28.64926522,27.669736,20.51026323,30.24896853,26.36653328
9.96_1129.3137m/z,1129.313747,9.957866667,57.66850294,125.453005,544.8868344,411.2787813,424.8596384,518.2199232,651.9576195,648.5700342,639.227699,744.2064639,735.4975264,715.6370166,924.6141558,775.7182746,932.9464498,992.2457552,929.8703917,972.2449234,880.87049,820.5511453,977.4185119,60.55975406,65.07330705,28.25204704,179.5287623,28.93169571,76.05192045,169.4457788,261.201172,277.8948122
5.69_502.2925m/z,502.2924561,5.690483333,1953.309173,488.7218083,87.79071495,0,0,0,0,1.266445819,1.174806743,0,0,0,0,0,0,0,0,0,0,0.837267166,1.227761228,96.74854212,118.5828421,1.335586548,3.676743462,1.243522476,0,1.234471164,0,0.826304323
8.76_771.4979m/z,771.4978689,8.762683333,534.1719112,588.5855704,576.4898733,224.2292056,271.3333367,263.0440735,253.6708069,259.5052109,223.4835763,244.1232475,204.8342056,202.9496538,218.2680996,206.5222613,193.4072166,199.6427234,199.8349857,195.1040103,180.7494869,199.5073705,191.0157637,354.5274468,316.9917252,233.788831,461.1102322,405.2152988,290.3906145,211.039002,235.7773315,198.5172276
2.68_744.3057m/z,744.3057397,2.681166667,0,0,0,60.78614532,97.07210534,103.6104445,131.8236976,154.6162017,163.2509802,3.158874631,0,4.115356445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.99_252.1792m/z,252.1791594,1.991016667,0,0,0,7.59336853,18.57567904,15.52917121,7.989017963,20.69103378,18.48070999,15.93680573,16.5165607,9.684173822,2.641265869,2.907569885,6.393887258,7.925063187,4.409973422,5.286677508,6.892016608,6.616814861,6.910545753,10.84963188,7.615914619,6.516689194,8.63064207,8.825169698,12.03427156,4.286691582,5.113008018,0.012520607
9.92_693.6985m/z,693.6984705,9.922033333,272.6423144,106.0956321,1438.399814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.50203645,0,0,87.84323522,13.18585735,7.329866029,0,0,0.156960632
0.77_727.1943m/z,727.1943463,0.767066667,0,0,0,7.014943572,0,6.733032227,14.91396263,17.58646114,10.69700984,0,0,0,0,0,0,0,0,0,0,0,0,24.06265281,16.89543907,9.126193977,22.78938113,22.12473718,26.28195532,21.36168978,20.5968918,18.37492619
9.96_339.9325n,362.9273595,9.957866667,293.3187449,388.3693307,300.3123486,733.3497689,802.6615644,832.4256291,939.7877163,867.930229,840.902115,899.0544605,938.4382401,989.1452859,1064.2713,996.9555635,991.9171979,1057.289129,1089.569632,1043.428013,1038.603215,1025.494805,1052.578827,289.8313774,159.2268809,231.438553,138.5137907,160.1294715,330.8465348,577.8224515,605.7242633,715.597122
9.98_420.7637m/z,420.7636693,9.9793,16.58436534,3.432110189,57.10362601,8.384879704,2.300472078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64908148,0.228949245,27.82944094,381.8438406,359.2952522,268.4123946,229.0288388,169.3925059,63.51393913
0.70_597.8734m/z,597.8733913,0.69565,0,0,0,15.06628518,3.743347168,6.559142129,17.57049687,15.0614624,3.715759277,7.500946164,13.06177656,23.10832691,16.2996521,6.831815604,1.580810547,14.25510162,6.173797607,17.83356297,14.77491169,10.14931091,12.8699284,3.16696167,3.028106689,0,0,0,0,0,0,6.205678025
0.84_685.2835m/z,685.2835121,0.838483333,0,0,0,16.01113898,3.810668945,5.532012939,12.77026367,17.7542116,11.34213269,0,3.109222412,0,4.916290164,2.662536621,1.713684082,3.057037354,0,2.015594482,2.774237025,3.135681152,0,47.00960171,31.09082031,41.46624756,47.21636987,45.23753496,37.164622,36.25418091,38.81652197,41.3297911
9.94_1154.2769m/z,1154.276864,9.943466667,624.9676511,482.117868,433.3120397,382.5194082,472.3172016,547.4353008,416.6538696,317.1098633,269.8141479,177.2377315,163.3533218,136.5897679,107.9981509,100.979735,146.6026611,101.8632202,84.84472656,94.70599531,89.57928395,73.33040121,106.5757639,385.9623461,263.034912,201.9790033,350.3386773,218.1665775,209.0182617,144.3839111,128.3747885,133.7155317
7.99_794.6010m/z,794.6009771,7.987566667,4151.436358,4806.345953,253.9514905,3268.86199,4825.863459,5384.412391,5275.104684,3996.637732,2695.829155,1904.79183,1489.227516,1285.403442,719.7874606,342.378667,454.618444,412.2778575,279.5904949,415.1527923,190.3441367,57.36854632,172.7095239,3768.918578,12052.90205,15235.17983,132368.9645,15319.92772,12191.39779,5868.702642,4345.122202,3662.35243
7.28_1115.6816m/z,1115.681629,7.283233333,0,0,0,0,0,0,0,0,6.173828244,10.86989626,4.701049805,0,3.906433225,14.54899324,12.33050513,12.16112004,14.15452468,3.650573611,20.17222125,18.1630249,13.31437888,0,0,0,0,0,0,0,0,0
9.09_366.3734m/z,366.3733893,9.089883333,5127.517972,4376.916838,1788.161971,1965.663081,2112.135155,2018.328843,2175.192547,2159.608266,2074.551448,2333.718839,2215.992781,2277.986744,2394.151019,2315.160181,2247.160855,2777.551058,2435.068523,2487.930984,2528.270163,2456.677993,2513.069267,1558.29069,1227.16433,1286.490203,1024.650372,1321.854721,1507.39936,1813.901595,1710.497661,1885.473362
2.52_806.2735m/z,806.2735424,2.517633333,0,0,0,85.85830688,54.08947847,58.97085583,11.32458484,17.17272902,0,35.23135364,12.46198453,20.28265381,9.069580078,2.837341309,3.531188846,7.037597775,7.161499023,8.007186871,0,3.289581299,7.244964216,0,0,0,0,0,0,0,0,0
8.29_781.5562m/z,781.5561555,8.28635,4125.816203,17010.49465,7151.985616,606.4216207,549.9077602,527.7670781,336.0376095,128.2131494,139.1180161,89.79082204,19.72003876,33.2446652,43.62558493,8.551720443,25.5791055,20.90905134,15.59304632,31.69044168,8.899115036,39.63396888,46.80337436,23820.65774,30240.29313,171019.9174,1791.320761,752.155459,892.5526371,699.8589857,634.7781928,658.8521465
9.32_779.5411m/z,779.5410826,9.324833333,4273.430738,439.0723806,1215.669411,98.96227773,110.651552,102.0542485,98.64865214,125.0902849,385.7007621,276.6146547,249.9386645,146.9739785,69.91851408,65.78638424,61.12075871,39.75643957,36.99127536,53.98531455,72.04169481,63.93555293,96.55529224,1499.118118,930.0504894,310.3027775,586.8443138,943.8795737,2200.19906,285.4098805,200.925601,157.0812897
9.87_337.3350n,338.3422988,9.87275,1586.515943,1108.051314,1129.22296,1354.937337,1338.261381,1384.3662,1446.835438,1405.398785,1412.804416,1475.784741,1452.791312,1579.04813,1574.716514,1508.37619,1604.20636,1684.287242,1601.608527,1677.288704,1601.277124,1629.516148,1650.095932,1068.400939,860.4691646,794.0172929,785.8499256,940.063051,1142.869178,1247.041246,1249.622603,1280.331587
9.02_807.3878m/z,807.3877771,9.019183333,0,0,0,76.32113638,69.54591607,93.54021471,58.59429516,70.09228518,84.92884574,92.06996952,100.4183378,121.4256167,122.8952008,108.4329304,107.0586441,88.96289984,108.6755111,134.7180413,68.12714893,87.48470681,122.4991004,0,0,0,0,0,29.32462936,33.70130863,38.78963021,49.43543792
0.83_644.2704m/z,644.2703968,0.831333333,0,0,0,4.196624756,5.506641981,10.5566248,4.11505127,5.229891244,2.722503662,16.52366289,2.481872559,0,13.06277472,6.022674561,17.96478271,12.72012196,21.2843309,12.83337408,5.966644287,8.794314603,14.88138515,14.8065888,9.054843935,11.54870605,20.90115985,22.35859794,17.18328786,19.0891575,9.45149623,16.1826783
0.83_411.6727m/z,411.6727234,0.831333333,0,0,0,3.538211701,3.873472571,2.515677814,3.679779053,3.348052979,7.767623901,4.346878052,6.837162283,3.38331604,8.466055874,4.565826416,6.328704834,8.11517334,3.990203738,0,5.999974568,3.454421997,0,0,0,0,0,0,0,0,0,0
9.94_923.6919m/z,923.6918704,9.943466667,2324.391337,2580.038171,8782.558707,326.2359172,406.8999907,151.4203451,264.6844681,265.245197,99.05002569,186.5791083,237.3446758,151.4207187,266.2458461,508.6503201,236.7893649,331.6468929,648.794849,218.9946177,147.4540891,489.2696102,103.5676283,1587.747663,1106.832746,807.4296525,1318.936217,1186.934091,1122.859415,584.3297826,497.2312609,299.6841061
9.07_707.4868m/z,707.4868433,9.068466667,942.6694062,665.3489094,662.4055163,220.191135,215.4205768,231.7884247,224.1147317,251.9204388,270.9541853,247.8581181,223.3355413,254.6189369,197.3647124,188.1471825,210.3328352,194.0477869,195.8724135,258.5754891,190.0993053,196.6658083,215.4027767,666.2287455,998.492555,562.5989704,250.8804589,302.151175,568.4932221,323.6099814,286.9347768,296.068306
2.55_535.1927m/z,535.1927227,2.552633333,0,0,0,36.87908947,36.32110596,33.1513088,55.32921193,66.89429836,60.44648205,5.457672119,0,5.059389382,0,0,0,0,2.26671732,0,0,0,0,2.084813784,0.556801701,0.859546774,0.708348297,1.186683808,1.120435439,0.295095579,0.186875878,0.144237371
6.55_696.4263m/z,696.4263056,6.5504,179.6055739,0.030084093,1.329911498,371.707528,363.8867766,380.0948315,359.1218928,360.3430191,365.8352439,322.2828287,369.8367083,302.6023471,307.6826915,357.7568496,327.4426796,356.6701126,339.7295571,384.8832335,315.8029101,330.2276232,331.5819464,251.20427,228.4370189,250.6908071,316.9993199,302.3841001,333.2889665,324.064152,341.7194987,341.1713961
3.31_165.0918m/z,165.0918224,3.307316667,0,0,0,8.252782165,2.518541874,6.932822536,4.393630981,2.234695435,3.247992699,0,0,5.450615257,8.654892836,6.587054308,7.009996865,16.76605711,21.67498763,18.06495841,1.64649553,4.537013313,3.319671512,0,0,0,0,0,0,0,0,0
8.35_811.0985m/z,811.0985255,8.350616667,4.652770996,0,0,27.3823241,0,95.40261063,67.84314385,657.7539999,655.0386963,229.6960447,114.7472229,4.057922482,0,0,0,0,0,0,0,0,0,7.481933713,301.9512133,20.64419556,378.947297,143.7072245,236.9329226,201.3357408,162.2406365,86.08324042
8.20_798.5554m/z,798.5554082,8.2011,160278.3879,159474.0723,8878.561342,10311.35029,9277.907007,7268.937532,6960.39157,7809.016521,7027.761907,4757.83666,3989.236535,4154.835603,3812.254332,3605.877968,3792.938406,3476.742244,3446.257779,4448.609638,3267.540745,3185.342815,3574.8884,18773.88218,7230.566991,8353.296976,19880.65036,11573.86928,11402.98286,10781.22328,9992.826571,7914.338422
5.27_172.0527m/z,172.0526888,5.2704,3.016189575,67.92088708,129.5070635,0,0,0,0,0,0,0,0,3.243259695,0,0,0,0,0,0,1.49799378,0,1.402244568,0,0,0,0,0,0,0,0,0
4.23_170.0252m/z,170.0251872,4.231783333,1.708911523,7.864959362,6.064491347,28.86897929,20.18700512,29.22545235,25.51831852,26.21942763,22.56292438,22.49000787,27.78103979,18.48538466,0.819413481,5.880006021,3.227351365,4.294502891,4.148846041,5.417623302,2.79143674,3.215774536,1.450157926,6.766047208,7.948541532,3.421230001,1.171600829,4.866220597,6.240594518,0.628001772,0.003329882,3.074445726
6.98_111.0206m/z,111.0206385,6.977583333,29482.21081,30115.98659,20157.22262,34622.2402,34434.69763,34798.92603,35138.85769,34720.23522,34704.54385,35553.11339,35511.89476,35676.67785,35719.42577,35114.01241,35077.92576,35454.33665,35382.40055,35302.0759,34971.78228,35347.7893,35392.31589,30878.14953,26670.10044,27387.86681,30427.63732,29150.57274,30443.5623,33072.67151,33233.20589,33531.96961
8.86_395.2241m/z,395.2240796,8.862783333,155.8800716,14.37521578,10.05068792,257.7780773,253.138411,297.1864558,303.7077575,315.5421052,299.0081975,310.2324541,321.7492026,358.0578681,320.4186288,346.5160698,297.1589119,326.6664178,325.6389333,311.0494247,289.1857391,301.2011575,330.7821535,174.945771,124.9292032,125.9595484,40.8030342,100.5365882,167.6716982,249.0373424,224.3195516,261.9592656
3.58_185.1155m/z,185.1154634,3.577266667,266.3212054,0,0,537.0660816,530.6084968,597.620904,461.6454879,464.1212083,507.2367426,503.7639287,533.2176256,562.7385614,512.391739,529.1487451,528.3752668,493.8710555,475.3365245,461.7377246,494.2436298,497.4507661,523.4015154,432.2175845,464.0322866,480.8167301,478.8613908,513.8932355,507.6278388,411.8729315,443.6284562,458.8383181
3.90_657.3011m/z,657.3010629,3.897216667,0,0,0,3.25100708,0,4.442596436,21.04835295,18.25806403,18.86275308,13.24371056,11.89761046,15.18429565,0,0,0,0,0,0,0,0,5.114624023,0,0,0,0,0,0,0,0,0
8.45_743.5449m/z,743.5449102,8.4499,3090.48079,2968.098813,1302.006353,2870.446698,2270.310595,1759.597259,1681.297609,1315.399997,1048.256991,1023.795139,870.8995497,902.5140259,608.8198581,373.3429847,363.5047061,150.9709868,117.9131809,155.8691688,88.06280358,30.65227491,62.99649662,4344.025145,33792.98338,3810.938862,3419.077465,696.4978555,1224.60368,2477.932575,2923.354487,3377.790607
