"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"45JE4","JAPANESE MACAQUE","Japan","f","Dead",2006-05-24,2006-04-29,"QB01E","Observed",,,"Yes",
"NVIKK","JAPANESE MACAQUE","Japan","f","Dead",2006-06-02,2006-06-07,"9HVEB","Observed",,"Observed","Yes",
"MHH73","JAPANESE MACAQUE","Japan","m","Dead",2006-04-30,2006-05-23,"JIIPE","Observed",,"Observed","Yes",
"TC160","JAPANESE MACAQUE","Japan","m","Dead",2006-05-17,2006-06-05,"7EBGW","Observed",,"Observed","Yes",
"MBUDB","JAPANESE MACAQUE","Japan","m","Dead",2006-05-04,2006-05-24,"Z5M30","Observed",,"Observed","Yes",
"14FGT","JAPANESE MACAQUE","Japan","m","Dead",2006-06-02,2006-05-05,"YY1HJ","Observed",,,"Yes",
"MXI63","JAPANESE MACAQUE","Japan","f","Dead",2006-05-02,2006-04-25,"V1WHW","Observed",,,"Yes",
"ACA1S","JAPANESE MACAQUE","Japan","m","Dead",2006-06-27,2006-06-28,"TA569","Observed",,,"Yes",
"EFRKL","JAPANESE MACAQUE","Japan","m","Dead",2006-06-13,2006-05-22,,,,,"Yes",
"EJGH0","JAPANESE MACAQUE","Japan","f","Dead",2006-05-20,2006-05-06,"RWAHA","Observed",,,"Yes",
"GLAJQ","JAPANESE MACAQUE","Japan","m","Dead",2006-06-20,2006-06-19,"BSC8Y","Observed",,,"Yes",
"W644P","JAPANESE MACAQUE","Japan","m","Dead",2006-05-18,2006-05-13,"G6H2I","Observed",,,"Yes",
"JPXVL","JAPANESE MACAQUE","Japan","f","Dead",2006-05-26,2006-05-26,"Z2E22","Observed",,,"Yes",
"Q7574","JAPANESE MACAQUE","Japan","f","Dead",2006-07-09,2006-06-10,"F1NFY","Observed",,,"Yes",
"L2VVD","JAPANESE MACAQUE","Japan","m","Dead",2006-09-01,2010-06-29,"VXLWU","Observed",,"Observed","Yes",
"J1ZVH","JAPANESE MACAQUE","Japan","f","Alive",2006-04-22,,"673BK","Genetic",,"Genetic","Yes",
"STJTF","JAPANESE MACAQUE","Japan","m","Dead",2006-02-22,2013-01-26,"K8AYQ","Genetic",,"Genetic","Yes",
"GL9IE","JAPANESE MACAQUE","Japan","m","Dead",2006-03-18,2008-11-13,"DYZMS","Provisional Genetic",,"Genetic","Yes",
"DNSSU","JAPANESE MACAQUE","Japan","f","Alive",2006-04-25,,"3913U","Genetic",,"Genetic","Yes",
"ASG90","JAPANESE MACAQUE","Japan","f","Dead",2006-03-13,2017-03-13,"KP87H","Genetic",,"Genetic","Yes",
"G5BE7","JAPANESE MACAQUE","Japan","m","Dead",2006-05-12,2007-04-07,,,,,"Yes",
"KVXQE","JAPANESE MACAQUE","Japan","f","Alive",2006-03-14,,"M1MR0","Genetic",,"Genetic","Yes",
"4R297","JAPANESE MACAQUE","Japan","m","Dead",2006-04-16,2014-01-11,"6RCFH","Genetic",,"Genetic","Yes",
"J04S4","JAPANESE MACAQUE","Japan","m","Dead",2006-03-06,2007-12-03,"BB6CF","Genetic",,"Genetic","Yes",
"5D04Z","JAPANESE MACAQUE","Japan","m","Dead",2006-01-17,2011-06-12,"A4PF9","Genetic",,"Genetic","Yes",
"6RXL5","JAPANESE MACAQUE","Japan","m","Alive",2006-02-17,,"Q24C5","Genetic",,"Genetic","Yes",
"H2C7U","JAPANESE MACAQUE","Japan","f","Alive",2005-12-20,,"9AIRL","Genetic",,"Genetic","Yes",
"V6C1A","JAPANESE MACAQUE","Japan","m","Dead",2006-03-04,2011-07-01,"HZZZ6","Genetic",,"Provisional Genetic","Yes",
"2CNPT","JAPANESE MACAQUE","Japan","f","Dead",2006-05-04,2020-10-26,"TVKEI","Genetic",,"Genetic","Yes",
"BXWVY","JAPANESE MACAQUE","Japan","f","Dead",2006-05-15,2017-02-21,"VCMR5","Genetic",,"Genetic","Yes",
"2HJET","JAPANESE MACAQUE","Japan","m","Dead",2006-06-10,2012-09-19,"ML1QJ","Genetic",,"Genetic","Yes",
"CR32S","JAPANESE MACAQUE","Japan","m","Dead",2006-04-29,2007-02-06,"4LH1F","Observed",,,"Yes",
"C1RCX","JAPANESE MACAQUE","Japan","m","Dead",2006-02-21,2011-06-16,"R2Q3A","Provisional Genetic",,"Genetic","Yes",
"DSH26","JAPANESE MACAQUE","Japan","f","Dead",2006-03-15,2017-09-09,"AW6AA","Genetic",,"Genetic","Yes",
"C2MLW","JAPANESE MACAQUE","Japan","f","Alive",2006-04-10,,"ZGP3A","Genetic",,"Genetic","Yes",
"D8PRZ","JAPANESE MACAQUE","Japan","m","Dead",2006-02-11,2010-07-15,"H7FPX","Provisional Genetic",,"Genetic","Yes",
"KXY7V","JAPANESE MACAQUE","Japan","m","Dead",2006-03-26,2011-08-05,"E31P7","Genetic",,"Genetic","Yes",
"XZKRC","JAPANESE MACAQUE","Japan","m","Dead",2006-04-23,2014-03-16,"X5B0R","Genetic",,"Genetic","Yes",
"5PQC2","JAPANESE MACAQUE","Japan","f","Alive",2006-05-03,,"EX7EM","Genetic",,"Genetic","Yes",
"85JKT","JAPANESE MACAQUE","Japan","m","Dead",2006-02-22,2011-06-17,"1CZ0U","Genetic",,"Genetic","Yes",
"8XVCS","JAPANESE MACAQUE","Japan","u","Dead",2006-11-30,2006-11-29,"PVK6K","Observed",,,"Yes",
"A86UP","JAPANESE MACAQUE","Japan","f","Dead",2007-02-20,2007-02-24,"Q0FEM","Observed",,,"Yes",
"HIT0W","JAPANESE MACAQUE","Japan","f","Dead",2007-03-09,2007-02-27,"2EL4E","Observed",,,"Yes",
"KUJ0A","JAPANESE MACAQUE","Japan","m","Dead",2007-02-02,2007-02-13,"AIF6I","Observed",,,"Yes",
"IHXF7","JAPANESE MACAQUE","Japan","f","Dead",2007-02-18,2007-03-30,"QB01E","Observed",,,"Yes",
"DGDVX","JAPANESE MACAQUE","Japan","f","Dead",2007-03-08,2007-03-31,"Z5M30","Observed",,,"Yes",
"JTC7T","JAPANESE MACAQUE","Japan","f","Dead",2007-03-19,2007-03-05,"84YBR","Observed",,,"Yes",
"XK6J3","JAPANESE MACAQUE","Japan","m","Dead",2007-03-19,2007-02-16,"PE07K","Observed",,,"Yes",
"912Y6","JAPANESE MACAQUE","Japan","f","Dead",2007-03-17,2007-04-01,"9DBSI","Observed",,,"Yes",
"VK9EM","JAPANESE MACAQUE","Japan","f","Dead",2007-03-04,2007-03-20,"FW1ZR","Observed",,,"Yes",
"0BIUM","JAPANESE MACAQUE","Japan","f","Dead",2007-03-20,2007-03-23,"QQFJ2","Observed",,,"Yes",
"XCGJ6","JAPANESE MACAQUE","Japan","f","Dead",2007-04-08,2007-03-23,"Z2E22","Observed",,,"Yes",
"CYU1S","JAPANESE MACAQUE","Japan","f","Dead",2007-01-31,2008-04-07,"WB7QB","Observed",,,"Yes",
"13UQS","JAPANESE MACAQUE","Japan","m","Dead",2007-03-04,2008-05-04,"B7BLE","Observed",,,"Yes",
"H4US5","JAPANESE MACAQUE","Japan","m","Dead",2007-03-24,2007-04-26,"208ZA","Observed",,,"Yes",
"3E7GT","JAPANESE MACAQUE","Japan","f","Dead",2007-04-29,2007-03-30,"15VWP","Observed",,,"Yes",
"91P8W","JAPANESE MACAQUE","Japan","m","Dead",2007-04-25,2007-05-04,"NBZ14","Observed",,,"Yes",
"1CKY6","JAPANESE MACAQUE","Japan","f","Dead",2007-03-25,2008-04-16,"BSC8Y","Observed",,,"Yes",
"FIVA1","JAPANESE MACAQUE","Japan","m","Dead",2007-04-27,2008-04-01,"GCV9S","Observed",,,"Yes",
"DGIQ6","JAPANESE MACAQUE","Japan","m","Dead",2007-03-30,2008-04-26,"QP725","Observed",,,"Yes",
"5LT1M","JAPANESE MACAQUE","Japan","f","Dead",2007-05-10,2007-06-05,"TA569","Observed",,,"Yes",
"WE0TK","JAPANESE MACAQUE","Japan","f","Dead",2007-05-23,2007-05-18,"AG9QA","Observed",,,"Yes",
"WVHXM","JAPANESE MACAQUE","Japan","f","Dead",2007-05-30,2008-05-25,"JJ36W","Observed",,,"Yes",
"3VCC3","JAPANESE MACAQUE","Japan","f","Dead",2007-04-05,2008-05-10,"SK5S3","Observed",,,"Yes",
"ZIVLI","JAPANESE MACAQUE","Japan","m","Dead",2007-05-14,2008-04-24,"JB1WE","Observed",,,"Yes",
"22NY9","JAPANESE MACAQUE","Japan","m","Dead",2007-05-20,2008-06-03,"XN4ZL","Observed",,,"Yes",
"7TRIH","JAPANESE MACAQUE","Japan","m","Dead",2007-05-19,2008-04-10,"G6H2I","Observed",,,"Yes",
"L7SD1","JAPANESE MACAQUE","Japan","m","Dead",2007-05-09,2008-06-29,"JV0LQ","Observed",,,"Yes",
"X8CPG","JAPANESE MACAQUE","Japan","f","Dead",2007-05-14,2008-06-11,"LCJ21","Observed",,,"Yes",
"FPWNQ","JAPANESE MACAQUE","Japan","f","Dead",2007-05-11,2008-06-09,"47PN1","Observed",,,"Yes",
"X6TWL","JAPANESE MACAQUE","Japan","f","Dead",2007-06-22,2007-05-10,"2ECZW","Observed",,,"Yes",
"0VM6D","JAPANESE MACAQUE","Japan","u","Dead",2007-05-25,2007-06-23,,,,,"Yes",
"CMBV9","JAPANESE MACAQUE","Japan","m","Dead",2007-06-04,2008-05-15,"CCPFZ","Observed",,,"Yes",
"0NUR1","JAPANESE MACAQUE","Japan","f","Dead",2007-06-13,2008-06-28,"AGLDT","Observed",,,"Yes",
"6MWYX","JAPANESE MACAQUE","Japan","m","Dead",2007-06-12,2007-07-14,"FBSJS","Observed",,,"Yes",
"NIAZ0","JAPANESE MACAQUE","Japan","f","Dead",2007-05-12,2007-07-26,,,,,"Yes",
"9CG49","JAPANESE MACAQUE","Japan","f","Dead",2007-08-07,2008-07-28,"ESEG6","Observed",,,"Yes",
"9654J","JAPANESE MACAQUE","Japan","m","Dead",2007-07-12,2008-07-23,"C1SL6","Observed",,,"Yes",
"GWSAI","JAPANESE MACAQUE","Japan","m","Dead",2006-12-11,2011-06-28,"8UY0R","Genetic",,"Genetic","Yes",
"83YWL","JAPANESE MACAQUE","Japan","m","Dead",2007-03-15,2013-10-08,"2PPKP","Observed",,"Genetic","Yes",
"62G1R","JAPANESE MACAQUE","Japan","f","Alive",2007-03-01,,"50T6R","Genetic",,"Genetic","Yes",
"VSP9W","JAPANESE MACAQUE","Japan","m","Dead",2007-04-23,2008-01-16,"GZXW4","Genetic",,"Genetic","Yes",
"GMN9I","JAPANESE MACAQUE","Japan","m","Dead",2007-05-03,2008-05-01,"FVNPH","Genetic",,"Genetic","Yes",
"HPIDM","JAPANESE MACAQUE","Japan","f","Alive",2006-12-12,,"GPCHV","Genetic",,"Genetic","Yes",
"1UUGR","JAPANESE MACAQUE","Japan","m","Dead",2007-01-03,2011-06-26,"S9X71","Provisional Genetic",,"Genetic","Yes",
"CYTV7","JAPANESE MACAQUE","Japan","f","Alive",2007-03-10,,"0NFQD","Genetic",,"Provisional Genetic","Yes",
"0SNV1","JAPANESE MACAQUE","Japan","m","Dead",2007-02-25,2018-03-25,"8Z8RT","Genetic",,"Genetic","Yes",
"8TXV4","JAPANESE MACAQUE","Japan","m","Dead",2007-03-09,2013-11-24,"2P4JI","Genetic",,"Genetic","Yes",
"WAJQF","JAPANESE MACAQUE","Japan","m","Dead",2007-04-28,2011-06-06,"VCMR5","Genetic",,"Genetic","Yes",
"NQD9I","JAPANESE MACAQUE","Japan","m","Dead",2007-03-31,2008-03-27,"AW6AA","Genetic",,"Genetic","Yes",
"SCNDU","JAPANESE MACAQUE","Japan","m","Dead",2007-01-23,2014-12-23,"R57FE","Genetic",,"Genetic","Yes",
"2APGU","JAPANESE MACAQUE","Japan","m","Dead",2007-05-09,2018-05-04,"ZEFUG","Genetic",,"Genetic","Yes",
"PWHQD","JAPANESE MACAQUE","Japan","f","Dead",2007-05-27,2008-05-15,"9AIRL","Genetic",,"Genetic","Yes",
"YVLE8","JAPANESE MACAQUE","Japan","m","Dead",2007-03-30,2011-06-09,"Q24C5","Genetic",,"Genetic","Yes",
"I3M4X","JAPANESE MACAQUE","Japan","f","Alive",2007-02-23,,"X8LHZ","Genetic",,"Genetic","Yes",
"L2GIG","JAPANESE MACAQUE","Japan","m","Dead",2007-04-05,2016-11-30,"H7FPX","Provisional Genetic",,"Genetic","Yes",
"2UN23","JAPANESE MACAQUE","Japan","f","Alive",2007-03-26,,"K8AYQ","Genetic",,"Genetic","Yes",
"5Z3PK","JAPANESE MACAQUE","Japan","m","Dead",2007-05-02,2015-03-02,"DA411","Genetic",,"Genetic","Yes",
"3SGCI","JAPANESE MACAQUE","Japan","m","Dead",2007-03-04,2014-06-28,"GZSN5","Genetic",,"Genetic","Yes",
"N05ZK","JAPANESE MACAQUE","Japan","f","Dead",2007-06-11,2008-05-11,"QPKBW","Genetic",,"Genetic","Yes",
"XURTE","JAPANESE MACAQUE","Japan","m","Dead",2007-06-04,2011-06-03,"4LH1F","Genetic",,"Genetic","Yes",
"53JIJ","JAPANESE MACAQUE","Japan","f","Alive",2007-04-07,,"MMRPF","Genetic",,"Genetic","Yes",
"Z2DTH","JAPANESE MACAQUE","Japan","f","Dead",2007-05-26,2008-01-21,"P7FJZ","Genetic",,"Genetic","Yes",
"4TUGM","JAPANESE MACAQUE","Japan","m","Dead",2007-04-15,2011-07-21,"J6SW3","Genetic",,"Genetic","Yes",
"Q52JY","JAPANESE MACAQUE","Japan","f","Alive",2007-05-08,,"0V510","Genetic",,"Genetic","Yes",
"NDA0D","JAPANESE MACAQUE","Japan","f","Alive",2007-04-07,,"6AF5H","Genetic",,"Genetic","Yes",
"IC30D","JAPANESE MACAQUE","Japan","f","Alive",2007-04-08,,"R2Q3A","Genetic",,"Genetic","Yes",
"J7ERY","JAPANESE MACAQUE","Japan","m","Dead",2007-02-22,2014-08-22,"1CZ0U","Genetic",,"Genetic","Yes",
"D92CN","JAPANESE MACAQUE","Japan","f","Dead",2008-03-04,2008-02-03,"2EL4E","Observed",,,"Yes",
"8LLIS","JAPANESE MACAQUE","Japan","m","Dead",2008-02-09,2008-03-07,"TA569","Observed",,,"Yes",
"N6CQ8","JAPANESE MACAQUE","Japan","f","Dead",2008-03-08,2008-03-22,"M1MR0","Observed",,,"Yes",
"KW76Q","JAPANESE MACAQUE","Japan","f","Dead",2008-03-19,2008-04-09,"PE07K","Observed",,,"Yes",
"7B1RV","JAPANESE MACAQUE","Japan","f","Dead",2008-03-23,2008-03-11,"V1WHW","Observed",,,"Yes",
"F1UER","JAPANESE MACAQUE","Japan","f","Dead",2008-04-28,2008-04-27,"2ECZW","Observed",,,"Yes",
"64Z6P","JAPANESE MACAQUE","Japan","m","Dead",2008-03-22,2008-05-06,"AIF6I","Observed",,,"Yes",
"X3W7T","JAPANESE MACAQUE","Japan","m","Dead",2008-05-09,2008-05-15,"G6H2I","Observed",,,"Yes",
"381UT","JAPANESE MACAQUE","Japan","m","Dead",2008-04-11,2008-04-07,"SK5S3","Observed",,,"Yes",
"BM19U","JAPANESE MACAQUE","Japan","m","Dead",2008-04-15,2008-05-09,"15VWP","Observed",,,"Yes",
"K319F","JAPANESE MACAQUE","Japan","f","Dead",2008-05-05,2008-05-03,"QP725","Observed",,,"Yes",
"9VJJX","JAPANESE MACAQUE","Japan","m","Dead",2008-04-12,2008-04-15,"JIIPE","Observed",,,"Yes",
"VTE5H","JAPANESE MACAQUE","Japan","f","Dead",2008-03-07,2009-06-29,"84YBR","Observed",,,"Yes",
"503KY","JAPANESE MACAQUE","Japan","f","Dead",2008-04-07,2008-05-13,"9DBSI","Observed",,,"Yes",
"30AIG","JAPANESE MACAQUE","Japan","m","Dead",2008-04-06,2008-04-14,"AYU9Q","Observed",,,"Yes",
"QL9ZV","JAPANESE MACAQUE","Japan","f","Dead",2008-05-27,2008-04-28,"3JX46","Observed",,,"Yes",
"P5MR2","JAPANESE MACAQUE","Japan","m","Dead",2008-04-12,2008-05-22,"7EBGW","Observed",,,"Yes",
"TSXJE","JAPANESE MACAQUE","Japan","f","Dead",2008-04-30,2008-05-27,"GZXW4","Observed",,,"Yes",
"TMKAU","JAPANESE MACAQUE","Japan","m","Dead",2008-06-02,2008-05-21,"JB1WE","Observed",,,"Yes",
"LWK5R","JAPANESE MACAQUE","Japan","f","Dead",2008-06-12,2008-04-28,"6RCFH","Observed",,,"Yes",
"KUF19","JAPANESE MACAQUE","Japan","f","Dead",2008-06-14,2008-04-26,,,,,"Yes",
"BNLQ5","JAPANESE MACAQUE","Japan","m","Dead",2008-05-07,2009-06-30,"WB7QB","Observed",,,"Yes",
"CDU8I","JAPANESE MACAQUE","Japan","m","Dead",2008-05-16,2008-06-15,"GCV9S","Observed",,,"Yes",
"IW4A4","JAPANESE MACAQUE","Japan","m","Dead",2008-06-29,2009-08-21,"Z5M30","Observed",,,"Yes",
"PX7Z8","JAPANESE MACAQUE","Japan","f","Dead",2008-05-17,2009-07-14,"36CV0","Observed",,,"Yes",
"8BF5X","JAPANESE MACAQUE","Japan","f","Dead",2008-06-24,2009-06-23,"9HVEB","Observed",,,"Yes",
"57K8U","JAPANESE MACAQUE","Japan","f","Dead",2008-07-01,2009-05-26,"HZZZ6","Observed",,,"Yes",
"L2F4M","JAPANESE MACAQUE","Japan","f","Dead",2008-06-17,2009-08-22,"BSC8Y","Observed",,,"Yes",
"22SZL","JAPANESE MACAQUE","Japan","m","Dead",2008-06-02,2008-07-07,"JJ36W","Observed",,,"Yes",
"V85RM","JAPANESE MACAQUE","Japan","m","Dead",2008-06-07,2008-06-21,"FBSJS","Observed",,,"Yes",
"C1KL1","JAPANESE MACAQUE","Japan","m","Dead",2008-07-17,2008-07-20,"9AIRL","Observed",,,"Yes",
"2MQ8M","JAPANESE MACAQUE","Japan","f","Dead",2008-06-14,2008-06-27,"AGLDT","Observed",,,"Yes",
"VQ6U1","JAPANESE MACAQUE","Japan","m","Dead",2008-06-27,2008-06-23,,,,,"Yes",
"6AKWK","JAPANESE MACAQUE","Japan","f","Dead",2008-05-21,2008-08-04,,,,,"Yes",
"5S6NI","JAPANESE MACAQUE","Japan","m","Dead",2008-05-30,2009-08-20,"FW1ZR","Observed",,,"Yes",
"LN89V","JAPANESE MACAQUE","Japan","f","Dead",2008-07-12,2009-07-08,"208ZA","Observed",,,"Yes",
"RR1WF","JAPANESE MACAQUE","Japan","m","Dead",2008-08-02,2009-08-21,"B7BLE","Observed",,,"Yes",
"IY4JK","JAPANESE MACAQUE","Japan","f","Dead",2008-07-25,2008-08-17,,,,,"Yes",
"1KVFF","JAPANESE MACAQUE","Japan","f","Dead",2008-09-03,2015-11-16,"RQLQY","Genetic",,"Genetic","Yes",
"35AJA","JAPANESE MACAQUE","Japan","f","Dead",2008-04-12,2009-04-11,"BB6CF","Observed",,,"Yes",
"9QZ7E","JAPANESE MACAQUE","Japan","m","Dead",2008-06-12,2009-07-19,"DA411","Observed",,,"Yes",
"0RZ3D","JAPANESE MACAQUE","Japan","m","Dead",2008-06-21,2009-08-01,"R2Q3A","Observed",,,"Yes",
"37WCZ","JAPANESE MACAQUE","Japan","m","Dead",2008-05-18,2009-06-07,"8Z8RT","Observed",,,"Yes",
"ZG6TL","JAPANESE MACAQUE","Japan","f","Dead",2008-06-13,2009-05-25,"3913U","Observed",,,"Yes",
"6WAY4","JAPANESE MACAQUE","Japan","m","Dead",2008-05-13,2009-04-29,"A4PF9","Genetic",,"Genetic","Yes",
"CGD4Q","JAPANESE MACAQUE","Japan","f","Dead",2008-07-04,2009-07-20,"NYCTP","Observed",,,"Yes",
"LCVCH","JAPANESE MACAQUE","Japan","m","Dead",2008-05-19,2009-06-05,"9442I","Genetic",,"Genetic","Yes",
"W5C4N","JAPANESE MACAQUE","Japan","f","Dead",2008-05-19,2009-07-09,"8PBD9","Observed",,,"Yes",
"AQ73U","JAPANESE MACAQUE","Japan","m","Dead",2008-05-30,2009-06-24,"JTGHM","Observed",,,"Yes",
"RP1GX","JAPANESE MACAQUE","Japan","m","Dead",2008-06-12,2013-01-23,"2P4JI","Genetic",,"Genetic","Yes",
"9KQ3Q","JAPANESE MACAQUE","Japan","f","Dead",2008-05-26,2008-11-30,"H7FPX","Genetic",,"Genetic","Yes",
"G5LSF","JAPANESE MACAQUE","Japan","m","Dead",2008-07-13,2015-02-16,"9ETSY","Genetic",,"Genetic","Yes",
"GEIRY","JAPANESE MACAQUE","Japan","m","Dead",2008-02-02,2013-02-05,"E31P7","Provisional Genetic",,"Genetic","Yes",
"4RE25","JAPANESE MACAQUE","Japan","m","Dead",2008-01-06,2009-01-09,"EX7EM","Observed",,,"Yes",
"HHI9C","JAPANESE MACAQUE","Japan","f","Dead",2008-01-02,2014-01-27,"TVKEI","Genetic",,"Genetic","Yes",
"K1B8G","JAPANESE MACAQUE","Japan","f","Dead",2008-01-04,2009-03-30,"ZGP3A","Observed",,,"Yes",
"R1263","JAPANESE MACAQUE","Japan","f","Dead",2008-02-04,2016-12-21,"PVK6K","Genetic",,"Genetic","Yes",
"JFGCG","JAPANESE MACAQUE","Japan","m","Dead",2008-02-26,2017-01-05,"0V510","Genetic",,"Genetic","Yes",
"HN87I","JAPANESE MACAQUE","Japan","m","Dead",2008-03-22,2012-05-27,"1CZ0U","Genetic",,"Genetic","Yes",
"4PMXL","JAPANESE MACAQUE","Japan","m","Dead",2008-02-03,2014-11-01,"X5B0R","Genetic",,"Genetic","Yes",
"4BSJZ","JAPANESE MACAQUE","Japan","m","Dead",2008-03-09,2012-12-21,"K8AYQ","Genetic",,"Genetic","Yes",
"JA3FC","JAPANESE MACAQUE","Japan","f","Alive",2008-04-06,,"X8LHZ","Genetic",,"Genetic","Yes",
"EA949","JAPANESE MACAQUE","Japan","f","Alive",2008-02-08,,"DYZMS","Genetic",,"Genetic","Yes",
"EA6YG","JAPANESE MACAQUE","Japan","m","Dead",2008-02-29,2013-11-25,"1227U","Genetic",,"Genetic","Yes",
"Q2LNT","JAPANESE MACAQUE","Japan","f","Alive",2008-02-01,,"0NFQD","Genetic",,"Genetic","Yes",
"0UJ01","JAPANESE MACAQUE","Japan","m","Dead",2008-02-13,2011-07-05,"AW6AA","Genetic",,"Genetic","Yes",
"Z2T98","JAPANESE MACAQUE","Japan","m","Dead",2008-02-26,2011-06-21,"R57FE","Genetic",,"Genetic","Yes",
"78PVL","JAPANESE MACAQUE","Japan","f","Dead",2008-01-31,2008-12-06,,,,,"Yes",
"FKHPY","JAPANESE MACAQUE","Japan","f","Alive",2008-02-04,,"KP87H","Genetic",,"Genetic","Yes",
"TIZ39","JAPANESE MACAQUE","Japan","m","Dead",2008-02-13,2015-01-06,"Q24C5","Genetic",,"Genetic","Yes",
"1BRG9","JAPANESE MACAQUE","Japan","f","Dead",2008-02-02,2013-10-22,"8UY0R","Genetic",,"Genetic","Yes",
"FCWJ0","JAPANESE MACAQUE","Japan","m","Dead",2008-03-20,2011-08-03,"S9X71","Genetic",,"Genetic","Yes",
"ZFEHR","JAPANESE MACAQUE","Japan","f","Dead",2008-03-18,2011-05-24,"I4TWQ","Genetic",,"Genetic","Yes",
"Q6MFV","JAPANESE MACAQUE","Japan","f","Dead",2010-03-27,2010-04-11,"FD00D","Observed",,,"Yes",
"D1VHG","JAPANESE MACAQUE","Japan","f","Dead",2009-08-12,2009-07-16,,,,,"Yes",
"NJ522","JAPANESE MACAQUE","Japan","f","Dead",2009-04-07,2009-05-13,"PE07K","Observed",,,"Yes",
"IQ6FI","JAPANESE MACAQUE","Japan","f","Dead",2009-05-24,2009-05-06,"GZXW4","Observed",,,"Yes",
"4QIKZ","JAPANESE MACAQUE","Japan","f","Dead",2009-05-14,2009-04-24,"AYU9Q","Observed",,,"Yes",
"F1PKF","JAPANESE MACAQUE","Japan","m","Dead",2009-05-07,2009-05-28,"QB01E","Observed",,,"Yes",
"ZV2I5","JAPANESE MACAQUE","Japan","f","Dead",2009-03-16,2010-06-04,"2EL4E","Observed",,,"Yes",
"N42CG","JAPANESE MACAQUE","Japan","f","Dead",2009-05-25,2009-04-15,"LCJ21","Observed",,,"Yes",
"YR2JI","JAPANESE MACAQUE","Japan","f","Dead",2009-05-08,2010-04-28,"XN4ZL","Observed",,,"Yes",
"BFFCH","JAPANESE MACAQUE","Japan","m","Dead",2009-05-20,2010-05-27,"AGLDT","Observed",,,"Yes",
"I5WIG","JAPANESE MACAQUE","Japan","m","Dead",2009-04-01,2010-05-28,"ESEG6","Observed",,,"Yes",
"58ESS","JAPANESE MACAQUE","Japan","f","Dead",2009-05-15,2010-05-25,"AIF6I","Observed",,,"Yes",
"YPUP2","JAPANESE MACAQUE","Japan","m","Dead",2009-04-03,2009-05-30,,,,,"Yes",
"WSPP4","JAPANESE MACAQUE","Japan","m","Dead",2009-06-20,2009-05-06,"9HVEB","Observed",,,"Yes",
"ZNQA5","JAPANESE MACAQUE","Japan","m","Dead",2009-06-07,2010-06-23,"GAXF7","Observed",,,"Yes",
"76ADC","JAPANESE MACAQUE","Japan","f","Dead",2009-04-24,2010-05-26,"M1MR0","Observed",,,"Yes",
"QSE1B","JAPANESE MACAQUE","Japan","m","Dead",2009-06-17,2009-07-11,"SK5S3","Observed",,,"Yes",
"NJS8N","JAPANESE MACAQUE","Japan","f","Dead",2009-06-08,2009-11-14,"6RCFH","Observed",,,"Yes",
"3YAUI","JAPANESE MACAQUE","Japan","m","Dead",2009-06-08,2010-05-31,"9AIRL","Observed",,,"Yes",
"EKDXG","JAPANESE MACAQUE","Japan","f","Dead",2009-04-30,2010-09-07,"3JX46","Observed",,,"Yes",
"QWSE4","JAPANESE MACAQUE","Japan","f","Dead",2009-07-21,2009-07-31,,,,,"Yes",
"2FW81","JAPANESE MACAQUE","Japan","f","Dead",2009-05-08,2010-08-06,"GCV9S","Observed",,,"Yes",
"N0HNZ","JAPANESE MACAQUE","Japan","f","Dead",2009-07-02,2009-07-26,"FBSJS","Observed",,,"Yes",
"9N9AG","JAPANESE MACAQUE","Japan","f","Dead",2009-08-06,2009-06-26,,,,,"Yes",
"KI34P","JAPANESE MACAQUE","Japan","f","Dead",2009-08-12,2009-08-14,,,,,"Yes",
"YMJA6","JAPANESE MACAQUE","Japan","f","Dead",2009-07-25,2009-07-28,,,,,"Yes",
"VJHSC","JAPANESE MACAQUE","Japan","f","Dead",2009-08-10,2009-09-04,"A4PF9","Genetic",,"Provisional Genetic","Yes",
"GRBAJ","JAPANESE MACAQUE","Japan","m","Dead",2009-08-23,2009-08-25,"8Z8RT","Genetic",,"Genetic","Yes",
"LQT05","JAPANESE MACAQUE","Japan","m","Dead",2009-08-20,2009-07-09,"WB7QB","Observed",,,"Yes",
"48RGA","JAPANESE MACAQUE","Japan","f","Dead",2009-07-26,2010-07-26,"TA569","Observed",,,"Yes",
"1223D","JAPANESE MACAQUE","Japan","m","Dead",2009-07-29,2010-05-30,"9442I","Genetic",,"Genetic","Yes",
"LJMA3","JAPANESE MACAQUE","Japan","m","Dead",2009-09-07,2010-06-12,"3913U","Genetic",,"Genetic","Yes",
"LTQ4U","JAPANESE MACAQUE","Japan","f","Dead",2009-08-09,2014-10-15,"DA411","Genetic",,"Provisional Genetic","Yes",
"ET1AK","JAPANESE MACAQUE","Japan","f","Dead",2009-06-12,2009-09-30,,,,,"Yes",
"XALEE","JAPANESE MACAQUE","Japan","m","Dead",2009-09-06,2010-07-29,"R2Q3A","Observed",,,"Yes",
"1R79J","JAPANESE MACAQUE","Japan","m","Dead",2009-04-01,2020-09-12,"228FM","Genetic",,"Genetic","Yes",
"QEAFE","JAPANESE MACAQUE","Japan","m","Dead",2009-02-05,2011-07-19,"673BK","Genetic",,"Genetic","Yes",
"8ZG5E","JAPANESE MACAQUE","Japan","m","Dead",2009-03-29,2011-08-12,"KP87H","Genetic",,"Genetic","Yes",
