"STATION","STATION_NAME","STATE","LONGITUDE","LATITUDE","ELEVATION","YRS","maxobs","yr50","HUC","TD","FFP","MCMT","MWMT","PPTWT","RH","MAT"
"USW00024027","ROCK SPRINGS SWEETWATER CO AIRPORT","WY",-109.066,41.597,2055,29,1.676,1.628,"14040105",26.7000007629395,108,-6.80000019073486,19.7999992370605,42,51,5.90000009536743
"USS0012J06S","ROCKY BASIN SETTLEME","UT",-112.24,40.44,2713,37,15.513,12.88,"16020304",22.7000007629395,89,-6.69999980926514,16,269,61,3.5
"USC00427395","ROOSEVELT RADIO","UT",-109.959,40.288,1539,40,1.389,2.107,"14060003",32.5,132,-9.5,22.8999996185303,33,44,7.80000019073486
"USC00267175","RUTH","NV",-114.99,39.281,2086,38,1.867,2.107,"16060008",24.1000003814697,96,-4.5,19.6000003814697,69,48,6.59999990463257
"USC00487955","SAGE 4 NNW","WY",-111,41.867,1893,15,1.915,2.298,"16010101",27.1000003814697,62,-9.30000019073486,17.8999996185303,39,43,4
"USC00427559","SALINA 24 E","UT",-111.416,38.914,2304,24,2.202,1.724,"14070002",22.6000003814697,97,-5.5,17.2000007629395,94,54,5
"USC00427557","SALINA","UT",-111.867,38.959,1564,19,0.958,1.436,"16030003",26.2999992370605,126,-3.40000009536743,22.7999992370605,51,44,9.39999961853027
"USC00427655","SALT LAKE CITY E BENCH","UT",-111.817,40.743,1484,13,1.819,2.49,"16020204",26.2000007629395,168,-2.40000009536743,23.8999996185303,125,57,10.1999998092651
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT","UT",-111.967,40.778,1287,48,1.101,1.053,"16020204",27.2000007629395,178,-2.09999990463257,25.1000003814697,86,59,11
"USC00427606","SALT LAKE TRIAD CTR","UT",-111.896,40.771,1305,30,1.58,1.484,"16020204",27,176,-2.09999990463257,24.8999996185303,100,58,10.8999996185303
"USS0010G08S","SALT RIVER SUMMIT","WY",-110.91,42.51,2365,37,5.602,5.841,"17040105",23.7999992370605,71,-8,15.8000001907349,215,54,2.90000009536743
"USC00427578","SALTAIR SALT PLANT","UT",-112.1,40.767,1284,21,1.101,1.101,"16020204",27.3999996185303,180,-2.09999990463257,25.2999992370605,69,60,10.8999996185303
"USC00427686","SANTAQUIN CHLOR","UT",-111.781,39.958,1573,31,2.346,1.963,"16020201",26.1000003814697,146,-3.29999995231628,22.7999992370605,117,52,9.19999980926514
"USC00427714","SCIPIO","UT",-112.1,39.25,1618,37,1.915,1.724,"16030005",26.5,130,-3.90000009536743,22.6000003814697,82,47,9.10000038146973
"USC00427724","SCOFIELD DAM","UT",-111.118,39.785,2326,20,4.596,5.315,"14060007",25.2000007629395,60,-9.10000038146973,16.1000003814697,91,45,3.09999990463257
"USC00427729","SCOFIELD SKYLINE MINE","UT",-111.205,39.684,2655,33,6.99,6.703,"14060007",22.2000007629395,55,-7.69999980926514,14.5,215,51,2.40000009536743
"USC00427720","SCOFIELD","UT",-111.15,39.717,2352,12,5.171,4.932,"14060007",24.1000003814697,61,-8.5,15.5,131,48,2.90000009536743
"USS0008M08S","SCOTCH CREEK","CO",-108.01,37.65,2774,31,5.41,5.506,"14030002",20,50,-6.5,13.5,181,43,3
"USS0011K09S","SEELEY CREEK","UT",-111.43,39.31,3021,39,9.097,8.235,"14060009",21.6000003814697,62,-8.30000019073486,13.1999998092651,190,58,1.5
"USS0008M04S","SHARKSTOOTH","CO",-108.11,37.5,3267,13,7.804,9.097,"14030002",19.5,52,-7.69999980926514,11.8000001907349,261,52,1.60000002384186
"USC00298284","SHIPROCK","NM",-108.688,36.789,1505,20,0.479,0.527,"14080105",27,161,-2,25.1000003814697,44,45,11.6000003814697
"USC00427800","SIGURD U P AND L","UT",-112,38.85,1619,13,1.005,1.053,"16030003",25.8999996185303,126,-3.29999995231628,22.6000003814697,48,45,9.19999980926514
"USC00427846","SILVER LAKE BRIGHTON","UT",-111.584,40.6,2664,48,13.263,13.933,"16020204",22.6000003814697,83,-6.90000009536743,15.6999998092651,346,60,3.09999990463257
"USS0011G05S","SLUG CREEK DIVIDE","ID",-111.3,42.56,2202,37,7.996,7.23,"17040207",23.6000003814697,73,-7.80000019073486,15.8000001907349,249,55,3
"USS0011J53S","SMITH AND MOREHOUSE","UT",-111.12,40.79,2316,38,5.889,6.033,"16020101",23,66,-7,16,237,49,3.59999990463257
"US1WYLN0002","SMOOT 49 SSE","WY",-110.888,42.552,2135,13,5.315,5.698,"17040105",24.2000007629395,69,-8,16.2000007629395,162,50,3.29999995231628
"USC00427909","SNAKE CREEK POWERHOUSE","UT",-111.5,40.55,1829,25,6.033,6.943,"16020203",25.3999996185303,114,-5.40000009536743,20,168,50,6.90000009536743
"765","SNIDER BASIN","WY",-110.532,42.495,2457,36,6.081,6.368,"14040101",22,32,-8.60000038146973,13.3999996185303,181,46,1.39999997615814
"USS0011J42S","SNOWBIRD - 2","UT",-111.66,40.56,2938,28,18.721,20.301,"16020204",22.3999996185303,86,-7.5,14.8999996185303,435,65,2.29999995231628
"USC00427931","SNOWVILLE","UT",-112.717,41.967,1390,12,1.197,1.724,"16020309",27.7000007629395,122,-5.69999980926514,22,77,49,7.80000019073486
"USC00426639","SNYDERVILLE","UT",-111.533,40.7,1969,25,4.022,4.261,"16020102",24.7999992370605,86,-6.5,18.2000007629395,160,47,5.40000009536743
"USC00108535","SODA SPRINGS AIRPORT","ID",-111.583,42.651,1790,28,2.873,3.639,"16010201",26.2999992370605,88,-8,18.2000007629395,94,48,4.80000019073486
"USC00428119","SPANISH FORK POWER HOUSE","UT",-111.6,40.083,1439,39,2.059,1.676,"16020202",26.7000007629395,150,-3.70000004768372,23,146,53,9.39999961853027
"USS0010G20S","SPRING CREEK DIVIDE","WY",-110.66,42.53,2743,37,12.401,12.353,"14040101",22.5,51,-9,13.5,306,57,1
"USC00267750","SPRING VALLEY ST PK","NV",-114.182,38.037,1814,36,1.724,1.628,"15010013",23.5,119,-2.09999990463257,21.3999996185303,76,45,9
"USC00427516","ST GEORGE","UT",-113.567,37.107,842,26,0.718,0.958,"15010008",25,208,4.30000019073486,29.2999992370605,63,51,16.2999992370605
"USS0010J20S","STEEL CREEK PARK","UT",-110.5,40.91,3109,38,7.374,7.517,"14040107",21.6000003814697,31,-9.80000019073486,11.6999998092651,184,45,-0.200000002980232
"USS0011J08S","STRAWBERRY DIVIDE","UT",-111.21,40.16,2476,39,7.996,8.666,"14060004",24.7999992370605,58,-9.10000038146973,15.6999998092651,201,47,3.09999990463257
"USW00024158","STREVELL","ID",-113.25,42.017,1609,15,1.149,1.197,"17040210",26.2999992370605,124,-4.80000019073486,21.5,51,53,7.69999980926514
"USC00428456","SUMMIT","UT",-112.933,37.8,1829,31,1.293,1.341,"16030006",23.7000007629395,141,-1.89999997615814,21.7999992370605,74,51,9.30000019073486
"USC00428474","SUNNYSIDE","UT",-110.367,39.567,2051,12,2.107,2.681,"14060007",26.2000007629395,122,-6,20.2000007629395,71,56,6.5
"USC00028468","TEEC NOS POS","AZ",-109.087,36.917,1612,28,0.622,0.718,"14080201",27,173,-1.89999997615814,25.1000003814697,45,53,11.8000001907349
"USS0011H58S","TEMPLE FORK","UT",-111.55,41.79,2257,16,7.23,7.278,"16010203",23.7000007629395,94,-6,17.7000007629395,259,56,4.90000009536743
"USS0011J56S","THAYNES CANYON","UT",-111.53,40.62,2813,29,11.252,11.348,"16020101",22.6000003814697,87,-7.09999990463257,15.5,340,63,2.90000009536743
"USC00428668","THIOKOL PROPULSION F S","UT",-112.433,41.717,1402,37,1.484,1.724,"16020309",28.3999996185303,141,-5.30000019073486,23.1000003814697,83,53,8.5
"USC00428705","THOMPSON","UT",-109.717,38.967,1554,13,1.245,1.532,"14060008",30.2000007629395,168,-4.69999980926514,25.5,47,53,10.8999996185303
"USC00428733","TIMPANOGOS CAVE","UT",-111.707,40.445,1719,37,3.543,3.495,"16020201",25.8999996185303,143,-4.30000019073486,21.6000003814697,143,57,8.10000038146973
"USS0011J21S","TIMPANOGOS DIVIDE","UT",-111.62,40.43,2481,38,11.874,13.311,"16020201",24,103,-6.30000019073486,17.7000007629395,308,58,4.80000019073486
"USS0011H36S","TONY GROVE LAKE","UT",-111.63,41.9,2583,39,16.471,17.093,"16010203",23.3999996185303,80,-7.5,15.8999996185303,417,57,3.29999995231628
"USC00428771","TOOELE","UT",-112.297,40.528,1545,48,2.155,1.915,"16020304",26.6000003814697,164,-2.70000004768372,23.8999996185303,102,58,9.80000019073486
"USC00428817","TREMONTON","UT",-112.164,41.711,1314,29,1.676,2.155,"16010204",28.1000003814697,150,-5,23.1000003814697,105,54,8.89999961853027
"USC00428828","TRENTON","UT",-111.913,41.917,1358,33,2.298,2.538,"16010202",27.6000003814697,136,-5.5,22.1000003814697,121,52,8.19999980926514
"USS0010J52S","TRIAL LAKE","UT",-110.95,40.68,3046,39,13.933,13.454,"16020203",21.7000007629395,35,-9.19999980926514,12.5,325,48,0.5
"831","TRIPLE PEAK","WY",-110.591,42.764,2591,32,10.534,10.725,"14040101",22.2999992370605,45,-9.19999980926514,13.1000003814697,331,55,0.800000011920929
"USC00428847","TROPIC","UT",-112.082,37.626,1914,21,2.059,1.867,"14070007",23.3999996185303,110,-3.20000004768372,20.2000007629395,69,46,8
"USS0009J16S","TROUT CREEK","UT",-109.67,40.74,2901,39,5.746,5.315,"14060010",23,37,-10.1999998092651,12.8999996185303,129,46,0.400000005960464
"USC00028792","TUBA CITY","AZ",-111.242,36.133,1520,17,0.67,0.67,"15020018",26.1000003814697,179,-0.300000011920929,25.7999992370605,33,50,12.8000001907349
"USC00028895","TUWEEP","AZ",-113.067,36.283,1456,12,0.718,1.053,"15010002",23.6000003814697,188,2.70000004768372,26.2999992370605,78,52,13.8999996185303
"USC00428922","UNIVERSITY OF UTAH","UT",-111.85,40.767,1443,17,2.25,2.011,"16020204",26.5,171,-2.20000004768372,24.2999992370605,118,58,10.5
"USC00428939","UPPER AMERCN FORK PH","UT",-111.717,40.433,1625,12,2.681,2.729,"16020201",24.1000003814697,114,-5.5,18.6000003814697,174,59,5.69999980926514
"USC00058560","URAVAN","CO",-108.742,38.376,1527,21,0.766,0.67,"14030003",27.2999992370605,154,-3.29999995231628,24.1000003814697,59,48,10.5
"USC00428973","UTAH LAKE LEHI","UT",-111.899,40.363,1372,24,1.197,1.101,"16020201",26.7000007629395,158,-2.90000009536743,23.8999996185303,73,53,10.1999998092651
"USC00428978","UTAH TEST RANGE","UT",-112.937,41.05,1353,16,0.862,0.862,"16020308",27.8999996185303,160,-3.09999990463257,24.7999992370605,63,55,10.1999998092651
"USC00429111","VERNAL 1 S","UT",-109.521,40.44,1611,25,1.484,1.532,"14060010",31.1000003814697,131,-8.69999980926514,22.3999996185303,33,46,7.69999980926514
"USS0012K01S","VERNON CREEK","UT",-112.41,39.94,2256,39,6.368,6.655,"16020304",23.7000007629395,128,-4.30000019073486,19.2999992370605,171,58,6.5
"USC00429133","VERNON","UT",-112.443,40.09,1670,36,1.101,1.149,"16020304",25.8999996185303,127,-3.5,22.3999996185303,62,49,8.5
"USC00429136","VEYO POWERHOUSE","UT",-113.667,37.352,1402,30,0.958,1.436,"15010008",23.1000003814697,184,1.70000004768372,24.7999992370605,103,56,12.6000003814697
"USC00429152","WAH WAH RANCH","UT",-113.426,38.483,1487,29,1.676,1.436,"16030009",27.1000003814697,137,-2.79999995231628,24.2999992370605,23,44,10.3000001907349
"USC00429165","WANSHIP DAM","UT",-111.404,40.791,1811,38,2.394,2.825,"16020101",24.7000007629395,92,-5.90000009536743,18.7999992370605,100,46,6.09999990463257
"USS0014K05S","WARD MOUNTAIN","NV",-114.96,39.13,2804,37,7.565,7.326,"15010011",22.2000007629395,87,-5.69999980926514,16.5,166,57,4.09999990463257
"USC00429346","WEBER BSN PUMP PLANT 3","UT",-111.912,41.113,1494,24,3.256,2.777,"16020102",26.5,161,-3.59999990463257,22.8999996185303,181,59,9.10000038146973
"USS0012M03S","WEBSTER FLAT","UT",-112.9,37.58,2805,37,8.523,8.858,"16030006",20.2999992370605,87,-5.69999980926514,14.6000003814697,218,59,3.40000009536743
"USC00429368","WELLINGTON 3 E","UT",-110.686,39.545,1646,27,1.341,1.819,"14060007",28.2000007629395,141,-5.09999990463257,23.2000007629395,45,47,9.30000019073486
"USC00268988","WELLS","NV",-114.967,41.105,1723,34,2.729,1.915,"16040101",25.1000003814697,91,-4.90000009536743,20.2000007629395,68,45,7
"USS0010K02S","WHITE RIVER NUMBER 1","UT",-110.99,39.96,2634,39,5.937,6.416,"14060007",23.3999996185303,63,-8,15.3999996185303,190,51,3
"USC00429514","WIDTSOE 3 NNE","UT",-111.973,37.875,2298,18,2.107,1.963,"16030002",22.8999996185303,76,-5.19999980926514,17.7999992370605,62,46,5.59999990463257
"USS0011M03S","WIDTSOE NUMBER 3","UT",-111.88,37.84,2938,39,7.278,7.086,"16030002",21.7000007629395,67,-6.59999990463257,15.1000003814697,174,52,3.40000009536743
"867","WILDHORSE DIVIDE","ID",-112.478,42.757,1978,35,7.326,7.804,"17040208",24.7000007629395,121,-6.09999990463257,18.7000007629395,280,62,5.40000009536743
"USS0010G23S","WILLOW CREEK","WY",-110.84,42.82,2554,36,12.162,13.071,"17040105",23.1000003814697,69,-7.90000009536743,15.1999998092651,255,55,2.5
"871","WILSON CREEK","ID",-115.003,42.013,2170,27,5.793,5.985,"17040213",22.1000003814697,90,-5.69999980926514,16.5,194,57,4.5
"USC00429595","WOODRUFF","UT",-111.15,41.533,1925,46,2.25,2.011,"16010101",26.2999992370605,59,-8.89999961853027,17.3999996185303,53,43,4
"USC00059275","YELLOW JACKET 2 W","CO",-108.756,37.521,2091,23,2.777,3.016,"14080202",25.2999992370605,133,-4.09999990463257,21.1000003814697,86,51,8.30000019073486
"USC00429717","ZION NATIONAL PARK","UT",-112.984,37.209,1234,35,1.053,0.814,"15010008",24,189,2.29999995231628,26.2999992370605,110,50,13.6999998092651
