Feature,12C_rep_1_fraction_10,12C_rep_1_fraction_1,12C_rep_1_fraction_2,12C_rep_1_fraction_3,12C_rep_1_fraction_4,12C_rep_1_fraction_5,12C_rep_1_fraction_6,12C_rep_1_fraction_7,12C_rep_1_fraction_8,12C_rep_1_fraction_9,12C_rep_2_fraction_10,12C_rep_2_fraction_1,12C_rep_2_fraction_2,12C_rep_2_fraction_3,12C_rep_2_fraction_4,12C_rep_2_fraction_5,12C_rep_2_fraction_6,12C_rep_2_fraction_7,12C_rep_2_fraction_8,12C_rep_2_fraction_9,12C_rep_3_fraction_10,12C_rep_3_fraction_1,12C_rep_3_fraction_2,12C_rep_3_fraction_3,12C_rep_3_fraction_4,12C_rep_3_fraction_5,12C_rep_3_fraction_6,12C_rep_3_fraction_7,12C_rep_3_fraction_9,12C_rep_3_fraction_8,13C_rep_1_fraction_10,13C_rep_1_fraction_1,13C_rep_1_fraction_2,13C_rep_1_fraction_3,13C_rep_1_fraction_4,13C_rep_1_fraction_5,13C_rep_1_fraction_6,13C_rep_1_fraction_7,13C_rep_1_fraction_8,13C_rep_1_fraction_9,13C_rep_2_fraction_10,13C_rep_2_fraction_1,13C_rep_2_fraction_2,13C_rep_2_fraction_3,13C_rep_2_fraction_4,13C_rep_2_fraction_5,13C_rep_2_fraction_6,13C_rep_2_fraction_7,13C_rep_2_fraction_8,13C_rep_2_fraction_9,13C_rep_3_fraction_10,13C_rep_3_fraction_1,13C_rep_3_fraction_2,13C_rep_3_fraction_3,13C_rep_3_fraction_4,13C_rep_3_fraction_5,13C_rep_3_fraction_6,13C_rep_3_fraction_7,13C_rep_3_fraction_8,13C_rep_3_fraction_9
S1125_MG_039_A,7266.545638,7268.572483,30836.63222,364.832215,86.546309,267.948993,1119.325503,6946.202685,7276.071812,7298.265772,7301.914094,7342.856376,30948.41275,366.352349,87.357047,268.455705,1118.71745,6900.193289,7284.483221,7288.030201,7264.518792,7305.562416,30935.54228,367.365772,81.783221,278.387248,1106.961745,6945.391946,7326.134899,7292.286577,51802.72886,51894.1396,52109.79597,52203.43624,15427.43691,1141.722148,139.548322,129.211409,356.826174,14358.27584,51753.88188,52040.5792,52191.78188,51963.15369,13986.85638,1109.799329,135.291946,126.272483,366.960403,13385.49128,51874.17517,52126.82148,52123.07181,52116.18054,15224.54966,1122.669799,129.718121,126.069799,371.014094,14012.49597
S1126_MG_040_A,14.086577,14.64396,60.095973,0.405369,0.202685,0.202685,1.216107,11.248993,15.1,13.174497,13.78255,15.404027,57.765101,0.912081,0,0.101342,2.634899,14.795973,14.086577,12.667785,14.998658,14.491946,58.778523,0.810738,0.101342,0.506711,1.925503,10.843624,15.606711,14.491946,99.822148,102.457047,99.112752,109.044295,29.591946,2.634899,0.202685,0.506711,0.202685,28.071812,96.984564,104.078523,98.707383,104.990604,28.983893,2.026846,0.304027,0.506711,0.608054,26.450336,98.200671,103.774497,102.15302,99.518121,31.010738,2.330872,0.202685,0.101342,0.912081,26.146309
S1127_MG_041_A,3638.187919,3620.655705,15431.89597,182.010738,40.030201,138.433557,551.910067,3492.255034,3677.002013,3688.048322,3658.861745,3662.003356,15497.46443,179.983893,41.448993,135.595973,574.509396,3465.90604,3687.034899,3658.051007,3685.109396,3642.951007,15378.28591,179.274497,40.232886,137.420134,565.79396,3466.412752,3679.028859,3631.499329,25913.12013,26066.85638,26066.45101,26017.60403,7753.799329,573.191946,67.899329,62.426846,181.808054,7164.291275,25989.22819,26113.06846,26099.08322,26135.4651,6985.624832,557.990604,71.750336,64.704698,192.955705,6736.322819,25788.97584,26044.45973,26079.32148,26069.28859,7549.290604,568.93557,72.054362,64.85906,187.888591,7010.960403
S1128_MG_042_A,59.994631,55.94094,243.626846,2.736242,0,2.128188,8.208725,54.826174,57.258389,55.738255,54.218121,59.08255,237.951678,2.634899,0.405369,2.533557,8.816779,51.684564,62.62953,55.231544,57.157047,57.866443,247.813423,3.851007,0.709396,2.634899,9.424832,54.62349,55.839597,58.778523,404.862416,404.457047,398.37651,405.166443,121.104027,8.918121,1.114765,1.114765,2.634899,113.402013,405.774497,406.585235,416.516779,403.24094,109.855034,8.918121,0.405369,1.520134,2.837584,104.990604,413.577852,403.950336,394.930872,412.260403,115.530201,9.830201,1.520134,1.418792,2.432215,112.996644
S1129_MG_043_A,1815.952349,1822.438255,7698.334564,91.208054,21.484564,70.534228,281.832886,1746.532886,1815.445638,1839.869128,1820.107383,1840.983893,7732.720134,89.890604,21.383221,64.960403,277.880537,1732.750336,1837.031544,1843.213423,1828.721477,1819.296644,7661.983221,88.674497,21.991275,70.63557,273.826846,1737.513423,1844.125503,1834.092617,12941.00403,13000.18792,13061.09463,13063.62819,3865.295973,274.941611,30.808054,31.416107,91.005369,3572.416779,12956.20537,13065.35101,13094.13222,13059.37181,3515.361074,276.765772,32.226846,32.328188,90.904027,3376.015436,12925.46275,13032.0094,13108.34631,12980.52752,3816.75302,280.616779,34.760403,33.949664,90.295973,3475.432215
S1130_MG_044_A,0.405369,0.202685,1.013423,0.101342,0,0,0,0.101342,0.405369,0.202685,0.101342,0.304027,0.608054,0,0,0,0,0.202685,0.202685,0.405369,0.304027,0.202685,0.912081,0,0,0,0,0.202685,0.405369,0.405369,0.912081,1.925503,1.013423,1.722819,0.506711,0.101342,0,0,0,0.304027,1.722819,1.216107,1.418792,1.520134,0.405369,0,0,0,0,0.304027,1.418792,1.31745,2.128188,1.824161,0.202685,0.101342,0,0,0,0.202685
S1131_MG_045_A,1832.369799,1847.97651,7759.373154,92.018792,22.802013,64.757718,281.022148,1753.930872,1822.539597,1821.830201,1815.851007,1842.098658,7774.979866,93.234899,24.220805,70.838255,275.448322,1723.832215,1798.521477,1846.557718,1839.261074,1790.312752,7755.218121,94.045638,20.268456,68.203356,278.285906,1729.039933,1820.107383,1814.773826,12903.90101,13003.43087,13004.74832,12956.71208,3861.546309,284.962752,35.267114,33.74698,88.167785,3578.801342,12907.05436,13085.51812,13025.11812,12956.81342,3515.462416,287.636242,33.442953,27.767785,93.741611,3369.225503,12899.9604,13043.25839,12993.34329,13029.07047,3786.958389,280.515436,33.645638,31.416107,89.181208,3497.828859
S1132_MG_046_A,0.608054,0,1.418792,0.101342,0,0,0,0.101342,0.101342,0.405369,0.506711,0.709396,1.722819,0,0,0,0,0.304027,0.709396,0.810738,0.304027,0.304027,1.31745,0,0,0,0.202685,0.405369,0.304027,0.202685,3.648322,3.851007,3.749664,3.648322,0.405369,0.202685,0,0,0,1.520134,3.749664,3.040268,2.330872,2.837584,0.405369,0,0,0,0.101342,0.608054,3.54698,2.533557,3.648322,3.242953,0.608054,0,0,0,0,1.013423
S1133_MG_047_A,3.648322,4.155034,16.316107,0.101342,0,0.202685,0.810738,3.749664,3.952349,4.256376,2.736242,2.330872,14.593289,0.101342,0,0.202685,0.405369,3.445638,3.749664,3.040268,4.053691,4.86443,15.708054,0,0,0.202685,1.216107,3.54698,3.242953,3.749664,24.119463,26.247651,26.146309,23.815436,8.208725,0.608054,0,0.101342,0.101342,7.397987,23.612752,23.714094,25.33557,25.842282,5.979195,0.405369,0,0.101342,0.202685,7.09396,25.74094,24.119463,26.754362,24.930201,8.107383,0.304027,0,0.101342,0.202685,7.296644
S1134_MG_048_A,444.487248,460.803356,1923.577852,19.96443,5.269799,16.113423,72.459732,433.44094,457.256376,458.979195,447.527517,453.405369,1945.873154,22.802013,5.269799,18.748322,69.318121,427.360403,444.99396,446.818121,460.803356,452.290604,1954.284564,24.828859,4.256376,17.228188,70.331544,449.554362,450.973154,456.242953,3233.528188,3279.537584,3285.719463,3280.449664,982.412081,69.216779,8.512752,8.107383,22.092617,888.67047,3233.325503,3268.491275,3262.208054,3251.161745,872.759732,73.878523,8.310067,7.803356,22.497987,841.850336,3255.114094,3248.932215,3213.361074,3232.109396,946.43557,73.371812,7.600671,8.208725,25.031544,882.083221
S1138_MG_049_A,0.652973,0.816216,3.264865,0.163243,0,0.326486,0,0.326486,1.142703,0.652973,0.816216,0.326486,3.754595,0,0,0.163243,0.652973,0.652973,0.48973,0.48973,0.652973,0.652973,2.285405,0,0,0,0.163243,1.142703,0.326486,0.48973,6.366486,6.203243,6.04,5.876757,1.305946,0.163243,0,0,0,1.142703,5.387027,5.713514,6.366486,5.060541,0.816216,0.163243,0,0,0,1.469189,4.570811,4.897297,6.04,6.856216,1.469189,0,0,0,0,1.305946
S1139_MG_050_A,45.677911,46.828074,193.227421,3.121872,0.328618,2.136017,5.257889,44.363439,45.84222,43.870511,43.541893,44.199129,194.541893,0.985854,0.985854,1.478781,6.408052,40.74864,46.499456,46.828074,41.898803,44.527748,195.692057,1.971708,0.657236,2.464635,7.065288,42.556039,44.199129,39.269859,320.073993,314.323177,326.810664,318.430903,92.670294,6.408052,0.657236,0.657236,2.136017,92.670294,325.989119,328.453754,325.989119,316.952122,88.23395,7.886834,0.164309,0.821545,3.45049,77.718172,323.688792,321.059848,329.768226,339.955386,97.106638,6.243743,1.478781,0.164309,2.300326,85.769314
S1140_MG_051_A,181.133772,170.868421,764.76864,9.10636,1.158991,6.953947,29.471491,167.225877,177.987939,184.610746,176.001096,173.186404,767.914474,9.934211,3.145833,8.112939,27.484649,162.424342,178.430373,178.98136,178.650219,174.842105,741.257675,9.934211,1.324561,7.119518,27.98136,173.020833,187.756579,172.192982,1273.89693,1248.564693,1262.969298,1291.116228,389.255482,28.809211,2.152412,4.635965,10.430921,355.148026,1267.274123,1302.871711,1258.995614,1274.0625,335.610746,29.802632,4.967105,3.311404,8.775219,328.160088,1264.45943,1251.213816,1278.532895,1257.008772,370.546053,25.166667,3.642544,3.145833,10.430921,331.471491
S1141_MG_052_A,1426.064009,1408.089837,5875.858506,67.31836,18.143739,53.244245,208.059517,1323.306008,1379.114542,1382.654688,1409.359349,1396.728804,5938.59854,78.340258,15.091522,54.600786,215.011791,1341.788883,1397.067939,1415.381246,1431.998877,1389.437395,5925.372263,70.031443,16.787198,52.565974,199.241999,1351.793375,1428.607524,1420.129141,9952.94329,10032.97923,9994.826502,10011.78327,3003.043234,218.403144,27.130825,27.978664,69.861875,2799.901179,9961.082538,10065.02751,10083.34082,10022.97473,2696.464907,210.263897,25.265581,27.469961,68.335766,2583.193711,9979.395845,10009.74846,9998.048287,9960.91297,2897.741718,215.859629,23.739472,22.552499,71.72712,2739.195957
S1142_MG_053_A,0.178171,0.890855,1.247198,0,0,0,0,0,0.356342,0.534513,0.712684,0.178171,1.069027,0,0,0,0,0.178171,0.356342,0.712684,0.356342,0.356342,1.247198,0,0,0.178171,0,0.356342,0.890855,0.712684,2.316224,1.60354,1.959882,0.534513,0.890855,0,0,0,0,0.178171,3.20708,2.494395,1.781711,2.494395,0.534513,0,0,0,0,0.356342,2.850737,1.959882,3.028909,3.741593,0.356342,0.178171,0,0,0,0.534513
S1143_MG_054_A,0.898275,1.257585,7.006544,0,0,0,0.35931,0.35931,0.898275,1.43724,1.79655,2.335515,4.671029,0.35931,0,0,0.179655,0.538965,1.616895,1.616895,0.71862,1.257585,5.569304,0,0.179655,0.179655,0.179655,0.898275,2.51517,1.257585,8.803093,8.443783,9.342058,8.084474,3.593099,0,0,0,0,2.694825,5.569304,10.419988,11.318263,9.881023,2.694825,0.35931,0,0,0.179655,1.79655,8.264128,8.982748,9.342058,7.725164,2.694825,0.71862,0.35931,0,0.179655,2.694825
S1144_MG_055_A,43.815348,39.107914,174.53717,2.172662,0.36211,2.715827,6.880096,36.754197,39.288969,39.651079,37.478417,42.366906,178.339329,1.629496,0.36211,2.715827,6.699041,39.107914,40.103717,41.823741,41.823741,44.177458,173.81295,2.534772,0.181055,1.629496,7.785372,39.832134,43.453237,36.573141,283.894484,306.164269,295.119904,291.498801,93.42446,6.33693,0.543165,0.543165,1.810552,77.853717,285.342926,297.292566,299.465228,298.016787,72.965228,7.604317,0.543165,0.36211,2.172662,81.655875,289.326139,288.964029,298.559952,287.877698,81.83693,6.699041,0.181055,1.086331,1.629496,81.83693
S1145_MG_056_A,83.090909,82.545455,348.363636,3.272727,0.727273,3.636364,9.636364,79.272727,84.909091,84,79.272727,80.909091,346.727273,4.181818,0.909091,2.727273,13.272727,79.818182,81.272727,84.181818,78.545455,81.454545,348.363636,3.636364,1.454545,2.909091,16.363636,72.909091,84.727273,80,574.181818,586.727273,582.727273,576.909091,163.272727,12.181818,1.272727,0.909091,6.181818,159.090909,572.363636,580.181818,594.363636,596.727273,151.272727,11.454545,1.272727,1.454545,4.363636,149.090909,570,576.363636,581.454545,599.272727,174,11.818182,1.454545,1.454545,4,169.454545
S1146_MG_057_A,12.483891,11.565957,42.592097,0.55076,0.183587,0,1.65228,11.015198,10.280851,12.300304,10.097264,10.831611,40.205471,0.367173,0,0.183587,0.917933,10.464438,8.628571,9.362918,9.179331,7.894225,45.896657,0.367173,0.183587,0.55076,2.019453,10.831611,7.894225,12.851064,73.618237,76.18845,73.98541,71.048024,22.397568,1.835866,0.367173,0.183587,0.55076,22.030395,76.372036,68.661398,66.274772,76.372036,19.643769,1.10152,0.734347,0.183587,0.55076,20.378116,69.395745,75.08693,71.048024,71.782371,17.257143,0.734347,0.55076,0,0.367173,17.991489
S1147_MG_058_A,296.115651,294.976744,1329.673162,16.514142,3.796354,11.768699,44.796983,289.661848,313.389063,300.29164,316.615965,310.162162,1305.56631,17.463231,2.657448,10.060339,51.440603,299.722187,313.578881,299.342552,311.301069,307.504714,1334.79824,16.134507,1.70836,11.389063,44.607165,293.678818,312.060339,329.52357,2193.533627,2217.45066,2203.783784,2231.686989,679.348209,51.250786,4.935261,6.453803,15.375236,615.389063,2199.797612,2236.812068,2205.112508,2240.038969,594.698931,49.732244,6.263985,6.074167,17.273413,569.263356,2212.895035,2245.733501,2238.900063,2218.399749,646.51917,52.010057,5.314896,5.125079,17.842866,582.740415
S1148_MG_059_A,19.383825,17.057766,77.535302,0.387677,0.193838,1.356868,2.713736,17.057766,18.220796,22.097561,18.996149,20.353017,73.464698,1.16303,0,0.581515,3.101412,20.159178,20.740693,18.220796,20.159178,14.537869,80.830552,0.775353,0.193838,0.775353,3.29525,16.282413,19.383825,17.445443,139.175866,136.849807,126.770218,132.391528,43.419769,3.29525,0.387677,0.581515,0.969191,38.961489,132.585366,138.400513,137.818999,129.290116,36.247754,1.938383,0.193838,0.581515,0.387677,33.34018,128.902439,126.479461,132.391528,138.206675,36.441592,2.907574,0.193838,0.193838,0.775353,37.023107
S1149_MG_060_A,584.079156,561.170185,2521.580475,24.901055,6.972296,27.490765,89.444591,535.273087,599.816623,580.493404,569.138522,590.852243,2449.068602,28.287599,7.171504,26.096306,93.030343,553.401055,587.753298,590.852243,587.067282,573.595646,2480.941953,27.889182,6.773087,18.327177,84.065963,574.51715,596.629288,595.434037,4152.101583,4180.986807,4201.704485,4174.412929,1223.33905,91.237467,10.558047,9.362797,28.686016,1167.361478,4101.30343,4150.308707,4186.763852,4192.14248,1107.200528,91.038259,7.968338,12.550132,34.263852,1089.271768,4162.858839,4188.556728,4161.46438,4202.899736,1228.916887,88.050132,10.956464,8.366755,28.686016,1146.843008
S1150_MG_061_A,4.980211,4.581794,20.717678,0,0.199208,0.398417,0.796834,5.577836,4.781003,5.577836,3.78496,4.581794,20.120053,0.199208,0,0,0.597625,3.585752,4.183377,2.390501,5.378628,6.972296,16.534301,0.199208,0,0.199208,0.796834,3.78496,4.183377,3.984169,37.251979,36.853562,28.486807,31.674142,10.159631,0.597625,0.199208,0.199208,0.398417,9.761214,33.467018,30.6781,29.682058,33.467018,8.565963,0.398417,0,0.199208,0.398417,7.769129,32.869393,30.6781,34.263852,36.654354,9.362797,1.195251,0,0,0.796834,8.96438
S1151_MG_062_A,18.075319,19.496974,74.738399,0.60928,0.203093,0.60928,2.843309,17.059852,19.29388,15.028917,17.262946,19.496974,76.566241,0.406187,0,0.406187,2.437122,19.090787,15.638198,17.262946,17.059852,18.887693,84.486886,0.406187,0.203093,1.218561,1.218561,16.247478,21.324815,15.841291,125.308675,125.105582,126.324143,119.825151,37.775387,2.640215,0,0.406187,0.812374,41.431069,126.73033,124.496301,128.761264,130.589106,34.322798,2.437122,0.203093,0.406187,0.812374,36.150639,127.745797,132.213853,131.604573,127.136516,34.932078,3.249496,0.203093,0.203093,1.015467,31.276395
S1152_MG_063_A,832.852373,819.160808,3549.365554,41.458699,6.182777,27.956063,121.62478,782.182777,831.99297,844.591388,847.697715,811.072935,3477.404218,40.195079,13.101933,28.886643,126.499121,791.500879,850.454306,813.221441,846.773286,861.455185,3504.274165,43.442882,9.850615,33.432337,133.427944,783.491213,835.838313,816.115993,5867.77768,5882.518453,5877.596661,5956.811951,1752.5,118.176626,15.116872,12.507909,42.724077,1626.234622,5947.966608,5895.740773,5963.490334,5868.123023,1608.615993,130.907733,15.760984,13.611599,45.06942,1527.542179,5906.672232,5914.616872,5928.225835,5931.244288,1747.133568,123.996485,15.706503,16.47891,36.725835,1596.003515
S1153_MG_064_A,0.906,2.256,6.773,0,0,0,0,1.963,2.416,1.208,0.825,2.416,5.436,0,0,0,0.302,0.906,1.643,1.754,1.51,1.51,6.764,0,0,0,0.302,0.604,1.194,2.089,13.539,11.023,12.489,12.232,3.453,0.098,0,0,0,4.661,7.55,8.53,10.696,11.28,4.051,0.302,0,0,0.302,2.717,10.117,10.268,14.153,11.664,2.489,0,0,0,0,4.046
S1154_MG_065_A,0.302,0.604,1.654,0,0,0,0,0.604,0.604,0.436,0.302,0.906,2.351,0,0,0,0,0,0.151,0.906,0.394,0.302,1.94,0,0,0,0,0,0.732,0,3.926,2.534,2.416,2.816,0.906,0,0,0,0,0.604,2.504,2.489,1.812,3.02,0.744,0,0,0,0,0.302,3.473,2.114,2.416,2.707,0.906,0,0,0,0,1.034
S1155_MG_066_A,6579.664969,6548.892057,27872.40122,332.476578,77.962322,249.715886,995.032587,6211.07332,6563.096741,6623.211813,6572.175153,6539.885947,27740.28208,325.379837,74.497963,243.843177,1011.282077,6214.601833,6561.729124,6559.651731,6547.991853,6558.8778,27724.45927,338.672098,84.59165,237.10387,1016.011202,6176.904277,6544.50611,6551.393075,46802.49796,46929.58961,47003.53972,46653.93483,13926.78615,1030.825866,109.045825,111.756619,334.424644,12763.22811,46505.85743,46856.03972,46703.88595,46893.73218,12487.73931,993.92668,132.741344,112.197556,346.284114,12010.97352,46640.07841,47014.39919,46822.25458,46959.26986,13686.00815,1010.994908,117.577393,102.337067,328.461303,12627.00917
S1156_MG_067_A,4.355,2.416,13.574,0.604,0,0,0.302,2.385,3.02,1.321,1.661,2.936,13.049,0.302,0,0,0,2.114,4.53,2.971,4.024,2.999,11.749,0,0,0.302,0,2.844,3.245,3.02,16.802,25.237,24.442,24.155,4.74,0,0.302,0.109,0,6.642,28.98,25.653,18.334,25.345,6.191,0,0,0,0,6.04,17.8,26.611,18.727,19.513,8.734,0.302,0,0,0.302,3.889
S1157_MG_068_A,1.208,0.755,3.322,0,0,0,0.604,0.906,1.057,0.302,1.356,0.302,4.983,0,0,0,0,1.208,0.604,0.302,1.146,0.906,1.946,0.302,0,0,0.302,0.604,0.906,2.202,3.748,4.681,6.762,6.191,1.51,0,0,0,0,1.51,3.734,7.824,5.661,7.372,1.057,0,0,0,0,1.208,7.629,5.587,3.864,4.928,0.906,0,0,0.302,0,0.906
S1158_MG_069_A,23.654858,19.69332,119.462551,1.986842,0.305668,1.834008,2.263158,24.832996,23.661943,23.807692,26.497976,27.406883,104.962551,1.222672,0,1.94332,5.313765,22.12753,22.146761,22.962551,24.22166,20.522267,107.093117,1.681174,0,0.611336,3.973684,24.990891,25.098178,19.34919,189.563765,185.355263,186.862348,185.718623,53.438259,3.668016,0,0.458502,1.035425,49.323887,173.974696,187.92004,183.659919,182.981781,50.388664,2.549595,0.305668,0.458502,1.52834,51.33502,176.834008,181.254049,187.169028,188.828947,51.019231,2.288462,1.52834,0.917004,1.222672,46.793522
S1159_MG_070_A,0,0,0.604,0,0,0,0,0,0,0,0.302,0.906,0,0,0,0,0,0,0.302,0.604,0.45,0.604,1.057,0,0,0,0,0.302,0.302,0,1.656,2.265,1.208,0.906,0,0,0,0,0.302,0,0.906,1.812,1.208,0.906,0.604,0,0.151,0,0,0.302,2.216,1.171,1.812,1.046,0.302,0,0,0,0,0
S1160_MG_071_A,4.761,5.134,26.523,0,0,0,0.906,4.653,6.899,7.299,4.795,8.276,22.596,0.302,0,0,0.302,7.025,6.342,4.807,6.895,5.86,29.545,0.302,0,0,1.208,6.601,7.181,6.022,45.013,50.573,49.404,42.909,13.5,0.755,0.302,0.906,0.302,11.642,48.961,46.391,49.007,48.692,10.497,1.636,0,0,0.604,13.632,39.456,55.422,46.27,46.803,13.066,1.208,0,0,0.754,9.609
S1161_MG_072_A,205.932798,194.555667,883.55667,9.491474,1.817452,7.535607,34.716148,202.591775,207.548646,206.577733,206.67001,203.60682,888.301906,10.118355,1.211635,5.377131,29.714142,195.625878,200.282849,190.934804,194.620863,203.325978,859.396189,9.567703,1.514544,6.49348,32.889669,203.244734,195.698094,201.721163,1422.281846,1484.51655,1397.705115,1494.826479,424.410231,34.859579,3.786359,4.971916,11.440321,425.345035,1472.28987,1459.589769,1444.37011,1460.689067,404.381143,29.341023,3.105316,2.559679,10.83651,379.435306,1473.025075,1454.321966,1472.898696,1448.759278,419.704112,32.028084,1.632899,4.084253,9.994985,404.003009
S1162_MG_073_A,97.443,104.896,417.662,4.028,0.302,3.44,15.743,99.083,104.196,98.68,108.834,106.3,420.605,6.167,1.812,3.02,17.423,83.691,103.06,107.489,107.2,102.745,451.605,5.102,0.537,3.473,13.537,95.009,102.669,94.774,723.539,763.978,732.608,744.76,223.442,13.579,1.33,1.339,4.915,200.963,717.492,733.74,739.159,726.504,196.258,15.49,0.604,1.812,5.252,187.916,721.934,737.437,738.553,735.983,212.772,16.59,2.416,1.208,4.799,203.596
S1163_MG_074_A,2575.903951,2585.817629,10903.94407,125.940426,33.229179,101.523404,390.305167,2481.356839,2591.508815,2559.748328,2601.973252,2552.772036,10967.83222,140.076596,32.862006,91.242553,395.445593,2482.825532,2576.087538,2561.033435,2598.30152,2567.82614,10929.42796,137.322796,30.108207,99.320365,387.708815,2444.27234,2562.134954,2591.325228,18280.61216,18527.7459,18548.12401,18435.769,5424.250456,391.900912,46.26383,44.978723,136.58845,5059.831003,18380.14225,18445.86626,18442.26869,18499.84073,4991.169605,395.629179,47.181763,51.404255,125.022492,4738.003647,18286.88024,18418.87903,18405.77872,18591.26687,5394.325836,399.117325,51.404255,50.119149,130.162918,4950.59696
S1164_MG_075_A,0.166117,0,0.664466,0,0,0,0,0.166117,0.166117,0.166117,0.166117,0,0.166117,0,0,0,0,0,0.49835,0.49835,0,0,0.9967,0,0.166117,0,0,0.49835,0.49835,0.166117,0.9967,1.162816,0.49835,0.9967,0.332233,0,0,0,0,0.332233,1.661166,0.830583,1.162816,0.9967,0.9967,0,0,0,0,0.166117,1.49505,1.827283,1.162816,2.159516,0.49835,0,0,0,0,0.49835
S1165_MG_076_A,2.152412,2.317982,10.596491,0.496711,0,0.16557,0.33114,1.324561,3.476974,3.145833,2.814693,2.317982,13.742325,0.16557,0,0.16557,0.33114,2.317982,1.821272,4.470395,2.483553,3.642544,11.424342,0,0,0,0.827851,2.483553,3.311404,2.980263,19.04057,18.212719,20.199561,18.378289,6.291667,0.16557,0.16557,0,0,4.139254,22.351974,20.033991,22.351974,20.696272,5.629386,0.662281,0,0.16557,0.496711,4.967105,21.192982,21.192982,18.70943,19.20614,4.967105,0,0,0.16557,0,3.642544
S1166_MG_077_A,426.956063,407.966608,1749.877856,21.099297,6.103691,19.133568,64.040422,391.582601,406.252197,404.398946,395.982425,400.472759,1746.034271,19.265378,5.225835,15.966608,59.833919,403.674868,415.996485,415.06239,413.811951,420.696837,1747.01406,19.720562,5.512302,16.328647,63.101933,382.008787,418.775923,398.768014,2924.637083,2942.149385,2963.213533,2941.033392,852.72232,70.156415,7.427944,9.317223,19.723199,838.835677,2989.659051,2952.163445,3004.381371,2959.891037,802.680141,60.769772,7.810193,6.188049,23.560633,740.563269,2871.665202,2961.838313,2946.543937,2961.619508,882.465729,60.359402,8.485062,8.42355,21.032513,799.276801
S1167_MG_078_A,40.979351,37.772271,175.498525,1.959882,0.178171,0.890855,6.948673,43.295575,44.542773,36.168732,38.484956,44.00826,171.40059,1.959882,0,1.60354,4.988791,40.623009,42.939233,37.5941,42.582891,42.939233,187.79233,1.781711,0.356342,1.781711,7.126844,36.346903,40.444838,38.663127,291.666077,317.144543,295.229499,292.022419,100.488496,6.235988,0.712684,0.356342,1.781711,82.315044,289.706195,298.436578,290.850147,294.160472,80.176991,5.523304,1.247198,0.534513,3.385251,75.544543,282.757522,297.367552,291.844248,287.389971,90.510914,6.948673,0.890855,0.178171,3.028909,85.343953
S1168_MG_079_A,13.300518,13.456995,52.419689,0.625907,0,0.782383,1.564767,11.892228,12.205181,11.735751,10.170984,11.422798,51.324352,0.46943,0.156477,0.312953,1.721244,10.170984,12.048705,11.735751,14.865285,13.769948,46.943005,0.156477,0.156477,0.312953,2.190674,10.483938,14.865285,13.456995,79.490155,82.306736,82.932642,87.157513,23.158549,1.721244,0,0.312953,0.625907,22.063212,81.680829,86.218653,78.394819,86.37513,25.036269,2.34715,0.156477,0.156477,0.93886,23.784456,84.653886,78.394819,89.19171,84.966839,23.315026,1.40829,0.156477,0.156477,0.93886,23.471503
