"pdf","pagenum","storet_code","state","name","county","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","retention_time_units","alkalinity","conductivity","secchi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading","lat","long","chl"
474,82,"27B0","MINNESOTA","WHITE BEAR LAKE","RAMSEY WASHINGTON","NATURAL",NA,10.76,6.9,NA,NA,"years",111,255,3.5,0.014,0.008,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.065278,-92.974444,5.2
474,83,"27B1","MINNESOTA","WAGONGA LAKE","KANDIYOHI","NATURAL",66.04,6.54,1.3,0.2,1.4,"years",220,800,0.3,1,0.71,0.48,NA,24499,NA,NA,1646,26145,87642,NA,NA,17193,104834,11197,57,4,34839,67,16,45.061111,-94.9625,NA
474,84,"27B2","MINNESOTA","GREEN LAKE","KANDIYOHI","NATURAL",357.42,21.88,6.4,1.2,3.7,"years",173,340,2.8,0.015,0.009,0.14,NA,844,NA,195,998,2036,4390,NA,7320,73574,85283,662,67,0.09,38912,54,3.9,45.2625,-94.928333,4.9
474,85,"27B3","MINNESOTA","NEST LAKE","KANDIYOHI","NATURAL",318.57,3.82,4.6,1.1,190,"days",190,348,1.4,0.04,0.022,0.1,NA,1751,NA,NA,1283,3034,4730,NA,NA,58041,62771,1329,56,0.79,52821,16,16.4,45.26,-94.959722,21.4
474,86,"27B4","MINNESOTA","LAKE DARLING","DOUGLAS","NATURAL",453.25,3.86,6.2,0.9,318,"days",202,400,2.6,0.017,0.009,0.19,NA,NA,NA,NA,730,730,NA,NA,NA,35288,35288,526,28,0.19,32925,7,9.1,45.746667,-95.402778,11.8
474,87,"27B5","MINNESOTA","LAKE LE HOMME DIEU","DOUGLAS","NATURAL",109.56,7.06,6.4,0.2,7.9,"years",167,305,2.3,0.019,0.01,0.175,NA,340,NA,104,336,780,1265,NA,3955,16077,21297,168,78,0.11,8100,62,3,45.927778,-95.365278,12.4
474,88,"27B6","MINNESOTA","LAKE CALHOUN","HENNEPIN","NATURAL",NA,1.68,10.6,NA,NA,"years",118,470,1.8,0.07,0.036,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.938333,-93.311667,11.5
474,89,"27B7","MINNESOTA","WALLMARK","CHICAGO","NATURAL",NA,0.47,NA,NA,NA,"years",96,313,0.3,3.66,3.58,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.383333,-92.883333,248.9
474,90,"27B8","MINNESOTA","LOST LAKE","ST LOUIS","NATURAL",NA,0.31,3,NA,NA,"years",90,230,0.8,0.346,0.168,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4625,-92.4375,143.5
474,91,"27B9","MINNESOTA","LAKE CARLOS","DOUGLAS","NATURAL",606.06,10.2,13.1,1.1,3.7,"years",90,230,2.8,0.346,0.168,0.3,NA,68,NA,426,912,1406,431,NA,13787,53746,67964,617,56,0.14,37764,44,6.7,45.935,-95.376389,4.6
474,92,"27C0","MINNESOTA","LAKE ANDROSIA","BELTRAMI","NATURAL",1895.88,6.11,7.9,11.9,47,"days",139,265,1.4,0.025,0.01,0.14,NA,11864,NA,36,12649,24549,47624,NA,1351,312272,361247,15546,37,4.02,319011,12,59.1,47.466667,-94.65,13
474,93,"27C1","MINNESOTA","LAKE BEMIDJI","BELTRAMI","NATURAL",1631.7,25.98,9.8,10.9,268,"days",157,300,2.2,0.036,0.021,0.09,NA,NA,NA,86,11388,11474,NA,NA,3311,344680,347991,7388,36,0.44,260993,25,13.4,47.477778,-94.861667,9.5
474,94,"27C2","MINNESOTA","MUD LAKE","ITASCA","NATURAL",3.11,0.23,1.3,0,243,"days",117,315,0.2,0.408,0.251,0.815,NA,1111,NA,NA,14,1125,2807,NA,NA,662,3469,59,95,4.96,680,80,15.3,47.316111,-93.286111,87.4
474,95,"2702","MINNESOTA","ALBERT LEA LAKE","FREEBORN","NATURAL",381.77,9.93,1.1,1.7,73,"days",184,680,0.2,0.958,0.685,0.84,NA,52254,395,14,9927,62590,178268,2639,512,425773,607193,44562,29,6.3,384880,37,61.2,43.645,-93.3475,381.2
474,96,"2704","MINNESOTA","BADGER LAKE","POLK","NATURAL",88.53,1.43,1.2,0.2,108,"days",160,460,2,0.022,0.013,0.13,NA,649,NA,NA,259,907,1941,NA,NA,13202,15143,948,NA,0.63,15098,0,10.6,47.681944,-96.007778,2.1
474,97,"2705","MINNESOTA","BARTLETT LAKE","KOOCHICHING","NATURAL",8.81,1.23,2.6,0.1,1.9,"years",113,248,0.5,0.136,0.028,0.355,NA,399,NA,NA,59,458,1193,NA,NA,2971,4163,195,57,0.37,3383,19,3.4,47.879167,-94.266667,49.5
474,98,"2706","MINNESOTA","BEAR LAKE","FREEBORN","NATURAL",NA,5.56,0.7,NA,NA,"years",121,420,0.7,0.176,0.048,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.551667,-93.501667,61.2
474,99,"2708","MINNESOTA","BIG LAKE","STEARNS","NATURAL",NA,1.63,3.6,NA,NA,"years",164,343,1.8,0.022,0.012,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.418611,-94.572222,12.9
475,100,"1762","ILLINOIS","RACCOON LAKE","MARION","IMPOUNDMENT",125.9,3.93,1.2,0.8,72,"days",61,270,0.4,0.106,0.02,0.31,1.29,85,NA,30,4465,4580,305,NA,1110,75405,76820,3270,29,1.17,43970,43,19.5,38.544444,-89.104167,19.2
475,101,"1735","ILLINOIS","REND LAKE","FRANKLIN JEFFERSON","IMPOUNDMENT",1300.2,76.49,4.7,9.2,1.2,"years",70,290,0.7,0.071,0.012,0.21,1.2,15130,NA,NA,59360,74490,23845,NA,NA,731505,755350,37545,50,0.97,433690,43,9.9,38.043056,-88.951389,23.5
475,102,"1753","ILLINOIS","SANGCHRIS LAKE","CHRISTIAN","IMPOUNDMENT",188.8,10.93,4,1.2,1.2,"years",91,397,0.6,0.05,0.009,1.97,2.74,270,NA,5,3915,4190,1105,NA,185,250975,252265,2590,38,0.38,129190,49,23.1,39.644444,-89.480556,19.3
475,103,"1739","ILLINOIS","SHELBYVILLE RESERVOIR","SHELBY MOULTRIE","IMPOUNDMENT",2729.9,44.52,5,19.6,131,"days",166,424,1,0.062,0.019,3.29,4.16,37115,1380,15,145010,183520,108350,6630,640,3709835,3825455,63255,66,4.12,2982440,22,85.9,39.408333,-88.775,17.2
475,104,"1758","ILLINOIS","SLOCUM LAKE","LAKE","NATURAL",22.6,0.87,1.2,0.1,121,"days",214,650,0.3,0.865,0.362,0.2,6.04,5135,NA,15,4580,9730,17810,NA,480,9345,27635,3915,60,11.18,18585,33,31.8,42.259444,-88.188889,221.1
475,105,"1742","ILLINOIS","LAKE SPRINGFIELD","SANGAHON","IMPOUNDMENT",681.2,17.13,4,4.5,176,"days",126,364,0.4,0.108,0.059,3.265,4.02,8070,NA,NA,21080,29150,23190,NA,NA,1071745,1094935,21720,25,1.7,718340,34,63.9,39.687222,-89.649444,13
475,106,"1751","ILLINOIS","LAKE STOREY","KNOX","IMPOUNDMENT",18.2,0.53,4.6,0.1,282,"days",170,410,1,0.072,0.021,2.51,3.01,630,NA,NA,525,1155,1885,NA,NA,21190,23075,355,69,2.18,16620,28,43.5,40.988889,-90.408333,17.2
475,107,"1764","ILLINOIS","LAKE VANDALIA","FAYETTE","IMPOUNDMENT",62.9,2.67,16.2,0.4,3.4,"years",64,174,0.6,0.116,0.023,0.48,1.505,90,NA,5,2475,2570,270,NA,265,28960,29495,2260,12,0.96,27555,7,11,39.009722,-89.120833,11.3
475,108,"1748","ILLINOIS","LAKE VERMILION","VERMILION","IMPOUNDMENT",774.4,2.83,1.4,5.1,9,"days",219,530,0.5,0.109,0.05,4.695,6.12,8805,NA,195,19880,28880,25510,NA,7245,1065350,1098105,19430,33,10.2,1020830,7,388,40.156667,-87.650833,31.1
475,109,"1761","ILLINOIS","LAKE WEE-MA-TUK","FULTON","IMPOUNDMENT",49.5,2.38,1.8,0.3,165,"days",148,881,0.9,0.069,0.031,1.77,2.635,135,NA,NA,1305,1440,410,NA,NA,58045,58455,670,53,0.61,38190,35,24.6,40.532222,-90.170556,8
475,11,"0101","ALABAMA","BANKHEAD LAKE","","IMPOUNDMENT",10334.1,37.23,3.1,179.8,7,"days",25,150,1.2,0.029,0.007,0.77,1.18,458830,NA,20,192450,651300,1078010,NA,800,5518865,6597675,218870,66,17.49,9588085,NA,177.2,33.263889,-87.351389,4
475,110,"1750","ILLINOIS","WONDER LAKE","HCHENRY","IMPOUNDMENT",252,2.95,2.5,1.6,54,"days",250,560,0.4,0.426,0.132,0.89,2.98,25985,NA,545,10010,36540,50435,NA,20490,173750,244675,15980,56,12.39,144795,41,82.9,42.4,-88.344444,98.5
475,111,"1851","INDIANA","BASS LAKE","STARKE","NATURAL",13.4,5.69,1.8,0.1,3.2,"years",89,216,0.7,0.04,0.012,0.25,1.96,NA,NA,115,370,485,NA,NA,4240,14640,18880,245,49,0.09,10725,43,3.3,41.216667,-86.601389,NA
475,112,"1805","INDIANA","CATARACT LAKE","OWEN, PUTNAM","IMPOUNDMENT",762,5.66,6.1,7.97,50,"days",139,350,0.8,0.058,0.013,1.66,2.455,635,NA,10,31360,32005,2390,NA,425,1033255,1036070,18190,43,5.65,766615,26,183.1,39.453611,-86.843333,10.7
475,113,"1852","INDIANA","CROOKED LAKE","STEUBEN","NATURAL",30.8,3.25,6.1,0.24,2.6,"years",131,648,2.3,0.019,0.005,0.12,1.055,NA,NA,50,720,770,NA,NA,3575,17525,21100,165,79,0.24,9755,54,6.5,41.673056,-85.041111,5.6
475,114,"1845","INDIANA","DALLAS LAKE","LAGRANGE","NATURAL",103.1,1.14,10.8,1,148,"days",197,394,2.2,0.029,0.014,0.83,1.485,285,NA,10,1445,1740,1700,NA,640,69420,71760,1630,6,1.53,48390,33,62.9,41.548056,-85.416667,10.1
475,115,"1811","INDIANA","GEIST RESERVOIR","HAMILTON, MARION","IMPOUNDMENT",559.2,7.28,3.6,5.22,58,"days",184,458,0.7,0.074,0.009,1.08,2.19,6195,620,55,14075,20945,18165,NA,4190,643225,665580,12625,40,2.88,681175,NA,91.4,39.933056,-85.938056,NA
475,116,"1857","INDIANA","HAMILTON LAKE","STEUBEN","NATURAL",42.8,3.25,6.3,0.36,1.8,"years",156,343,2.2,0.033,0.018,0.72,1.28,NA,NA,55,975,1030,NA,NA,3955,35105,39060,540,48,0.32,18455,53,12,41.540278,-84.918333,17.4
475,117,"1849","INDIANA","HOVEY LAKE","POSEY","NATURAL",NA,0.98,1.2,NA,NA,"years",77,300,0.3,0.062,0.024,1.05,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.820833,-87.954444,NA
475,118,"1817","INDIANA","JAMES LAKE","KOSCIUSKO","NATURAL",144.8,1.14,8.2,1.36,80,"days",200,388,1.7,0.024,0.008,1.03,1.74,NA,NA,5,1480,1485,NA,NA,250,101135,101385,1535,NA,1.3,97490,4,88.9,41.317222,-85.726667,11.5
475,119,"1853","INDIANA","JAMES LAKE","STEUBEN","NATURAL",123.8,4.18,7.3,1.13,312,"days",182,389,3.7,0.016,0.005,0.19,0.83,NA,NA,85,1335,1420,NA,NA,6195,49995,56190,590,58,0.34,30490,46,13.4,41.692778,-85.024444,4.9
475,12,"0105","ALABAMA","HOLT LOCK AND DAM","TUSCALOOSA","IMPOUNDMENT",10960.9,13.36,7.9,191.1,6,"days",20,162,1.3,0.018,0.006,0.835,1.04,NA,NA,10,226360,226370,NA,NA,105,9953865,9953970,149105,34,16.94,9491100,5,745.1,33.2125,-87.580556,2.2
475,120,"1854","INDIANA","LONG LAKE","STEUBEN","NATURAL",176.1,0.37,5.1,1.7,13,"days",250,613,1.5,0.204,0.15,1.92,3.26,2560,NA,10,8360,10930,8915,NA,790,211080,220785,7290,33,29.54,199130,10,596.7,41.5825,-85.031944,16.1
475,121,"1856","INDIANA","MARSH LAKE","STEUBEN","NATURAL",38.6,0.23,6.1,0.36,45,"days",270,557,1.2,0.093,0.055,0.27,1.19,1120,NA,NA,280,1400,4380,NA,NA,14870,19250,1310,6,6.09,19705,NA,83.7,41.72,-84.9025,34.5
475,122,"1843","INDIANA","LAKE MAXINKUCKEE","MARSHALL","NATURAL",35.5,7.54,7.3,0.3,6.7,"years",146,356,2.5,0.02,0.003,0.22,0.72,NA,NA,40,1115,1155,NA,NA,3105,39160,42265,195,83,0.15,8650,80,5.6,41.214167,-86.411667,5.5
475,123,"1827","INDIANA","MISSISSINEWA RESERVOIR","GRANT, MIAMI, WABASH","IMPOUNDMENT",2091.2,12.75,7.2,20.91,51,"days",167,474,0.7,0.107,0.029,2.4,2.97,46785,4155,20,111505,162465,360155,27170,1190,2879415,3267930,81570,50,12.74,2402895,26,256.3,40.670833,-85.802778,15.8
475,124,"1828","INDIANA","MONROE RESERVOIR","BRORN MONROE","IMPOUNDMENT",1119.7,43.5,5.3,10.96,242,"days",31,131,1.6,0.025,0.007,0.325,0.68,2470,NA,20,9500,11990,9420,NA,1440,380220,391080,6695,44,0.28,386755,1,9,39.008611,-86.515833,6.9
475,125,"1829","INDIANA","MORSE RESERVOIR","HAMILTON","IMPOUNDMENT",555.3,5.57,4.7,5.4,56,"days",175,400,0.7,0.084,0.009,3.325,4.855,11600,NA,5,24690,36295,26670,NA,225,852045,878940,17260,52,6.52,786085,11,157.8,40.073611,-86.05,NA
475,126,"1846","INDIANA","OLIN LAKE","LAGRANGE","NATURAL",15,0.42,11.7,0.14,1.1,"years",190,403,2.5,0.012,0.003,1.46,1.775,NA,NA,NA,340,340,NA,NA,NA,14550,14550,70,79,0.81,9000,38,34.6,41.563611,-85.396111,4.9
475,127,"1847","INDIANA","OLIVER LAKE","LAGRANGE","NATURAL",28.7,1.5,12.2,0.25,2.3,"years",181,355,2.7,0.009,0.004,0.92,1.235,NA,NA,15,225,240,NA,NA,1095,22405,23500,110,54,0.16,13155,44,15.7,41.571389,-85.404167,3.8
475,128,"1855","INDIANA","PIGEON LAME","STEUBEN","NATURAL",82.9,0.25,4.6,0.76,17,"days",258,570,1.5,0.058,0.015,1.945,3.6,NA,NA,NA,2080,2080,NA,NA,NA,105980,105980,1660,20,8.32,92695,13,423.9,41.638611,-84.941667,11.9
475,129,"1848","INDIANA","SYLYAN LAKE","NOBLE","IMPOUNDMENT",87.5,2.55,4.3,0.8,159,"days",161,542,0.8,0.17,0.017,0.13,2.35,1325,NA,100,1800,3225,11975,NA,7600,94205,113780,3410,NA,1.26,67245,41,44.6,41.486389,-85.355556,47.5
475,13,"0103","ALABAMA","GANTT LAKE",NA,"IMPOUNDMENT",1675.7,11.2,1.4,24.2,7,"days",22,64,0.9,0.029,0.008,0.3,0.57,NA,NA,20,29955,29975,NA,NA,745,722105,722850,32250,NA,2.68,765985,NA,64.5,31.45,-86.438889,2.1
475,130,"1844","INDIANA","LAKE TIPPECANOE","KOSCIUSKO","NATURAL",292.7,3.11,11.3,2.74,148,"days",171,412,2.8,0.019,0.005,0.195,1.03,NA,NA,50,3365,3415,NA,NA,3805,208515,212320,2410,29,1.1,171350,19,68.3,41.329444,-85.779722,6
475,131,"1850","INDIANA","VERSAILLES LAKE","RIPLEY","NATURAL",436.7,0.93,NA,4.12,NA,"years",128,315,0.5,0.139,0.019,1.09,1.91,17720,NA,NA,23590,41310,14880,NA,175,321170,336225,28700,31,44.42,353070,NA,361.5,39.081111,-85.234722,25.1
475,132,"1836","INDIANA","WAWASEE LAKE","KOSCIUSKO","NATURAL",94.2,12.38,6.7,0.8,3.5,"years",126,330,3.4,0.012,0.003,0.21,1.01,125,NA,135,1110,1370,745,NA,10105,97145,107995,550,60,0.11,41360,62,8.7,41.392778,-85.679167,5
475,133,"1837","INDIANA","WEBSTER LAKE","KOSCIUSKO","NATURAL",126.7,2.37,2.1,1.2,49,"days",196,412,1.8,0.025,0.005,0.79,1.59,240,NA,40,2195,2475,1445,NA,3145,119115,123705,1250,49,1.04,94115,24,52.2,41.328611,-85.674444,NA
475,134,"1841","INDIANA","WESTLER LAKE","LAGRANGE","NATURAL",97.9,0.36,6.1,0.9,27,"days",206,455,1.8,0.035,0.013,0.86,1.7,NA,NA,20,1560,1580,NA,NA,1490,55645,57135,1400,11,4.39,66625,NA,158.7,41.538889,-85.396667,NA
475,135,"1839","INDIANA","WHITEWATER LAKE","UNION","IMPOUNDMENT",49.8,0.81,4.6,0.46,94,"days",156,400,0.8,0.084,0.012,1.62,3.025,625,NA,5,2025,2655,3465,NA,35,68645,72145,960,64,3.28,54900,24,89.1,39.605278,-84.971389,33.1
475,136,"1840","INDIANA","WINONA LAKE","KOSCIUSKO","NATURAL",83.1,2.27,9.1,0.8,319,"days",184,461,1.4,0.035,0.011,1.25,2.02,NA,NA,15,1790,1805,NA,NA,1280,88965,90245,945,48,0.8,69525,23,39.8,41.2175,-85.8275,NA
475,137,"1842","INDIANA","WITMER LAKE","LAGRANGE","NATURAL",93.5,0.83,10.4,0.9,115,"days",216,399,1.5,0.035,0.011,0.9,1.81,190,NA,15,2065,2270,760,NA,1170,64180,66110,1530,33,2.73,53730,19,79.7,41.534167,-85.384722,11.9
475,138,"2105","KENTUCKY","BARREN RIVER RESERVOIR","ALLEN BARREN","IMPOUNDMENT",2434.6,40.47,5.8,33.42,80,"days",83,195,1.2,0.027,0.006,0.46,0.89,26920,NA,20,50150,77090,67295,NA,695,1691715,1759705,50720,34,1.9,1472500,16,43.5,36.891111,-86.121389,8.2
475,139,"2101","KENTUCKY","CUMBERLAND LAKE",NA,"IMPOUNDMENT",14993.5,203.36,24.2,252.84,226,"days",37,130,1.7,0.016,0.007,0.33,0.55,19230,NA,20,378520,397770,36675,NA,780,10007040,10044495,243735,39,1.96,7234410,28,49.4,36.865278,-85.145833,NA
475,14,"0104","ALABAMA","GUNTERSVILLE RESERVOIR","","IMPOUNDMENT",63325.5,274.99,4.6,1097.7,13,"days",53,150,1,0.044,0.014,0.48,0.71,53115,660,75,1794225,1848075,152320,2210,2880,35129790,35287200,1709205,8,6.72,33965895,4,128.3,34.423333,-86.383056,8.6
475,141,"2102","KENTUCKY","DALE HOLLOW RESERVOIR","CLINTON CUMBERLAND KY CLAY OVERTON PICKETT TN","IMPOUNDMENT",2424.2,108.62,14.4,42.63,1.2,"years",63,180,4.3,0.01,0.005,0.27,0.49,13940,NA,10,24245,38195,25115,NA,310,1281350,1306775,13085,66,0.35,2585010,NA,12,36.539722,-85.446944,3.6
475,142,"2103","KENTUCKY","HERRINGTON LAKE","DOYLE GARRARD MERCER","IMPOUNDMENT",1137,11.9,23.9,16.78,196,"days",102,242,1.5,0.079,0.047,0.55,1.06,29310,NA,155,80470,109935,61580,NA,5745,1096395,1163720,51955,53,9.24,1565170,NA,97.8,37.781389,-84.709444,14.9
475,143,"2104","KENTUCKY","KENTUCKY LAKE","CALLOMAY TRIGG ET AL KY1 HARDIN DECATUR ET AL TN","IMPOUNDMENT",104117.9,648.71,5.2,1793.4,22,"days",57,144,1,0.081,0.03,0.395,0.68,39835,NA,300,4557195,4597330,101275,NA,11255,73212280,73324810,5228730,NA,7.09,71210420,3,113,37,-88.258889,8.1
475,145,"2402","MARYLAND","DEEP CREEK LAKE","GARRETT","IMPOUNDMENT",167.6,15.78,8.1,3.6,1.1,NA,10,56,3,0.011,0.005,0.45,0.625,NA,NA,255,2580,2835,NA,NA,9590,123545,133135,890,69,0.18,68105,49,8.4,39.510556,-79.389444,6.1
475,146,"2409","MARYLAND","JOHNSON POND","WICOMICO","IMPOUNDMENT",96.1,0.42,2.1,1.9,5,NA,12,85,1.1,0.098,0.04,0.95,1.7,1630,915,5,6190,8740,4340,3105,10,137525,144980,7385,16,20.81,161405,NA,345.2,38.377222,-75.601389,26.2
475,147,"2403","MARYLAND","LIBERTY RESERVOIR","CARROLL, BALTIMORE","IMPOUNDMENT",424.8,12.59,13,4.9,413,"days",26,104,2.5,0.018,0.006,1.76,2.2,145,35,5,4510,4695,370,17695,10,407305,425380,2215,53,0.37,232840,45,33.8,39.380556,-76.893333,6.3
475,148,"2408","MARYLAND","LOCH RAVEN RESERVOIR","BALTIMORE","IMPOUNDMENT",791.6,7.67,15.2,9,146,"days",41,136,1.8,0.023,0.007,1.44,1.8,3155,30,NA,7935,11120,4300,370,NA,621175,625845,7775,30,1.45,436650,30,81.6,39.431944,-76.543611,7.1
475,149,"2801","MISSISSIPPI","ARKABUTLA RESERVOIR","DESOTO TATE","IMPOUNDMENT",2590,48.04,9.1,46.8,108,"days",19,59,0.4,0.198,0.025,0.44,1.04,16060,NA,25,115610,131695,25510,NA,1010,1096580,1123100,332675,NA,2.74,1436165,NA,23.4,34.729444,-90.082222,6.5
475,150,"2802","MISSISSIPPI","ENID LAKE","YALOBUSHA","IMPOUNDMENT",1450.4,52.49,15.5,22,1.1,"years",16,45,0.9,0.062,0.009,0.24,0.64,9635,NA,15,199145,208795,28910,NA,625,1228290,1257825,45100,78,3.98,589125,53,24,34.147778,-89.789444,6.6
475,151,"2806","MISSISSIPPI","GRENADA LAKE","CALMOUN GRENADA YALODUSMA","IMPOUNDMENT",3418.8,98.38,16.5,52,1.1,"years",17,57,0.6,0.051,0.01,0.305,0.735,4830,NA,10,149350,154190,14040,NA,285,1583405,1597730,139520,10,1.57,1319175,17,16.2,33.809722,-89.751667,6
475,152,"2804","MISSISSIPPI","ROSS BARNETT RESERVOIR","JACKSONOHADISONQ RANKIN","IMPOUNDMENT",7770,121.41,3.7,106,49,"days",16,62,0.9,0.045,0.008,0.14,0.87,7000,NA,15,425200,432215,28290,NA,640,3369160,3398090,194310,55,3.56,2649010,22,28,32.392222,-90.018333,10
475,153,"2805","MISSISSIPPI","SARDIS LAKE","LAFAYETTE PANOLA","IMPOUNDMENT",4001.5,125.45,16.5,62.7,1.1,"years",21,61,1.3,0.041,0.009,0.19,0.57,4535,NA,NA,135540,140075,13605,NA,NA,1772155,1785760,115755,17,1.12,2243215,NA,14.2,34.408333,-89.793056,6.4
475,154,"3402","NEW JERSEY","BUDD LAKE","MORRIS","NATURAL",12.1,1.52,1.8,0.22,144,"days",22,121,0.7,0.082,0.012,0.205,1.64,NA,NA,5,440,445,NA,NA,215,16830,17045,375,16,0.29,8200,52,11.2,40.870278,-74.743056,NA
475,155,"3412","NEW JERSEY","DUHERNAL LAKE","MIDDLESEx","IMPOUNDMENT",245,0.38,1.4,4,2,"days",10,135,0.8,0.082,0.01,1.42,1.82,19590,NA,NA,3280,22870,75000,NA,10,184695,259705,8100,65,60.18,251560,3,683.4,40.405,-74.369444,6.8
475,156,"3413","NEW JERSEY","FARRINGTON LAKE","MIDDLESEX","IMPOUNDMENT",89.1,1.17,1.8,0.98,25,"days",10,100,1,0.055,0.012,0.77,1.44,NA,NA,NA,1340,1340,NA,NA,65,68650,68715,1370,NA,1.15,71185,NA,58.7,40.448333,-74.454167,8.3
475,157,"3403","NEW JERSEY","GREENWOOD LAKE","PASSAIC NU ORANGEo NY","IMPOUNDMENT",70.2,7.77,5.2,1.4,346,"days",16,94,2.2,0.021,0.007,0.1,0.55,325,NA,475,1635,2435,1525,NA,17860,43380,62765,1230,49,0.31,27000,57,8.1,41.2175,-74.300833,NA
475,158,"3417","NEW JERSEY","LAKE MUSCONETCONG","MORRIS SUSSEx","NATURAL",76.9,1.33,1.5,1.22,19,"days",31,196,1.6,0.036,0.01,0.14,0.84,NA,NA,5,805,810,NA,NA,130,37595,37725,1030,NA,0.61,30030,20,28.4,40.9075,-74.693889,11.1
475,159,"3415","NEW JERSEY","LAKE HOPATCONG","MORRIS SUSSEx","IMPOUNDMENT",66.3,10.87,5.5,0.8,623,"days",23,160,2.1,0.022,0.007,0.12,0.555,345,NA,320,625,1290,1070,NA,11980,40875,53925,710,45,0.12,31370,42,5,40.921667,-74.655,13.6
475,16,"0106","ALABAMA","LAY LAKE",NA,"IMPOUNDMENT",23387.7,48.56,10.1,343.8,14,"days",48,141,0.7,0.076,0.032,0.39,0.64,29185,NA,20,831070,860275,48805,NA,800,13881440,13931045,1051970,NA,17.72,12157280,13,286.9,33.195833,-86.479167,7.1
475,160,"3406","NEW JERSEY","ORADELL RESERVOIR","BERGEN","IMPOUNDMENT",292.7,2.64,4.1,5.2,23,"days",78,290,0.9,0.055,0.008,0.99,1.63,NA,NA,NA,13420,13420,NA,NA,NA,379185,379185,9075,32,5.08,334435,12,143.6,40.957222,-74.029444,NA
475,161,"3419","NEW JERSEY","PAULINSKILL LAKE","SUSSEx","IMPOUNDMENT",188.8,0.64,1.8,3.03,4,"days",103,365,1,0.133,0.065,0.95,1.32,5495,NA,10,6125,11630,23870,NA,415,192530,216815,9750,16,18.17,190695,12,338.8,41.053333,-74.824444,7
475,162,"3409","NEW JERSEY","PINECLIFF LAKE","PASSAIC","IMPOUNDMENT",18.8,0.57,1.8,0.37,32,"days",27,107,0.9,0.07,0.011,0.175,0.86,1065,NA,20,895,1980,2030,NA,830,10900,13760,800,60,3.47,9595,30,24.1,41.137222,-74.37,39
475,163,"3410","NEW JERSEY","POMPTON LAKES","PASSAIC","IMPOUNDMENT",414.4,0.83,1.8,8.3,2,"days",49,190,0.9,0.071,0.029,0.795,1.145,11315,NA,5,28425,39745,35560,NA,235,447190,482985,16100,59,47.89,327150,32,581.9,40.995833,-74.275833,23
475,164,"3420","NEW JERSEY","SPRUCE RUN RESERVOIR","HUNTEROON","IMPOUNDMENT",107,5.22,7.9,1.5,296,"days",31,130,1.8,0.02,0.007,0.47,0.76,40,NA,1,1415,1456,120,NA,10,80435,80565,875,40,0.28,57815,28,15.4,40.646667,-74.917222,15.3
475,165,"3422","NEW JERSEY","UNION LAKE","CUMBERLAND","IMPOUNDMENT",564.6,3.6,2.7,8.7,12,"days",10,84,0.9,0.063,0.018,1.15,1.7,5890,NA,5,5170,11065,17660,NA,140,667790,685590,12430,NA,3.07,593375,13,190.4,39.404722,-75.056389,NA
475,166,"3423","NEW JERSEY","WANAQUE RESERVOIR","PASSAIC","IMPOUNDMENT",234.1,9.35,11.3,4.7,218,"days",13,80,3.7,0.014,0.005,0.12,0.49,365,NA,NA,3380,3745,1305,NA,NA,105330,106635,3360,10,0.4,148785,NA,11.4,41.045833,-74.298056,7.1
475,167,"3701","NORTH CAROLINA","BADIN LAKE","MONTGOMERY STANLY","IMPOUNDMENT",10818.4,24.17,14.2,141.4,28,"days",21,68,0.8,0.042,0.012,0.68,0.87,1155,NA,55,401455,402665,3460,NA,2140,5241805,5247405,316515,21,16.66,5275525,NA,217.1,35.422222,-80.093056,7.2
475,168,"3702","NORTH CAROLINA","BLEWETT FALLS LAKE","ANSON RICHMOND","IMPOUNDMENT",17793.3,10.36,11.6,213.6,7,"days",22,82,0.6,0.09,0.034,0.655,0.935,22020,NA,NA,921515,943535,63485,NA,NA,8220400,8283885,517685,45,91.07,7005540,15,799.6,35.075,-79.896111,4.2
475,169,"3704","NORTH CAROLINA","FONTANA LAKE","SRAIN GRAHAM","IMPOUNDMENT",4068.9,43.18,41.3,114.8,179,"days",10,30,2.7,0.011,0.007,0.55,0.8,6245,NA,25,117905,124175,18310,NA,920,3758845,3778075,65830,47,2.88,5279760,NA,87.5,35.453611,-83.804444,3.4
