"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"epGeneralBeliefs_loudnessPreference";"epGeneralBeliefs_loudnessGenre";"epGeneralBeliefs_loudnessTooMuch";"epGeneralBeliefs_priceFoam";"epGeneralBeliefs_priceSilicon";"epGeneralBeliefs_priceCustom";"epw_Intention_plan";"epw_Intention_will";"epw_Intention_want";"epw_AttDirect_good";"epw_AttDirect_pleas";"epw_AttDirect_smart";"epw_AttDirect_healt";"epw_AttDirect_excit";"epw_NrmDirect_in1";"epw_NrmDirect_in2";"epw_NrmDirect_dn1";"epw_NrmDirect_dn2";"epw_PBCDirect_ifwanted";"epw_PBCDirect_easy";"epw_PBCDirect_control";"epw_PBCDirect_externalFactors";"epw_PBCDirect_notOnlyMe";"epw_AttExpect_hearingDamage";"epw_AttExpect_highTone";"epw_AttExpect_musicVolume";"epw_AttExpect_musicFidelity";"epw_AttExpect_loudConversation";"epw_AttExpect_musicFocus";"epw_AttExpect_musicEnjoy";"epw_AttValue_losing";"epw_AttValue_hearingDamage";"epw_AttValue_highTone";"epw_AttValue_musicVolume";"epw_AttValue_musicFidelity";"epw_AttValue_loudConversation";"epw_AttValue_musicFocus";"epw_AttValue_highTmusicEnjoyone";"epw_AttValue_comfortableFit";"epw_AttValue_priceQuality";"epw_attProduct_hearingDamage";"epw_attProduct_highTone";"epw_attProduct_loudConversation";"epw_attProduct_musicFidelity";"epw_attProduct_musicFocus";"epw_attProduct_musicVolume";"epw_NrmInjunct_partner";"epw_NrmInjunct_bestFriends";"epw_NrmInjunct_otherFriends";"epw_NrmInjunct_partyPeople";"epw_NrmInjunct_parents";"epw_NrmInjunct_siblings";"epw_NrmMTC_partner";"epw_NrmMTC_bestFriends";"epw_NrmMTC_otherFriends";"epw_NrmMTC_partyPeople";"epw_NrmMTC_parents";"epw_NrmMTC_siblings";"epw_nrmProduct_bestFriends";"epw_nrmProduct_otherFriends";"epw_nrmProduct_parents";"epw_nrmProduct_partner";"epw_nrmProduct_partyPeople";"epw_nrmProduct_siblings";"epw_PBCBeliefs_recognize";"epw_PBCBeliefs_remember";"epw_PBCBeliefs_fit";"epw_PBCBeliefs_fallOut";"epw_PBCBeliefs_intoxicated";"epw_Habit_automatic";"epw_Habit_withoutThinking";"epw_Habit_beforeRealising";"epw_Habit_withoutRemembering";"epw_Behavior_houseparty";"epw_Behavior_cafe";"epw_Behavior_disco";"epw_Behavior_band";"epw_Behavior_smallPartyInside";"epw_Behavior_bigPartyInside";"epw_Behavior_smallPartyOutside";"epw_Behavior_bigPartyOutside";"epPossession";"epw_behavior";"epw_intention";"epw_attitude";"epw_perceivedNorm";"epw_pbc";"epw_habit"
"Male";37;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";0;"Nee, ik volg op dit moment geen studie";"Ik wil deze vraag niet beantwoorden";5;6;5;2;2;4;3;3;4;7;2;3;3;3;4;7;4;4;5;4;4;6;7;6;3;3;5;4;3;3;3;2;2;2;2;2;6;6;7;5;12;6;8;10;18;6;NA;7;6;6;7;6;NA;1;1;1;1;1;7;6;7;NA;6;6;5;2;3;3;1;1;1;1;1;1;NA;3;NA;NA;3;NA;3;1;2.5;3.33333333333333;3.6;4.75;5.2;1
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"VMBO (vroeger MAVO)";7;6;2;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;5;3;1;5;5;1;1;1;2;1;4;6;7;7;7;3;1;4;3;30;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;2;3;3;6;1;2.5;NA;NA;NA;NA;NA
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;6;3;1;3;6;6;6;6;7;7;7;7;7;7;7;5;4;7;7;7;6;7;3;1;5;5;1;4;4;1;1;1;2;2;1;5;5;7;7;3;1;1;10;20;10;7;6;4;4;7;6;1;1;1;1;1;1;6;4;7;7;4;6;7;7;4;4;4;7;6;5;4;1;NA;1;NA;2;6;6;6;1;3.66666666666667;6;7;5.75;6.8;5.5
"Male";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;4;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;5;4;3;3;3;1;4;1;1;1;5;6;6;6;3;8;4;5;15;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";4;6;4;1;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;5;5;3;3;1;1;1;4;2;4;6;7;7;5;2;1;20;10;18;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ja, ik doe HBO (hogeschool)";NA;4;5;5;5;5;7;7;7;7;7;7;7;7;4;3;4;6;2;7;7;7;1;7;2;1;5;3;2;5;6;3;1;1;5;3;3;5;6;7;6;2;1;6;9;25;25;NA;6;6;6;7;6;NA;6;6;2;5;5;36;36;35;NA;12;30;6;3;3;3;3;4;4;3;2;1;3;3;NA;NA;NA;NA;2;1;2.25;7;6.4;3.75;5.8;3.25
"Female";17;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;5;6;6;4;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;3;1;3;3;1;1;2;2;1;2;5;6;6;7;1;2;2;3;15;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;NA;NA;NA;4;NA;1;2.25;NA;NA;NA;NA;NA
"Male";20;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;4;6;4;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;6;3;2;5;3;2;1;3;4;2;2;4;5;6;7;3;6;4;6;20;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Ja, ik doe HBO (hogeschool)";NA;6;6;4;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;3;1;5;6;2;2;2;2;2;4;5;7;7;6;6;4;4;6;25;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;6;NA;6;6;1;4.4;NA;NA;NA;NA;NA
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ja, ik doe HBO (hogeschool)";NA;3;5;7;7;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;7;5;1;6;7;1;1;1;1;4;1;5;6;7;7;3;2;1;20;30;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;7;NA;NA;NA;NA;7;1;5.25;NA;NA;NA;NA;NA
"Male";27;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;6;2;4;2;4;6;7;7;7;7;7;7;7;4;5;5;4;5;7;7;7;1;7;3;1;4;2;1;6;6;1;1;3;4;1;2;5;6;7;7;3;3;2;2;30;16;7;7;4;4;7;5;1;1;1;1;1;1;7;4;7;7;4;5;7;7;6;1;2;7;7;4;7;1;2;2;NA;NA;7;NA;7;1;3.8;7;6.4;4.75;5.8;6.25
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;6;6;3;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;4;1;1;7;7;1;1;1;4;4;3;6;6;7;7;2;4;3;4;42;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;7;NA;7;7;7;7;1;6.42857142857143;NA;NA;NA;NA;NA
"Female";18;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe MBO (ROC)";NA;3;6;7;5;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;4;3;4;4;1;1;1;6;3;3;7;7;7;7;1;1;9;12;28;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";0;"Nee, ik volg op dit moment geen studie";"HAVO";7;2;3;3;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;1;7;1;1;1;1;3;4;1;1;3;7;7;7;7;6;16;3;7;7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";4;6;6;1;2;4;7;7;7;7;7;7;7;3;7;7;7;7;7;7;7;1;7;1;1;5;6;1;2;2;1;1;1;3;1;2;7;7;7;7;1;1;2;6;14;15;NA;6;6;4;7;6;NA;6;6;1;6;6;36;36;42;NA;4;36;6;7;7;1;4;7;7;7;7;1;NA;6;NA;6;NA;NA;6;1;4.75;7;6.2;7;5.8;7
"Female";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;3;5;1;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;3;2;6;5;2;1;1;5;2;2;6;6;7;7;2;2;4;6;36;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;6;5;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;3;5;5;1;1;1;3;3;2;5;6;7;6;1;1;6;3;25;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;6;6;6;6;6;6;1;5.375;NA;NA;NA;NA;NA
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;4;3;2;2;5;7;6;7;7;5;7;7;3;7;7;4;7;7;7;7;1;7;3;3;4;4;4;6;4;3;2;3;4;4;3;6;7;7;7;6;9;12;16;36;16;7;7;7;5;7;7;1;4;1;1;1;2;28;7;7;7;5;14;3;6;5;2;3;5;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;6.66666666666667;5.8;6.25;5.8;3
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ja, ik doe HBO (hogeschool)";NA;5;5;4;3;4;7;7;7;7;7;7;7;7;4;6;7;5;5;7;7;7;1;7;3;3;4;3;4;5;4;1;1;1;4;1;3;4;7;7;7;3;3;12;3;20;16;NA;7;7;6;7;7;NA;1;1;1;1;1;7;7;7;NA;6;7;5;5;5;1;4;6;6;6;6;3;6;7;7;NA;NA;7;7;1;6.16666666666667;7;6.4;5.75;5.8;6
"Male";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;4;5;5;4;4;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;4;4;2;1;4;2;4;7;7;1;1;1;5;3;2;6;6;7;7;2;1;8;6;42;20;7;7;7;7;7;7;7;7;6;4;7;7;49;42;49;49;28;49;7;7;3;6;4;7;7;7;7;1;3;7;NA;NA;NA;7;7;1;5;7;6.4;7;5.8;7
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HAVO";7;5;2;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;4;4;2;2;3;1;1;1;1;1;1;7;6;6;3;2;4;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";22;"Ik wil deze vraag niet beantwoorden";NA;"Ja, ik doe HBO (hogeschool)";NA;6;6;2;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;2;4;4;4;1;1;1;2;2;4;5;5;7;7;2;1;16;4;20;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;6;NA;7;7;NA;7;1;5;NA;NA;NA;NA;NA
"Male";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";42;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;6;5;1;4;6;7;6;4;7;3;6;6;4;6;6;5;6;7;7;7;2;7;3;3;4;5;4;3;4;2;1;2;4;6;4;6;6;6;7;3;6;16;30;18;16;7;7;6;5;7;6;4;4;3;3;4;4;28;18;28;28;15;24;3;4;3;3;4;5;3;2;1;1;2;6;2;6;NA;2;2;1;3;5.66666666666667;5.2;5.75;6;2.75
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;7;3;1;5;7;6;6;5;7;5;7;7;4;6;6;6;6;7;6;6;2;6;1;1;5;5;2;4;4;1;1;1;3;2;3;5;5;7;7;1;1;6;10;20;15;NA;7;7;7;NA;NA;NA;1;1;1;NA;NA;7;7;NA;NA;7;NA;2;5;2;2;4;2;2;2;2;1;1;5;4;5;NA;5;5;1;3.71428571428571;5.66666666666667;6;6;5.4;2
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;6;NA;7;NA;7;7;1;5.16666666666667;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;7;5;1;4;7;7;7;7;7;5;7;7;3;5;7;5;5;7;7;7;1;7;1;1;5;3;1;6;3;1;1;3;2;3;6;6;7;7;7;1;3;6;9;36;10;7;7;7;7;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;7;NA;7;7;7;7;1;5.28571428571429;7;5.8;5.5;5.8;NA
NA;NA;NA;NA;NA;NA;5;6;5;3;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;4;2;4;4;3;1;1;2;2;2;6;5;5;5;2;2;4;8;24;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;2;2;2;2;1;1.57142857142857;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;5;4;4;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;7;7;7;7;1;4.42857142857143;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;7;2;4;2;2;6;7;7;7;7;7;7;7;2;7;7;4;2;7;7;7;1;7;2;2;3;1;1;3;4;1;1;1;1;1;3;7;7;7;7;2;2;3;1;21;3;7;7;7;6;7;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;7;5;7;7;7;7;1;5.25;7;6;5;5.8;NA
NA;NA;NA;NA;NA;NA;4;6;5;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;2;2;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;5;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;7;7;7;NA;NA;1;5.6;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;3;4;6;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;6;1;4;7;7;6;7;7;6;7;7;4;7;7;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;6;6;6;6;6;6;1;5.25;6.66666666666667;6.2;6.5;NA;NA
NA;NA;NA;NA;NA;NA;4;5;5;3;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;7;1;2;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;7;6;4;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;5;4;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;3;NA;NA;1;1.66666666666667;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;4;2;4;6;7;7;7;6;4;5;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;6;NA;NA;6;NA;NA;1;4.33333333333333;7;4.6;NA;NA;NA
NA;NA;NA;NA;NA;NA;6;6;4;6;3;7;5;5;4;6;3;7;7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4.66666666666667;5.4;NA;NA;NA
NA;NA;NA;NA;NA;NA;4;6;4;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;5;6;3;2;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
