X_WGS84;Y_WGS84;Faidherbia albida;Balanites aegyptiaca;Anogeissus leiocarpus
-16,42613;14,54232;0;1;0
-16,42604;14,5421;0;1;0
-16,42592;14,54198;0;0;0
-16,42639;14,54228;1;0;0
-16,42666;14,54251;1;0;0
-16,4269;14,54267;1;0;0
-16,42739;14,54281;1;0;0
-16,42754;14,54288;1;0;0
-16,42715;14,54293;1;0;0
-16,42721;14,54306;0;0;1
-16,42688;14,54319;1;0;0
-16,43134;14,53529;0;0;0
-16,43118;14,53568;0;0;0
-16,43124;14,53573;0;0;0
-16,431;14,5348;1;0;0
-16,38954;14,53929;0;0;0
-16,38949;14,53928;0;0;0
-16,38948;14,53936;0;1;0
-16,38941;14,53927;0;0;0
-16,38941;14,53965;0;1;0
-16,38904;14,53965;0;1;0
-16,38893;14,53932;1;0;0
-16,38922;14,53951;0;0;0
-16,38925;14,53912;0;0;0
-16,38918;14,53908;0;0;0
-16,38964;14,53944;0;0;0
-16,38974;14,5393;0;0;0
-16,38985;14,53934;1;0;0
-16,39004;14,53957;1;0;0
-16,38971;14,53862;0;0;0
-16,39073;14,53812;1;0;0
-16,39095;14,53847;1;0;0
-16,39122;14,53923;1;0;0
-16,38989;14,53918;0;0;0
-16,38976;14,53921;0;0;0
-16,38983;14,53917;0;0;0
-16,38987;14,53914;0;0;0
-16,38987;14,53921;0;0;0
-16,38998;14,53913;0;0;0
-16,39002;14,53893;1;0;0
-16,38985;14,53903;0;0;1
-16,38937;14,5389;0;0;0
-16,38954;14,53892;0;0;0
-16,38956;14,539;0;0;0
-16,38969;14,53919;0;0;0
-16,38972;14,53923;0;0;0
-16,38972;14,53916;0;0;0
-16,38974;14,53896;0;0;0
-16,38962;14,53915;0;0;0
-16,38967;14,53913;0;0;0
-16,38852;14,53834;1;0;0
-16,38836;14,53824;0;0;1
-16,38822;14,53864;0;1;0
-16,388;14,53881;0;1;0
-16,3879;14,53874;0;0;1
-16,38894;14,53794;1;0;0
-16,38853;14,53798;1;0;0
-16,38861;14,53851;1;0;0
-16,38885;14,53859;1;0;0
-16,35653;14,53505;1;0;0
-16,35711;14,53537;1;0;0
-16,35726;14,53514;0;0;0
-16,35752;14,53518;0;0;1
-16,35712;14,53594;1;0;0
-16,35734;14,53597;1;0;0
-16,35735;14,53587;0;0;0
-16,35742;14,53596;0;0;0
-16,35766;14,53596;1;0;0
-16,35788;14,53603;0;0;0
-16,35784;14,53598;0;0;0
-16,35796;14,53594;0;0;0
-16,35693;14,53558;0;0;0
-16,35669;14,5355;1;0;0
-16,35655;14,53553;1;0;0
-16,35571;14,53501;1;0;0
-16,35531;14,53522;1;0;0
-16,35736;14,53657;0;0;0
-16,35725;14,53649;0;0;0
-16,35709;14,53657;0;0;1
-16,35685;14,53659;1;0;0
-16,35652;14,53663;1;0;0
-16,35596;14,53669;1;0;0
-16,35542;14,5365;1;0;0
-16,35454;14,53582;1;0;0
-16,35499;14,53618;1;0;0
-16,35478;14,53603;0;0;0
-16,35482;14,53565;1;0;0
-16,35495;14,53571;1;0;0
-16,35618;14,53646;1;0;0
-16,35629;14,53625;1;0;0
-16,35596;14,53616;1;0;0
-16,35596;14,53596;0;0;0
-16,35554;14,53594;1;0;0
-16,35599;14,53551;1;0;0
-16,35665;14,53576;1;0;0
-16,35633;14,53561;1;0;0
-16,35712;14,53721;1;0;0
-16,35683;14,53496;0;0;0
-16,35688;14,53498;0;0;0
-16,35692;14,53472;0;0;0
-16,35628;14,53466;0;1;0
-16,3561;14,53464;0;0;0
-16,35597;14,53463;0;0;0
-16,35536;14,53398;0;0;0
-16,35526;14,53405;0;0;0
-16,35677;14,53493;0;0;0
-16,52616;14,5359;0;0;0
-16,52607;14,53547;0;0;0
-16,52565;14,53578;1;0;0
-16,52568;14,53572;0;0;0
-16,52551;14,53575;0;0;0
-16,52578;14,53513;1;0;0
-16,52557;14,53551;0;0;0
-16,52529;14,53601;0;0;1
-16,52547;14,53624;1;0;0
-16,52543;14,53624;0;0;0
-16,52516;14,53613;1;0;0
-16,5249;14,53655;0;0;1
-16,52716;14,53735;0;0;0
-16,52661;14,53726;0;0;0
-16,52679;14,53718;0;1;0
-16,52689;14,53738;0;0;0
-16,52653;14,53713;1;0;0
-16,52663;14,53669;1;0;0
-16,52655;14,53683;1;0;0
-16,52642;14,5377;0;0;1
-16,5269;14,53778;0;0;0
-16,52613;14,53703;1;0;0
-16,52613;14,53717;0;0;1
-16,52599;14,53677;0;0;0
-16,52644;14,53587;0;0;0
-16,52703;14,53588;0;0;0
-16,52733;14,53584;1;0;0
-16,52725;14,53554;1;0;0
-16,52725;14,53534;1;0;0
-16,52732;14,53534;0;0;1
-16,52748;14,53536;0;1;0
-16,40953;14,53728;1;0;0
-16,40945;14,53746;1;0;0
-16,40976;14,53721;0;0;0
-16,40997;14,53715;1;0;0
-16,41011;14,53728;1;0;0
-16,40996;14,53753;0;0;0
-16,41018;14,53757;0;0;0
-16,41041;14,53764;1;0;0
-16,41055;14,53764;1;0;0
-16,41086;14,53764;0;0;0
-16,41044;14,53783;1;0;0
-16,41063;14,53798;1;0;0
-16,41064;14,53807;0;0;0
-16,41064;14,53814;0;0;0
-16,41065;14,53829;0;0;0
-16,41055;14,53839;0;0;0
-16,41051;14,53841;0;0;0
-16,41023;14,5379;0;0;0
-16,41031;14,53828;0;0;0
-16,41104;14,53774;0;0;0
-16,41121;14,53777;0;0;0
-16,4102;14,53853;1;0;0
-16,40981;14,53847;1;0;0
-16,40968;14,53815;0;0;0
-16,40946;14,53823;1;0;0
-16,40935;14,53798;1;0;0
-16,40952;14,53778;1;0;0
-16,40921;14,53777;1;0;0
-16,40913;14,53763;1;0;0
-16,40901;14,53761;1;0;0
-16,40929;14,53623;1;0;0
-16,4094;14,53621;1;0;0
-16,40943;14,5364;0;1;0
-16,4095;14,53647;1;0;0
-16,40922;14,53663;1;0;0
-16,40882;14,53688;1;0;0
-16,409;14,53684;0;0;0
-16,40874;14,53751;1;0;0
-16,40873;14,5376;1;0;0
-16,4092;14,53677;0;0;0
-16,40966;14,53679;0;0;0
-16,40971;14,53702;0;0;0
-16,40941;14,53716;1;0;0
-16,40916;14,53732;0;0;0
-16,40871;14,53641;1;0;0
-16,40829;14,53588;0;0;0
-16,40777;14,53631;0;0;0
-16,40805;14,53615;0;0;0
-16,40806;14,53672;1;0;0
-16,40846;14,53664;1;0;0
-16,40858;14,53622;1;0;0
-16,40795;14,53713;0;0;0
-16,40792;14,53728;0;0;0
-16,40818;14,53727;0;0;0
-16,40827;14,53704;0;0;0
-16,40892;14,53814;1;0;0
-16,40901;14,53822;0;1;0
-16,4088;14,53824;0;0;0
-16,40866;14,53841;1;0;0
-16,40892;14,5387;0;0;0
-16,40883;14,53911;1;0;0
-16,40832;14,53884;0;0;0
-16,40805;14,53988;0;0;0
-16,40852;14,53931;1;0;0
-16,40871;14,53908;1;0;0
-16,40883;14,53799;1;0;0
-16,40879;14,53778;1;0;0
-16,40846;14,53964;1;0;0
-16,40846;14,53976;1;0;0
-16,4084;14,5399;1;0;0
-16,3639;14,53538;0;0;0
-16,36385;14,53552;1;0;0
-16,36366;14,53532;1;0;0
-16,36433;14,53566;1;0;0
-16,36456;14,53561;1;0;0
-16,36472;14,53581;1;0;0
-16,36441;14,53558;0;0;0
-16,36458;14,53615;1;0;0
-16,36485;14,53612;1;0;0
-16,36488;14,53599;1;0;0
-16,36476;14,53633;0;1;0
-16,365;14,53633;1;0;0
-16,36533;14,53616;1;0;0
-16,36393;14,53648;0;0;0
-16,36369;14,53661;1;0;0
-16,36306;14,53629;0;1;0
-16,36368;14,53616;1;0;0
-16,36368;14,53642;1;0;0
-16,36401;14,5365;1;0;0
-16,36402;14,53617;1;0;0
-16,36409;14,53603;1;0;0
-16,36341;14,53592;1;0;0
-16,36373;14,53591;1;0;0
-16,3644;14,5374;0;0;0
-16,36372;14,5374;0;0;0
-16,36397;14,53698;1;0;0
-16,36439;14,53709;1;0;0
-16,36441;14,53675;1;0;0
-16,3647;14,53683;0;0;0
-16,36432;14,53672;1;0;0
-16,36402;14,53672;1;0;0
-16,36336;14,5367;1;0;0
-16,36417;14,53764;1;0;0
-16,36433;14,53776;1;0;0
-16,36521;14,5374;0;1;0
-16,36472;14,53743;1;0;0
-16,36447;14,53497;1;0;0
-16,36468;14,53479;0;0;0
-16,36473;14,5346;1;0;0
-16,36422;14,53445;1;0;0
-16,36555;14,53442;0;1;0
-16,36509;14,53445;1;0;0
-16,36496;14,53423;1;0;0
-16,37221;14,53634;1;0;0
-16,37189;14,53681;1;0;0
-16,37167;14,53642;0;0;0
-16,37151;14,53634;1;0;0
-16,37057;14,53688;1;0;0
-16,37088;14,53694;0;0;1
-16,37101;14,5374;0;0;0
-16,37097;14,53649;1;0;0
-16,3709;14,53608;1;0;0
-16,37107;14,53573;1;0;0
-16,37095;14,53571;1;0;0
-16,37176;14,53596;1;0;0
-16,37215;14,53616;1;0;0
-16,37178;14,53553;1;0;0
-16,37176;14,53531;1;0;0
-16,37218;14,53572;1;0;0
-16,37224;14,53547;1;0;0
-16,37226;14,53533;1;0;0
-16,37249;14,53537;1;0;0
-16,37244;14,53561;0;1;0
-16,37266;14,53575;0;1;0
-16,3727;14,53581;1;0;0
-16,37275;14,53662;1;0;0
-16,37258;14,53692;1;0;0
-16,37222;14,53712;0;0;1
-16,37221;14,53678;1;0;0
-16,37281;14,5362;0;1;0
-16,37261;14,53629;0;0;0
-16,37263;14,53607;1;0;0
-16,3725;14,53628;1;0;0
-16,37232;14,5364;1;0;0
-16,37313;14,53602;1;0;0
-16,37311;14,53583;1;0;0
-16,37297;14,53573;1;0;0
-16,37284;14,53586;0;0;0
-16,37334;14,53693;1;0;0
-16,37319;14,53685;0;0;0
-16,37363;14,53676;1;0;0
-16,37368;14,53653;1;0;0
-16,37378;14,53654;1;0;0
-16,37357;14,53638;1;0;0
-16,37364;14,53408;0;0;0
-16,37365;14,53399;0;0;0
-16,37221;14,53741;0;0;0
-16,3726;14,53749;0;0;1
-16,37276;14,53755;0;1;0
-16,3727;14,5376;0;0;0
-16,3725;14,53778;1;0;0
-16,37241;14,53826;0;0;0
-16,37236;14,53833;1;0;0
-16,37228;14,5385;0;0;0
-16,37255;14,53865;0;1;0
-16,37246;14,53866;1;0;0
-16,37215;14,5388;0;0;0
-16,3716;14,5383;0;0;0
-16,37137;14,53749;1;0;0
-16,37369;14,53396;0;0;0
-16,37366;14,53394;0;0;0
-16,37204;14,53749;1;0;0
-16,37228;14,53759;1;0;0
-16,37231;14,53772;1;0;0
-16,37502;14,53576;0;0;0
-16,37483;14,53575;0;1;0
-16,37485;14,53565;0;1;0
-16,37568;14,5358;1;0;0
-16,37555;14,536;0;0;0
-16,37584;14,53609;0;0;0
-16,37587;14,53582;1;0;0
-16,37541;14,53621;1;0;0
-16,37524;14,53645;0;1;0
-16,37517;14,53658;1;0;0
-16,37508;14,53681;0;0;0
-16,37483;14,53697;0;1;0
-16,37506;14,53699;1;0;0
-16,37474;14,53676;1;0;0
-16,37488;14,53654;0;0;0
-16,37475;14,53639;0;1;0
-16,37549;14,53518;1;0;0
-16,37554;14,53502;1;0;0
-16,37555;14,5349;0;0;0
-16,37658;14,53682;1;0;0
-16,3765;14,5373;1;0;0
-16,37636;14,53745;0;1;0
-16,37629;14,53726;0;1;0
-16,37613;14,53694;1;0;0
-16,37617;14,53677;1;0;0
-16,37608;14,53672;0;0;1
-16,37613;14,53658;1;0;0
-16,37629;14,53593;0;1;0
-16,37626;14,53597;1;0;0
-16,37629;14,53524;1;0;0
-16,37631;14,5354;0;1;0
-16,37613;14,53577;1;0;0
-16,37604;14,53634;0;0;0
-16,37596;14,5363;1;0;0
-16,37605;14,53603;1;0;0
-16,37319;14,53577;0;1;0
-16,37323;14,53642;0;1;0
-16,37321;14,53652;0;1;0
-16,37518;14,53542;1;0;0
-16,37518;14,53526;1;0;0
-16,37517;14,53512;0;0;0
-16,3748;14,53507;0;1;0
-16,37475;14,53542;1;0;0
-16,37407;14,53512;0;1;0
-16,3738;14,53426;0;0;0
-16,37423;14,53426;0;1;0
-16,37453;14,53438;0;1;0
-16,37469;14,53455;0;0;0
-16,37473;14,53463;0;1;0
-16,37496;14,53544;1;0;0
-16,37488;14,53537;1;0;0
-16,37452;14,53553;1;0;0
-16,37442;14,53544;1;0;0
-16,37439;14,53533;1;0;0
-16,50004;14,53679;0;1;0
-16,50006;14,53659;0;0;0
-16,49997;14,53687;1;0;0
-16,3644;14,53416;0;1;0
-16,36445;14,53402;1;0;0
-16,3645;14,53382;0;0;0
-16,36478;14,53382;1;0;0
-16,3643;14,53429;1;0;0
-16,36461;14,53351;1;0;0
-16,36474;14,53366;1;0;0
-16,36487;14,53375;1;0;0
-16,36501;14,53392;1;0;0
-16,49187;14,5345;0;0;0
-16,49193;14,53451;1;0;0
-16,49199;14,53445;1;0;0
-16,49182;14,53457;0;0;0
-16,49158;14,53443;1;0;0
-16,49148;14,53457;0;0;0
-16,49128;14,53423;1;0;0
-16,49112;14,53386;0;0;1
-16,49109;14,53452;1;0;0
-16,49128;14,53484;1;0;0
-16,4912;14,53475;0;1;0
-16,49138;14,5349;0;0;0
-16,49151;14,53489;0;0;0
-16,49063;14,53414;1;0;0
-16,49051;14,53462;1;0;0
-16,4905;14,53445;0;1;0
-16,49055;14,53438;0;1;0
-16,49068;14,53441;1;0;0
-16,49056;14,53573;0;0;1
-16,49124;14,53518;0;0;0
-16,49126;14,53529;0;0;0
-16,49147;14,53531;0;0;0
-16,49168;14,53543;0;0;0
-16,49155;14,53564;0;0;0
-16,49097;14,53555;1;0;0
-16,49123;14,53579;0;0;0
-16,49181;14,53523;0;0;0
-16,49205;14,53507;1;0;0
-16,49193;14,53487;1;0;0
-16,49214;14,53485;1;0;0
-16,49369;14,53491;1;0;0
-16,49363;14,53455;0;0;0
-16,49353;14,53463;1;0;0
-16,49349;14,53466;1;0;0
-16,49343;14,53487;1;0;0
-16,49296;14,5345;0;0;0
-16,49302;14,53442;0;0;0
-16,49289;14,53439;0;0;0
-16,493;14,53469;0;0;1
-16,49332;14,53421;1;0;0
-16,49344;14,53409;0;0;0
-16,49334;14,53388;1;0;0
-16,49306;14,53423;1;0;0
-16,49278;14,53414;0;0;0
-16,49244;14,53419;0;1;0
-16,49246;14,53393;0;0;0
-16,49207;14,53407;0;0;0
-16,49201;14,53412;0;0;0
-16,4925;14,53481;0;0;0
-16,49247;14,5347;0;0;0
-16,49221;14,53446;1;0;0
-16,49212;14,53455;1;0;0
-16,49222;14,53469;1;0;0
-16,48901;14,53783;0;0;0
-16,49122;14,53369;0;0;1
-16,49144;14,53367;0;0;0
-16,4914;14,53368;1;0;0
-16,49132;14,53326;0;0;1
-16,49126;14,53312;0;0;0
-16,49124;14,53301;1;0;0
-16,4916;14,53277;0;1;0
-16,49175;14,53359;1;0;0
-16,49203;14,53352;1;0;0
-16,49166;14,53345;1;0;0
-16,53706;14,53086;1;0;0
-16,53582;14,53463;0;0;0
-16,53597;14,53458;1;0;0
-16,53615;14,53439;0;0;0
-16,53637;14,53441;1;0;0
-16,53617;14,53503;1;0;0
-16,53555;14,53477;1;0;0
-16,53537;14,53476;1;0;0
-16,53543;14,53504;1;0;0
-16,53581;14,53513;1;0;0
-16,53648;14,53538;0;0;1
-16,53657;14,53553;1;0;0
-16,53562;14,53529;1;0;0
-16,53576;14,53532;1;0;0
-16,53583;14,53538;1;0;0
-16,53605;14,53539;1;0;0
-16,53625;14,53579;0;0;1
-16,5361;14,53586;1;0;0
-16,53603;14,53583;0;0;0
-16,53558;14,53574;0;0;0
-16,53499;14,53573;1;0;0
-16,53476;14,53572;0;0;0
-16,535;14,53528;0;0;0
-16,53528;14,53533;1;0;0
-16,53696;14,53187;0;0;0
-16,53414;14,53428;0;0;0
-16,53421;14,53406;0;0;1
-16,53574;14,5341;0;0;0
-16,53509;14,53403;0;0;0
-16,53462;14,53411;0;0;1
-16,53521;14,53411;1;0;0
-16,53491;14,53446;0;0;1
-16,53513;14,53452;0;0;0
-16,53549;14,53457;1;0;0
-16,53526;14,53482;0;0;0
-16,53512;14,5349;0;1;0
-16,53507;14,53489;0;1;0
-16,53607;14,53377;0;0;0
-16,53807;14,53274;0;0;0
-16,53813;14,53273;1;0;0
-16,53775;14,53333;0;0;0
-16,53782;14,53344;0;0;0
-16,53463;14,53506;0;1;0
-16,53438;14,53516;1;0;0
-16,53431;14,53509;0;0;0
-16,53398;14,53541;0;0;0
-16,53389;14,53526;1;0;0
-16,5339;14,53509;0;0;0
-16,53395;14,535;0;0;0
-16,53294;14,53449;0;0;1
-16,53256;14,53443;0;0;0
-16,53283;14,53477;0;0;1
-16,53289;14,53487;0;0;1
-16,53293;14,53508;0;0;0
-16,53324;14,53524;1;0;0
-16,53752;14,53344;1;0;0
-16,53777;14,53321;1;0;0
-16,53798;14,53328;1;0;0
-16,5379;14,53355;1;0;0
-16,41466;14,53446;0;0;0
-16,41466;14,53454;0;0;0
-16,41477;14,53483;0;0;0
-16,41487;14,53481;0;0;0
-16,41492;14,5348;0;0;0
-16,41501;14,53478;0;0;0
-16,41503;14,53474;0;0;0
-16,4151;14,53474;0;0;0
-16,41495;14,53467;0;0;0
-16,41505;14,5351;0;0;0
-16,41497;14,53513;0;0;0
-16,41528;14,53495;0;0;0
-16,41542;14,53514;0;0;0
-16,41477;14,53494;0;0;0
-16,41447;14,53511;0;0;0
-16,41429;14,53486;0;0;0
-16,41402;14,53479;1;0;0
-16,41538;14,53428;1;0;0
-16,41446;14,53541;1;0;0
-16,41419;14,53539;1;0;0
-16,41419;14,53558;1;0;0
-16,41476;14,53583;1;0;0
-16,41505;14,53383;0;0;0
-16,4152;14,53403;1;0;0
-16,41486;14,53415;0;0;0
-16,41481;14,53399;0;0;0
-16,41462;14,53413;0;0;0
-16,41473;14,53411;0;0;0
-16,41436;14,53407;0;0;0
-16,41445;14,53417;0;0;0
-16,41434;14,53417;0;0;0
-16,41426;14,5342;1;0;0
-16,41434;14,53422;0;0;0
-16,41368;14,53446;1;0;0
-16,41336;14,53334;1;0;0
-16,41356;14,5333;0;0;0
-16,41429;14,53335;0;1;0
-16,41473;14,53358;0;0;0
-16,4148;14,53353;1;0;0
-16,41517;14,53339;0;0;0
-16,41499;14,53359;0;1;0
-16,41486;14,53372;0;0;0
-16,41473;14,53373;0;0;0
-16,41456;14,53379;0;0;0
-16,41401;14,53358;0;0;0
-16,41428;14,53371;0;0;0
-16,41434;14,53385;0;0;0
-16,41437;14,53385;1;0;0
-16,41441;14,53396;0;0;0
-16,40959;14,53648;1;0;0
-16,41374;14,53549;0;0;0
-16,41345;14,53537;1;0;0
-16,41346;14,53583;0;0;0
-16,41343;14,5362;1;0;0
-16,41356;14,53639;1;0;0
-16,41297;14,53521;1;0;0
-16,413;14,53533;1;0;0
-16,41342;14,53554;1;0;0
-16,41372;14,53568;0;0;0
-16,5182;14,5347;0;1;0
-16,51813;14,53474;0;1;0
-16,51767;14,53486;1;0;0
-16,51776;14,53505;0;0;0
-16,51992;14,53177;1;0;0
-16,51989;14,53174;0;0;0
-16,51993;14,53202;0;0;0
-16,51997;14,53213;0;0;0
-16,52002;14,53214;0;0;0
-16,52003;14,53205;0;0;0
-16,51955;14,5322;0;0;0
-16,51978;14,53231;0;0;0
-16,51955;14,53232;0;0;0
-16,51959;14,53226;0;0;0
-16,5199;14,53234;0;0;0
-16,51948;14,53242;0;0;0
-16,51987;14,53248;0;0;0
-16,51993;14,5324;0;0;0
-16,51791;14,53472;0;0;0
-16,52015;14,53166;1;0;0
-16,52004;14,53165;0;0;0
-16,52015;14,5315;0;0;0
-16,52011;14,53153;0;0;0
-16,5201;14,53147;0;0;0
-16,52007;14,53151;0;0;0
-16,51996;14,53164;0;0;0
-16,51993;14,53164;0;0;0
-16,52052;14,53136;0;0;0
-16,52064;14,53154;0;0;0
-16,5203;14,53116;0;0;0
-16,52043;14,53125;0;0;0
-16,51825;14,5346;0;0;0
-16,51996;14,53161;0;0;0
-16,51988;14,53213;0;0;0
-16,5202;14,53163;0;0;0
-16,52036;14,5312;0;0;0
-16,52049;14,53097;0;0;0
-16,52076;14,53098;0;0;0
-16,52147;14,52887;0;0;0
-16,52183;14,52876;0;0;0
-16,42288;14,53371;0;0;0
-16,42274;14,53371;1;0;0
-16,42293;14,53384;1;0;0
-16,42305;14,53373;1;0;0
-16,42282;14,53398;0;0;0
-16,42267;14,53402;0;0;0
-16,42318;14,53345;1;0;0
-16,42323;14,53353;1;0;0
-16,42244;14,53336;1;0;0
-16,42257;14,53328;1;0;0
-16,42263;14,53342;0;0;0
-16,42296;14,53427;0;0;0
-16,4226;14,5343;1;0;0
-16,42204;14,53473;1;0;0
-16,42087;14,53223;0;0;0
-16,42073;14,53221;0;0;0
-16,42061;14,5322;0;0;0
-16,42095;14,53215;0;0;0
-16,421;14,532;0;0;0
-16,45422;14,53689;1;0;0
-16,45451;14,53669;1;0;0
-16,45465;14,53674;1;0;0
-16,45474;14,53661;1;0;0
-16,45468;14,53652;1;0;0
-16,45472;14,53632;1;0;0
-16,45456;14,53596;1;0;0
-16,45445;14,53605;1;0;0
-16,45424;14,53657;1;0;0
-16,45411;14,53624;1;0;0
-16,45422;14,53633;1;0;0
-16,45446;14,53629;1;0;0
-16,455;14,53661;1;0;0
-16,45556;14,53682;1;0;0
-16,45543;14,53698;0;0;0
-16,45544;14,53785;0;0;0
-16,45526;14,5379;1;0;0
-16,45531;14,53754;1;0;0
-16,45508;14,53736;1;0;0
-16,45495;14,53754;1;0;0
-16,45468;14,5379;1;0;0
-16,45471;14,53769;1;0;0
-16,4546;14,53762;0;0;0
-16,43147;14,53342;1;0;0
-16,43172;14,53329;1;0;0
-16,43161;14,53318;1;0;0
-16,43168;14,53314;1;0;0
-16,43176;14,53302;1;0;0
-16,43164;14,53287;1;0;0
-16,43159;14,53303;1;0;0
-16,43125;14,53345;1;0;0
-16,43136;14,53321;1;0;0
-16,43127;14,5329;1;0;0
-16,43113;14,53298;1;0;0
-16,43501;14,52908;1;0;0
-16,43523;14,52889;1;0;0
-16,43132;14,53382;0;1;0
-16,43133;14,53426;1;0;0
-16,43136;14,53473;1;0;0
-16,43156;14,53559;0;0;0
-16,43136;14,53563;0;0;0
-16,43101;14,53458;0;1;0
-16,37118;14,53544;1;0;0
-16,36598;14,53384;0;0;0
-16,36569;14,53437;1;0;0
-16,47774;14,53259;0;0;1
-16,47776;14,53248;0;0;1
-16,47784;14,5324;1;0;0
-16,47755;14,53242;0;0;0
-16,47755;14,53216;0;0;0
-16,47796;14,53181;0;0;0
-16,47813;14,53186;0;0;1
-16,47823;14,5317;0;0;0
-16,47836;14,53157;0;0;0
-16,47844;14,53171;0;0;1
-16,47825;14,53192;1;0;0
-16,47865;14,5318;0;0;0
-16,47871;14,532;0;0;0
-16,47842;14,53197;0;1;0
-16,47909;14,53207;1;0;0
-16,47819;14,53205;0;0;0
-16,47759;14,53105;0;0;0
-16,47742;14,53119;0;0;0
-16,47681;14,53123;0;0;0
-16,47684;14,53133;0;0;0
-16,47714;14,53134;0;0;0
-16,47727;14,53162;0;0;0
-16,47736;14,5316;0;0;0
-16,47748;14,53127;0;0;0
-16,4777;14,53151;0;0;1
-16,47804;14,53165;0;0;0
-16,4779;14,53167;0;0;1
-16,47813;14,53141;0;0;0
-16,47799;14,53099;0;0;0
-16,47784;14,53101;0;0;0
-16,47791;14,53108;1;0;0
-16,47727;14,53121;0;0;0
-16,47698;14,53118;0;0;0
-16,47702;14,53112;0;0;0
-16,47755;14,53086;0;0;0
-16,47748;14,53088;0;0;0
-16,47745;14,53105;0;0;0
-16,4788;14,53079;0;0;0
-16,47745;14,53175;0;0;0
-16,47738;14,53218;0;0;0
-16,47828;14,53252;1;0;0
-16,47799;14,53277;0;0;0
-16,47793;14,53281;0;0;0
-16,47797;14,53284;0;0;0
-16,47795;14,53289;0;0;0
-16,47796;14,53291;0;0;0
-16,478;14,53293;0;0;0
-16,47809;14,53295;0;0;0
-16,47775;14,53297;1;0;0
-16,47772;14,53316;0;0;0
-16,47787;14,53335;0;0;0
-16,47834;14,53305;0;0;0
-16,47849;14,53306;0;0;0
-16,4786;14,53304;0;0;0
-16,47874;14,53285;0;0;0
-16,47854;14,53322;0;0;0
-16,50389;14,52668;1;0;0
-16,50379;14,52686;0;0;0
-16,50331;14,5261;1;0;0
-16,50381;14,52678;0;0;0
-16,50386;14,52675;1;0;0
-16,50395;14,52668;1;0;0
-16,50393;14,52657;1;0;0
-16,51728;14,53556;0;0;0
-16,5171;14,53603;0;0;0
-16,51697;14,53611;0;0;1
-16,51672;14,53635;1;0;0
-16,51687;14,53638;0;0;1
-16,5175;14,53602;0;0;0
-16,52416;14,52875;0;0;0
-16,52053;14,53583;1;0;0
-16,51998;14,53603;0;0;1
-16,51937;14,5359;0;0;0
-16,51961;14,5358;0;0;0
-16,51938;14,53492;1;0;0
-16,51907;14,53489;1;0;0
-16,51896;14,53493;0;0;0
-16,51886;14,53523;0;1;0
-16,51881;14,53509;0;0;1
-16,51864;14,53508;0;1;0
-16,52483;14,5354;0;0;0
-16,52479;14,53546;0;0;0
-16,51813;14,53526;0;0;0
-16,52443;14,53509;0;0;0
-16,52354;14,53499;0;0;0
-16,52354;14,53509;0;0;0
-16,52368;14,53491;0;0;0
-16,52442;14,5351;0;1;0
-16,52372;14,53493;0;1;0
-16,52351;14,53515;0;1;0
-16,52445;14,53509;0;0;0
-16,5237;14,53492;0;0;0
-16,52354;14,53513;0;0;0
-16,52443;14,53507;0;0;0
-16,52371;14,53489;0;0;0
-16,5235;14,53512;0;0;0
-16,47252;14,54319;0;1;0
-16,47246;14,54317;0;0;0
-16,47241;14,54304;0;0;1
-16,4724;14,54306;0;0;0
-16,47227;14,54292;0;0;0
-16,47226;14,5431;0;0;0
-16,47218;14,54301;0;0;0
-16,47204;14,54296;0;0;0
-16,47201;14,54305;0;0;1
-16,4721;14,54284;0;0;1
-16,47211;14,54292;0;0;0
-16,47238;14,54264;0;0;0
-16,47158;14,54269;0;0;0
-16,47164;14,54264;0;0;0
-16,47132;14,54294;0;0;0
-16,47132;14,54272;0;0;0
-16,47216;14,54234;0;0;0
-16,47212;14,54244;0;0;0
-16,47206;14,5423;0;0;0
-16,47136;14,54258;0;1;0
-16,47149;14,54232;0;0;0
-16,47137;14,54394;0;0;0
-16,47142;14,54391;1;0;0
-16,47165;14,54405;1;0;0
-16,47156;14,54361;0;0;0
-16,47106;14,54389;0;0;0
-16,47163;14,54357;0;0;0
-16,4718;14,54343;0;0;0
-16,47185;14,54342;0;0;0
-16,47196;14,54356;0;0;0
-16,47191;14,54344;0;0;0
-16,47196;14,54348;1;0;0
-16,47204;14,54354;0;0;0
-16,47188;14,54372;0;0;0
-16,47183;14,54396;0;0;0
-16,47209;14,54359;0;0;0
-16,47207;14,54374;0;0;0
-16,47203;14,54365;1;0;0
-16,47219;14,54369;0;0;0
-16,47221;14,54373;0;0;0
-16,47223;14,54378;0;0;0
-16,47231;14,54366;0;0;0
-16,47233;14,54359;0;0;0
-16,47252;14,54343;0;0;0
-16,4725;14,54358;0;0;1
-16,47241;14,54355;0;0;0
-16,47235;14,54352;0;0;0
-16,47239;14,5435;1;0;0
-16,47223;14,54354;0;0;0
-16,47225;14,54338;0;0;0
-16,47231;14,54334;0;0;0
-16,47231;14,54327;0;1;0
-16,4726;14,54292;0;0;0
-16,47267;14,5427;0;0;0
-16,47273;14,54267;0;0;0
-16,47312;14,54273;0;0;0
-16,47309;14,54285;0;0;0
-16,47306;14,54299;0;0;0
-16,47296;14,54301;0;0;0
-16,47308;14,5432;0;0;0
-16,47304;14,54326;0;0;0
-16,47294;14,54337;0;0;0
